timestamp,legacy_rtl81397,legacy_rtl81399,legacy_rtl81393,legacy_rtl81395,legacy_rtl81391,legacy_rtl81394,legacy_rtl81396,legacy_rtl81390,legacy_rtl81392,max,min,avg
1158,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1159,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1160,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1161,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1162,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1163,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1164,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1165,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1166,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1167,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1168,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1170,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1172,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1173,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1174,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1175,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1176,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1177,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1179,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1181,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1182,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1183,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1184,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1185,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1186,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1188,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1189,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1191,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1192,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1193,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1194,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1195,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1196,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1197,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1198,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1199,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1200,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1201,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1202,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1203,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1204,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1205,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1206,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1208,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1210,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1212,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1213,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1215,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1216,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1217,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1218,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1220,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1222,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1223,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1224,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1226,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1227,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1228,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1229,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1230,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1231,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1232,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1233,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1234,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1235,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1236,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1238,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1239,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1240,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1241,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1242,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1243,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1244,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1245,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1247,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1248,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1250,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1251,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1252,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1253,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1254,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1255,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1257,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1258,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1259,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1260,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1261,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1262,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1263,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1264,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1265,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1266,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1267,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1269,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1270,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1271,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1272,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1273,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1274,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1275,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1276,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1277,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1278,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1279,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1280,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1281,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1282,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1284,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1285,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1286,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1287,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1288,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1289,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1290,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1291,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1292,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1293,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1294,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1295,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1296,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1297,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1298,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1299,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1300,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1301,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1302,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1303,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1304,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1305,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1307,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1308,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1309,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1310,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1311,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1312,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1313,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1314,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1315,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1316,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1317,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1318,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1319,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1320,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1321,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1322,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1323,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1324,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1325,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1326,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1327,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1328,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1329,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1330,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1331,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1332,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1333,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1334,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1335,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1336,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1338,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1339,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1340,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1341,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1342,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1343,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1344,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1345,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1346,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1347,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1348,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1349,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1350,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1351,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1352,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1353,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1355,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1356,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1357,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1358,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1359,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1360,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1361,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1362,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1363,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1365,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1366,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1367,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1369,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1371,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1372,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1373,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1374,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1375,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1376,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1377,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1379,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1380,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1382,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1383,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1384,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1385,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1386,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1388,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1389,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1390,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1391,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1392,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1393,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1394,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1395,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1396,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1397,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1398,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1399,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1400,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1401,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1402,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1403,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1404,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
1405,0.6643,0.6655,0.6643,0.6507,0.6643,0.6651,0.6519,0.6632,0.6671,0.6671,0.6507,0.6618
