timestamp,legacy_ne20001,legacy_ne20009,legacy_ne20004,legacy_ne20003,legacy_ne20005,legacy_ne20006,legacy_ne20007,legacy_ne20008,legacy_ne20000,legacy_ne20002,max,min,avg
676,0.2045,0.3636,0.3818,0.5818,0.5,0.3455,0.3409,0.5409,0.3955,0.5091,0.5818,0.2045,0.4164
677,0.5136,0.3636,0.1136,0.5818,0.5,0.3455,0.3727,0.5409,0.3955,0.5091,0.5818,0.1136,0.4236
678,0.4,0.3636,0.1136,0.5818,0.5,0.3455,0.3727,0.5409,0.3955,0.5091,0.5818,0.1136,0.4123
679,0.4,0.3636,0.1136,0.5273,0.4909,0.3455,0.3727,0.5409,0.3955,0.5091,0.5409,0.1136,0.4059
680,0.4,0.3636,0.3682,0.5273,0.4909,0.3455,0.3727,0.4545,0.3955,0.5091,0.5273,0.3455,0.4227
681,0.4591,0.2864,0.3682,0.5273,0.4909,0.3455,0.3727,0.4545,0.1818,0.5091,0.5273,0.1818,0.3995
682,0.4455,0.2864,0.4136,0.5273,0.4909,0.3455,0.3727,0.4545,0.1818,0.5091,0.5273,0.1818,0.4027
683,0.0455,0.2864,0.4136,0.5273,0.4909,0.3455,0.3727,0.4545,0.1818,0.5091,0.5273,0.0455,0.3627
684,0.2636,0.2864,0.4136,0.4909,0.4909,0.3455,0.3727,0.4545,0.1818,0.5091,0.5091,0.1818,0.3809
685,0.3682,0.2864,0.4136,0.4909,0.4909,0.3455,0.3727,0.4545,0.1818,0.5091,0.5091,0.1818,0.3914
686,0.3682,0.4955,0.4136,0.4909,0.4364,0.3455,0.2955,0.4545,0.1818,0.5091,0.5091,0.1818,0.3991
687,0.3682,0.4955,0.4136,0.4909,0.4364,0.3136,0.2955,0.4545,0.1818,0.5091,0.5091,0.1818,0.3959
688,0.3682,0.4955,0.4136,0.4909,0.4364,0.3136,0.2955,0.4545,0.5636,0.5091,0.5636,0.2955,0.4341
690,0.3682,0.4955,0.4136,0.4818,0.4364,0.3136,0.2955,0.4545,0.5636,0.5091,0.5636,0.2955,0.4332
691,0.3682,0.4955,0.4136,0.4818,0.4364,0.3136,0.3545,0.2909,0.5636,0.4318,0.5636,0.2909,0.415
692,0.5091,0.4955,0.4136,0.4818,0.4364,0.3136,0.3545,0.0591,0.5636,0.4318,0.5636,0.0591,0.4059
693,0.2909,0.4955,0.4136,0.4818,0.4364,0.3136,0.3545,0.0591,0.5636,0.4318,0.5636,0.0591,0.3841
694,0.2909,0.5864,0.4136,0.4818,0.4364,0.3136,0.3545,0.4045,0.5182,0.4318,0.5864,0.2909,0.4232
696,0.2909,0.5864,0.4136,0.1864,0.4364,0.3136,0.3545,0.4045,0.5182,0.4318,0.5864,0.1864,0.3936
697,0.2909,0.5864,0.4864,0.4,0.4364,0.3136,0.3545,0.4045,0.5182,0.4318,0.5864,0.2909,0.4223
698,0.3545,0.5864,0.4864,0.4,0.4364,0.3227,0.3545,0.4045,0.5182,0.4318,0.5864,0.3227,0.4295
699,0.3545,0.5864,0.4864,0.3182,0.4364,0.3227,0.4864,0.45,0.5182,0.4318,0.5864,0.3182,0.4391
700,0.2864,0.4545,0.4864,0.3091,0.4364,0.3227,0.4864,0.45,0.5182,0.4318,0.5182,0.2864,0.4182
701,0.2909,0.4545,0.4864,0.4545,0.4364,0.3227,0.4864,0.45,0.5182,0.4318,0.5182,0.2909,0.4332
702,0.2909,0.4545,0.4,0.4545,0.4364,0.3227,0.3591,0.3955,0.5182,0.4318,0.5182,0.2909,0.4064
703,0.2909,0.4545,0.4,0.4545,0.3682,0.3227,0.3591,0.3955,0.5182,0.4318,0.5182,0.2909,0.3995
704,0.2909,0.4545,0.4,0.4545,0.3682,0.3227,0.4273,0.3955,0.5182,0.4318,0.5182,0.2909,0.4064
705,0.2909,0.4545,0.4,0.4545,0.3682,0.3227,0.4273,0.3364,0.5182,0.4318,0.5182,0.2909,0.4004
706,0.2909,0.4545,0.4,0.15,0.3682,0.3227,0.4273,0.3364,0.5182,0.4318,0.5182,0.15,0.37
707,0.4909,0.4545,0.4,0.3091,0.3682,0.3227,0.4273,0.3364,0.5182,0.4318,0.5182,0.3091,0.4059
708,0.4909,0.4545,0.4864,0.3091,0.3682,0.1727,0.4273,0.3364,0.5182,0.4318,0.5182,0.1727,0.3995
709,0.4909,0.4545,0.4864,0.3091,0.3682,0.1455,0.4273,0.3273,0.5182,0.4318,0.5182,0.1455,0.3959
710,0.4909,0.4545,0.4364,0.3091,0.3682,0.1455,0.4227,0.3273,0.5182,0.4318,0.5182,0.1455,0.3905
711,0.4909,0.4545,0.1636,0.3091,0.3682,0.1455,0.4227,0.4,0.5182,0.4318,0.5182,0.1455,0.3704
712,0.4909,0.4545,0.1636,0.3091,0.3682,0.1455,0.4227,0.4,0.4682,0.4318,0.4909,0.1455,0.3654
713,0.4909,0.4545,0.1636,0.3091,0.3682,0.1455,0.4227,0.4,0.4682,0.2636,0.4909,0.1455,0.3486
715,0.4909,0.4545,0.1636,0.3091,0.0955,0.4409,0.4227,0.4,0.4682,0.2636,0.4909,0.0955,0.3509
716,0.4909,0.4545,0.1636,0.3091,0.0955,0.4409,0.4591,0.4727,0.4682,0.2636,0.4909,0.0955,0.3618
717,0.4909,0.4545,0.5545,0.3091,0.0955,0.4409,0.4591,0.4727,0.4682,0.2636,0.5545,0.0955,0.4009
718,0.4364,0.4545,0.5545,0.3091,0.0909,0.4409,0.4591,0.4727,0.4682,0.2636,0.5545,0.0909,0.395
719,0.4364,0.4545,0.3318,0.3091,0.0909,0.4409,0.4591,0.4727,0.4682,0.5409,0.5409,0.0909,0.4005
720,0.4364,0.4545,0.3318,0.3091,0.0909,0.4409,0.4591,0.4727,0.4682,0.5409,0.5409,0.0909,0.4005
722,0.4364,0.4545,0.3318,0.3091,0.0909,0.5318,0.4591,0.4727,0.4682,0.5409,0.5409,0.0909,0.4095
723,0.4364,0.4545,0.3318,0.3091,0.0909,0.1773,0.4591,0.45,0.4682,0.5409,0.5409,0.0909,0.3718
724,0.4636,0.4545,0.3318,0.3091,0.0909,0.3591,0.4591,0.45,0.4682,0.5409,0.5409,0.0909,0.3927
725,0.4636,0.4545,0.5318,0.3091,0.0909,0.3591,0.4591,0.45,0.4682,0.5364,0.5364,0.0909,0.4123
726,0.4636,0.4545,0.2727,0.3091,0.0909,0.3591,0.4591,0.45,0.4682,0.2864,0.4682,0.0909,0.3614
727,0.4636,0.1727,0.2727,0.3091,0.0909,0.3591,0.4591,0.45,0.4682,0.3364,0.4682,0.0909,0.3382
728,0.3727,0.1727,0.2727,0.3091,0.0909,0.3591,0.4545,0.45,0.4682,0.3364,0.4682,0.0909,0.3286
730,0.3727,0.1727,0.45,0.3091,0.0909,0.3591,0.4545,0.5545,0.4682,0.3364,0.5545,0.0909,0.3568
731,0.3864,0.1727,0.45,0.3091,0.0909,0.3591,0.4545,0.5545,0.4682,0.3364,0.5545,0.0909,0.3582
732,0.3,0.1727,0.45,0.3091,0.0909,0.3591,0.4545,0.5545,0.4682,0.3364,0.5545,0.0909,0.3495
734,0.4045,0.1727,0.45,0.3091,0.0909,0.3591,0.4545,0.5545,0.4682,0.3364,0.5545,0.0909,0.36
735,0.4045,0.1727,0.45,0.3091,0.0909,0.3591,0.4545,0.4045,0.4682,0.3364,0.4682,0.0909,0.345
736,0.2455,0.1727,0.45,0.3091,0.0909,0.3591,0.4545,0.4045,0.4682,0.3364,0.4682,0.0909,0.3291
737,0.2455,0.1727,0.5136,0.3091,0.0909,0.3591,0.4545,0.4045,0.4682,0.3364,0.5136,0.0909,0.3354
739,0.2455,0.5227,0.5136,0.3091,0.0909,0.4864,0.4545,0.4045,0.4682,0.3364,0.5227,0.0909,0.3832
740,0.2591,0.5227,0.5136,0.3091,0.0909,0.4864,0.4545,0.4045,0.4682,0.5727,0.5727,0.0909,0.4082
741,0.2818,0.5227,0.5136,0.1545,0.0909,0.4864,0.4545,0.4045,0.3455,0.5727,0.5727,0.0909,0.3827
742,0.2864,0.5227,0.4682,0.35,0.0909,0.4864,0.4545,0.4045,0.2636,0.5727,0.5727,0.0909,0.39
744,0.2864,0.5227,0.4682,0.3545,0.0909,0.4864,0.4545,0.4227,0.2636,0.5727,0.5727,0.0909,0.3923
745,0.2864,0.5227,0.4682,0.3545,0.0909,0.5273,0.4545,0.4227,0.2636,0.5318,0.5318,0.0909,0.3923
746,0.2864,0.5227,0.3773,0.3545,0.0909,0.5273,0.4545,0.4227,0.2636,0.5318,0.5318,0.0909,0.3832
747,0.2864,0.55,0.3773,0.3545,0.0909,0.5273,0.4545,0.4227,0.2636,0.0318,0.55,0.0318,0.3359
748,0.2864,0.55,0.3773,0.3545,0.0909,0.35,0.4364,0.4227,0.2636,0.0318,0.55,0.0318,0.3164
749,0.2864,0.55,0.3773,0.5318,0.0909,0.35,0.4364,0.4227,0.2636,0.0318,0.55,0.0318,0.3341
750,0.4545,0.55,0.3773,0.5318,0.0909,0.35,0.4364,0.4636,0.2636,0.0318,0.55,0.0318,0.355
753,0.4,0.55,0.3773,0.5318,0.0909,0.35,0.4364,0.4636,0.2636,0.0318,0.55,0.0318,0.3495
754,0.4,0.3318,0.3773,0.5318,0.0909,0.4955,0.4364,0.4636,0.2636,0.5318,0.5318,0.0909,0.3923
755,0.2909,0.3318,0.3773,0.5318,0.0909,0.4955,0.4364,0.4636,0.4727,0.5318,0.5318,0.0909,0.4023
756,0.2909,0.3318,0.3773,0.5318,0.0909,0.4955,0.4364,0.5,0.4727,0.5318,0.5318,0.0909,0.4059
757,0.2909,0.3318,0.4818,0.5318,0.0909,0.4955,0.4364,0.5,0.4727,0.5318,0.5318,0.0909,0.4164
758,0.2909,0.3318,0.4818,0.5318,0.0909,0.4955,0.4136,0.5,0.4727,0.5318,0.5318,0.0909,0.4141
759,0.2909,0.5227,0.4818,0.5318,0.0909,0.4955,0.4136,0.5,0.4727,0.5318,0.5318,0.0909,0.4332
760,0.2909,0.5227,0.4818,0.5318,0.0909,0.4955,0.4136,0.5,0.4636,0.3818,0.5318,0.0909,0.4173
762,0.4955,0.5227,0.4818,0.5318,0.0909,0.4955,0.4136,0.55,0.4636,0.3818,0.55,0.0909,0.4427
764,0.4955,0.5227,0.4818,0.5318,0.0909,0.4955,0.4136,0.55,0.4636,0.3818,0.55,0.0909,0.4427
765,0.2545,0.5227,0.4818,0.5318,0.0909,0.5636,0.4136,0.55,0.4636,0.3818,0.5636,0.0909,0.4254
766,0.2909,0.5227,0.4818,0.5318,0.0909,0.5636,0.4136,0.55,0.4636,0.3818,0.5636,0.0909,0.4291
767,0.2909,0.5227,0.4818,0.5318,0.0909,0.2,0.4136,0.4773,0.4682,0.5636,0.5636,0.0909,0.4041
768,0.4455,0.5227,0.4818,0.5318,0.0909,0.2,0.4136,0.4773,0.4682,0.1773,0.5318,0.0909,0.3809
769,0.4455,0.5227,0.4818,0.5318,0.0909,0.2,0.4136,0.1409,0.4682,0.2773,0.5318,0.0909,0.3573
771,0.4455,0.5227,0.4818,0.5318,0.0909,0.2,0.4136,0.3455,0.4682,0.2773,0.5318,0.0909,0.3777
772,0.4455,0.5227,0.4818,0.5318,0.0909,0.2,0.4136,0.35,0.4682,0.2773,0.5318,0.0909,0.3782
774,0.4455,0.5227,0.4818,0.5318,0.0909,0.5545,0.1636,0.35,0.4682,0.2773,0.5545,0.0909,0.3886
776,0.4455,0.5227,0.4818,0.5318,0.0909,0.5545,0.1636,0.4545,0.4682,0.5227,0.5545,0.0909,0.4236
778,0.4455,0.5227,0.1409,0.5318,0.0909,0.5545,0.1636,0.4545,0.4682,0.5227,0.5545,0.0909,0.3895
780,0.4455,0.5227,0.1409,0.5318,0.1864,0.5545,0.4727,0.4955,0.4682,0.5227,0.5545,0.1409,0.4341
781,0.4455,0.5227,0.3227,0.5318,0.1864,0.5273,0.4727,0.4955,0.4682,0.5227,0.5318,0.1864,0.4496
782,0.4455,0.5227,0.1864,0.5318,0.1864,0.5273,0.4727,0.4955,0.4682,0.5227,0.5318,0.1864,0.4359
783,0.4455,0.5227,0.1864,0.5318,0.1864,0.5273,0.4727,0.4955,0.4682,0.5091,0.5318,0.1864,0.4346
784,0.2409,0.5227,0.1864,0.5318,0.1864,0.5273,0.4727,0.4955,0.4682,0.5091,0.5318,0.1864,0.4141
785,0.2409,0.5227,0.1864,0.5318,0.4773,0.4955,0.4727,0.4955,0.4682,0.5091,0.5318,0.1864,0.44
787,0.2409,0.5227,0.1864,0.1773,0.4773,0.3227,0.4727,0.5045,0.4682,0.5091,0.5227,0.1773,0.3882
789,0.2409,0.5227,0.5182,0.1773,0.4773,0.3227,0.4727,0.5045,0.1591,0.5091,0.5227,0.1591,0.3905
790,0.2409,0.5227,0.5182,0.1773,0.4773,0.3227,0.5318,0.5045,0.1591,0.5091,0.5318,0.1591,0.3964
791,0.5,0.5227,0.5182,0.1773,0.4773,0.3818,0.5318,0.5045,0.1591,0.5091,0.5318,0.1591,0.4282
792,0.5,0.5227,0.5182,0.1773,0.5136,0.3818,0.5318,0.2682,0.1591,0.05,0.5318,0.05,0.3623
793,0.5,0.3909,0.5182,0.1773,0.5136,0.3818,0.3682,0.2545,0.1591,0.1636,0.5182,0.1591,0.3427
794,0.5,0.3909,0.5182,0.1636,0.5136,0.3818,0.3682,0.1864,0.1591,0.1636,0.5182,0.1591,0.3345
795,0.5,0.3409,0.5182,0.1636,0.5136,0.3818,0.3682,0.1864,0.1591,0.1636,0.5182,0.1591,0.3295
796,0.4909,0.3409,0.5182,0.1636,0.5136,0.3818,0.3682,0.1864,0.1318,0.1636,0.5182,0.1318,0.3259
797,0.4909,0.3409,0.5182,0.1636,0.4091,0.3818,0.4773,0.1864,0.1318,0.1636,0.5182,0.1318,0.3264
799,0.4909,0.3409,0.5182,0.1636,0.4091,0.3818,0.4773,0.1864,0.1318,0.5227,0.5227,0.1318,0.3623
800,0.3682,0.3409,0.5182,0.1636,0.4091,0.5227,0.4773,0.5182,0.1318,0.5227,0.5227,0.1318,0.3973
801,0.3682,0.3409,0.5364,0.1636,0.4091,0.5227,0.4773,0.5182,0.1318,0.5227,0.5364,0.1318,0.3991
803,0.3682,0.3409,0.5364,0.1636,0.4091,0.5227,0.4773,0.5182,0.5545,0.5227,0.5545,0.1636,0.4414
804,0.4636,0.3409,0.5364,0.1636,0.4091,0.5227,0.4773,0.4318,0.5545,0.5227,0.5545,0.1636,0.4423
805,0.4636,0.4545,0.5364,0.1636,0.4091,0.5227,0.4773,0.4227,0.5545,0.5091,0.5545,0.1636,0.4513
806,0.4636,0.4545,0.5364,0.1636,0.4091,0.4818,0.4773,0.3773,0.5545,0.5091,0.5545,0.1636,0.4427
808,0.4409,0.4545,0.4409,0.1636,0.4091,0.4818,0.4773,0.3773,0.5545,0.5091,0.5545,0.1636,0.4309
809,0.4409,0.4545,0.4409,0.1636,0.4091,0.4818,0.4773,0.3773,0.5091,0.5091,0.5091,0.1636,0.4264
810,0.4409,0.4545,0.4409,0.1636,0.4091,0.3,0.4773,0.3773,0.4136,0.5091,0.5091,0.1636,0.3986
811,0.4409,0.5591,0.4409,0.1636,0.4091,0.1727,0.4773,0.3773,0.4136,0.5091,0.5591,0.1636,0.3964
812,0.4409,0.5591,0.4409,0.1636,0.4091,0.1727,0.4773,0.3773,0.35,0.5091,0.5591,0.1636,0.39
813,0.4409,0.5591,0.4682,0.1636,0.1318,0.1727,0.4773,0.1636,0.3182,0.5091,0.5591,0.1318,0.3405
814,0.4409,0.5591,0.4682,0.1636,0.1318,0.1727,0.4773,0.3455,0.3182,0.5091,0.5591,0.1318,0.3586
816,0.4409,0.5591,0.4682,0.1636,0.1318,0.1727,0.4773,0.4636,0.3182,0.5091,0.5591,0.1318,0.3705
818,0.4409,0.5364,0.4682,0.1455,0.1318,0.5,0.4773,0.3727,0.3182,0.5091,0.5364,0.1318,0.39
819,0.4409,0.5364,0.4545,0.2409,0.1318,0.5,0.4773,0.0864,0.3182,0.5091,0.5364,0.0864,0.3695
820,0.4,0.5364,0.4545,0.2409,0.5182,0.5,0.2545,0.0864,0.3182,0.5091,0.5364,0.0864,0.3818
821,0.4,0.5364,0.4545,0.2409,0.5182,0.5,0.1636,0.0864,0.3182,0.5091,0.5364,0.0864,0.3727
822,0.3955,0.5364,0.4545,0.2409,0.5182,0.5,0.2227,0.0864,0.3182,0.5091,0.5364,0.0864,0.3782
823,0.3955,0.5364,0.4545,0.2409,0.5182,0.4727,0.2227,0.0864,0.5864,0.5091,0.5864,0.0864,0.4023
824,0.3955,0.5364,0.4545,0.2409,0.5182,0.4727,0.2227,0.4364,0.5864,0.4955,0.5864,0.2227,0.4359
826,0.3955,0.5364,0.4545,0.1773,0.5182,0.4727,0.2227,0.4364,0.5864,0.4955,0.5864,0.1773,0.4296
828,0.3227,0.5364,0.4545,0.1773,0.55,0.5,0.2227,0.4364,0.5864,0.4955,0.5864,0.1773,0.4282
829,0.3227,0.5364,0.4545,0.2045,0.55,0.1955,0.2227,0.4364,0.5864,0.4955,0.5864,0.1955,0.4005
830,0.2545,0.5364,0.4545,0.2045,0.55,0.1955,0.2227,0.4364,0.5864,0.4955,0.5864,0.1955,0.3936
831,0.2545,0.1591,0.4545,0.2045,0.55,0.3045,0.2227,0.4364,0.4727,0.4955,0.55,0.1591,0.3554
834,0.3318,0.1591,0.5182,0.2045,0.55,0.3045,0.2227,0.4364,0.4727,0.4955,0.55,0.1591,0.3695
835,0.3318,0.1591,0.5182,0.2045,0.5045,0.3045,0.2227,0.5,0.4727,0.4955,0.5182,0.1591,0.3713
836,0.2636,0.1591,0.5182,0.5909,0.5045,0.3045,0.2227,0.5,0.4727,0.4955,0.5909,0.1591,0.4032
837,0.2636,0.1591,0.5182,0.5909,0.5045,0.3045,0.2227,0.45,0.5773,0.4955,0.5909,0.1591,0.4086
839,0.2636,0.4318,0.5182,0.5909,0.5045,0.3045,0.1636,0.45,0.5773,0.4955,0.5909,0.1636,0.43
840,0.2636,0.4318,0.5182,0.4227,0.5045,0.5273,0.1636,0.2409,0.5773,0.4955,0.5773,0.1636,0.4145
841,0.2636,0.4318,0.5227,0.4045,0.4864,0.5273,0.1636,0.2409,0.5773,0.4955,0.5773,0.1636,0.4114
842,0.5,0.4318,0.5227,0.2682,0.4864,0.5273,0.1636,0.2409,0.45,0.4955,0.5273,0.1636,0.4086
843,0.2227,0.4318,0.5227,0.2955,0.4864,0.5273,0.1636,0.2409,0.45,0.4955,0.5273,0.1636,0.3836
846,0.2227,0.4318,0.5227,0.2955,0.4864,0.5045,0.1636,0.5227,0.45,0.4955,0.5227,0.1636,0.4095
847,0.2227,0.4318,0.5273,0.2955,0.4864,0.5045,0.4227,0.5227,0.45,0.4955,0.5273,0.2227,0.4359
848,0.2227,0.4318,0.5273,0.2955,0.5045,0.5045,0.4227,0.5227,0.4773,0.4955,0.5273,0.2227,0.4404
849,0.2227,0.4318,0.5273,0.2955,0.4955,0.5045,0.4227,0.0636,0.4773,0.4955,0.5273,0.0636,0.3936
850,0.2227,0.4318,0.5273,0.2955,0.4955,0.4091,0.4227,0.0636,0.4773,0.4955,0.5273,0.0636,0.3841
851,0.2227,0.4955,0.5273,0.6227,0.3545,0.4091,0.4227,0.4091,0.4773,0.3727,0.6227,0.2227,0.4314
852,0.2227,0.4955,0.5273,0.6227,0.3545,0.3682,0.4227,0.4045,0.4773,0.3727,0.6227,0.2227,0.4268
853,0.2227,0.4955,0.5273,0.6227,0.4318,0.3682,0.4273,0.4045,0.4773,0.3727,0.6227,0.2227,0.435
854,0.2227,0.4955,0.5273,0.6227,0.4318,0.3318,0.4273,0.4045,0.4773,0.3727,0.6227,0.2227,0.4314
855,0.2227,0.4955,0.5273,0.6227,0.4,0.3318,0.4273,0.4045,0.4955,0.3727,0.6227,0.2227,0.43
856,0.2227,0.4955,0.5273,0.6227,0.3318,0.3318,0.4273,0.4045,0.4955,0.3727,0.6227,0.2227,0.4232
857,0.2227,0.4955,0.5273,0.6227,0.3318,0.3318,0.4,0.4045,0.4955,0.2682,0.6227,0.2227,0.41
858,0.2545,0.4955,0.5273,0.5318,0.3318,0.3318,0.4,0.4045,0.4955,0.2682,0.5318,0.2545,0.4041
859,0.2545,0.4955,0.5273,0.5318,0.3318,0.3318,0.4,0.5136,0.4955,0.2682,0.5318,0.2545,0.415
860,0.2545,0.4955,0.5273,0.5318,0.3318,0.3318,0.4,0.5136,0.1636,0.2682,0.5318,0.1636,0.3818
861,0.2545,0.4318,0.5273,0.5318,0.3318,0.3318,0.4,0.5136,0.1636,0.2682,0.5318,0.1636,0.3754
862,0.2545,0.4318,0.5273,0.5318,0.3318,0.3318,0.4409,0.5136,0.1636,0.2682,0.5318,0.1636,0.3795
863,0.2545,0.4318,0.5273,0.5318,0.5727,0.3318,0.0227,0.5136,0.1636,0.2682,0.5727,0.0227,0.3618
864,0.2545,0.4318,0.5273,0.5727,0.5727,0.3318,0.0227,0.3682,0.1636,0.2682,0.5727,0.0227,0.3513
865,0.2045,0.4318,0.5273,0.5727,0.5727,0.3318,0.0227,0.3682,0.4864,0.2682,0.5727,0.0227,0.3786
867,0.3545,0.3955,0.5273,0.5727,0.5727,0.3318,0.0227,0.3682,0.4864,0.2682,0.5727,0.0227,0.39
868,0.1591,0.3955,0.5273,0.5727,0.5727,0.3318,0.0227,0.3682,0.4864,0.2682,0.5727,0.0227,0.3705
869,0.1591,0.3955,0.5273,0.5318,0.5227,0.3318,0.0227,0.5,0.4864,0.2682,0.5318,0.0227,0.3745
871,0.1591,0.3955,0.5273,0.5318,0.5227,0.3318,0.0227,0.5,0.4864,0.4455,0.5318,0.0227,0.3923
872,0.1364,0.3955,0.5273,0.5318,0.5227,0.3318,0.0227,0.5,0.5136,0.4455,0.5318,0.0227,0.3927
874,0.1364,0.3955,0.5273,0.5318,0.5227,0.3318,0.4591,0.3955,0.5136,0.4455,0.5318,0.1364,0.4259
876,0.1364,0.3955,0.5273,0.5091,0.5227,0.3318,0.4591,0.3955,0.5136,0.4455,0.5273,0.1364,0.4236
877,0.1364,0.3955,0.5273,0.5091,0.4818,0.3318,0.4591,0.3955,0.5136,0.4455,0.5273,0.1364,0.4196
878,0.4227,0.3955,0.5273,0.5091,0.4818,0.3318,0.2409,0.3955,0.5136,0.4455,0.5273,0.2409,0.4264
879,0.4227,0.3955,0.5273,0.5091,0.4818,0.3318,0.2409,0.4636,0.5273,0.4455,0.5273,0.2409,0.4345
880,0.4227,0.3955,0.5273,0.2955,0.4818,0.3318,0.2409,0.2227,0.5273,0.4455,0.5273,0.2227,0.3891
883,0.4227,0.3955,0.5273,0.2955,0.5,0.3318,0.2409,0.4227,0.5273,0.4455,0.5273,0.2409,0.4109
884,0.4227,0.3955,0.2591,0.2955,0.5,0.2409,0.5,0.4227,0.3864,0.4455,0.5,0.2409,0.3868
886,0.4227,0.3955,0.2591,0.5955,0.5,0.2409,0.5,0.4227,0.3864,0.4455,0.5955,0.2409,0.4168
887,0.4227,0.3955,0.2591,0.5955,0.5,0.2409,0.5,0.4182,0.3864,0.4455,0.5955,0.2409,0.4164
889,0.4227,0.0091,0.2591,0.5955,0.5,0.2409,0.5,0.4182,0.3864,0.4455,0.5955,0.0091,0.3777
891,0.4227,0.0091,0.2591,0.5955,0.5,0.2409,0.5,0.4182,0.4818,0.4455,0.5955,0.0091,0.3873
892,0.4227,0.0091,0.5545,0.5955,0.5,0.2409,0.5318,0.4182,0.4818,0.4318,0.5955,0.0091,0.4186
893,0.4227,0.0091,0.5545,0.55,0.5,0.2409,0.5318,0.4455,0.4818,0.4318,0.5545,0.0091,0.4168
894,0.2636,0.0091,0.5545,0.55,0.5,0.2409,0.5318,0.4455,0.4818,0.4318,0.5545,0.0091,0.4009
895,0.2773,0.0091,0.5545,0.55,0.5,0.4727,0.5318,0.4455,0.4818,0.4318,0.5545,0.0091,0.4254
896,0.2773,0.0091,0.5545,0.55,0.5,0.4727,0.5318,0.4455,0.4818,0.4318,0.5545,0.0091,0.4254
898,0.2773,0.0091,0.5091,0.55,0.5,0.4727,0.5136,0.4455,0.4818,0.4318,0.55,0.0091,0.4191
899,0.2773,0.0091,0.5091,0.55,0.5,0.4545,0.5136,0.4455,0.4818,0.4318,0.55,0.0091,0.4173
900,0.2773,0.5045,0.5091,0.55,0.5,0.4545,0.5136,0.4455,0.4818,0.4318,0.55,0.2773,0.4668
902,0.2773,0.5045,0.5045,0.55,0.5,0.4545,0.5136,0.4455,0.4818,0.4136,0.55,0.2773,0.4645
903,0.5227,0.5045,0.5045,0.55,0.5,0.4545,0.5136,0.4455,0.4818,0.4136,0.55,0.4136,0.4891
904,0.5227,0.5045,0.1318,0.4636,0.5,0.4545,0.5136,0.4455,0.4818,0.4136,0.5227,0.1318,0.4432
906,0.5227,0.5045,0.1318,0.3091,0.5,0.4545,0.4864,0.4455,0.4818,0.4136,0.5227,0.1318,0.425
907,0.5227,0.5045,0.1318,0.1545,0.5,0.5,0.3227,0.4455,0.4818,0.4136,0.5227,0.1318,0.3977
910,0.5,0.5045,0.5273,0.1545,0.5,0.5,0.3227,0.4455,0.4818,0.4136,0.5273,0.1545,0.435
911,0.5,0.45,0.5273,0.1545,0.2591,0.5,0.3227,0.4455,0.4818,0.4136,0.5273,0.1545,0.4054
912,0.2955,0.45,0.5273,0.1545,0.2591,0.5,0.3227,0.4455,0.4818,0.4136,0.5273,0.1545,0.385
913,0.1364,0.45,0.5273,0.1545,0.2591,0.5,0.3227,0.4455,0.4818,0.4136,0.5273,0.1364,0.3691
914,0.1364,0.45,0.5273,0.5682,0.2591,0.5091,0.3227,0.4455,0.4818,0.4136,0.5682,0.1364,0.4114
915,0.1364,0.45,0.5273,0.5682,0.2591,0.2591,0.3227,0.4455,0.4818,0.3364,0.5682,0.1364,0.3786
916,0.1364,0.45,0.5273,0.5682,0.2591,0.2909,0.3227,0.4455,0.4909,0.3364,0.5682,0.1364,0.3827
917,0.4,0.45,0.5273,0.5682,0.4682,0.2909,0.5682,0.4455,0.4909,0.0091,0.5682,0.0091,0.4218
918,0.4,0.4273,0.5273,0.5682,0.3318,0.2909,0.5682,0.4455,0.4909,0.3636,0.5682,0.2909,0.4414
919,0.4,0.4273,0.5273,0.5682,0.3318,0.2364,0.5682,0.4455,0.4909,0.3636,0.5682,0.2364,0.4359
922,0.4,0.4273,0.5273,0.5682,0.3318,0.5227,0.5682,0.4455,0.4545,0.3636,0.5682,0.3318,0.4609
923,0.4,0.4273,0.5273,0.5636,0.4364,0.5227,0.5682,0.4455,0.4545,0.3636,0.5682,0.3636,0.4709
924,0.5409,0.4273,0.5273,0.5636,0.4364,0.5227,0.5682,0.4455,0.4545,0.3636,0.5682,0.3636,0.485
925,0.5409,0.1818,0.5273,0.3182,0.4364,0.5227,0.5682,0.4455,0.4545,0.0636,0.5682,0.0636,0.4059
926,0.5409,0.1818,0.5227,0.3227,0.4364,0.5227,0.5273,0.4455,0.4545,0.0636,0.5409,0.0636,0.4018
927,0.5409,0.1818,0.3818,0.3227,0.4409,0.5227,0.5273,0.4455,0.4545,0.0636,0.5409,0.0636,0.3882
928,0.5409,0.1818,0.1682,0.3227,0.4409,0.5364,0.5273,0.4455,0.4545,0.0636,0.5409,0.0636,0.3682
929,0.5409,0.1818,0.2045,0.3227,0.3364,0.5364,0.5273,0.4455,0.4545,0.0636,0.5409,0.0636,0.3614
930,0.5409,0.4955,0.2045,0.3227,0.3364,0.5364,0.5273,0.4455,0.4545,0.0636,0.5409,0.0636,0.3927
931,0.5227,0.4955,0.2045,0.4591,0.3364,0.5364,0.5273,0.2409,0.4545,0.0636,0.5364,0.0636,0.3841
932,0.5227,0.4955,0.2045,0.4591,0.3364,0.5364,0.5273,0.3227,0.4545,0.5227,0.5364,0.2045,0.4382
