timestamp,qemu_xhci4,qemu_xhci9,qemu_xhci0,qemu_xhci7,qemu_xhci8,qemu_xhci1,qemu_xhci3,qemu_xhci6,max,min,avg
7184,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7185,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7186,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7187,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7189,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7190,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7192,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7193,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7195,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7196,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7197,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7199,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7200,0.6554,0.6924,0.6609,0.6489,0.6609,0.675,0.6772,0.65,0.6924,0.6489,0.6651
7201,0.6554,0.6924,0.6609,0.6489,0.663,0.675,0.6772,0.65,0.6924,0.6489,0.6654
7202,0.6554,0.6924,0.6609,0.6489,0.663,0.675,0.6772,0.65,0.6924,0.6489,0.6654
7204,0.6554,0.6924,0.6609,0.6489,0.663,0.675,0.6772,0.65,0.6924,0.6489,0.6654
7207,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7208,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7210,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7211,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7212,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7213,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7216,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7217,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7221,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7222,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7224,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7226,0.6554,0.6924,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6924,0.6489,0.6656
7229,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7230,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7231,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7232,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7235,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7237,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7238,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7239,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7241,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7242,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7243,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7244,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7245,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7246,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7247,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7248,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7251,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7253,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7254,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7255,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7257,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7261,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7265,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7268,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7271,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7272,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7275,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7276,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7277,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7278,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7281,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7283,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7284,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7285,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7286,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7287,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7288,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7290,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7291,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7292,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7294,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7295,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7297,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7298,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7299,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7303,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7306,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7307,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7308,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7309,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7311,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7312,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7314,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7318,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7319,0.6554,0.6946,0.6609,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.6659
7322,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7323,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7324,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7325,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7326,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7327,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7328,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7329,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7330,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7335,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7339,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7340,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7341,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7342,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7346,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7348,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7349,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7351,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7358,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7359,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7360,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7361,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7365,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7366,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7367,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7368,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7369,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7370,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7373,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7374,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7375,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7376,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7377,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7379,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7381,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7382,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7385,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7386,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7387,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7388,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7389,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7390,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7391,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7393,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7394,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7398,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7399,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7401,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7402,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7405,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7409,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7414,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7415,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7417,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7419,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7424,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7426,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7428,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7430,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6772,0.65,0.6946,0.6489,0.666
7433,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6783,0.65,0.6946,0.6489,0.6662
7434,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6783,0.65,0.6946,0.6489,0.6662
7435,0.6554,0.6946,0.662,0.6489,0.6652,0.675,0.6783,0.65,0.6946,0.6489,0.6662
7436,0.6554,0.6946,0.662,0.6489,0.6674,0.675,0.6783,0.65,0.6946,0.6489,0.6664
7437,0.6554,0.6946,0.662,0.6489,0.6674,0.675,0.6783,0.65,0.6946,0.6489,0.6664
7438,0.6554,0.6946,0.662,0.6489,0.6674,0.675,0.6783,0.65,0.6946,0.6489,0.6664
7439,0.6554,0.6946,0.662,0.6489,0.6674,0.675,0.6783,0.65,0.6946,0.6489,0.6664
7440,0.6554,0.6946,0.662,0.6489,0.6674,0.675,0.6783,0.65,0.6946,0.6489,0.6664
7441,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7443,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7445,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7446,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7447,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7449,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7453,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7454,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7455,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7457,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7458,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7460,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7461,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7462,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7463,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7466,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7467,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7468,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7469,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7470,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7475,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7478,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7479,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7480,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7481,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7482,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7484,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7485,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7486,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6783,0.65,0.6946,0.6489,0.6667
7487,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7488,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7490,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7496,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7497,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7498,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7499,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7500,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7501,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7503,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7504,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7505,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7506,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7508,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7510,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7511,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7512,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7513,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7516,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7517,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7518,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7519,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7523,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7524,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7525,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7526,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7527,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7529,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7531,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7532,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7536,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7537,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7538,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7539,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7542,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7543,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7544,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7548,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7551,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7553,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7554,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7557,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7558,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7559,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7560,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7561,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7563,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7564,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7568,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7569,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7570,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7571,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7573,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7574,0.6554,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6668
7576,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7578,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7579,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7581,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7585,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7587,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7588,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7589,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7590,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7591,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7595,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7596,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7597,0.6663,0.6946,0.662,0.6489,0.6674,0.6772,0.6793,0.65,0.6946,0.6489,0.6682
7598,0.6663,0.6946,0.662,0.6489,0.675,0.6772,0.6793,0.65,0.6946,0.6489,0.6692
7600,0.6663,0.6946,0.662,0.6489,0.675,0.6772,0.6793,0.65,0.6946,0.6489,0.6692
7601,0.6663,0.6946,0.662,0.6489,0.675,0.6772,0.6793,0.65,0.6946,0.6489,0.6692
7603,0.6663,0.6946,0.662,0.6489,0.675,0.6772,0.6793,0.65,0.6946,0.6489,0.6692
