timestamp,legacy_sb169,legacy_sb161,legacy_sb162,legacy_sb160,legacy_sb167,legacy_sb165,legacy_sb163,legacy_sb168,legacy_sb164,max,min,avg
1529,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1530,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1531,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1532,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1533,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1534,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1535,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1536,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1538,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1539,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1540,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1541,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1542,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1543,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.836,0.8324,0.8874,0.8067,0.8347
1544,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8351
1546,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8351
1547,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8351
1548,0.8387,0.8085,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8351
1549,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1552,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1554,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1555,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1556,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1557,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1558,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1560,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1561,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1562,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1563,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1565,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1566,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1567,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1568,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1569,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1570,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1571,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1572,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1575,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1577,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1578,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1579,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1581,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1582,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1584,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1585,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1586,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1587,0.8387,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8353
1588,0.8404,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8355
1589,0.8404,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8355
1590,0.8404,0.8103,0.82,0.8067,0.8395,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8355
1591,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1593,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1594,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1595,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1596,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1597,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1600,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1602,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1603,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1604,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1605,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1606,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1607,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1608,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1609,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1610,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1611,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1612,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1613,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1614,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1615,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1616,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1618,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1619,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1620,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1621,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1622,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1624,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1625,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1626,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1627,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1628,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1631,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1632,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1633,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1634,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1635,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1636,0.8404,0.8103,0.82,0.8067,0.8413,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8357
1638,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8359
1639,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8359
1640,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8359
1642,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8359
1643,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8395,0.8324,0.8874,0.8067,0.8359
1645,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1646,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1647,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1648,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1649,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1650,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1651,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1653,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1654,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1655,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1656,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8324,0.8874,0.8067,0.8363
1657,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1658,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1659,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1660,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1661,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1664,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1665,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1666,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1667,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1668,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1671,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1672,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1674,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1675,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1676,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1677,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1680,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1681,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1682,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1683,0.8404,0.8103,0.82,0.8067,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8067,0.8365
1684,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1686,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1687,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1688,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1689,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1690,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1691,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1692,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1693,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1694,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1695,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1696,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1697,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1698,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1701,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1702,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1704,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1705,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1708,0.8404,0.8103,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8367
1709,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8372
1712,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8372
1714,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8372
1715,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8372
1716,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8431,0.8342,0.8874,0.8085,0.8372
1719,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8375
1720,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8375
1721,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8375
1723,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8375
1724,0.8404,0.8147,0.82,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8375
1725,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1726,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1727,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1728,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1729,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1731,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1732,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1733,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1734,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1735,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1736,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1738,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1740,0.8404,0.8147,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8377
1741,0.8404,0.8165,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8379
1742,0.8404,0.8165,0.8218,0.8085,0.8431,0.8431,0.8874,0.8457,0.8342,0.8874,0.8085,0.8379
1743,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1744,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1745,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1746,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1749,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1750,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1751,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1752,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1753,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1754,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1755,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1756,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1758,0.8404,0.8165,0.8218,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8394
1759,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.8874,0.8457,0.8342,0.8874,0.8085,0.8412
1760,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1761,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1762,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1763,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1765,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1766,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1767,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1768,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1769,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1770,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8342,0.891,0.8085,0.8416
1774,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1775,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1776,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1779,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1780,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1781,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1783,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1785,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1786,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1787,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1788,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1789,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1790,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1791,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1793,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1794,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1796,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1797,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1798,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1800,0.8404,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.842
1801,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1802,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1803,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1804,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1805,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1806,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1807,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.891,0.8457,0.8378,0.891,0.8085,0.8423
1808,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.8963,0.8457,0.8378,0.8963,0.8085,0.8429
1809,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.8963,0.8457,0.8378,0.8963,0.8085,0.8429
1812,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.8963,0.8457,0.8378,0.8963,0.8085,0.8429
1813,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.8963,0.8457,0.8378,0.8963,0.8085,0.8429
1814,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.8963,0.8457,0.8378,0.8963,0.8085,0.8429
1815,0.8431,0.8165,0.8378,0.8085,0.8431,0.8573,0.8963,0.8457,0.8378,0.8963,0.8085,0.8429
