timestamp,v32,v37,v30,v34,v36,v33,v38,v35,v39,v31,max,min,avg
2832,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2835,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2838,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2841,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2842,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2844,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2852,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2854,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2855,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2858,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2859,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2868,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2871,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2874,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2875,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2879,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2882,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2885,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2886,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2889,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2891,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2893,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2900,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2903,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2904,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2906,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2909,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2912,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2915,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2922,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2932,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2940,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2950,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2954,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2957,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2967,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2977,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2984,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2988,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2989,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2992,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2996,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
2997,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6129,0.6839,0.6839,0.6129,0.6377
3001,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6379
3002,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6379
3003,0.6532,0.6323,0.6226,0.6403,0.6145,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6379
3007,0.6532,0.6323,0.6226,0.6403,0.6161,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6381
3009,0.6532,0.6323,0.6226,0.6403,0.6161,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6381
3013,0.6532,0.6323,0.6226,0.6403,0.6161,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6381
3015,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3024,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3025,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3028,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3032,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3034,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3039,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6145,0.6839,0.6839,0.6145,0.6384
3057,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6161,0.6839,0.6839,0.6161,0.6386
3060,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3063,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3065,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3067,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3068,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3070,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3071,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3073,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3077,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3106,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3109,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3196,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3201,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3206,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3207,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3210,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3231,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3232,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3234,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3235,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3236,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3237,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3248,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3258,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3269,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3270,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3276,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3277,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3280,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3287,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3289,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3290,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3291,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3306,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3316,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3448,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3450,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3458,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3466,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3476,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3481,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3487,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3494,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3496,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3497,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3498,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3499,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3500,0.6532,0.6323,0.6226,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.64
3501,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3502,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3503,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3505,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3507,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3508,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3509,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3511,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3512,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3517,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3518,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3519,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3520,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3522,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3524,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3525,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3528,0.6532,0.6323,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6415
3530,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3531,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3532,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3534,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3536,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3537,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3538,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3539,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3540,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3549,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3550,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3554,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3556,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3557,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3560,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3561,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3568,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3571,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3572,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3581,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3590,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3594,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3624,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3631,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3633,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3634,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3647,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3657,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3679,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3686,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3687,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3690,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3698,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3706,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3714,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3716,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3720,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3721,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3722,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3723,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3725,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3729,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3731,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3732,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3733,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3734,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3735,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3740,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3741,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3742,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3743,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3744,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3745,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3746,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3747,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3748,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3749,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3750,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3752,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3753,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3756,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3761,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3763,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3769,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3774,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3778,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3780,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3789,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3795,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3823,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3825,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3828,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3838,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3851,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3956,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3974,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3988,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3991,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3995,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3996,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3998,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
3999,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
4000,0.6532,0.6435,0.6371,0.6403,0.6194,0.6258,0.6468,0.6452,0.6306,0.6839,0.6839,0.6194,0.6426
