timestamp,i825502,i825500,i825506,i825503,i825509,i825505,i825501,i825507,i825508,i825504,max,min,avg
208,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8912,0.9005,0.8819,0.8905
209,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8912,0.9005,0.8819,0.8905
210,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8912,0.9005,0.8819,0.8905
211,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8912,0.9005,0.8819,0.8905
212,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8912,0.9005,0.8819,0.8905
213,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
214,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
215,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
216,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
217,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
218,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
219,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
220,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
221,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
222,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
223,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
224,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
225,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
226,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
227,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
228,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
229,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8843,0.8935,0.9005,0.8819,0.8907
230,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
231,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
232,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
233,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
234,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
235,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
236,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
237,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
238,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
239,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
240,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
241,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
242,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
243,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
244,0.8819,0.8958,0.8912,0.8819,0.8912,0.9005,0.8889,0.8981,0.8866,0.8935,0.9005,0.8819,0.891
245,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8912,0.8981,0.8866,0.8935,0.9005,0.8819,0.8914
246,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8912,0.8981,0.8866,0.8935,0.9005,0.8819,0.8914
247,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8912,0.8981,0.8866,0.8935,0.9005,0.8819,0.8914
248,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8912,0.8981,0.8866,0.8935,0.9005,0.8819,0.8914
249,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8912,0.8981,0.8866,0.8935,0.9005,0.8819,0.8914
250,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8912,0.8981,0.8866,0.8935,0.9005,0.8819,0.8914
251,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8935,0.9005,0.8819,0.8917
252,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8935,0.9005,0.8819,0.8917
253,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8935,0.9005,0.8819,0.8917
254,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8935,0.9005,0.8819,0.8917
255,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8935,0.9005,0.8819,0.8917
256,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8935,0.9005,0.8819,0.8917
257,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8958,0.9005,0.8819,0.8919
258,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8958,0.9005,0.8819,0.8919
259,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8958,0.9005,0.8819,0.8919
260,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8958,0.9005,0.8819,0.8919
261,0.8819,0.8958,0.8935,0.8819,0.8912,0.9005,0.8935,0.8981,0.8866,0.8958,0.9005,0.8819,0.8919
262,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
263,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
264,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
265,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
266,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
267,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
268,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
269,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
270,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
271,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
272,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
273,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
274,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
275,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
276,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
277,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
278,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8866,0.8981,0.9005,0.8819,0.8923
279,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8889,0.8981,0.9005,0.8819,0.8926
280,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8889,0.8981,0.9005,0.8819,0.8926
281,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8889,0.8981,0.9005,0.8819,0.8926
282,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8935,0.8981,0.8889,0.8981,0.9005,0.8819,0.8926
283,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8928
284,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8928
285,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8928
286,0.8819,0.8958,0.8935,0.8819,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8928
287,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
288,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
289,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
290,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
291,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
292,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
293,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
294,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
295,0.8819,0.8958,0.8935,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.893
296,0.8819,0.8958,0.8958,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8933
297,0.8819,0.8958,0.8958,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8933
298,0.8819,0.8958,0.8958,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8933
299,0.8819,0.8958,0.8958,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8933
300,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8935
301,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8935
302,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8935
303,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8935
304,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.8981,0.9005,0.8819,0.8935
305,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
306,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
307,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
308,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
309,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
310,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
311,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
312,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
313,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
314,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
315,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
316,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
317,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
318,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
319,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
320,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
321,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
322,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
323,0.8819,0.8958,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.8937
324,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
325,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
326,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
327,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
328,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
329,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
330,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
331,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
332,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
333,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
334,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
335,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
336,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
337,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
338,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
339,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
340,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
341,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
342,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
343,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
344,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
345,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
346,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
347,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
348,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
349,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
350,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
351,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
352,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
353,0.8819,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8819,0.894
354,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
355,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
356,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
357,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
358,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
359,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
360,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
361,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
362,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
363,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
364,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
365,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
366,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
367,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
368,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
369,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
370,0.8843,0.8981,0.8981,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8942
371,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8889,0.9005,0.9005,0.8843,0.8944
372,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
373,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
374,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
375,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
376,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
377,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
378,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
379,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9005,0.9005,0.8843,0.8947
380,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8949
381,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8949
382,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8949
383,0.8843,0.8981,0.9005,0.8843,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8949
384,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
385,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
386,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
387,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
388,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
389,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
390,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
391,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
392,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
393,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8912,0.9028,0.9028,0.8843,0.8951
394,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
395,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
396,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
397,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
398,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
399,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
400,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
401,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
402,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
403,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
404,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
405,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
406,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8958,0.8981,0.8935,0.9028,0.9028,0.8843,0.8954
407,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
408,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
409,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
410,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
411,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
412,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
413,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
414,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
415,0.8843,0.8981,0.9005,0.8866,0.8935,0.9005,0.8981,0.8981,0.8935,0.9028,0.9028,0.8843,0.8956
