timestamp,vmxnet31,vmxnet36,vmxnet37,vmxnet39,vmxnet35,vmxnet30,vmxnet33,vmxnet32,vmxnet38,vmxnet34,max,min,avg
123,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
124,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
125,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
126,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
127,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
128,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
129,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
130,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
131,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
132,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
133,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
134,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
135,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
136,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
137,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
138,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
139,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
140,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
141,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
142,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
143,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
