timestamp,vmxnet31,vmxnet36,vmxnet37,vmxnet39,vmxnet35,vmxnet30,vmxnet33,vmxnet32,vmxnet38,vmxnet34,max,min,avg
144,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
145,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
146,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
147,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
148,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
149,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
150,0.0886,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0936
151,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0941
152,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0941
153,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0864,0.0909,0.0886,0.1386,0.1386,0.0818,0.0941
154,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1386,0.1386,0.0818,0.0945
155,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1386,0.1386,0.0818,0.0945
156,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0948
157,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0948
158,0.0932,0.0864,0.1,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0948
159,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
160,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
161,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
162,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
163,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
164,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
165,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
166,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
167,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
168,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
169,0.0932,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.095
170,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
171,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
172,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
173,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
174,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
175,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
176,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
177,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
178,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
179,0.0955,0.0864,0.1023,0.0841,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0952
180,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
181,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
182,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
183,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
184,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
185,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
186,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
187,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0886,0.1409,0.1409,0.0818,0.0955
188,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0959
189,0.0955,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0959
190,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
191,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
192,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
193,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
194,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
195,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
196,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
197,0.1,0.0864,0.1023,0.0864,0.0818,0.0909,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0964
198,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
199,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
200,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
201,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
202,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
203,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
204,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
205,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
206,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
207,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
208,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
209,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
210,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
211,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
212,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
213,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
214,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
215,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
216,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
217,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
218,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0932,0.1409,0.1409,0.0818,0.0966
219,0.1,0.0864,0.1023,0.0864,0.0818,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0818,0.0968
220,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
221,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
222,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
223,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
224,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
225,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
226,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
227,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
228,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
229,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
230,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
231,0.1,0.0864,0.1023,0.0864,0.0864,0.0932,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0973
232,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
233,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
234,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
235,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
236,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
237,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
238,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
239,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
240,0.1,0.0909,0.1023,0.0864,0.0864,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.098
241,0.1,0.0909,0.1023,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0984
242,0.1,0.0909,0.1023,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0984
243,0.1,0.0909,0.1023,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0984
244,0.1023,0.0932,0.1023,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0989
245,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
246,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
247,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
248,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
249,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
250,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
251,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
252,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
253,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
254,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
255,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
256,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
257,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
258,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
259,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
260,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1409,0.1409,0.0864,0.0991
261,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
262,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
263,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
264,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
265,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
266,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
267,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
268,0.1023,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0993
269,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
270,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
271,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
272,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
273,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
274,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
275,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
276,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
277,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
278,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
279,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
280,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
281,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
282,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
283,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
284,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
285,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
286,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
287,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
288,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
289,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
290,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
291,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
292,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
293,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
294,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1432,0.1432,0.0864,0.0995
295,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.103
296,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.103
297,0.1045,0.0932,0.1045,0.0864,0.0909,0.0955,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.103
298,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
299,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
300,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
301,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
302,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
303,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
304,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
305,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
306,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
307,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
308,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
309,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
310,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
311,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1773,0.1773,0.0864,0.1064
312,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1068
313,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1068
314,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1068
315,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1068
316,0.1045,0.0932,0.1045,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1068
317,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
318,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
319,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
320,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
321,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
322,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
323,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
324,0.1045,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1111
325,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
326,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
327,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
328,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
329,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
330,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
331,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1818,0.1818,0.0864,0.1155
332,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1864,0.1864,0.0864,0.1159
333,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1864,0.1864,0.0864,0.1159
334,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1864,0.1864,0.0864,0.1159
335,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1864,0.1864,0.0864,0.1159
336,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1168
337,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1168
338,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1168
339,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1168
340,0.1477,0.0932,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1168
341,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1171
342,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1171
343,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1171
344,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1171
345,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1955,0.1955,0.0864,0.1171
346,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
347,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
348,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
349,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
350,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
351,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
352,0.1477,0.0955,0.1477,0.0864,0.0909,0.1295,0.0909,0.0909,0.0955,0.1977,0.1977,0.0864,0.1173
