timestamp,legacy_floppy5,legacy_floppy1,legacy_floppy7,legacy_floppy4,legacy_floppy8,legacy_floppy0,legacy_floppy9,legacy_floppy3,legacy_floppy2,legacy_floppy6,max,min,avg
1108,0.5671,0.6077,0.622,0.5467,0.5874,0.6057,0.6463,0.6179,0.6423,0.6057,0.6463,0.5467,0.6049
1109,0.5671,0.6077,0.622,0.5467,0.5874,0.6057,0.6463,0.6179,0.6423,0.6057,0.6463,0.5467,0.6049
1110,0.5671,0.6077,0.622,0.5467,0.5874,0.6057,0.6463,0.6179,0.6423,0.6057,0.6463,0.5467,0.6049
1112,0.5691,0.6077,0.622,0.5467,0.5874,0.6057,0.6463,0.6179,0.6423,0.6057,0.6463,0.5467,0.6051
1114,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.6179,0.6423,0.6098,0.6463,0.5488,0.6057
1115,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.6179,0.6423,0.6098,0.6463,0.5488,0.6057
1116,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.6179,0.6423,0.6098,0.6463,0.5488,0.6057
1117,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6061
1118,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6061
1119,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6061
1120,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6061
1121,0.5691,0.6077,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6061
1122,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1123,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1125,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1126,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1127,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1129,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1131,0.5691,0.6199,0.622,0.5488,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.5488,0.6073
1132,0.5691,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.565,0.6089
1133,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.565,0.6094
1134,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.565,0.6094
1135,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.6098,0.6463,0.565,0.6094
1136,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1137,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1140,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1141,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1142,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1144,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1145,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1146,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1148,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1149,0.5732,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6108
1150,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6114
1151,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6114
1152,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6114
1153,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6114
1154,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.624,0.6463,0.565,0.6114
1155,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6116
1156,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6116
1158,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6116
1161,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6116
1162,0.5793,0.6199,0.622,0.565,0.5874,0.6057,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6116
1163,0.5793,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6118
1164,0.5793,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6118
1165,0.5793,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6423,0.626,0.6463,0.565,0.6118
1167,0.5793,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6122
1168,0.5793,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6122
1169,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1171,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1172,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1174,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1175,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1177,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1179,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1180,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.622,0.6463,0.626,0.6463,0.565,0.6126
1181,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1184,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1185,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1187,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1188,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1189,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1190,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1191,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1192,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1194,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1196,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1197,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1199,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1200,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1201,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1202,0.5833,0.6199,0.622,0.565,0.5874,0.6077,0.6463,0.624,0.6463,0.626,0.6463,0.565,0.6128
1203,0.5833,0.6199,0.624,0.565,0.5874,0.6077,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.6136
1205,0.5833,0.6199,0.624,0.565,0.5874,0.6077,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.6136
1206,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1207,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1210,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1211,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1213,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1214,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1215,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1216,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1218,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1219,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1222,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1223,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1224,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1225,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1227,0.5833,0.6199,0.624,0.565,0.5874,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.614
1228,0.5833,0.6199,0.624,0.565,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.6154
1230,0.5935,0.6199,0.624,0.565,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.6165
1231,0.5935,0.6199,0.624,0.565,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.6165
1232,0.5935,0.6199,0.624,0.565,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.565,0.6165
1233,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1236,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1237,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1238,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1239,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1240,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1241,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1242,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1243,0.5935,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6167
1244,0.5955,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6169
1245,0.5955,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6169
1246,0.5955,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6169
1247,0.5955,0.6199,0.624,0.5671,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5671,0.6169
1248,0.5955,0.6199,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6175
1249,0.5955,0.6199,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6175
1250,0.5955,0.6199,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6175
1251,0.5955,0.6321,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6187
1252,0.5955,0.6321,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6187
1254,0.5955,0.6321,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6187
1255,0.5955,0.6321,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6187
1256,0.5955,0.6321,0.624,0.5732,0.6016,0.6118,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6187
1257,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1258,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1259,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1260,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1261,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1262,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1263,0.5955,0.6321,0.624,0.5732,0.6016,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6189
1264,0.5955,0.6321,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6191
1266,0.5955,0.6321,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6191
1267,0.5955,0.6321,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6191
1268,0.5955,0.6321,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6191
1269,0.5955,0.6321,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6191
1270,0.5955,0.6443,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6203
1271,0.5955,0.6443,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6203
1272,0.5955,0.6443,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6203
1274,0.5955,0.6443,0.624,0.5732,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5732,0.6203
1275,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1276,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1277,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1278,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1279,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1280,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1281,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1282,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1283,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1284,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1285,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1288,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1289,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1290,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1291,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1292,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1294,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1295,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1296,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1297,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1298,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1299,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1300,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1302,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1303,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1304,0.5955,0.6443,0.624,0.5752,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5752,0.6205
1305,0.5955,0.6443,0.624,0.5793,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5793,0.6209
1307,0.5955,0.6443,0.624,0.5813,0.6037,0.6138,0.6463,0.624,0.6524,0.626,0.6524,0.5813,0.6211
1308,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1309,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1310,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1311,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1312,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1314,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1315,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1316,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1319,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1320,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1321,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1322,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1324,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1325,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1327,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1328,0.5955,0.6443,0.624,0.5813,0.6159,0.6138,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6225
1330,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1331,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1332,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1335,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1336,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1338,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1339,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1340,0.5955,0.6443,0.624,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6228
1341,0.5955,0.6443,0.6301,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6234
1342,0.5955,0.6443,0.6301,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6234
1346,0.5955,0.6443,0.6301,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6234
1347,0.5955,0.6443,0.6301,0.5813,0.6159,0.6159,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6234
1348,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1349,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1350,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1352,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1354,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1356,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1357,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1358,0.5955,0.6443,0.6301,0.5813,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5813,0.6246
1359,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6463,0.624,0.6524,0.628,0.6524,0.5854,0.625
1360,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1361,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1362,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1363,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1364,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1365,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1366,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1367,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1368,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1369,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1370,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1371,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1373,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1374,0.5955,0.6443,0.6301,0.5854,0.6159,0.628,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6252
1375,0.5955,0.6443,0.6301,0.5854,0.6159,0.6301,0.6484,0.624,0.6524,0.628,0.6524,0.5854,0.6254
1376,0.5955,0.6443,0.6301,0.5996,0.6159,0.6301,0.6484,0.624,0.6524,0.628,0.6524,0.5955,0.6268
1378,0.5955,0.6443,0.6301,0.5996,0.6159,0.6301,0.6484,0.624,0.6524,0.628,0.6524,0.5955,0.6268
1379,0.5955,0.6443,0.6301,0.5996,0.628,0.6301,0.6484,0.624,0.6524,0.628,0.6524,0.5955,0.628
1380,0.5955,0.6463,0.6301,0.5996,0.628,0.6301,0.6484,0.624,0.6524,0.628,0.6524,0.5955,0.6282
1381,0.5955,0.6463,0.6301,0.5996,0.6301,0.6301,0.6484,0.624,0.6524,0.628,0.6524,0.5955,0.6285
