timestamp,legacy_sdhci3,legacy_sdhci9,legacy_sdhci6,legacy_sdhci4,legacy_sdhci7,legacy_sdhci2,legacy_sdhci5,legacy_sdhci8,legacy_sdhci1,legacy_sdhci0,max,min,avg
9790,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9791,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9792,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9793,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9795,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9796,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9799,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9801,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9805,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9806,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9809,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9810,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9811,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9812,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9816,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9818,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9820,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9824,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9828,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9830,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9832,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9833,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9834,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9836,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9838,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9839,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9843,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9844,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9846,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9847,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9849,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9851,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9853,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9854,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9855,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9856,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9858,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9859,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9864,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9867,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9868,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9870,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9871,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9873,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9877,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9878,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9887,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9889,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9893,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9895,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9896,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9897,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9900,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9901,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9904,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9905,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9906,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9909,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9910,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9916,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9917,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9921,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9922,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9923,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9924,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9926,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9928,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9930,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9932,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9937,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9944,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9945,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9949,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9950,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9959,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9963,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9971,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9972,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9973,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9975,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9978,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9981,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9982,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9983,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9990,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9992,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9993,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9995,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9996,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9998,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
9999,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10002,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10003,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10005,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10006,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10007,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10015,0.629,0.721,0.6242,0.6435,0.6984,0.6129,0.729,0.6468,0.7048,0.721,0.729,0.6129,0.6731
10018,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10020,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10021,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10026,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10028,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10030,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10031,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10035,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10037,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10039,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10041,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10043,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10046,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10047,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10049,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10054,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10058,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10059,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10063,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10065,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10066,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10070,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10073,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10074,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10075,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10079,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10082,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10083,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10084,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10086,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10090,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10091,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10092,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10093,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10098,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10102,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10104,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10107,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10115,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10116,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10119,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10121,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10124,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10129,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10135,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10136,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10138,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10142,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10147,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10149,0.629,0.721,0.6242,0.6435,0.6984,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6732
10150,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10151,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10152,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10155,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10156,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10157,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10158,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10160,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10165,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10169,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10170,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10180,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10181,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10182,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10183,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10184,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10185,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10186,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10188,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10192,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10193,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10195,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10209,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10212,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.721,0.729,0.6145,0.6751
10213,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6755
10214,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6755
10215,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6755
10216,0.629,0.721,0.6242,0.6435,0.7177,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6755
10217,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10221,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10223,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10225,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10230,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10231,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10232,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10237,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10238,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10239,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10240,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10244,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10245,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10246,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10247,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10248,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10249,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10250,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10251,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10252,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10253,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10254,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10255,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10256,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10257,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10258,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10259,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10261,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10263,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10264,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10267,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10268,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10269,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10270,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10274,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10275,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10276,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10279,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10280,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10281,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10282,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10283,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10284,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
10285,0.629,0.721,0.6242,0.6435,0.7194,0.6145,0.729,0.6468,0.7048,0.7242,0.729,0.6145,0.6756
