timestamp,legacy_ee100pro4,legacy_ee100pro2,legacy_ee100pro7,legacy_ee100pro0,legacy_ee100pro5,legacy_ee100pro3,legacy_ee100pro6,legacy_ee100pro9,max,min,avg
50,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
51,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
52,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
53,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
54,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
55,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
56,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
57,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
58,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
59,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
60,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
61,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
62,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
63,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
64,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4074,0.4606,0.4606,0.3102,0.3834
65,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
66,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
68,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
69,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
70,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
71,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
72,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
73,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
74,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
75,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
76,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
77,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.412,0.4606,0.4606,0.3102,0.3839
78,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
80,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
81,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
83,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
84,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
85,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
86,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
87,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
88,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
89,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
90,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
91,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
92,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
93,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
94,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
95,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
96,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
97,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
98,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
99,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
100,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
101,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
102,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
103,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
104,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
105,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
106,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
107,0.3333,0.3264,0.4352,0.3356,0.4583,0.3102,0.4144,0.4606,0.4606,0.3102,0.3842
108,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.4144,0.4606,0.4699,0.3102,0.3857
109,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.4144,0.4606,0.4699,0.3102,0.3857
110,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.4144,0.4606,0.4699,0.3102,0.3857
111,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.419,0.4606,0.4699,0.3102,0.3863
112,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.419,0.4606,0.4699,0.3102,0.3863
114,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.419,0.4606,0.4699,0.3102,0.3863
115,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.419,0.4606,0.4699,0.3102,0.3863
116,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3866
117,0.3333,0.3264,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3866
118,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3874
119,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3874
120,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3874
121,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3874
122,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.4213,0.4606,0.4699,0.3102,0.3874
123,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
124,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
125,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
126,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
127,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
128,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
129,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
130,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
131,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
132,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
133,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
134,0.3333,0.3333,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4126
135,0.3333,0.3403,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4135
136,0.3333,0.3403,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4135
137,0.3333,0.3403,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4135
138,0.3333,0.3403,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4135
139,0.3333,0.3403,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4135
140,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4187
141,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4187
142,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4187
143,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4187
144,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6227,0.4606,0.6227,0.3102,0.4187
145,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6273,0.4606,0.6273,0.3102,0.4193
146,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6273,0.4606,0.6273,0.3102,0.4193
147,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6273,0.4606,0.6273,0.3102,0.4193
148,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6273,0.4606,0.6273,0.3102,0.4193
149,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6273,0.4606,0.6273,0.3102,0.4193
150,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6273,0.4606,0.6273,0.3102,0.4193
151,0.3333,0.3819,0.4352,0.3356,0.4699,0.3102,0.6296,0.4606,0.6296,0.3102,0.4195
152,0.3634,0.3819,0.4352,0.3356,0.4699,0.3218,0.6296,0.4606,0.6296,0.3218,0.4248
153,0.3634,0.3819,0.4352,0.3356,0.4699,0.3218,0.6296,0.4606,0.6296,0.3218,0.4248
154,0.3634,0.4861,0.4352,0.3356,0.4699,0.3218,0.6296,0.4606,0.6296,0.3218,0.4378
155,0.3634,0.4861,0.4352,0.3356,0.4699,0.3218,0.6296,0.4606,0.6296,0.3218,0.4378
156,0.3634,0.4861,0.4352,0.3356,0.4699,0.3218,0.6296,0.4606,0.6296,0.3218,0.4378
158,0.3634,0.4861,0.4352,0.3356,0.4699,0.3218,0.6296,0.4606,0.6296,0.3218,0.4378
159,0.3634,0.4861,0.4352,0.3356,0.4699,0.3287,0.6296,0.4606,0.6296,0.3287,0.4386
160,0.3634,0.4861,0.4352,0.3356,0.4699,0.3333,0.6296,0.4606,0.6296,0.3333,0.4392
161,0.3634,0.4861,0.4352,0.3356,0.4699,0.4236,0.6296,0.4606,0.6296,0.3356,0.4505
162,0.4468,0.4861,0.4352,0.3356,0.4699,0.4236,0.6296,0.4606,0.6296,0.3356,0.4609
163,0.4468,0.4861,0.4352,0.3356,0.4699,0.4236,0.6296,0.4606,0.6296,0.3356,0.4609
164,0.4468,0.4931,0.4352,0.3356,0.4699,0.4236,0.6296,0.4606,0.6296,0.3356,0.4618
165,0.4468,0.4931,0.4352,0.3356,0.4699,0.4236,0.6296,0.4606,0.6296,0.3356,0.4618
166,0.4468,0.4931,0.4352,0.3356,0.4699,0.4236,0.6296,0.4606,0.6296,0.3356,0.4618
167,0.4468,0.4931,0.4352,0.3356,0.4699,0.4282,0.6296,0.4606,0.6296,0.3356,0.4624
168,0.4468,0.4931,0.4352,0.3356,0.4699,0.4282,0.6296,0.4606,0.6296,0.3356,0.4624
169,0.4514,0.4931,0.4352,0.3356,0.4699,0.4282,0.6296,0.4606,0.6296,0.3356,0.4629
171,0.4514,0.4977,0.4352,0.3356,0.4699,0.4421,0.6296,0.4606,0.6296,0.3356,0.4653
172,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
173,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
174,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
175,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
176,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
177,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
178,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
179,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
180,0.4514,0.4977,0.4352,0.3356,0.4699,0.4468,0.6296,0.4606,0.6296,0.3356,0.4658
181,0.4514,0.4977,0.4352,0.3356,0.4699,0.4514,0.6296,0.4606,0.6296,0.3356,0.4664
182,0.4514,0.4977,0.4352,0.3356,0.4699,0.4514,0.6296,0.4606,0.6296,0.3356,0.4664
183,0.4514,0.4977,0.4352,0.3356,0.4699,0.4514,0.6296,0.4606,0.6296,0.3356,0.4664
184,0.4514,0.4977,0.4352,0.3356,0.4699,0.4514,0.6296,0.4606,0.6296,0.3356,0.4664
185,0.4514,0.4977,0.4352,0.3356,0.4699,0.4514,0.6296,0.4606,0.6296,0.3356,0.4664
186,0.4514,0.4977,0.4352,0.3356,0.4699,0.4884,0.6296,0.4606,0.6296,0.3356,0.471
187,0.4514,0.4977,0.4352,0.3356,0.4699,0.4884,0.6296,0.4606,0.6296,0.3356,0.471
188,0.4514,0.4977,0.4352,0.3356,0.4699,0.4884,0.6296,0.4606,0.6296,0.3356,0.471
190,0.4514,0.4977,0.4352,0.3356,0.4699,0.4884,0.6296,0.4699,0.6296,0.3356,0.4722
192,0.4514,0.4977,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4794
193,0.4514,0.4977,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4794
194,0.4514,0.4977,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4794
195,0.4514,0.4977,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4794
196,0.4514,0.4977,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4794
197,0.4514,0.5046,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4803
198,0.4514,0.5046,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4803
199,0.4606,0.5046,0.4352,0.3356,0.4699,0.5463,0.6296,0.4699,0.6296,0.3356,0.4815
200,0.4606,0.5046,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4873
201,0.4606,0.5046,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4873
202,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
203,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
204,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
205,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
206,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
209,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
210,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
211,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
212,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
213,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
214,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4699,0.6296,0.3356,0.4994
215,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4792,0.6296,0.3356,0.5006
216,0.4606,0.6019,0.4352,0.3356,0.4699,0.5926,0.6296,0.4792,0.6296,0.3356,0.5006
218,0.4606,0.6019,0.4352,0.3356,0.4699,0.5949,0.6296,0.4792,0.6296,0.3356,0.5009
221,0.4606,0.6019,0.4352,0.3356,0.4699,0.5949,0.6296,0.4792,0.6296,0.3356,0.5009
222,0.4606,0.6088,0.4352,0.3356,0.5324,0.5949,0.6296,0.4792,0.6296,0.3356,0.5095
223,0.4606,0.6088,0.4352,0.3356,0.5324,0.5949,0.6296,0.4792,0.6296,0.3356,0.5095
224,0.4606,0.6088,0.4352,0.3356,0.5324,0.5949,0.6296,0.4792,0.6296,0.3356,0.5095
225,0.4606,0.6088,0.4352,0.3356,0.5324,0.5949,0.6296,0.4792,0.6296,0.3356,0.5095
226,0.4606,0.6088,0.4421,0.3356,0.5324,0.5949,0.6296,0.4792,0.6296,0.3356,0.5104
227,0.4606,0.6088,0.4421,0.3356,0.5324,0.5949,0.6296,0.4792,0.6296,0.3356,0.5104
228,0.4606,0.6088,0.4421,0.3356,0.5394,0.5949,0.6296,0.4792,0.6296,0.3356,0.5113
229,0.4606,0.6088,0.4421,0.3356,0.5394,0.5949,0.6296,0.4792,0.6296,0.3356,0.5113
230,0.4606,0.6088,0.4421,0.3356,0.5394,0.5949,0.6296,0.4792,0.6296,0.3356,0.5113
231,0.4606,0.6088,0.4421,0.3356,0.5394,0.5949,0.6296,0.4792,0.6296,0.3356,0.5113
232,0.4606,0.6088,0.4421,0.3356,0.5394,0.5949,0.6296,0.4792,0.6296,0.3356,0.5113
233,0.4606,0.6088,0.4421,0.3356,0.5394,0.5949,0.6296,0.4792,0.6296,0.3356,0.5113
235,0.4606,0.6088,0.4421,0.463,0.5394,0.5949,0.6296,0.4792,0.6296,0.4421,0.5272
236,0.4606,0.6088,0.4421,0.463,0.5394,0.5949,0.6296,0.4792,0.6296,0.4421,0.5272
238,0.4606,0.6157,0.4421,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4421,0.531
240,0.4606,0.6157,0.4421,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4421,0.531
241,0.4606,0.6157,0.4421,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4421,0.531
242,0.4606,0.6157,0.4421,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4421,0.531
243,0.4606,0.6157,0.4421,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4421,0.531
244,0.4606,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5338
245,0.4606,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5338
246,0.4606,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5338
247,0.4606,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5338
248,0.581,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5489
249,0.581,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5489
251,0.581,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5489
252,0.581,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5489
253,0.581,0.6204,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5489
254,0.581,0.625,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5495
255,0.581,0.625,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5495
256,0.581,0.625,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5495
257,0.581,0.625,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5495
258,0.588,0.625,0.4606,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.4606,0.5504
259,0.588,0.625,0.544,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.463,0.5608
260,0.588,0.625,0.544,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.463,0.5608
261,0.588,0.625,0.544,0.463,0.5394,0.5949,0.6296,0.5023,0.6296,0.463,0.5608
262,0.588,0.625,0.5463,0.463,0.5417,0.5949,0.6296,0.5023,0.6296,0.463,0.5614
264,0.588,0.625,0.5509,0.463,0.5417,0.5949,0.6319,0.5023,0.6319,0.463,0.5622
265,0.588,0.625,0.5509,0.463,0.5417,0.5949,0.6319,0.5972,0.6319,0.463,0.5741
268,0.5926,0.625,0.5509,0.463,0.5532,0.5949,0.6319,0.5972,0.6319,0.463,0.5761
