timestamp,legacy_ac972,legacy_ac975,legacy_ac976,legacy_ac971,legacy_ac970,legacy_ac973,max,min,avg
41,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
42,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
43,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
44,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
45,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
46,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
47,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
48,0.4917,0.4878,0.4605,0.4595,0.4722,0.4478,0.4917,0.4478,0.4699
49,0.4917,0.4878,0.4605,0.4595,0.5054,0.4478,0.5054,0.4478,0.4754
50,0.4917,0.4878,0.4605,0.4595,0.5054,0.4478,0.5054,0.4478,0.4754
51,0.4917,0.4878,0.4605,0.4595,0.5054,0.4478,0.5054,0.4478,0.4754
52,0.4917,0.4878,0.4605,0.4595,0.5054,0.4478,0.5054,0.4478,0.4754
53,0.5112,0.4878,0.4605,0.4595,0.5054,0.4478,0.5112,0.4478,0.4787
54,0.5112,0.4878,0.4605,0.4595,0.5054,0.4478,0.5112,0.4478,0.4787
55,0.5112,0.4878,0.4605,0.4663,0.519,0.4478,0.519,0.4478,0.4821
56,0.5395,0.4878,0.4605,0.4985,0.519,0.48,0.5395,0.4605,0.4975
57,0.5395,0.4878,0.4605,0.4985,0.519,0.48,0.5395,0.4605,0.4975
58,0.5395,0.4878,0.4605,0.4985,0.6156,0.4829,0.6156,0.4605,0.5141
59,0.5395,0.4878,0.4605,0.4985,0.6156,0.4829,0.6156,0.4605,0.5141
60,0.5395,0.4878,0.4605,0.4985,0.6156,0.4829,0.6156,0.4605,0.5141
61,0.5395,0.4878,0.4605,0.4985,0.6156,0.4829,0.6156,0.4605,0.5141
62,0.5395,0.4878,0.4605,0.4985,0.6156,0.4829,0.6156,0.4605,0.5141
63,0.6302,0.4878,0.4605,0.5044,0.6156,0.4829,0.6302,0.4605,0.5302
64,0.6302,0.4878,0.4605,0.5044,0.6156,0.4829,0.6302,0.4605,0.5302
65,0.6302,0.4878,0.4605,0.5259,0.6156,0.4829,0.6302,0.4605,0.5338
66,0.6371,0.4878,0.4605,0.5259,0.6156,0.4829,0.6371,0.4605,0.535
67,0.6371,0.4878,0.4605,0.5259,0.6156,0.4829,0.6371,0.4605,0.535
68,0.6371,0.4878,0.4605,0.5259,0.6156,0.6576,0.6576,0.4605,0.5641
69,0.6634,0.4878,0.4605,0.5259,0.6156,0.6576,0.6634,0.4605,0.5685
70,0.7083,0.4878,0.4605,0.5259,0.6156,0.6624,0.7083,0.4605,0.5767
71,0.7083,0.4878,0.4605,0.5259,0.6156,0.6624,0.7083,0.4605,0.5767
72,0.7083,0.4878,0.4605,0.5259,0.6156,0.6624,0.7083,0.4605,0.5767
73,0.7083,0.4878,0.4605,0.5259,0.6156,0.6624,0.7083,0.4605,0.5767
74,0.7083,0.4878,0.4605,0.5259,0.6156,0.6624,0.7083,0.4605,0.5767
75,0.7083,0.4878,0.4605,0.5337,0.6156,0.6624,0.7083,0.4605,0.5781
76,0.7083,0.4878,0.4605,0.5463,0.6156,0.6624,0.7083,0.4605,0.5802
77,0.7083,0.4878,0.4605,0.5532,0.6156,0.6624,0.7083,0.4605,0.5813
78,0.7083,0.4878,0.4605,0.6107,0.6156,0.6624,0.7083,0.4605,0.5909
79,0.7083,0.5805,0.4605,0.6107,0.6156,0.6624,0.7083,0.4605,0.6063
80,0.7083,0.5805,0.4605,0.6107,0.6156,0.6624,0.7083,0.4605,0.6063
81,0.7083,0.5805,0.4761,0.6107,0.6156,0.6624,0.7083,0.4761,0.6089
82,0.7083,0.5805,0.4761,0.6107,0.6156,0.6898,0.7083,0.4761,0.6135
83,0.7083,0.5805,0.4761,0.6107,0.6156,0.6898,0.7083,0.4761,0.6135
84,0.7083,0.5805,0.4849,0.6107,0.6156,0.6898,0.7083,0.4849,0.615
85,0.7083,0.5805,0.4849,0.6107,0.6156,0.6898,0.7083,0.4849,0.615
86,0.7083,0.5805,0.4849,0.6107,0.6156,0.6898,0.7083,0.4849,0.615
87,0.7083,0.5805,0.4849,0.6107,0.6156,0.6898,0.7083,0.4849,0.615
88,0.7083,0.5805,0.4849,0.6107,0.6156,0.6898,0.7083,0.4849,0.615
89,0.7083,0.5805,0.5385,0.6107,0.6156,0.6898,0.7083,0.5385,0.6239
90,0.7259,0.5805,0.5385,0.6107,0.6156,0.6898,0.7259,0.5385,0.6268
91,0.7259,0.5805,0.5385,0.6107,0.6156,0.6898,0.7259,0.5385,0.6268
92,0.7259,0.5805,0.5385,0.6107,0.6156,0.6898,0.7259,0.5385,0.6268
93,0.7259,0.5805,0.5385,0.6107,0.6156,0.6898,0.7259,0.5385,0.6268
94,0.7259,0.5805,0.5834,0.6107,0.6156,0.6898,0.7259,0.5805,0.6343
95,0.7259,0.5805,0.5834,0.6107,0.6156,0.6898,0.7259,0.5805,0.6343
96,0.7317,0.5805,0.5834,0.6107,0.6156,0.6898,0.7317,0.5805,0.6353
97,0.7454,0.5805,0.5834,0.6107,0.6468,0.6898,0.7454,0.5805,0.6428
98,0.7454,0.5805,0.598,0.6107,0.6468,0.6898,0.7454,0.5805,0.6452
99,0.7824,0.5805,0.598,0.6107,0.6634,0.6898,0.7824,0.5805,0.6541
100,0.7824,0.5805,0.598,0.6107,0.6634,0.6898,0.7824,0.5805,0.6541
101,0.7883,0.5805,0.598,0.6107,0.6634,0.6898,0.7883,0.5805,0.6551
102,0.7883,0.5805,0.598,0.6107,0.6634,0.6898,0.7883,0.5805,0.6551
103,0.7883,0.5805,0.598,0.6107,0.6634,0.6898,0.7883,0.5805,0.6551
104,0.7883,0.5805,0.6068,0.6107,0.6634,0.6898,0.7883,0.5805,0.6566
105,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
106,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
107,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
108,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
109,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
110,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
111,0.7883,0.5805,0.6361,0.6195,0.6634,0.6898,0.7883,0.5805,0.6629
112,0.7883,0.5805,0.6361,0.6498,0.6634,0.6898,0.7883,0.5805,0.668
113,0.7883,0.5805,0.6361,0.6498,0.6634,0.6898,0.7883,0.5805,0.668
115,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
116,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
117,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
118,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
119,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
120,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
121,0.7883,0.5805,0.6361,0.6605,0.68,0.6898,0.7883,0.5805,0.6725
123,0.7883,0.5805,0.6361,0.6702,0.68,0.6898,0.7883,0.5805,0.6742
124,0.7883,0.5805,0.6361,0.6702,0.68,0.6898,0.7883,0.5805,0.6742
125,0.7883,0.5805,0.6361,0.6702,0.68,0.6898,0.7883,0.5805,0.6742
126,0.7883,0.5805,0.639,0.6702,0.68,0.6898,0.7883,0.5805,0.6746
127,0.7883,0.5805,0.639,0.6702,0.68,0.6898,0.7883,0.5805,0.6746
128,0.7883,0.5805,0.639,0.6702,0.68,0.6976,0.7883,0.5805,0.6759
129,0.7883,0.5805,0.639,0.6702,0.68,0.6976,0.7883,0.5805,0.6759
130,0.7883,0.5805,0.639,0.6702,0.68,0.6976,0.7883,0.5805,0.6759
131,0.7883,0.5805,0.639,0.6702,0.68,0.6976,0.7883,0.5805,0.6759
132,0.7883,0.5805,0.639,0.6702,0.68,0.6976,0.7883,0.5805,0.6759
133,0.7883,0.5805,0.6537,0.6702,0.68,0.6976,0.7883,0.5805,0.6784
134,0.7883,0.5805,0.6537,0.6702,0.68,0.6976,0.7883,0.5805,0.6784
135,0.7883,0.5805,0.6537,0.6702,0.68,0.6976,0.7883,0.5805,0.6784
136,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
137,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
138,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
139,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
140,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
141,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
143,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
144,0.7883,0.5805,0.6537,0.7659,0.68,0.6976,0.7883,0.5805,0.6943
145,0.7883,0.5805,0.6556,0.7659,0.68,0.6976,0.7883,0.5805,0.6947
146,0.7883,0.5805,0.6556,0.7659,0.68,0.6976,0.7883,0.5805,0.6947
147,0.7883,0.5805,0.6556,0.7659,0.68,0.6976,0.7883,0.5805,0.6947
148,0.7883,0.5805,0.6556,0.7659,0.68,0.6976,0.7883,0.5805,0.6947
150,0.7883,0.5805,0.6556,0.7659,0.68,0.6976,0.7883,0.5805,0.6947
152,0.7883,0.5805,0.7034,0.7659,0.68,0.6976,0.7883,0.5805,0.7026
153,0.7883,0.5805,0.7034,0.7659,0.68,0.6976,0.7883,0.5805,0.7026
154,0.7883,0.5805,0.7034,0.7659,0.68,0.6976,0.7883,0.5805,0.7026
155,0.7883,0.5805,0.7034,0.7659,0.68,0.6976,0.7883,0.5805,0.7026
156,0.7883,0.5805,0.7034,0.7659,0.68,0.6976,0.7883,0.5805,0.7026
157,0.7883,0.5805,0.7034,0.7659,0.6888,0.6976,0.7883,0.5805,0.7041
158,0.7883,0.5805,0.7034,0.7659,0.6888,0.6976,0.7883,0.5805,0.7041
159,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
160,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
161,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
162,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
163,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
164,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
165,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
166,0.7883,0.5805,0.7034,0.7659,0.6888,0.7405,0.7883,0.5805,0.7112
167,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
168,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
169,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
170,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
171,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
172,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
173,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
174,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
175,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
176,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
177,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
178,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
179,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
180,0.7883,0.6137,0.7034,0.7659,0.6888,0.7405,0.7883,0.6137,0.7168
181,0.7883,0.6137,0.7034,0.7746,0.6888,0.7405,0.7883,0.6137,0.7182
182,0.7883,0.6137,0.7034,0.7746,0.6888,0.7405,0.7883,0.6137,0.7182
183,0.7883,0.6137,0.7034,0.7746,0.6888,0.7405,0.7883,0.6137,0.7182
184,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
185,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
186,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
187,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
188,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
189,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
190,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
191,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
193,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
194,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
195,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
196,0.7883,0.6137,0.7063,0.7746,0.7005,0.7405,0.7883,0.6137,0.7207
197,0.7883,0.6137,0.7063,0.7893,0.7005,0.7405,0.7893,0.6137,0.7231
198,0.7883,0.6137,0.7815,0.7893,0.7005,0.7405,0.7893,0.6137,0.7356
199,0.7883,0.6137,0.7815,0.7893,0.7005,0.7405,0.7893,0.6137,0.7356
200,0.7883,0.6137,0.7815,0.7893,0.7005,0.7405,0.7893,0.6137,0.7356
204,0.7883,0.6137,0.7912,0.7893,0.7005,0.7405,0.7912,0.6137,0.7372
205,0.7883,0.6137,0.7912,0.7893,0.7005,0.7405,0.7912,0.6137,0.7372
208,0.7883,0.6137,0.7912,0.7893,0.7005,0.7405,0.7912,0.6137,0.7372
209,0.7883,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.7386
210,0.7883,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.7386
211,0.7912,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.739
212,0.7912,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.739
213,0.7912,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.739
214,0.7912,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.739
221,0.7912,0.6137,0.799,0.7893,0.7005,0.7405,0.799,0.6137,0.739
222,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
223,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
224,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
225,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
226,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
227,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
228,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
229,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
230,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
231,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
232,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
233,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
234,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
235,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
236,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
238,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
240,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
241,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
242,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
244,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
245,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
246,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
247,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
249,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
252,0.7912,0.6137,0.8049,0.7893,0.7005,0.7483,0.8049,0.6137,0.7413
253,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
254,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
255,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
256,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
257,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
258,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
259,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
260,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
261,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
263,0.7912,0.6137,0.8088,0.7893,0.7005,0.7483,0.8088,0.6137,0.742
264,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
265,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
266,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
268,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
271,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
272,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
274,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
275,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
276,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
277,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
280,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
281,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
282,0.8244,0.6137,0.8088,0.7893,0.7005,0.7483,0.8244,0.6137,0.7475
283,0.8244,0.6166,0.8088,0.7893,0.7005,0.7483,0.8244,0.6166,0.748
284,0.8244,0.6166,0.8088,0.7893,0.7005,0.7483,0.8244,0.6166,0.748
287,0.8244,0.6166,0.8088,0.7893,0.7005,0.7483,0.8244,0.6166,0.748
288,0.8244,0.6166,0.8088,0.7893,0.7005,0.7483,0.8244,0.6166,0.748
289,0.8244,0.6166,0.8088,0.7893,0.7005,0.7483,0.8244,0.6166,0.748
292,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
295,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
296,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
297,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
298,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
302,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
303,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
304,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
305,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
306,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
309,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
310,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
311,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
312,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
313,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
314,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
315,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
316,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
317,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
318,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
320,0.8244,0.681,0.8088,0.7893,0.7005,0.7483,0.8244,0.681,0.7587
321,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
322,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
323,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
324,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
326,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
327,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
328,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
329,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
330,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
331,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
332,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
333,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
334,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
335,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
336,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
337,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
338,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
339,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
340,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
341,0.8244,0.681,0.8215,0.7893,0.7005,0.7483,0.8244,0.681,0.7608
