timestamp,legacy_cs4231a8,legacy_cs4231a7,legacy_cs4231a6,legacy_cs4231a2,legacy_cs4231a1,legacy_cs4231a9,legacy_cs4231a3,legacy_cs4231a0,legacy_cs4231a4,legacy_cs4231a5,max,min,avg
760,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
762,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
763,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
764,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
765,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
766,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
767,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
768,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
769,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
770,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
771,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
773,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
774,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
775,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
776,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
777,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
778,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
779,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
780,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
782,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
783,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
785,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
787,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
788,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
790,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
791,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
795,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
796,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
797,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
798,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
799,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
800,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
802,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
803,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
804,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
805,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
806,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
807,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
808,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
809,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
810,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
811,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
812,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
813,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
814,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
815,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
816,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
817,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
818,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
820,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
821,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
822,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
823,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
825,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
826,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
827,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
829,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
830,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
831,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
832,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
833,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
835,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
836,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
837,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
838,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
839,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
840,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
841,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
842,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
844,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
845,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
847,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
848,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
850,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
852,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
853,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
854,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
856,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
857,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
858,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
860,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
861,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
862,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
863,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
864,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
865,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
866,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
868,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
869,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
870,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
871,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
872,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
873,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
874,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
875,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
876,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
878,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
879,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
881,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
882,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
883,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
884,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
886,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
887,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
888,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
890,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
891,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
893,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
894,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
896,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
897,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
898,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
899,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
900,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
903,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
904,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
905,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
906,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
909,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
912,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
913,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
914,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
915,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
916,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
917,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
918,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
922,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
923,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
924,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
925,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
926,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
927,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
928,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
930,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
931,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
932,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
934,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
936,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
937,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
938,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
940,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
941,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
942,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
943,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
945,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
947,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
948,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
949,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
952,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
953,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
954,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
955,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
958,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
960,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
961,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
963,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
965,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
966,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
968,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
969,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
970,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
972,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
973,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
976,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
978,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
979,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
980,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
982,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
983,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
984,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
985,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
986,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
987,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
989,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
990,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
991,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
992,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
993,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
994,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
995,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
996,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
997,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
999,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1000,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1001,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1002,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1005,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1006,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1008,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1009,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1010,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1011,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1012,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1013,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1014,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1015,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1017,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1019,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1020,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1021,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1022,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1023,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1024,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1025,0.7464,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.75
1027,0.7536,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.7507
1028,0.7536,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.7507
1031,0.7536,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.7507
1032,0.7536,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.7507
1034,0.7536,0.7536,0.7536,0.7464,0.7536,0.7536,0.7464,0.7464,0.7464,0.7536,0.7536,0.7464,0.7507
