timestamp,legacy_intelhda7,legacy_intelhda6,legacy_intelhda0,legacy_intelhda4,legacy_intelhda8,legacy_intelhda3,legacy_intelhda5,legacy_intelhda2,legacy_intelhda1,legacy_intelhda9,max,min,avg
6084,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6085,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6087,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6090,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6094,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6097,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6101,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6103,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6104,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6108,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6110,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6112,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6114,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6115,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6119,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6120,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6121,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6122,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6123,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6124,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6128,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6131,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6133,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6134,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6136,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6137,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6138,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6139,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6140,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6142,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6146,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6148,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6149,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6150,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6151,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6153,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6157,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6159,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6160,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6161,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6163,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6167,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6168,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6169,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6172,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6173,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6174,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6175,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6176,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6178,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6179,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6180,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6183,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6184,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6185,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6188,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6189,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6190,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6193,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6197,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6199,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6200,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6204,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6206,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6207,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6214,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6215,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6217,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6219,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6221,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6224,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6227,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6228,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6230,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6231,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6234,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6235,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6237,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6238,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6240,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6244,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6245,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6246,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6247,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6254,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6260,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6261,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6263,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6264,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6265,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6271,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6272,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6273,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6274,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6276,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6277,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6280,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6281,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6283,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6287,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6289,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6291,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6292,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6293,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6295,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6296,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6300,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6303,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6305,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6309,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6310,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6311,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6315,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6318,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6321,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6322,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6324,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6328,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6330,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6331,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6334,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6335,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6338,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6340,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6342,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6346,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6347,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6348,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6351,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6352,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6356,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6361,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6363,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6365,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6368,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6369,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6370,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6374,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6375,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6376,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6377,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6380,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6381,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6383,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6384,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6385,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6388,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6390,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6392,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6394,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6395,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6396,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6398,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6400,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6406,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6407,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6408,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6411,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6412,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6414,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6418,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6419,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6428,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6429,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6430,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6432,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6437,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6438,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6442,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6444,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6447,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6448,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6451,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6454,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6459,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6460,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6463,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6465,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6466,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6467,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6470,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6471,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6472,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6473,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6475,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6476,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6477,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6479,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6480,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6481,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6485,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6491,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6492,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6493,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6496,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6497,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6501,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6502,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6504,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6505,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6507,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6509,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6511,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
6514,0.8423,0.8423,0.8423,0.8529,0.8423,0.8423,0.8423,0.8423,0.8423,0.8393,0.8529,0.8393,0.8431
