timestamp,legacy_ac970,legacy_ac971,legacy_ac975,legacy_ac976,legacy_ac973,legacy_ac972,max,min,avg
2617,0.9141,0.9093,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9138
2618,0.9141,0.9063,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9133
2619,0.9141,0.9063,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9091
2620,0.9141,0.9141,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9104
2621,0.9141,0.9093,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.912
2622,0.9141,0.9141,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9128
2623,0.918,0.9141,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9135
2627,0.918,0.9141,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9135
2628,0.918,0.9141,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9135
2629,0.918,0.9141,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9135
2630,0.918,0.9141,0.9239,0.9229,0.8771,0.9298,0.9298,0.8771,0.9143
2632,0.918,0.9141,0.9239,0.9229,0.8771,0.84,0.9239,0.84,0.8993
2634,0.918,0.9141,0.9239,0.9229,0.8771,0.9278,0.9278,0.8771,0.914
2639,0.918,0.9141,0.9239,0.9229,0.8771,0.9278,0.9278,0.8771,0.914
2641,0.918,0.9141,0.9239,0.9229,0.8771,0.9298,0.9298,0.8771,0.9143
2645,0.918,0.9141,0.9239,0.9229,0.8771,0.8985,0.9239,0.8771,0.9091
2646,0.918,0.9141,0.9239,0.9229,0.8985,0.9298,0.9298,0.8985,0.9179
2647,0.918,0.9141,0.8839,0.9229,0.8985,0.8985,0.9229,0.8839,0.906
2650,0.918,0.9141,0.8839,0.9229,0.8615,0.8985,0.9229,0.8615,0.8998
2653,0.918,0.9141,0.8839,0.9229,0.8615,0.8546,0.9229,0.8546,0.8925
2656,0.918,0.9141,0.8839,0.9034,0.8615,0.8546,0.918,0.8546,0.8892
2657,0.918,0.9141,0.8839,0.9034,0.8771,0.8546,0.918,0.8546,0.8919
2658,0.918,0.9063,0.8839,0.9034,0.8771,0.8546,0.918,0.8546,0.8905
2660,0.918,0.9063,0.8839,0.9034,0.8771,0.8546,0.918,0.8546,0.8905
2662,0.918,0.9141,0.8839,0.9034,0.8771,0.8546,0.918,0.8546,0.8919
2663,0.918,0.9141,0.8576,0.9034,0.8771,0.8546,0.918,0.8546,0.8875
2666,0.918,0.9141,0.8576,0.9034,0.8985,0.8546,0.918,0.8546,0.891
2667,0.918,0.9141,0.8868,0.9034,0.8985,0.8546,0.918,0.8546,0.8959
2668,0.8644,0.9141,0.9239,0.9034,0.8985,0.8546,0.9239,0.8546,0.8931
2669,0.8644,0.9141,0.9239,0.9034,0.8771,0.8546,0.9239,0.8546,0.8896
2673,0.8644,0.9141,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.8938
2675,0.918,0.9141,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.9027
2677,0.918,0.9141,0.9239,0.8985,0.8771,0.8546,0.9239,0.8546,0.8977
2678,0.9141,0.9141,0.8868,0.8985,0.8985,0.8546,0.9141,0.8546,0.8944
2680,0.9141,0.9141,0.8868,0.8985,0.8985,0.9034,0.9141,0.8868,0.9026
2681,0.9141,0.9141,0.8868,0.8985,0.8985,0.9034,0.9141,0.8868,0.9026
2683,0.9141,0.9141,0.8868,0.8985,0.8985,0.9298,0.9298,0.8868,0.907
2686,0.918,0.9141,0.9239,0.8985,0.8771,0.9298,0.9298,0.8771,0.9102
2688,0.918,0.9141,0.919,0.8985,0.8771,0.9298,0.9298,0.8771,0.9094
2690,0.918,0.9141,0.919,0.8985,0.8771,0.9298,0.9298,0.8771,0.9094
2691,0.918,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9102
2694,0.918,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9102
2698,0.918,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9102
2700,0.918,0.9141,0.919,0.9288,0.8771,0.9298,0.9298,0.8771,0.9145
2701,0.8644,0.9141,0.919,0.9288,0.8771,0.9298,0.9298,0.8644,0.9055
2704,0.8644,0.9141,0.919,0.9288,0.8771,0.9298,0.9298,0.8644,0.9055
2705,0.8517,0.9141,0.919,0.9288,0.8771,0.9298,0.9298,0.8517,0.9034
2706,0.8517,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8517,0.9042
2707,0.8517,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8517,0.9042
2708,0.8517,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8517,0.9042
2709,0.918,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9153
2710,0.918,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9153
2711,0.9141,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9146
2712,0.9141,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9146
2713,0.9141,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9146
2714,0.9141,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9146
2715,0.9141,0.9141,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.9021
2716,0.9141,0.9141,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.9021
2717,0.9141,0.9141,0.9239,0.9288,0.8771,0.9034,0.9288,0.8771,0.9102
2719,0.9141,0.9141,0.9239,0.9288,0.8771,0.9034,0.9288,0.8771,0.9102
2720,0.9141,0.9141,0.919,0.9288,0.8771,0.8429,0.9288,0.8429,0.8993
2721,0.9141,0.9093,0.919,0.9288,0.8771,0.8429,0.9288,0.8429,0.8985
2722,0.9141,0.9093,0.8839,0.8946,0.8771,0.8429,0.9141,0.8429,0.887
2723,0.918,0.9093,0.8839,0.8946,0.8771,0.8429,0.918,0.8429,0.8876
2725,0.918,0.9093,0.8839,0.8946,0.8985,0.8429,0.918,0.8429,0.8912
2727,0.918,0.9093,0.8839,0.8946,0.8985,0.8429,0.918,0.8429,0.8912
2729,0.918,0.9093,0.8839,0.9288,0.8985,0.8429,0.9288,0.8429,0.8969
2730,0.918,0.9141,0.8839,0.9288,0.8985,0.8429,0.9288,0.8429,0.8977
2731,0.918,0.9063,0.8839,0.9288,0.8985,0.8429,0.9288,0.8429,0.8964
2732,0.918,0.9063,0.8839,0.9288,0.8985,0.8429,0.9288,0.8429,0.8964
2735,0.918,0.9063,0.919,0.9034,0.8771,0.8429,0.919,0.8429,0.8944
2736,0.918,0.9063,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9089
2737,0.918,0.9063,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9089
2738,0.918,0.9063,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9089
2741,0.918,0.9063,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9089
2743,0.918,0.9063,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9098
2745,0.918,0.9063,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9098
2748,0.918,0.9063,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.914
2749,0.918,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9153
2750,0.918,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9153
2751,0.918,0.9141,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9153
2752,0.918,0.9141,0.9239,0.9288,0.8771,0.8985,0.9288,0.8771,0.9101
2754,0.918,0.9063,0.919,0.882,0.8771,0.8985,0.919,0.8771,0.9002
2758,0.918,0.9063,0.919,0.882,0.8771,0.7288,0.919,0.7288,0.8719
2759,0.918,0.9063,0.919,0.882,0.8771,0.7288,0.919,0.7288,0.8719
2761,0.918,0.9063,0.919,0.9034,0.8771,0.7288,0.919,0.7288,0.8754
2762,0.918,0.9093,0.919,0.9034,0.8771,0.7288,0.919,0.7288,0.8759
2769,0.918,0.9093,0.919,0.9034,0.8771,0.7288,0.919,0.7288,0.8759
2770,0.918,0.9141,0.919,0.9034,0.8985,0.7288,0.919,0.7288,0.8803
2773,0.918,0.9141,0.919,0.9034,0.8985,0.7288,0.919,0.7288,0.8803
2774,0.918,0.9141,0.9239,0.9034,0.8985,0.7288,0.9239,0.7288,0.8811
2778,0.918,0.9141,0.9239,0.9034,0.8985,0.7288,0.9239,0.7288,0.8811
2779,0.918,0.9141,0.9239,0.9229,0.8985,0.7288,0.9239,0.7288,0.8844
2780,0.918,0.9063,0.9239,0.9229,0.8985,0.7288,0.9239,0.7288,0.8831
2781,0.918,0.9063,0.9239,0.9229,0.8985,0.9298,0.9298,0.8985,0.9166
2782,0.918,0.9063,0.9239,0.9229,0.8985,0.9298,0.9298,0.8985,0.9166
2786,0.918,0.9063,0.9239,0.9229,0.8985,0.9298,0.9298,0.8985,0.9166
2787,0.918,0.9063,0.9239,0.9034,0.8985,0.9298,0.9298,0.8985,0.9133
2789,0.918,0.9063,0.9239,0.9034,0.8985,0.9298,0.9298,0.8985,0.9133
2790,0.918,0.9063,0.9239,0.9034,0.8985,0.9278,0.9278,0.8985,0.913
2791,0.918,0.9063,0.8868,0.9034,0.8985,0.9278,0.9278,0.8868,0.9068
2792,0.918,0.9063,0.919,0.9034,0.8985,0.9278,0.9278,0.8985,0.9122
2793,0.918,0.9063,0.919,0.9034,0.8771,0.9278,0.9278,0.8771,0.9086
2795,0.9141,0.9063,0.919,0.9034,0.8771,0.9278,0.9278,0.8771,0.9079
2797,0.9141,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9096
2799,0.918,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9102
2800,0.918,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9102
2801,0.918,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8771,0.9102
2803,0.918,0.9141,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9111
2804,0.918,0.9141,0.881,0.9034,0.8771,0.9298,0.9298,0.8771,0.9039
2805,0.8517,0.9093,0.881,0.9034,0.8771,0.9298,0.9298,0.8517,0.8921
2808,0.918,0.9093,0.881,0.9034,0.8771,0.9298,0.9298,0.8771,0.9031
2810,0.918,0.9093,0.881,0.9034,0.8771,0.9298,0.9298,0.8771,0.9031
2812,0.918,0.9093,0.881,0.9229,0.8771,0.9298,0.9298,0.8771,0.9064
2813,0.918,0.9015,0.881,0.9229,0.8771,0.9298,0.9298,0.8771,0.9051
2817,0.918,0.9141,0.881,0.9229,0.8771,0.9298,0.9298,0.8771,0.9072
2818,0.918,0.9141,0.881,0.9229,0.8771,0.9298,0.9298,0.8771,0.9072
2819,0.918,0.9141,0.881,0.9229,0.8985,0.9298,0.9298,0.881,0.9107
2821,0.918,0.9141,0.8839,0.9229,0.8985,0.9298,0.9298,0.8839,0.9112
2824,0.918,0.9141,0.8839,0.9229,0.8985,0.9298,0.9298,0.8839,0.9112
2826,0.918,0.9141,0.8839,0.9229,0.8985,0.9298,0.9298,0.8839,0.9112
2828,0.9171,0.9141,0.8839,0.9288,0.8985,0.9298,0.9298,0.8839,0.912
2830,0.918,0.9141,0.8839,0.9288,0.8985,0.9298,0.9298,0.8839,0.9122
2832,0.918,0.9141,0.8839,0.9288,0.8985,0.9034,0.9288,0.8839,0.9078
2834,0.918,0.9063,0.8839,0.9288,0.8985,0.9298,0.9298,0.8839,0.9109
2836,0.918,0.9141,0.8839,0.9288,0.8985,0.9298,0.9298,0.8839,0.9122
2837,0.918,0.9141,0.881,0.9288,0.8985,0.9298,0.9298,0.881,0.9117
2838,0.918,0.9141,0.881,0.9288,0.8985,0.8985,0.9288,0.881,0.9065
2840,0.918,0.9141,0.9239,0.9288,0.8985,0.8985,0.9288,0.8985,0.9136
2841,0.918,0.9141,0.9239,0.9288,0.8985,0.8985,0.9288,0.8985,0.9136
2842,0.918,0.9141,0.9239,0.9288,0.8985,0.8985,0.9288,0.8985,0.9136
2844,0.918,0.9141,0.9239,0.9288,0.8985,0.8985,0.9288,0.8985,0.9136
2845,0.918,0.9141,0.9239,0.9288,0.8985,0.9278,0.9288,0.8985,0.9185
2846,0.918,0.9141,0.9239,0.9288,0.8985,0.9278,0.9288,0.8985,0.9185
2847,0.918,0.9141,0.9239,0.9288,0.8985,0.9278,0.9288,0.8985,0.9185
2848,0.918,0.9141,0.9239,0.9229,0.8985,0.9278,0.9278,0.8985,0.9175
2849,0.918,0.9141,0.9239,0.9229,0.8985,0.9278,0.9278,0.8985,0.9175
2851,0.918,0.9141,0.8868,0.9229,0.8985,0.9278,0.9278,0.8868,0.9113
2858,0.9141,0.9141,0.8868,0.9229,0.8771,0.9278,0.9278,0.8771,0.9071
2862,0.9141,0.9141,0.8868,0.8946,0.8771,0.9278,0.9278,0.8771,0.9024
2864,0.9141,0.9141,0.8868,0.9034,0.8771,0.9278,0.9278,0.8771,0.9039
2867,0.9141,0.9141,0.8868,0.9034,0.8771,0.9298,0.9298,0.8771,0.9042
2868,0.9141,0.9141,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9104
2869,0.9141,0.9063,0.9239,0.9034,0.8771,0.9298,0.9298,0.8771,0.9091
2871,0.8322,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8322,0.8959
2872,0.8322,0.9141,0.919,0.9034,0.8771,0.9298,0.9298,0.8322,0.8959
2873,0.8322,0.9141,0.9239,0.9034,0.8771,0.9298,0.9298,0.8322,0.8968
2874,0.8322,0.9141,0.9239,0.9034,0.8771,0.9298,0.9298,0.8322,0.8968
2876,0.8322,0.9141,0.9239,0.9034,0.8771,0.9298,0.9298,0.8322,0.8968
2877,0.8322,0.9141,0.919,0.9288,0.8771,0.9298,0.9298,0.8322,0.9002
2878,0.8322,0.9141,0.919,0.9288,0.8985,0.8985,0.9288,0.8322,0.8985
2879,0.8322,0.9141,0.919,0.9288,0.8985,0.8985,0.9288,0.8322,0.8985
2881,0.8322,0.9141,0.919,0.9229,0.8985,0.8985,0.9229,0.8322,0.8975
2884,0.8322,0.9141,0.9239,0.9229,0.8985,0.8985,0.9239,0.8322,0.8984
2885,0.8322,0.9141,0.9239,0.9229,0.8985,0.9298,0.9298,0.8322,0.9036
2886,0.918,0.9141,0.9239,0.9229,0.8985,0.9298,0.9298,0.8985,0.9179
2887,0.918,0.9141,0.8868,0.9229,0.8985,0.9298,0.9298,0.8868,0.9117
2888,0.918,0.9141,0.8868,0.8693,0.8985,0.9298,0.9298,0.8693,0.9028
2890,0.918,0.9141,0.8868,0.9229,0.8985,0.9298,0.9298,0.8868,0.9117
2891,0.918,0.9093,0.8868,0.9229,0.8985,0.9298,0.9298,0.8868,0.9109
2893,0.918,0.9141,0.8868,0.9229,0.8985,0.9298,0.9298,0.8868,0.9117
2895,0.918,0.9141,0.8868,0.9229,0.8985,0.9298,0.9298,0.8868,0.9117
2896,0.918,0.9141,0.8868,0.9229,0.8985,0.9034,0.9229,0.8868,0.9073
2898,0.918,0.9141,0.8868,0.9229,0.8985,0.9034,0.9229,0.8868,0.9073
2899,0.918,0.9141,0.881,0.9229,0.8985,0.9034,0.9229,0.881,0.9063
2900,0.918,0.9141,0.8605,0.9229,0.8985,0.9034,0.9229,0.8605,0.9029
2903,0.918,0.9093,0.8605,0.9288,0.8985,0.9034,0.9288,0.8605,0.9031
2904,0.918,0.9093,0.8605,0.9288,0.8985,0.9278,0.9288,0.8605,0.9072
2905,0.918,0.9093,0.9239,0.9288,0.8985,0.9278,0.9288,0.8985,0.9177
2907,0.918,0.9093,0.9239,0.9034,0.8985,0.8429,0.9239,0.8429,0.8993
2909,0.918,0.9141,0.9239,0.9034,0.8985,0.8429,0.9239,0.8429,0.9001
2910,0.918,0.9141,0.9239,0.9034,0.8985,0.8429,0.9239,0.8429,0.9001
2912,0.918,0.9141,0.8868,0.9034,0.8985,0.8429,0.918,0.8429,0.894
2913,0.918,0.9141,0.8868,0.9034,0.8985,0.8429,0.918,0.8429,0.894
2915,0.918,0.9141,0.8868,0.9034,0.8771,0.8429,0.918,0.8429,0.8904
2917,0.918,0.9141,0.8868,0.9034,0.8771,0.8429,0.918,0.8429,0.8904
2918,0.918,0.9141,0.8868,0.9034,0.8771,0.8429,0.918,0.8429,0.8904
2920,0.918,0.9141,0.9239,0.9034,0.8771,0.8429,0.9239,0.8429,0.8966
2921,0.918,0.9141,0.9239,0.9034,0.8771,0.8429,0.9239,0.8429,0.8966
2922,0.918,0.9093,0.9239,0.9034,0.8771,0.8429,0.9239,0.8429,0.8958
2923,0.918,0.9093,0.9239,0.9288,0.8771,0.8429,0.9288,0.8429,0.9
2925,0.918,0.9093,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9145
2931,0.9171,0.9093,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9143
2932,0.9171,0.9093,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9179
2936,0.9171,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9117
2937,0.9171,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9117
2940,0.918,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9119
2943,0.918,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9119
2944,0.918,0.9141,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9127
2945,0.918,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9119
2946,0.918,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9119
2949,0.918,0.9093,0.8868,0.9288,0.8985,0.9298,0.9298,0.8868,0.9119
2950,0.918,0.9093,0.919,0.9288,0.8985,0.9298,0.9298,0.8985,0.9172
2951,0.918,0.9093,0.919,0.9288,0.8985,0.9298,0.9298,0.8985,0.9172
2952,0.918,0.9063,0.919,0.9288,0.8985,0.9298,0.9298,0.8985,0.9167
2953,0.918,0.9063,0.919,0.9288,0.8293,0.9298,0.9298,0.8293,0.9052
2954,0.918,0.9141,0.919,0.9288,0.8293,0.9298,0.9298,0.8293,0.9065
2958,0.918,0.9141,0.919,0.9288,0.8293,0.9298,0.9298,0.8293,0.9065
2960,0.8644,0.9141,0.919,0.9288,0.8293,0.9298,0.9298,0.8293,0.8976
2965,0.8644,0.9141,0.919,0.9288,0.8293,0.9298,0.9298,0.8293,0.8976
2966,0.8644,0.9141,0.919,0.9034,0.8293,0.9298,0.9298,0.8293,0.8933
2967,0.8644,0.9141,0.9239,0.9034,0.8293,0.9298,0.9298,0.8293,0.8942
2969,0.8644,0.9141,0.919,0.9034,0.8293,0.9298,0.9298,0.8293,0.8933
2973,0.8644,0.9141,0.919,0.9034,0.8293,0.9298,0.9298,0.8293,0.8933
2974,0.8644,0.9141,0.919,0.882,0.8293,0.9298,0.9298,0.8293,0.8898
2975,0.8644,0.9141,0.919,0.882,0.8771,0.9298,0.9298,0.8644,0.8977
2976,0.918,0.9141,0.919,0.882,0.8771,0.9298,0.9298,0.8771,0.9067
2980,0.918,0.9141,0.919,0.882,0.8771,0.9298,0.9298,0.8771,0.9067
2982,0.918,0.9141,0.919,0.9288,0.8771,0.9298,0.9298,0.8771,0.9145
2984,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2985,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2986,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2988,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2991,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2992,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2993,0.918,0.9141,0.919,0.9288,0.8771,0.9034,0.9288,0.8771,0.9101
2994,0.918,0.9141,0.9239,0.9288,0.8771,0.9034,0.9288,0.8771,0.9109
2996,0.918,0.9141,0.9239,0.9288,0.8615,0.9034,0.9288,0.8615,0.9083
2998,0.918,0.9141,0.9239,0.9288,0.8615,0.9034,0.9288,0.8615,0.9083
2999,0.918,0.9141,0.9239,0.9288,0.8615,0.9298,0.9298,0.8615,0.9127
3003,0.918,0.9141,0.919,0.9288,0.8615,0.9298,0.9298,0.8615,0.9119
3004,0.918,0.9141,0.9239,0.9288,0.8615,0.8985,0.9288,0.8615,0.9075
3005,0.918,0.9141,0.9239,0.9288,0.8985,0.8985,0.9288,0.8985,0.9136
3006,0.918,0.9141,0.9239,0.9288,0.8985,0.8985,0.9288,0.8985,0.9136
3007,0.918,0.9141,0.919,0.9288,0.8985,0.8985,0.9288,0.8985,0.9128
3009,0.918,0.9141,0.919,0.9034,0.8985,0.8985,0.919,0.8985,0.9086
3011,0.918,0.9141,0.9239,0.9034,0.8985,0.8985,0.9239,0.8985,0.9094
3013,0.918,0.9141,0.9239,0.9034,0.8985,0.8985,0.9239,0.8985,0.9094
3016,0.8517,0.9141,0.9239,0.9034,0.8985,0.9278,0.9278,0.8517,0.9032
3018,0.8517,0.9141,0.9239,0.9034,0.8985,0.9298,0.9298,0.8517,0.9036
3019,0.918,0.9063,0.9239,0.9034,0.8985,0.9298,0.9298,0.8985,0.9133
3022,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3024,0.918,0.9063,0.9239,0.9288,0.8615,0.9298,0.9298,0.8615,0.9114
3025,0.918,0.9063,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.914
3026,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3028,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3029,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3030,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3034,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3035,0.918,0.9093,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9181
3037,0.918,0.9093,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9145
3039,0.918,0.9093,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9145
3040,0.918,0.9093,0.9239,0.9229,0.8771,0.9298,0.9298,0.8771,0.9135
3042,0.918,0.9093,0.9239,0.9229,0.8771,0.9298,0.9298,0.8771,0.9135
3043,0.918,0.9063,0.9239,0.9229,0.8771,0.9298,0.9298,0.8771,0.913
3046,0.918,0.9063,0.9239,0.9229,0.8771,0.9298,0.9298,0.8771,0.913
3047,0.918,0.9063,0.9239,0.9229,0.8985,0.9298,0.9298,0.8985,0.9166
3048,0.918,0.9063,0.919,0.9229,0.8985,0.9298,0.9298,0.8985,0.9158
3049,0.918,0.9063,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9122
3050,0.918,0.9063,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9122
3051,0.918,0.9063,0.919,0.9229,0.8771,0.9298,0.9298,0.8771,0.9122
3053,0.918,0.9063,0.919,0.9288,0.8771,0.9298,0.9298,0.8771,0.9132
3055,0.918,0.9063,0.919,0.9288,0.8771,0.9298,0.9298,0.8771,0.9132
3056,0.918,0.9063,0.919,0.9288,0.8771,0.9298,0.9298,0.8771,0.9132
3057,0.9141,0.9063,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9133
3058,0.8956,0.9063,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9103
3059,0.8956,0.9063,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.8977
3060,0.8956,0.9093,0.9239,0.9034,0.8771,0.8546,0.9239,0.8546,0.894
3062,0.8956,0.9093,0.9239,0.9034,0.8771,0.8546,0.9239,0.8546,0.894
3064,0.8956,0.9093,0.9239,0.9034,0.8771,0.8546,0.9239,0.8546,0.894
3065,0.8956,0.9093,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.8982
3066,0.918,0.9093,0.9239,0.9288,0.8771,0.8546,0.9288,0.8546,0.9019
3068,0.918,0.9093,0.9239,0.9288,0.8985,0.8546,0.9288,0.8546,0.9055
3070,0.918,0.9093,0.9239,0.9288,0.8985,0.8546,0.9288,0.8546,0.9055
3071,0.918,0.9093,0.919,0.9288,0.8985,0.8546,0.9288,0.8546,0.9047
3072,0.918,0.9093,0.919,0.9034,0.8985,0.8546,0.919,0.8546,0.9005
3073,0.918,0.9093,0.919,0.9034,0.8985,0.8546,0.919,0.8546,0.9005
3074,0.918,0.9093,0.919,0.9034,0.8985,0.9298,0.9298,0.8985,0.913
3076,0.918,0.9141,0.919,0.9034,0.8985,0.9298,0.9298,0.8985,0.9138
3078,0.918,0.9141,0.919,0.9034,0.8985,0.9298,0.9298,0.8985,0.9138
3079,0.918,0.9141,0.919,0.9288,0.8985,0.9298,0.9298,0.8985,0.918
3080,0.918,0.9141,0.919,0.9288,0.8985,0.9298,0.9298,0.8985,0.918
3081,0.918,0.9141,0.919,0.9288,0.8615,0.9298,0.9298,0.8615,0.9119
3082,0.918,0.9141,0.919,0.9288,0.8615,0.9298,0.9298,0.8615,0.9119
3083,0.918,0.9141,0.919,0.9288,0.8615,0.9298,0.9298,0.8615,0.9119
3086,0.918,0.9141,0.919,0.8946,0.8615,0.9298,0.9298,0.8615,0.9062
3087,0.9141,0.9141,0.9239,0.8946,0.8985,0.9298,0.9298,0.8946,0.9125
3089,0.9141,0.9141,0.9239,0.8946,0.8985,0.9298,0.9298,0.8946,0.9125
3090,0.9141,0.9141,0.9239,0.8946,0.8985,0.9298,0.9298,0.8946,0.9125
3091,0.8956,0.9141,0.9239,0.8946,0.8985,0.9298,0.9298,0.8946,0.9094
3092,0.8956,0.9141,0.9239,0.9288,0.8985,0.9298,0.9298,0.8956,0.9151
3094,0.8956,0.9141,0.9239,0.9288,0.8985,0.9298,0.9298,0.8956,0.9151
3098,0.8956,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8956,0.9138
3100,0.918,0.9063,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9175
3102,0.918,0.9063,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.914
3104,0.918,0.8829,0.9239,0.9288,0.8771,0.9298,0.9298,0.8771,0.9101
3108,0.9141,0.8829,0.919,0.9288,0.8771,0.9298,0.9298,0.8771,0.9086
3109,0.9141,0.8829,0.919,0.9288,0.8771,0.8546,0.9288,0.8546,0.8961
3110,0.9141,0.8829,0.919,0.9034,0.8771,0.8546,0.919,0.8546,0.8919
3113,0.9141,0.8829,0.919,0.9034,0.8771,0.8546,0.919,0.8546,0.8919
3114,0.9141,0.9063,0.919,0.9034,0.8771,0.8546,0.919,0.8546,0.8957
3115,0.9141,0.9063,0.919,0.9034,0.8771,0.9034,0.919,0.8771,0.9039
3117,0.918,0.9063,0.9239,0.9034,0.8771,0.9034,0.9239,0.8771,0.9053
3118,0.918,0.9063,0.9239,0.9288,0.8771,0.9034,0.9288,0.8771,0.9096
3120,0.918,0.9063,0.9239,0.9288,0.8985,0.9034,0.9288,0.8985,0.9131
3121,0.918,0.9063,0.9239,0.9288,0.8985,0.9034,0.9288,0.8985,0.9131
3123,0.918,0.88,0.9239,0.9288,0.8985,0.9298,0.9298,0.88,0.9132
3124,0.918,0.9093,0.9239,0.9288,0.8985,0.9298,0.9298,0.8985,0.9181
