timestamp,ohci5,ohci7,ohci2,ohci0,ohci4,ohci8,ohci9,ohci6,ohci1,max,min,avg
593,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
594,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
595,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
596,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
597,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
598,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
599,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
600,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
601,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
602,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
603,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
604,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
605,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
606,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
607,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
608,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
609,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
610,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
611,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
612,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
613,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
614,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
615,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
616,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
617,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
618,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
619,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
620,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
621,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
622,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
623,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
624,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
625,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
626,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
627,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
628,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
629,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
630,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
631,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
632,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
633,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
634,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
635,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
636,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
637,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
638,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
639,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
640,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
641,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
642,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
643,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
644,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
645,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
646,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
647,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
648,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
649,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
650,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
651,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
652,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
653,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
654,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
655,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
656,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
657,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
658,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
659,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
660,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
661,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
662,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
663,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
664,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
665,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
666,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
667,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
668,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
669,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
670,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
671,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
672,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
673,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
674,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
675,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
676,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
677,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
678,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
680,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
681,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
682,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
683,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
684,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
685,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
686,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
687,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
689,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
690,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
691,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
692,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
693,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
694,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
695,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
696,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
697,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
698,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
699,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
700,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
702,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
703,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
704,0.7985,0.8077,0.8132,0.8077,0.815,0.804,0.793,0.804,0.7912,0.815,0.7912,0.8038
1211,0.7985,0.8077,0.8132,0.8077,0.8168,0.804,0.793,0.804,0.7912,0.8168,0.7912,0.804
1227,0.7985,0.8077,0.8132,0.8077,0.8168,0.804,0.793,0.804,0.7912,0.8168,0.7912,0.804
1231,0.7985,0.8077,0.8132,0.8077,0.8168,0.804,0.793,0.804,0.7912,0.8168,0.7912,0.804
1232,0.7985,0.8077,0.8132,0.8077,0.8168,0.804,0.793,0.804,0.7912,0.8168,0.7912,0.804
1243,0.7985,0.8077,0.8132,0.8095,0.8168,0.804,0.793,0.804,0.7912,0.8168,0.7912,0.8042
1278,0.7985,0.8077,0.8132,0.8095,0.8168,0.804,0.793,0.804,0.8022,0.8168,0.793,0.8054
1283,0.8059,0.8077,0.8132,0.8095,0.8168,0.804,0.793,0.804,0.8022,0.8168,0.793,0.8063
1304,0.8059,0.8077,0.8132,0.8095,0.8168,0.804,0.793,0.804,0.8022,0.8168,0.793,0.8063
1827,0.8059,0.8095,0.8132,0.8095,0.8168,0.804,0.793,0.804,0.8022,0.8168,0.793,0.8065
1831,0.8059,0.8095,0.8132,0.8095,0.8168,0.804,0.793,0.804,0.8022,0.8168,0.793,0.8065
1832,0.8059,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8073
1843,0.8059,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8073
1878,0.8059,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8073
1883,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8075
1906,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8075
2427,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8075
2431,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8075
2432,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8075
2443,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.804,0.8022,0.8168,0.793,0.8075
2478,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
2483,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
2506,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3027,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3031,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3032,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3043,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3078,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3084,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3110,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3627,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3631,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3634,0.8077,0.8095,0.8132,0.8095,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8083
3643,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8085
3678,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8085
3684,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.793,0.8114,0.8022,0.8168,0.793,0.8085
3710,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4227,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4231,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4234,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4245,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4279,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4280,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4285,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4310,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4827,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4831,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4834,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4845,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4879,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4880,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4885,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
4911,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5427,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5431,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5434,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5445,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5479,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5480,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5485,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
5511,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6027,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6031,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6035,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6045,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6079,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6080,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6085,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6112,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6627,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6631,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6635,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6645,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6679,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6680,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6686,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
6712,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7228,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7231,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7237,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7245,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7279,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7280,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7286,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7312,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7828,0.8077,0.8095,0.8132,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8097
7831,0.8077,0.8095,0.815,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8099
7837,0.8077,0.8095,0.815,0.8114,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8099
7845,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
7880,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
7892,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
7912,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8428,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8431,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8439,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8445,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8480,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8481,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8494,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
8512,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9028,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9031,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9039,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9045,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9080,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9081,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9094,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9112,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9628,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9631,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9639,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9649,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9680,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9682,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9694,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
9712,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10228,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10232,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10239,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10249,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10280,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10282,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10294,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10312,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10828,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10832,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10839,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10849,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
