timestamp,ohci5,ohci7,ohci2,ohci0,ohci4,ohci8,ohci9,ohci6,ohci1,max,min,avg
10882,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10884,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10895,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
10912,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11428,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11432,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11439,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11449,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11482,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11484,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11495,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
11512,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12028,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12032,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12039,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12049,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12082,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12085,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12095,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12112,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12628,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12633,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12639,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12649,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12682,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12685,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12695,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
12713,0.8077,0.8095,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8103
13228,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13235,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13239,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13249,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13282,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13293,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13296,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13313,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13828,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13835,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13839,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13849,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13882,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13893,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13896,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
13913,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14428,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14435,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14439,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14449,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14483,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14495,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14497,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
14513,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15029,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15035,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15040,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15049,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15083,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15097,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15100,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15113,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15629,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15635,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15640,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15650,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15683,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15697,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15700,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
15715,0.8077,0.8114,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8105
16229,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16235,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16240,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16250,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16284,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16297,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16300,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16317,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16829,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16835,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16840,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16851,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16884,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16897,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16903,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
16920,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17429,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17435,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17441,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17451,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17484,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17497,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17503,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
17520,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18029,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18035,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18041,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18051,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18084,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18097,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18103,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18120,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18629,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18635,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18641,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18651,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18684,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18697,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18704,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
18720,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19229,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19236,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19241,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19251,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19284,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19297,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19304,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19321,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19829,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19836,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19841,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19851,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19885,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19897,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19904,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
19921,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20429,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20436,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20445,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20451,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20490,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20498,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20504,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
20523,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21029,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21037,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21049,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21051,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21090,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21098,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21105,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21123,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21637,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21649,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21651,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21692,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21698,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21705,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
21723,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22237,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22250,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22254,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22292,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22299,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22305,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22323,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22837,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22851,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22867,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22892,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22899,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22905,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
22923,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23437,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23452,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23474,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23492,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23499,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23505,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
23523,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24038,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24052,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24074,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24092,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24099,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24105,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24123,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24638,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24652,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24674,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24692,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24699,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24708,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
24724,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25238,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25252,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25274,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25292,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25299,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25308,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25329,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25838,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25852,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25874,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25892,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25899,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25910,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
25929,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26438,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26456,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26474,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26492,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26499,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26531,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
26534,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27038,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27056,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27074,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27092,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27099,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27131,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27134,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27639,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27657,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27692,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27699,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27734,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
27764,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28239,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28257,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28293,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28301,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28335,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28364,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28839,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28860,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28893,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28902,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28936,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
28965,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
29439,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
29460,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
29494,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
29502,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
29536,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
29568,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
30039,0.8077,0.815,0.815,0.815,0.8168,0.8114,0.804,0.8114,0.8022,0.8168,0.8022,0.8109
