timestamp,legacy_floppy7,legacy_floppy2,legacy_floppy0,legacy_floppy5,legacy_floppy8,legacy_floppy1,legacy_floppy4,legacy_floppy6,legacy_floppy3,max,min,avg
15787,0.4231,0.4717,0.4555,0.4899,0.4939,0.5223,0.4879,0.4595,0.4534,0.5223,0.4231,0.473
15790,0.4231,0.4717,0.4555,0.4899,0.4939,0.5223,0.4879,0.4595,0.502,0.5223,0.4231,0.4784
15793,0.5081,0.4717,0.4555,0.4899,0.4939,0.5223,0.4879,0.4595,0.502,0.5223,0.4555,0.4879
15795,0.5081,0.4717,0.4555,0.4899,0.4939,0.5223,0.4879,0.4595,0.4939,0.5223,0.4555,0.487
15808,0.504,0.4717,0.4555,0.4899,0.4939,0.5223,0.4879,0.4595,0.4939,0.5223,0.4555,0.4865
15810,0.504,0.4494,0.4555,0.4899,0.4939,0.5223,0.4879,0.4595,0.4939,0.5223,0.4494,0.484
15811,0.504,0.4494,0.4555,0.4899,0.4939,0.5223,0.4879,0.4818,0.4939,0.5223,0.4494,0.4865
15819,0.504,0.4494,0.504,0.4899,0.4939,0.5223,0.4879,0.4818,0.4899,0.5223,0.4494,0.4915
15826,0.504,0.4494,0.504,0.4899,0.4939,0.5324,0.4879,0.4818,0.4899,0.5324,0.4494,0.4926
15833,0.504,0.4555,0.504,0.4899,0.4939,0.5324,0.4879,0.4818,0.4899,0.5324,0.4555,0.4933
15837,0.504,0.4555,0.504,0.4899,0.4939,0.5324,0.4879,0.4818,0.4575,0.5324,0.4555,0.4897
15838,0.504,0.4555,0.504,0.4899,0.4939,0.5324,0.4879,0.4818,0.4656,0.5324,0.4555,0.4906
15842,0.504,0.4555,0.504,0.4899,0.4939,0.5324,0.4818,0.4818,0.4656,0.5324,0.4555,0.4899
15843,0.4636,0.4555,0.504,0.4899,0.4939,0.5324,0.4818,0.4818,0.4656,0.5324,0.4555,0.4854
15846,0.4636,0.4555,0.504,0.4899,0.5162,0.5324,0.4818,0.4818,0.4656,0.5324,0.4555,0.4879
15849,0.4939,0.4555,0.504,0.4899,0.5162,0.5324,0.4818,0.4818,0.4656,0.5324,0.4555,0.4912
15850,0.4939,0.4555,0.504,0.4899,0.5162,0.4757,0.4818,0.4818,0.4656,0.5162,0.4555,0.4849
15852,0.4939,0.5121,0.504,0.4899,0.5162,0.4757,0.4818,0.4818,0.4757,0.5162,0.4757,0.4923
15863,0.4939,0.5121,0.504,0.4899,0.5162,0.4757,0.4818,0.4818,0.4636,0.5162,0.4636,0.491
15864,0.4939,0.413,0.504,0.4899,0.5162,0.4757,0.4818,0.4818,0.4636,0.5162,0.413,0.48
15867,0.5162,0.413,0.504,0.4899,0.5162,0.4757,0.4818,0.4818,0.4636,0.5162,0.413,0.4825
15870,0.5162,0.413,0.504,0.4899,0.4413,0.4757,0.4818,0.4818,0.4636,0.5162,0.413,0.4741
15871,0.5162,0.413,0.504,0.4899,0.4413,0.4757,0.4818,0.4818,0.5162,0.5162,0.413,0.48
15872,0.5162,0.413,0.504,0.4899,0.4413,0.4757,0.4818,0.4879,0.5162,0.5162,0.413,0.4807
15873,0.5162,0.413,0.5223,0.4899,0.4413,0.4757,0.4818,0.4879,0.5162,0.5223,0.413,0.4827
15876,0.5162,0.4939,0.5223,0.4899,0.4413,0.4757,0.4818,0.4879,0.5162,0.5223,0.4413,0.4917
15877,0.5162,0.4939,0.5223,0.504,0.4413,0.4757,0.4818,0.4879,0.5162,0.5223,0.4413,0.4933
15880,0.5162,0.4393,0.5223,0.504,0.4413,0.4757,0.4818,0.4879,0.5162,0.5223,0.4393,0.4872
15883,0.5162,0.4393,0.5223,0.504,0.4413,0.4595,0.4818,0.4879,0.5101,0.5223,0.4393,0.4847
15884,0.5162,0.4393,0.5223,0.504,0.4413,0.4595,0.4231,0.4879,0.5101,0.5223,0.4231,0.4782
15887,0.5162,0.496,0.4777,0.504,0.4413,0.4595,0.4231,0.4879,0.5101,0.5162,0.4231,0.4795
15894,0.5162,0.496,0.4777,0.504,0.4413,0.4595,0.4818,0.4879,0.5101,0.5162,0.4413,0.4861
15896,0.5162,0.496,0.4777,0.504,0.4413,0.4595,0.4818,0.4879,0.4777,0.5162,0.4413,0.4825
15897,0.5162,0.496,0.4777,0.504,0.4413,0.4595,0.4818,0.4879,0.4777,0.5162,0.4413,0.4825
15899,0.5162,0.496,0.4777,0.5223,0.4413,0.4595,0.4818,0.4879,0.4777,0.5223,0.4413,0.4845
15901,0.5162,0.496,0.4777,0.5223,0.4413,0.4595,0.4737,0.4879,0.4777,0.5223,0.4413,0.4836
15905,0.5162,0.496,0.4777,0.5223,0.4413,0.4595,0.4737,0.4636,0.4777,0.5223,0.4413,0.4809
15907,0.5162,0.496,0.4777,0.4656,0.4413,0.4595,0.4737,0.4636,0.4777,0.5162,0.4413,0.4746
15909,0.5162,0.496,0.4777,0.4656,0.5162,0.4595,0.4737,0.4636,0.4777,0.5162,0.4595,0.4829
15911,0.4899,0.496,0.4777,0.4656,0.5162,0.4595,0.4737,0.4636,0.4777,0.5162,0.4595,0.48
15917,0.4899,0.496,0.4777,0.5162,0.5162,0.4595,0.4737,0.4636,0.4777,0.5162,0.4595,0.4856
15923,0.4899,0.496,0.4777,0.5162,0.5162,0.4696,0.4737,0.4636,0.4777,0.5162,0.4636,0.4867
15924,0.4899,0.496,0.4352,0.5162,0.5162,0.4696,0.4737,0.4636,0.4777,0.5162,0.4352,0.482
15925,0.4899,0.496,0.4352,0.5142,0.5162,0.4696,0.4737,0.4636,0.4777,0.5162,0.4352,0.4818
15926,0.4899,0.496,0.4352,0.5142,0.5162,0.4696,0.4818,0.4636,0.4777,0.5162,0.4352,0.4827
15928,0.4899,0.496,0.4352,0.5142,0.5162,0.4696,0.4818,0.4636,0.502,0.5162,0.4352,0.4854
15929,0.4939,0.496,0.4352,0.5142,0.5162,0.4696,0.4818,0.4636,0.4352,0.5162,0.4352,0.4784
15930,0.4939,0.496,0.4352,0.5142,0.5162,0.4696,0.4879,0.4636,0.4352,0.5162,0.4352,0.4791
15931,0.4271,0.496,0.4352,0.5142,0.5162,0.4696,0.4879,0.4636,0.4352,0.5162,0.4271,0.4717
15932,0.4271,0.496,0.4352,0.5142,0.4858,0.4696,0.4879,0.4636,0.4352,0.5142,0.4271,0.4683
15933,0.4271,0.496,0.4352,0.5142,0.4858,0.4696,0.4879,0.4919,0.4352,0.5142,0.4271,0.4714
15936,0.4271,0.496,0.4352,0.4676,0.4858,0.4696,0.4879,0.4919,0.4352,0.496,0.4271,0.4663
15937,0.4271,0.496,0.4352,0.4676,0.4717,0.4696,0.4879,0.4919,0.4352,0.496,0.4271,0.4647
15941,0.5,0.496,0.4352,0.4676,0.4717,0.4696,0.5,0.4919,0.4352,0.5,0.4352,0.4741
15946,0.5,0.496,0.4352,0.4676,0.4433,0.4696,0.5,0.4919,0.4352,0.5,0.4352,0.471
15954,0.5,0.496,0.4352,0.502,0.4433,0.4696,0.5,0.4919,0.4352,0.502,0.4352,0.4748
15959,0.5,0.5081,0.4352,0.502,0.4433,0.4696,0.5,0.4919,0.4352,0.5081,0.4352,0.4761
15960,0.5,0.5081,0.4352,0.4939,0.4433,0.4696,0.5,0.4919,0.4352,0.5081,0.4352,0.4752
15972,0.5,0.5081,0.4352,0.4939,0.4433,0.4696,0.5,0.4919,0.4352,0.5081,0.4352,0.4752
15978,0.5,0.5081,0.4352,0.4049,0.4433,0.4696,0.5,0.4919,0.4352,0.5081,0.4049,0.4654
15982,0.5,0.5081,0.4352,0.4049,0.4433,0.4696,0.5,0.4919,0.4919,0.5081,0.4049,0.4717
15984,0.4049,0.4575,0.4352,0.4049,0.4433,0.4696,0.5,0.4919,0.4919,0.5,0.4049,0.4555
15992,0.4049,0.4575,0.4352,0.4049,0.4433,0.504,0.5,0.4919,0.4919,0.504,0.4049,0.4593
15994,0.4049,0.4575,0.4352,0.4049,0.4433,0.504,0.5,0.4919,0.5081,0.5081,0.4049,0.4611
16005,0.4049,0.4575,0.4352,0.4049,0.4433,0.504,0.4879,0.4919,0.5081,0.5081,0.4049,0.4597
16008,0.4049,0.4575,0.4352,0.4049,0.4433,0.504,0.4858,0.4919,0.5081,0.5081,0.4049,0.4595
16014,0.4049,0.4575,0.4352,0.5162,0.4433,0.504,0.4858,0.4919,0.5081,0.5162,0.4049,0.4719
16017,0.4049,0.4575,0.4352,0.5162,0.4433,0.4818,0.4858,0.4919,0.5081,0.5162,0.4049,0.4694
16018,0.4049,0.4737,0.4352,0.5162,0.4433,0.4818,0.4858,0.4919,0.5081,0.5162,0.4049,0.4712
16021,0.4049,0.4737,0.4352,0.5162,0.4433,0.4818,0.4858,0.5162,0.5081,0.5162,0.4049,0.4739
16026,0.4049,0.4737,0.4352,0.5162,0.4433,0.4818,0.4858,0.5162,0.5081,0.5162,0.4049,0.4739
16030,0.4049,0.4737,0.4352,0.5162,0.4433,0.498,0.4858,0.5162,0.5081,0.5162,0.4049,0.4757
16032,0.4049,0.4737,0.4352,0.5162,0.4433,0.498,0.4534,0.5162,0.5081,0.5162,0.4049,0.4721
16040,0.4049,0.4737,0.4352,0.4352,0.4433,0.498,0.4534,0.5162,0.5081,0.5162,0.4049,0.4631
16042,0.4049,0.4737,0.4352,0.4352,0.4838,0.498,0.4534,0.5162,0.5081,0.5162,0.4049,0.4676
16045,0.4049,0.4737,0.4717,0.4352,0.4838,0.498,0.4534,0.5162,0.5081,0.5162,0.4049,0.4717
16053,0.4049,0.4737,0.4717,0.4352,0.4838,0.498,0.4919,0.5162,0.5081,0.5162,0.4049,0.4759
16054,0.4049,0.4737,0.4717,0.4352,0.4838,0.498,0.4534,0.5162,0.5081,0.5162,0.4049,0.4717
16056,0.5,0.4737,0.4717,0.4352,0.4838,0.498,0.4534,0.5162,0.5081,0.5162,0.4352,0.4822
16058,0.5,0.4737,0.4717,0.4352,0.4838,0.498,0.4534,0.5162,0.4636,0.5162,0.4352,0.4773
16064,0.5,0.4737,0.4717,0.4352,0.4838,0.498,0.496,0.5162,0.4636,0.5162,0.4352,0.482
16066,0.5,0.4737,0.4717,0.4352,0.4838,0.498,0.496,0.5162,0.502,0.5162,0.4352,0.4863
16072,0.5,0.4737,0.4717,0.5081,0.4838,0.498,0.496,0.5162,0.502,0.5162,0.4717,0.4944
16075,0.5,0.4737,0.4717,0.5081,0.4636,0.498,0.496,0.5162,0.502,0.5162,0.4636,0.4921
16081,0.5,0.4737,0.4717,0.5081,0.4636,0.498,0.496,0.5162,0.4879,0.5162,0.4636,0.4906
16082,0.5,0.4737,0.496,0.5081,0.4636,0.498,0.4879,0.5162,0.4879,0.5162,0.4636,0.4924
16084,0.5,0.4737,0.496,0.5081,0.4636,0.498,0.4879,0.4919,0.4879,0.5081,0.4636,0.4897
16085,0.5,0.4737,0.496,0.5081,0.4636,0.498,0.4534,0.4919,0.4879,0.5081,0.4534,0.4858
16091,0.5,0.4737,0.496,0.5081,0.4636,0.498,0.4534,0.4919,0.4879,0.5081,0.4534,0.4858
16100,0.5,0.4737,0.496,0.5081,0.4636,0.4109,0.4534,0.4919,0.4879,0.5081,0.4109,0.4762
16105,0.5,0.4737,0.496,0.4858,0.4636,0.4109,0.4534,0.4919,0.4879,0.5,0.4109,0.4737
16110,0.5,0.4737,0.496,0.4858,0.4636,0.4109,0.4534,0.4919,0.5061,0.5061,0.4109,0.4757
16112,0.5,0.4737,0.496,0.5202,0.4636,0.4109,0.4534,0.4919,0.5061,0.5202,0.4109,0.4795
16114,0.4372,0.4737,0.496,0.5202,0.4636,0.4109,0.4534,0.4919,0.5061,0.5202,0.4109,0.4726
16116,0.4372,0.4737,0.496,0.5202,0.4636,0.4109,0.4534,0.4919,0.5142,0.5202,0.4109,0.4735
16118,0.4372,0.4737,0.4271,0.5202,0.4636,0.4109,0.4534,0.4919,0.5142,0.5202,0.4109,0.4658
16119,0.4372,0.4737,0.4271,0.5202,0.4636,0.4109,0.4534,0.4919,0.498,0.5202,0.4109,0.464
16120,0.4372,0.4939,0.4271,0.5202,0.4636,0.4109,0.4534,0.4919,0.498,0.5202,0.4109,0.4662
16130,0.4372,0.4939,0.4271,0.5202,0.4636,0.4109,0.504,0.4919,0.498,0.5202,0.4109,0.4719
16131,0.4372,0.4939,0.4271,0.5202,0.4636,0.4109,0.504,0.4939,0.498,0.5202,0.4109,0.4721
16132,0.4372,0.4939,0.496,0.5202,0.4636,0.4109,0.504,0.4939,0.498,0.5202,0.4109,0.4797
16136,0.4372,0.4939,0.496,0.5142,0.4636,0.4109,0.504,0.4939,0.498,0.5142,0.4109,0.4791
16139,0.4372,0.4737,0.496,0.5142,0.4636,0.4109,0.504,0.4939,0.498,0.5142,0.4109,0.4768
16140,0.504,0.4737,0.496,0.5142,0.4636,0.4109,0.504,0.4939,0.498,0.5142,0.4109,0.4843
16142,0.504,0.4737,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.5081,0.5142,0.4636,0.4951
16148,0.504,0.4737,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.5101,0.5142,0.4636,0.4953
16152,0.504,0.4474,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.5101,0.5142,0.4474,0.4924
16161,0.504,0.4474,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.4231,0.5142,0.4231,0.4827
16166,0.504,0.4939,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.4231,0.5142,0.4231,0.4879
16169,0.504,0.4939,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.5061,0.5142,0.4636,0.4971
16178,0.504,0.4939,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.5061,0.5142,0.4636,0.4971
16182,0.504,0.4939,0.496,0.5142,0.4636,0.498,0.504,0.4939,0.4312,0.5142,0.4312,0.4888
16183,0.504,0.4939,0.496,0.5142,0.4474,0.498,0.504,0.4939,0.4312,0.5142,0.4312,0.487
16185,0.5,0.4939,0.496,0.5142,0.4474,0.498,0.504,0.4939,0.4312,0.5142,0.4312,0.4865
16189,0.5,0.4939,0.496,0.5142,0.4474,0.498,0.4838,0.4939,0.4312,0.5142,0.4312,0.4843
16190,0.5,0.4939,0.496,0.5142,0.4474,0.498,0.4838,0.4939,0.4879,0.5142,0.4474,0.4906
16198,0.5,0.4939,0.496,0.4858,0.4474,0.498,0.4838,0.4939,0.4879,0.5,0.4474,0.4874
16200,0.5,0.4939,0.496,0.4858,0.4858,0.498,0.4838,0.4939,0.4879,0.5,0.4838,0.4917
16203,0.5,0.4939,0.496,0.4858,0.4858,0.4838,0.4838,0.4939,0.4879,0.5,0.4838,0.4901
16205,0.5,0.4939,0.496,0.4858,0.4838,0.4838,0.4838,0.4939,0.4757,0.5,0.4757,0.4885
16213,0.5,0.498,0.496,0.4858,0.4838,0.4838,0.4838,0.4939,0.4757,0.5,0.4757,0.489
16214,0.5,0.498,0.496,0.4858,0.4838,0.4838,0.4838,0.4939,0.4757,0.5,0.4757,0.489
16223,0.4291,0.498,0.496,0.4858,0.4838,0.4838,0.4838,0.4939,0.4757,0.498,0.4291,0.4811
16224,0.4291,0.498,0.4757,0.4858,0.4838,0.4838,0.4838,0.4939,0.4757,0.498,0.4291,0.4788
16230,0.4291,0.498,0.4757,0.4858,0.4838,0.4838,0.4838,0.4939,0.502,0.502,0.4291,0.4818
16241,0.4291,0.498,0.5202,0.4858,0.4838,0.4838,0.4838,0.4939,0.502,0.5202,0.4291,0.4867
16247,0.498,0.498,0.5202,0.4838,0.4838,0.4838,0.4838,0.4939,0.502,0.5202,0.4838,0.4941
16251,0.4494,0.498,0.5202,0.4838,0.4737,0.4838,0.4838,0.4939,0.502,0.5202,0.4494,0.4876
16252,0.4494,0.498,0.5202,0.4838,0.4737,0.4838,0.4838,0.4939,0.4858,0.5202,0.4494,0.4858
16257,0.4494,0.498,0.5202,0.4838,0.4737,0.4838,0.4838,0.4939,0.4555,0.5202,0.4494,0.4825
16272,0.4494,0.498,0.5202,0.5202,0.4737,0.4838,0.4838,0.4939,0.4555,0.5202,0.4494,0.4865
16274,0.4494,0.498,0.4737,0.5202,0.4737,0.4838,0.4838,0.4939,0.4555,0.5202,0.4494,0.4813
16278,0.4494,0.498,0.4737,0.5202,0.4737,0.4838,0.4838,0.5081,0.4555,0.5202,0.4494,0.4829
16279,0.4494,0.498,0.4737,0.5202,0.4717,0.4838,0.4838,0.5081,0.4555,0.5202,0.4494,0.4827
16283,0.4494,0.498,0.4737,0.5182,0.4717,0.4838,0.4838,0.5081,0.4555,0.5182,0.4494,0.4825
16285,0.4494,0.498,0.4737,0.5182,0.4717,0.4595,0.4838,0.5081,0.4555,0.5182,0.4494,0.4798
16291,0.4494,0.4717,0.4737,0.5182,0.4717,0.4595,0.4838,0.5081,0.4555,0.5182,0.4494,0.4768
16296,0.4494,0.4717,0.4737,0.5182,0.4717,0.4595,0.4838,0.5081,0.4656,0.5182,0.4494,0.478
16303,0.4494,0.4717,0.4737,0.5182,0.4717,0.4595,0.4838,0.5081,0.4798,0.5182,0.4494,0.4795
16304,0.4494,0.4717,0.4737,0.5182,0.4717,0.4595,0.4676,0.5081,0.4798,0.5182,0.4494,0.4777
16306,0.5,0.4717,0.4737,0.5182,0.4717,0.4595,0.4676,0.5081,0.4798,0.5182,0.4595,0.4834
16310,0.5,0.4717,0.4737,0.5182,0.4717,0.4595,0.4676,0.5081,0.4717,0.5182,0.4595,0.4825
16314,0.5,0.4717,0.4737,0.5182,0.4717,0.4595,0.4838,0.5081,0.4717,0.5182,0.4595,0.4843
16315,0.5,0.4717,0.4737,0.5182,0.4717,0.4595,0.4838,0.5081,0.5061,0.5182,0.4595,0.4881
16319,0.5,0.4717,0.4271,0.5182,0.4717,0.4595,0.4838,0.5081,0.5061,0.5182,0.4271,0.4829
16322,0.5,0.4717,0.4271,0.5182,0.4717,0.4595,0.4838,0.5081,0.502,0.5182,0.4271,0.4825
16341,0.5,0.4717,0.4838,0.5182,0.4717,0.4595,0.4838,0.5081,0.502,0.5182,0.4595,0.4888
16342,0.5,0.4717,0.4838,0.5182,0.4717,0.4595,0.4838,0.4919,0.502,0.5182,0.4595,0.487
16344,0.5,0.4717,0.4838,0.5182,0.4717,0.4372,0.4838,0.4919,0.502,0.5182,0.4372,0.4845
16345,0.5,0.4717,0.4838,0.5243,0.4717,0.4372,0.4838,0.4919,0.502,0.5243,0.4372,0.4852
16346,0.5,0.4717,0.4838,0.5243,0.4696,0.4372,0.4838,0.498,0.502,0.5243,0.4372,0.4856
16362,0.5,0.4717,0.4838,0.5,0.4696,0.4372,0.4838,0.498,0.502,0.502,0.4372,0.4829
16366,0.4879,0.4028,0.4838,0.5,0.4696,0.4372,0.4838,0.498,0.502,0.502,0.4028,0.4739
16367,0.4879,0.4028,0.4838,0.5,0.4696,0.4372,0.4838,0.498,0.502,0.502,0.4028,0.4739
16379,0.4879,0.4028,0.4838,0.5,0.4696,0.4372,0.4838,0.498,0.4372,0.5,0.4028,0.4667
16380,0.4879,0.4656,0.4838,0.5,0.4696,0.4372,0.4838,0.498,0.4372,0.5,0.4372,0.4737
16387,0.4879,0.4656,0.4838,0.5,0.4696,0.504,0.4838,0.498,0.4372,0.504,0.4372,0.4811
16399,0.4879,0.4656,0.4838,0.5,0.4696,0.504,0.4838,0.498,0.4757,0.504,0.4656,0.4854
16407,0.4879,0.4656,0.4838,0.5,0.4696,0.504,0.4838,0.498,0.4757,0.504,0.4656,0.4854
16408,0.4737,0.4656,0.4838,0.4211,0.4696,0.504,0.4838,0.498,0.4757,0.504,0.4211,0.475
16410,0.4737,0.4656,0.4838,0.4211,0.4696,0.504,0.5061,0.498,0.4757,0.5061,0.4211,0.4775
16411,0.4737,0.4656,0.4838,0.4211,0.4696,0.504,0.5061,0.498,0.4757,0.5061,0.4211,0.4775
16416,0.4737,0.4656,0.4838,0.4211,0.4899,0.504,0.5061,0.498,0.4757,0.5061,0.4211,0.4798
16422,0.4737,0.4757,0.4838,0.4211,0.4676,0.504,0.5061,0.498,0.4757,0.5061,0.4211,0.4784
16424,0.4737,0.4757,0.4838,0.4211,0.4676,0.504,0.5061,0.498,0.502,0.5061,0.4211,0.4813
16425,0.4737,0.4757,0.4838,0.4211,0.4676,0.4919,0.5061,0.498,0.502,0.5061,0.4211,0.48
16426,0.4737,0.4757,0.4838,0.4211,0.4676,0.4211,0.5061,0.498,0.502,0.5061,0.4211,0.4721
16427,0.4737,0.4757,0.4838,0.4211,0.4676,0.4211,0.5061,0.4575,0.502,0.5061,0.4211,0.4676
16428,0.5,0.4757,0.4838,0.4211,0.4676,0.4211,0.5061,0.4575,0.502,0.5061,0.4211,0.4705
16430,0.5,0.4757,0.4838,0.5162,0.4676,0.4211,0.5061,0.4575,0.502,0.5162,0.4211,0.4811
16432,0.5,0.4757,0.4858,0.5162,0.4676,0.4211,0.4838,0.4575,0.502,0.5162,0.4211,0.4789
16434,0.5,0.4757,0.4858,0.5162,0.4676,0.4798,0.4838,0.4575,0.502,0.5162,0.4575,0.4854
16438,0.5,0.4757,0.4858,0.5162,0.4676,0.4798,0.4838,0.4575,0.4858,0.5162,0.4575,0.4836
16439,0.5,0.504,0.4858,0.5162,0.4676,0.4798,0.4838,0.4575,0.4858,0.5162,0.4575,0.4867
16443,0.5,0.504,0.4858,0.417,0.4676,0.4798,0.4838,0.4575,0.4858,0.504,0.417,0.4757
16451,0.5,0.504,0.4858,0.417,0.4372,0.4798,0.4838,0.4575,0.4858,0.504,0.417,0.4723
16454,0.5,0.504,0.4858,0.417,0.4372,0.4798,0.502,0.4575,0.4858,0.504,0.417,0.4743
16458,0.5,0.504,0.4858,0.417,0.4372,0.4798,0.502,0.4575,0.4271,0.504,0.417,0.4678
16460,0.5,0.4798,0.4858,0.417,0.4372,0.4798,0.502,0.4575,0.4271,0.502,0.417,0.4651
16465,0.5,0.4798,0.4858,0.417,0.4372,0.4798,0.502,0.4575,0.5,0.502,0.417,0.4732
16476,0.4919,0.4798,0.4858,0.417,0.4372,0.4798,0.502,0.4575,0.5,0.502,0.417,0.4723
16486,0.4919,0.4798,0.4858,0.417,0.4372,0.4798,0.502,0.4575,0.4676,0.502,0.417,0.4687
16487,0.4919,0.4798,0.4858,0.417,0.4372,0.4838,0.502,0.4575,0.4676,0.502,0.417,0.4692
16494,0.4838,0.4798,0.4858,0.417,0.4372,0.4838,0.502,0.4575,0.4676,0.502,0.417,0.4683
16498,0.4838,0.4798,0.4858,0.417,0.4372,0.5081,0.502,0.4575,0.4676,0.5081,0.417,0.471
16499,0.4838,0.4433,0.4858,0.417,0.4372,0.5081,0.502,0.4575,0.5142,0.5142,0.417,0.4721
16509,0.4838,0.4433,0.4858,0.417,0.4737,0.5081,0.502,0.4575,0.5142,0.5142,0.417,0.4762
16510,0.4838,0.4433,0.4858,0.5202,0.4737,0.5081,0.502,0.4696,0.5142,0.5202,0.4433,0.489
16514,0.4838,0.4433,0.4798,0.5202,0.4737,0.5081,0.502,0.4696,0.5142,0.5202,0.4433,0.4883
16515,0.4838,0.4433,0.4798,0.5202,0.4696,0.5081,0.502,0.4696,0.5142,0.5202,0.4433,0.4878
16519,0.4838,0.4433,0.4798,0.5202,0.4696,0.5081,0.498,0.4696,0.5142,0.5202,0.4433,0.4874
16524,0.4737,0.4433,0.4798,0.5202,0.4696,0.5081,0.498,0.4696,0.5142,0.5202,0.4433,0.4863
16528,0.4737,0.4433,0.4798,0.5,0.4696,0.5081,0.498,0.4696,0.5142,0.5142,0.4433,0.484
16529,0.4737,0.4433,0.4798,0.5,0.4879,0.5081,0.498,0.4696,0.5142,0.5142,0.4433,0.4861
16532,0.4737,0.4433,0.4798,0.5,0.4879,0.5081,0.498,0.4696,0.4899,0.5081,0.4433,0.4834
16537,0.4737,0.4433,0.4798,0.4696,0.4879,0.5081,0.498,0.4696,0.4899,0.5081,0.4433,0.48
16538,0.4737,0.4433,0.4798,0.4696,0.4879,0.5081,0.4879,0.4696,0.4899,0.5081,0.4433,0.4789
16540,0.4737,0.4433,0.4798,0.4696,0.4879,0.5081,0.4534,0.4696,0.4899,0.5081,0.4433,0.475
16542,0.4737,0.5061,0.4798,0.4696,0.4879,0.5081,0.4534,0.4696,0.4899,0.5081,0.4534,0.482
16543,0.4737,0.5061,0.4798,0.4939,0.4757,0.5081,0.4534,0.4696,0.4899,0.5081,0.4534,0.4834
16544,0.4737,0.5061,0.4798,0.4939,0.4858,0.5081,0.4534,0.4696,0.4899,0.5081,0.4534,0.4845
16549,0.4737,0.5061,0.4798,0.4939,0.4595,0.5081,0.4534,0.4696,0.4899,0.5081,0.4534,0.4816
16554,0.4737,0.5061,0.4798,0.5162,0.4595,0.5081,0.4534,0.4696,0.4899,0.5162,0.4534,0.484
16561,0.4737,0.5061,0.4798,0.5162,0.4595,0.5061,0.4534,0.4696,0.4899,0.5162,0.4534,0.4838
16564,0.4737,0.5061,0.4798,0.5243,0.4595,0.5061,0.4534,0.4696,0.4899,0.5243,0.4534,0.4847
16567,0.4737,0.5061,0.4798,0.5243,0.4595,0.5061,0.4534,0.4696,0.419,0.5243,0.419,0.4768
16569,0.4453,0.5061,0.4798,0.5243,0.4595,0.5061,0.4534,0.4696,0.419,0.5243,0.419,0.4737
16570,0.4453,0.5061,0.4798,0.5243,0.4595,0.5061,0.502,0.4696,0.419,0.5243,0.419,0.4791
16576,0.4453,0.5061,0.4798,0.5081,0.4595,0.5061,0.504,0.4696,0.419,0.5081,0.419,0.4775
16579,0.498,0.5061,0.4798,0.5081,0.4595,0.5061,0.504,0.4696,0.419,0.5081,0.419,0.4834
16580,0.498,0.5061,0.4798,0.5081,0.4757,0.5061,0.504,0.4696,0.419,0.5081,0.419,0.4852
16584,0.498,0.5061,0.4798,0.5081,0.4757,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4825
16585,0.498,0.5061,0.4798,0.5081,0.4575,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4804
16586,0.498,0.5,0.4798,0.5081,0.4575,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4798
16588,0.498,0.5,0.4939,0.5081,0.4575,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4813
16590,0.498,0.5,0.4939,0.5081,0.4575,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4813
16597,0.4615,0.5,0.4939,0.5081,0.4575,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4773
16598,0.4211,0.5,0.4939,0.5081,0.4575,0.5061,0.4798,0.4696,0.419,0.5081,0.419,0.4728
16604,0.4211,0.5,0.4939,0.5142,0.4575,0.5061,0.4798,0.4696,0.419,0.5142,0.419,0.4735
16607,0.4211,0.5,0.4939,0.5142,0.4575,0.5061,0.4777,0.4696,0.419,0.5142,0.419,0.4732
16619,0.4211,0.5,0.4939,0.5142,0.4575,0.5061,0.5162,0.4696,0.419,0.5162,0.419,0.4775
16622,0.4211,0.5,0.4939,0.5142,0.4575,0.5061,0.5162,0.4696,0.5182,0.5182,0.4211,0.4885
16625,0.4211,0.4676,0.4939,0.5142,0.4575,0.5061,0.5162,0.4696,0.5182,0.5182,0.4211,0.4849
16626,0.4211,0.4676,0.4939,0.5101,0.4575,0.5061,0.5162,0.4696,0.5182,0.5182,0.4211,0.4845
16627,0.4211,0.4676,0.4939,0.5101,0.4575,0.5061,0.5162,0.4696,0.5061,0.5162,0.4211,0.4831
16628,0.4211,0.4514,0.4939,0.5101,0.4575,0.5061,0.5162,0.4696,0.5061,0.5162,0.4211,0.4813
16630,0.4211,0.4514,0.496,0.5101,0.4575,0.5061,0.5162,0.4696,0.5061,0.5162,0.4211,0.4816
16632,0.4211,0.4514,0.496,0.5142,0.4575,0.5061,0.5162,0.4696,0.5061,0.5162,0.4211,0.482
