timestamp,legacy_floppy7,legacy_floppy2,legacy_floppy0,legacy_floppy5,legacy_floppy8,legacy_floppy1,legacy_floppy4,legacy_floppy6,legacy_floppy3,max,min,avg
3713,0.4939,0.4615,0.4595,0.4595,0.4939,0.4879,0.4352,0.4696,0.4636,0.4939,0.4352,0.4694
3714,0.4939,0.4615,0.4595,0.4595,0.4939,0.4879,0.4352,0.4696,0.4636,0.4939,0.4352,0.4694
3715,0.4939,0.4615,0.4737,0.4595,0.4939,0.4879,0.4555,0.4696,0.4636,0.4939,0.4555,0.4732
3717,0.4939,0.4615,0.4737,0.4595,0.4717,0.4879,0.4555,0.4696,0.4717,0.4939,0.4555,0.4717
3718,0.4939,0.4615,0.4737,0.4595,0.4717,0.4879,0.4555,0.4696,0.4717,0.4939,0.4555,0.4717
3719,0.4939,0.4615,0.413,0.4595,0.4717,0.4879,0.4555,0.4696,0.4717,0.4939,0.413,0.4649
3721,0.4939,0.4615,0.413,0.4595,0.4717,0.4879,0.4555,0.4696,0.4615,0.4939,0.413,0.4638
3722,0.4939,0.4615,0.413,0.4595,0.4717,0.4393,0.4555,0.4696,0.4615,0.4939,0.413,0.4584
3725,0.4939,0.4615,0.413,0.5081,0.4231,0.4393,0.4555,0.4696,0.4615,0.5081,0.413,0.4584
3727,0.4939,0.413,0.413,0.5081,0.4231,0.4393,0.4555,0.4696,0.415,0.5081,0.413,0.4478
3728,0.4939,0.4453,0.413,0.4474,0.4231,0.4393,0.4555,0.4757,0.415,0.4939,0.413,0.4454
3730,0.4939,0.4453,0.413,0.4474,0.4231,0.4555,0.4555,0.4757,0.415,0.4939,0.413,0.4472
3732,0.4939,0.4453,0.413,0.419,0.4231,0.4555,0.4555,0.4757,0.415,0.4939,0.413,0.444
3734,0.4939,0.4656,0.413,0.419,0.4231,0.4555,0.4555,0.4757,0.415,0.4939,0.413,0.4463
3736,0.4939,0.4514,0.413,0.4474,0.4231,0.4555,0.4555,0.4757,0.5061,0.5061,0.413,0.458
3737,0.4939,0.4514,0.413,0.4474,0.4615,0.4555,0.4555,0.4757,0.5061,0.5061,0.413,0.4622
3738,0.4939,0.4514,0.413,0.4474,0.4312,0.4555,0.4555,0.4757,0.5061,0.5061,0.413,0.4589
3739,0.4939,0.4514,0.413,0.4474,0.4312,0.4615,0.4555,0.4757,0.5061,0.5061,0.413,0.4595
3745,0.4939,0.4514,0.413,0.4818,0.4312,0.4615,0.4555,0.4757,0.5061,0.5061,0.413,0.4633
3746,0.4939,0.4514,0.413,0.4818,0.4737,0.4615,0.4555,0.4757,0.4433,0.4939,0.413,0.4611
3750,0.4939,0.4514,0.413,0.4271,0.4737,0.4615,0.4555,0.4777,0.4433,0.4939,0.413,0.4552
3752,0.4939,0.4514,0.413,0.4433,0.4737,0.4615,0.4555,0.4777,0.4433,0.4939,0.413,0.457
3755,0.4939,0.4514,0.4717,0.4352,0.4737,0.4858,0.4555,0.4777,0.4433,0.4939,0.4352,0.4654
3756,0.4939,0.4676,0.4717,0.4352,0.4737,0.4858,0.4555,0.4737,0.4433,0.4939,0.4352,0.4667
3758,0.4939,0.4474,0.4717,0.4514,0.4737,0.4858,0.4555,0.4737,0.4433,0.4939,0.4433,0.4663
3759,0.4939,0.4474,0.4717,0.4514,0.4757,0.4858,0.4555,0.4595,0.4433,0.4939,0.4433,0.4649
3760,0.4939,0.4474,0.4717,0.4514,0.4757,0.4858,0.4555,0.4595,0.4777,0.4939,0.4474,0.4687
3761,0.4332,0.4474,0.4717,0.4656,0.4757,0.4858,0.4555,0.4595,0.4777,0.4858,0.4332,0.4636
3762,0.4251,0.4474,0.4717,0.4656,0.4757,0.4858,0.4069,0.4595,0.4777,0.4858,0.4069,0.4573
3763,0.417,0.4474,0.4717,0.4656,0.4757,0.4858,0.4069,0.4595,0.4777,0.4858,0.4069,0.4564
3765,0.417,0.4474,0.4717,0.4656,0.4757,0.4777,0.4069,0.4858,0.4777,0.4858,0.4069,0.4584
3766,0.417,0.4757,0.4717,0.4656,0.4818,0.4777,0.4069,0.4858,0.4757,0.4858,0.4069,0.462
3769,0.417,0.4757,0.4696,0.4656,0.4818,0.4777,0.4069,0.4858,0.4757,0.4858,0.4069,0.4618
3770,0.417,0.4757,0.4696,0.4696,0.4818,0.4777,0.4069,0.4858,0.4757,0.4858,0.4069,0.4622
3772,0.417,0.4757,0.4696,0.4696,0.4818,0.4777,0.4069,0.4858,0.4534,0.4858,0.4069,0.4597
3773,0.417,0.4757,0.4696,0.4696,0.4028,0.4777,0.4069,0.4798,0.4534,0.4798,0.4028,0.4503
3774,0.417,0.4858,0.4696,0.4696,0.4028,0.4777,0.4069,0.4798,0.4534,0.4858,0.4028,0.4514
3775,0.4737,0.4858,0.4696,0.4696,0.4028,0.4777,0.4069,0.4798,0.4534,0.4858,0.4028,0.4577
3776,0.4737,0.4858,0.4696,0.4696,0.4413,0.4777,0.4757,0.4798,0.4534,0.4858,0.4413,0.4696
3777,0.4737,0.4858,0.4696,0.4656,0.4413,0.4777,0.4433,0.4798,0.4534,0.4858,0.4413,0.4656
3778,0.4737,0.4858,0.4696,0.4757,0.4413,0.4777,0.4433,0.4798,0.4534,0.4858,0.4413,0.4667
3779,0.4737,0.4858,0.4696,0.4757,0.4413,0.4818,0.4433,0.4231,0.4534,0.4858,0.4231,0.4609
3780,0.4737,0.4858,0.4696,0.4757,0.4413,0.4818,0.4676,0.4231,0.4534,0.4858,0.4231,0.4636
3782,0.4737,0.4879,0.4696,0.4757,0.4514,0.4818,0.4676,0.4332,0.4534,0.4879,0.4332,0.466
3787,0.4737,0.4879,0.4696,0.4757,0.4514,0.5223,0.4676,0.4332,0.4534,0.5223,0.4332,0.4705
3791,0.4737,0.5223,0.4696,0.4757,0.4514,0.5223,0.4676,0.4332,0.4534,0.5223,0.4332,0.4744
3792,0.4939,0.5223,0.4696,0.4757,0.4514,0.5223,0.4676,0.4332,0.4534,0.5223,0.4332,0.4766
3793,0.4939,0.5223,0.4696,0.4069,0.4514,0.5223,0.4676,0.4332,0.4534,0.5223,0.4069,0.469
3794,0.4939,0.4211,0.4696,0.4069,0.5061,0.5223,0.4676,0.4332,0.4534,0.5223,0.4069,0.4638
3795,0.4939,0.4211,0.4696,0.4069,0.5061,0.5223,0.4676,0.4332,0.504,0.5223,0.4069,0.4694
3796,0.4939,0.4211,0.4696,0.4069,0.5061,0.5223,0.4676,0.4231,0.504,0.5223,0.4069,0.4683
3798,0.4939,0.4211,0.4696,0.4069,0.5061,0.5223,0.4494,0.4231,0.504,0.5223,0.4069,0.4663
3799,0.4939,0.4211,0.4696,0.4069,0.5061,0.5223,0.4494,0.4231,0.504,0.5223,0.4069,0.4663
3800,0.4939,0.4211,0.4696,0.4069,0.5061,0.4737,0.4494,0.4231,0.504,0.5061,0.4069,0.4609
3801,0.4939,0.4211,0.4757,0.4069,0.5061,0.4737,0.4494,0.4231,0.504,0.5061,0.4069,0.4615
3802,0.4939,0.4211,0.4757,0.4069,0.5061,0.4737,0.4494,0.4231,0.4737,0.5061,0.4069,0.4582
3803,0.4939,0.496,0.4757,0.4069,0.5061,0.4737,0.4494,0.4231,0.4737,0.5061,0.4069,0.4665
3804,0.4939,0.496,0.4757,0.4069,0.5061,0.4737,0.4838,0.4231,0.4737,0.5061,0.4069,0.4703
3806,0.4939,0.496,0.4757,0.4069,0.4413,0.4737,0.4838,0.4757,0.4737,0.496,0.4069,0.469
3807,0.4939,0.496,0.4737,0.4069,0.4413,0.4717,0.4838,0.4757,0.4737,0.496,0.4069,0.4685
3808,0.4858,0.496,0.4737,0.4069,0.4413,0.4717,0.4636,0.4757,0.4737,0.496,0.4069,0.4654
3812,0.4717,0.496,0.4737,0.4069,0.4413,0.4717,0.4636,0.4757,0.4737,0.496,0.4069,0.4638
3813,0.4717,0.496,0.4737,0.4069,0.4413,0.4636,0.4636,0.4757,0.4737,0.496,0.4069,0.4629
3814,0.4717,0.496,0.4737,0.4656,0.4413,0.4636,0.4636,0.4757,0.4737,0.496,0.4413,0.4694
3816,0.4717,0.496,0.4737,0.4656,0.4413,0.4636,0.4636,0.4737,0.4737,0.496,0.4413,0.4692
3817,0.4717,0.496,0.4737,0.4656,0.4413,0.4636,0.4636,0.4737,0.4737,0.496,0.4413,0.4692
3819,0.4717,0.496,0.4737,0.4656,0.4413,0.4636,0.4777,0.4737,0.4737,0.496,0.4413,0.4708
3820,0.4717,0.496,0.498,0.4656,0.4413,0.4636,0.4777,0.4737,0.4737,0.498,0.4413,0.4735
3822,0.4717,0.4777,0.498,0.4656,0.4717,0.4636,0.4777,0.4737,0.4737,0.498,0.4636,0.4748
3825,0.4717,0.4777,0.498,0.4858,0.4717,0.4636,0.4777,0.4737,0.4737,0.498,0.4636,0.4771
3827,0.4717,0.4777,0.4818,0.4858,0.4717,0.4717,0.4777,0.4737,0.4737,0.4858,0.4717,0.4762
3828,0.4717,0.4777,0.4818,0.4696,0.4717,0.4717,0.4777,0.4737,0.4737,0.4818,0.4696,0.4744
3829,0.4717,0.4777,0.4615,0.4696,0.4717,0.4717,0.4777,0.4737,0.4737,0.4777,0.4615,0.4721
3830,0.4717,0.4777,0.4615,0.4696,0.4838,0.4717,0.498,0.4737,0.4737,0.498,0.4615,0.4757
3831,0.4717,0.4777,0.4615,0.4696,0.4838,0.4717,0.498,0.4939,0.4737,0.498,0.4615,0.478
3832,0.4717,0.4757,0.4615,0.4696,0.4838,0.4717,0.498,0.4939,0.4737,0.498,0.4615,0.4777
3833,0.4717,0.4757,0.4615,0.4696,0.4838,0.4717,0.498,0.4939,0.4838,0.498,0.4615,0.4789
3834,0.4717,0.4757,0.4615,0.4696,0.4838,0.504,0.498,0.4939,0.4838,0.504,0.4615,0.4824
3836,0.4717,0.4757,0.4615,0.4696,0.4838,0.504,0.498,0.4939,0.4838,0.504,0.4615,0.4824
3838,0.4717,0.4757,0.4615,0.4696,0.4838,0.504,0.498,0.4858,0.4838,0.504,0.4615,0.4815
3841,0.4939,0.4757,0.4615,0.4696,0.4838,0.504,0.498,0.4858,0.4838,0.504,0.4615,0.484
3842,0.4939,0.4757,0.4615,0.4696,0.4838,0.504,0.498,0.4858,0.4838,0.504,0.4615,0.484
3843,0.4939,0.4757,0.4615,0.4696,0.4838,0.4879,0.498,0.4858,0.4838,0.498,0.4615,0.4822
3845,0.4717,0.4757,0.4615,0.4696,0.4939,0.4879,0.498,0.4858,0.4838,0.498,0.4615,0.4809
3847,0.4717,0.4757,0.4372,0.4696,0.4939,0.4879,0.498,0.4858,0.4838,0.498,0.4372,0.4782
3851,0.4717,0.4757,0.4352,0.4696,0.4939,0.4879,0.498,0.4858,0.4777,0.498,0.4352,0.4773
3852,0.4939,0.4757,0.4352,0.4696,0.4676,0.4879,0.498,0.4858,0.4777,0.498,0.4352,0.4768
3854,0.4939,0.4757,0.4352,0.4696,0.4636,0.4879,0.498,0.4453,0.4777,0.498,0.4352,0.4719
3855,0.4413,0.4757,0.4352,0.4696,0.4453,0.4879,0.498,0.4453,0.4777,0.498,0.4352,0.464
3856,0.4413,0.4575,0.4696,0.4696,0.4453,0.4879,0.498,0.4453,0.4777,0.498,0.4413,0.4658
3857,0.4413,0.4575,0.4696,0.4636,0.4453,0.4879,0.498,0.4453,0.4777,0.498,0.4413,0.4651
3858,0.4413,0.4575,0.4696,0.4636,0.4271,0.4879,0.498,0.4453,0.4717,0.498,0.4271,0.4624
3859,0.4413,0.4575,0.4696,0.4636,0.4271,0.4879,0.498,0.4453,0.4717,0.498,0.4271,0.4624
3860,0.4413,0.4575,0.4696,0.4636,0.4271,0.4879,0.498,0.5121,0.4717,0.5121,0.4271,0.4699
3862,0.4413,0.4413,0.4696,0.4636,0.4534,0.4879,0.498,0.5121,0.4717,0.5121,0.4413,0.471
3864,0.4939,0.4413,0.4696,0.4636,0.4534,0.4879,0.498,0.5121,0.4717,0.5121,0.4413,0.4768
3866,0.4939,0.4413,0.4696,0.4636,0.4534,0.4879,0.498,0.5121,0.496,0.5121,0.4413,0.4795
3867,0.4939,0.4413,0.4696,0.4636,0.4676,0.4879,0.498,0.4777,0.496,0.498,0.4413,0.4773
3869,0.4939,0.4879,0.4696,0.4636,0.4676,0.4879,0.498,0.4777,0.496,0.498,0.4636,0.4825
3870,0.4939,0.4879,0.4696,0.4636,0.4676,0.4919,0.498,0.4777,0.496,0.498,0.4636,0.4829
3872,0.4939,0.4879,0.4696,0.4433,0.4676,0.4919,0.498,0.4777,0.496,0.498,0.4433,0.4807
3873,0.4939,0.4879,0.4696,0.4433,0.4676,0.4919,0.498,0.4777,0.4696,0.498,0.4433,0.4777
3876,0.4939,0.4879,0.4696,0.4433,0.4676,0.4838,0.498,0.4696,0.4696,0.498,0.4433,0.4759
3877,0.4939,0.4879,0.4696,0.4433,0.4676,0.4352,0.498,0.4696,0.4696,0.498,0.4352,0.4705
3881,0.4939,0.4717,0.4696,0.4433,0.4676,0.4352,0.498,0.4696,0.4696,0.498,0.4352,0.4687
3883,0.4939,0.4717,0.4696,0.4534,0.4676,0.4352,0.498,0.4696,0.4696,0.498,0.4352,0.4698
3884,0.4939,0.4717,0.4798,0.4514,0.4676,0.4352,0.498,0.4696,0.4696,0.498,0.4352,0.4708
3885,0.4939,0.4717,0.4798,0.4514,0.4676,0.4737,0.498,0.4696,0.4696,0.498,0.4514,0.475
3886,0.4939,0.4717,0.4798,0.4514,0.4676,0.4737,0.498,0.4696,0.4696,0.498,0.4514,0.475
3889,0.4939,0.4717,0.4271,0.4514,0.4676,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4696
3890,0.4939,0.4534,0.4271,0.4514,0.4676,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4676
3893,0.4939,0.4534,0.4271,0.4514,0.4676,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4676
3894,0.4939,0.4534,0.4271,0.4676,0.4676,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4694
3895,0.4939,0.4534,0.4271,0.4676,0.4737,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4701
3896,0.4939,0.4534,0.4271,0.4352,0.4737,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4665
3898,0.4939,0.4534,0.4271,0.4352,0.4737,0.4737,0.498,0.4696,0.4737,0.498,0.4271,0.4665
3899,0.4939,0.4534,0.4271,0.4352,0.4737,0.4858,0.498,0.4858,0.4737,0.498,0.4271,0.4696
3901,0.4939,0.4534,0.4271,0.4737,0.4737,0.4858,0.498,0.4858,0.4737,0.498,0.4271,0.4739
3902,0.4939,0.4615,0.4271,0.4737,0.4737,0.4858,0.498,0.4858,0.4737,0.498,0.4271,0.4748
3903,0.4939,0.4615,0.4271,0.4737,0.4737,0.4858,0.498,0.4858,0.4737,0.498,0.4271,0.4748
3904,0.4939,0.4615,0.4271,0.4453,0.4777,0.4858,0.498,0.4858,0.4737,0.498,0.4271,0.4721
3906,0.4939,0.4251,0.4271,0.4453,0.4777,0.4858,0.498,0.4858,0.4737,0.498,0.4251,0.468
3907,0.4939,0.4251,0.4757,0.4453,0.4777,0.4858,0.498,0.4858,0.4737,0.498,0.4251,0.4734
3908,0.4939,0.4251,0.4757,0.4453,0.4777,0.4858,0.498,0.4818,0.4757,0.498,0.4251,0.4732
3913,0.4939,0.4251,0.4757,0.4453,0.4879,0.4757,0.498,0.4818,0.4757,0.498,0.4251,0.4732
3915,0.4939,0.5142,0.4838,0.4453,0.4879,0.4757,0.498,0.4818,0.4757,0.5142,0.4453,0.484
3917,0.4939,0.5142,0.4838,0.4757,0.4879,0.4757,0.498,0.4818,0.4757,0.5142,0.4757,0.4874
3918,0.4939,0.5142,0.4838,0.4757,0.4879,0.4757,0.498,0.4818,0.4737,0.5142,0.4737,0.4872
3920,0.4939,0.5142,0.4838,0.4757,0.4879,0.4757,0.498,0.4615,0.4737,0.5142,0.4615,0.4849
3923,0.4939,0.4818,0.4838,0.4757,0.4879,0.4757,0.498,0.4615,0.4737,0.498,0.4615,0.4813
3925,0.4939,0.4818,0.4838,0.4757,0.4879,0.4757,0.498,0.4393,0.4737,0.498,0.4393,0.4789
3926,0.4939,0.4818,0.4838,0.4757,0.4555,0.4757,0.498,0.4393,0.4737,0.498,0.4393,0.4753
3927,0.4737,0.4818,0.4676,0.4757,0.4555,0.4757,0.498,0.4393,0.4737,0.498,0.4393,0.4712
3928,0.4737,0.4534,0.4676,0.4757,0.4555,0.4757,0.498,0.4393,0.4737,0.498,0.4393,0.4681
3929,0.4737,0.4534,0.4676,0.419,0.4555,0.4757,0.498,0.4393,0.4737,0.498,0.419,0.4618
3930,0.4352,0.4534,0.4676,0.419,0.4555,0.4534,0.498,0.4393,0.4737,0.498,0.419,0.455
3931,0.4352,0.4534,0.4696,0.419,0.4575,0.4534,0.498,0.4393,0.4737,0.498,0.419,0.4555
3933,0.4352,0.4534,0.4696,0.4555,0.4575,0.4534,0.498,0.4393,0.4636,0.498,0.4352,0.4584
3936,0.4352,0.4534,0.4696,0.4555,0.4575,0.4534,0.498,0.4717,0.4636,0.498,0.4352,0.462
3938,0.4352,0.4534,0.4696,0.4555,0.4575,0.4696,0.498,0.4717,0.4332,0.498,0.4332,0.4604
3939,0.4352,0.4899,0.4696,0.4555,0.4575,0.4696,0.498,0.4717,0.4332,0.498,0.4332,0.4645
3941,0.4352,0.4899,0.4696,0.4595,0.4575,0.4696,0.498,0.4717,0.4332,0.498,0.4332,0.4649
3943,0.4757,0.4899,0.4919,0.4595,0.4575,0.4696,0.498,0.4717,0.4332,0.498,0.4332,0.4719
3944,0.4757,0.4899,0.4271,0.4595,0.4575,0.4696,0.498,0.4717,0.4332,0.498,0.4271,0.4647
3945,0.4757,0.4899,0.4271,0.4595,0.4575,0.4696,0.498,0.4939,0.4332,0.498,0.4271,0.4672
3946,0.4757,0.4899,0.4271,0.4595,0.4717,0.4696,0.498,0.4939,0.4332,0.498,0.4271,0.4687
3947,0.4757,0.5081,0.4393,0.4595,0.4717,0.4696,0.498,0.4939,0.4332,0.5081,0.4332,0.4721
3948,0.4757,0.5081,0.4393,0.4595,0.4717,0.4899,0.498,0.4939,0.4332,0.5081,0.4332,0.4744
3950,0.4757,0.4555,0.4393,0.4899,0.4717,0.4899,0.498,0.4939,0.4332,0.498,0.4332,0.4719
3951,0.4838,0.4555,0.4393,0.4899,0.4717,0.4899,0.498,0.4939,0.4332,0.498,0.4332,0.4728
3953,0.4838,0.4514,0.4393,0.4899,0.4717,0.4899,0.498,0.4939,0.4332,0.498,0.4332,0.4723
3954,0.4838,0.4514,0.4717,0.4899,0.4717,0.4899,0.498,0.4939,0.4332,0.498,0.4332,0.4759
3955,0.4838,0.4514,0.4717,0.4899,0.4717,0.4899,0.4028,0.4939,0.4332,0.4939,0.4028,0.4654
3956,0.4838,0.4514,0.4717,0.4899,0.4717,0.4899,0.419,0.4939,0.4332,0.4939,0.419,0.4672
3958,0.4838,0.4514,0.4717,0.4919,0.4717,0.4899,0.419,0.4939,0.4332,0.4939,0.419,0.4674
3963,0.4838,0.4514,0.4717,0.4919,0.4717,0.4899,0.419,0.4939,0.4555,0.4939,0.419,0.4699
3964,0.4919,0.4514,0.4717,0.4919,0.4717,0.4899,0.419,0.4939,0.4555,0.4939,0.419,0.4708
3965,0.4919,0.496,0.4717,0.4919,0.4717,0.4899,0.419,0.4939,0.4555,0.496,0.419,0.4757
3972,0.4919,0.496,0.4717,0.4919,0.4717,0.4899,0.4777,0.4939,0.4555,0.496,0.4555,0.4822
3973,0.4919,0.4858,0.4717,0.4919,0.4717,0.4899,0.4777,0.4939,0.4555,0.4939,0.4555,0.4811
3977,0.4919,0.4858,0.4717,0.4919,0.4717,0.4899,0.4777,0.4939,0.4474,0.4939,0.4474,0.4802
3978,0.4919,0.4858,0.4413,0.4919,0.4717,0.4291,0.4777,0.4939,0.4474,0.4939,0.4291,0.4701
3979,0.4919,0.4858,0.4413,0.4919,0.4717,0.4291,0.5081,0.4858,0.4474,0.5081,0.4291,0.4726
3980,0.4919,0.4818,0.4413,0.4919,0.4717,0.4291,0.5081,0.4858,0.4474,0.5081,0.4291,0.4721
3982,0.4939,0.4818,0.4413,0.4919,0.4717,0.4291,0.5081,0.4858,0.4474,0.5081,0.4291,0.4723
3984,0.4939,0.4818,0.4413,0.4919,0.4717,0.4291,0.5081,0.4636,0.4474,0.5081,0.4291,0.4699
3985,0.4939,0.4575,0.4413,0.4919,0.4717,0.496,0.5081,0.4514,0.4474,0.5081,0.4413,0.4732
3986,0.4939,0.4575,0.4413,0.4919,0.4717,0.496,0.5081,0.4514,0.4474,0.5081,0.4413,0.4732
3987,0.4939,0.4575,0.4413,0.4919,0.4717,0.496,0.5081,0.4474,0.4474,0.5081,0.4413,0.4728
3988,0.4939,0.4575,0.4413,0.4919,0.4717,0.496,0.4757,0.4474,0.4474,0.496,0.4413,0.4692
3989,0.4939,0.4575,0.4413,0.4919,0.4717,0.496,0.4757,0.4474,0.4474,0.496,0.4413,0.4692
3990,0.4939,0.4615,0.4413,0.4919,0.4717,0.496,0.4757,0.4474,0.4474,0.496,0.4413,0.4696
3991,0.4939,0.4615,0.4858,0.4919,0.4777,0.496,0.4757,0.4474,0.4474,0.496,0.4474,0.4753
3994,0.4939,0.4615,0.4858,0.4919,0.4514,0.496,0.4757,0.419,0.4474,0.496,0.419,0.4692
3995,0.4939,0.4615,0.4858,0.4717,0.4514,0.496,0.4757,0.419,0.4737,0.496,0.419,0.4699
3996,0.4939,0.4615,0.4858,0.4717,0.4514,0.4838,0.4818,0.419,0.4737,0.4939,0.419,0.4692
3997,0.4939,0.4615,0.4858,0.4717,0.4534,0.4838,0.4818,0.419,0.4555,0.4939,0.419,0.4674
3998,0.504,0.4615,0.4858,0.4717,0.4534,0.4838,0.4818,0.419,0.4555,0.504,0.419,0.4685
3999,0.504,0.4615,0.4858,0.4656,0.4534,0.4838,0.4818,0.419,0.4555,0.504,0.419,0.4678
4000,0.504,0.4615,0.4858,0.4231,0.4534,0.4838,0.4818,0.419,0.4555,0.504,0.419,0.4631
4001,0.504,0.4615,0.4777,0.4231,0.4534,0.4838,0.4818,0.419,0.4555,0.504,0.419,0.4622
4003,0.504,0.4757,0.4777,0.4231,0.4534,0.4838,0.4818,0.419,0.4555,0.504,0.419,0.4638
4004,0.504,0.4757,0.4777,0.4231,0.4534,0.4838,0.4818,0.419,0.4109,0.504,0.4109,0.4588
4007,0.504,0.4757,0.4919,0.4231,0.4534,0.4838,0.4818,0.4818,0.4109,0.504,0.4109,0.4674
4008,0.504,0.4757,0.4919,0.4231,0.4534,0.4838,0.4818,0.4818,0.4656,0.504,0.4231,0.4735
4009,0.4352,0.4534,0.4919,0.4231,0.4636,0.4838,0.4818,0.4818,0.4656,0.4919,0.4231,0.4645
4011,0.4352,0.4534,0.4919,0.4231,0.4636,0.4838,0.4899,0.4474,0.4656,0.4919,0.4231,0.4615
4012,0.4352,0.4534,0.4919,0.4231,0.4636,0.4838,0.4393,0.4474,0.4656,0.4919,0.4231,0.4559
4013,0.4352,0.4534,0.4919,0.4231,0.4636,0.419,0.4393,0.4474,0.4656,0.4919,0.419,0.4487
4014,0.4352,0.4534,0.4919,0.4231,0.4089,0.419,0.4393,0.4474,0.4656,0.4919,0.4089,0.4426
4017,0.4352,0.4534,0.4919,0.4231,0.4089,0.419,0.4393,0.4474,0.4656,0.4919,0.4089,0.4426
4018,0.4352,0.4534,0.4939,0.4231,0.4089,0.419,0.4393,0.4474,0.4656,0.4939,0.4089,0.4429
4020,0.4352,0.4534,0.4939,0.4636,0.4089,0.419,0.4393,0.4757,0.4656,0.4939,0.4089,0.4505
4021,0.4352,0.4757,0.4939,0.4636,0.4089,0.419,0.4393,0.4757,0.4656,0.4939,0.4089,0.453
4022,0.4737,0.4757,0.4939,0.4636,0.4089,0.4858,0.4393,0.4757,0.4656,0.4939,0.4089,0.4647
4023,0.4737,0.4757,0.4939,0.4636,0.4879,0.4858,0.4393,0.4757,0.4656,0.4939,0.4393,0.4735
4024,0.4737,0.4757,0.4939,0.4636,0.4879,0.4858,0.4393,0.4636,0.5,0.5,0.4393,0.4759
4025,0.4737,0.4757,0.4939,0.4636,0.4879,0.4858,0.4838,0.4636,0.5,0.5,0.4636,0.4809
4030,0.4737,0.4757,0.4312,0.4636,0.4879,0.5081,0.4838,0.4636,0.5,0.5081,0.4312,0.4764
4031,0.5,0.4757,0.4312,0.4636,0.4879,0.5081,0.4838,0.4636,0.5,0.5081,0.4312,0.4793
4032,0.5,0.4757,0.4312,0.4636,0.4879,0.5081,0.4838,0.4636,0.4757,0.5081,0.4312,0.4766
4036,0.5,0.4757,0.4636,0.4636,0.4879,0.5081,0.4838,0.4636,0.4757,0.5081,0.4636,0.4802
4037,0.5,0.4757,0.4636,0.4636,0.4879,0.4939,0.4838,0.4636,0.4757,0.5,0.4636,0.4786
4038,0.5,0.4777,0.4636,0.4636,0.4879,0.4939,0.4838,0.4696,0.4757,0.5,0.4636,0.4795
4042,0.5,0.4777,0.504,0.4636,0.4879,0.4939,0.4555,0.4696,0.4757,0.504,0.4555,0.4809
4044,0.5,0.4777,0.504,0.4636,0.4879,0.4757,0.4555,0.4696,0.4757,0.504,0.4555,0.4789
4048,0.5,0.4777,0.4514,0.4636,0.4879,0.4757,0.4555,0.4696,0.4757,0.5,0.4514,0.473
4049,0.5,0.4777,0.4514,0.4636,0.4879,0.4757,0.4555,0.4717,0.4757,0.5,0.4514,0.4732
4050,0.5,0.4777,0.4514,0.4636,0.4879,0.4757,0.4534,0.4717,0.4757,0.5,0.4514,0.473
4051,0.5,0.4777,0.4514,0.4636,0.4879,0.4838,0.4534,0.4575,0.4757,0.5,0.4514,0.4723
4053,0.5,0.4777,0.4939,0.4636,0.4879,0.4838,0.4534,0.4575,0.4757,0.5,0.4534,0.4771
4055,0.5,0.4777,0.4939,0.4676,0.4879,0.4838,0.4534,0.4575,0.4757,0.5,0.4534,0.4775
4056,0.5,0.4777,0.4939,0.4676,0.4757,0.4838,0.4534,0.4575,0.4757,0.5,0.4534,0.4761
4057,0.5,0.4777,0.4939,0.4676,0.4656,0.4838,0.4534,0.4575,0.4757,0.5,0.4534,0.475
4058,0.5,0.4777,0.4939,0.4656,0.4656,0.4899,0.4534,0.4575,0.4757,0.5,0.4534,0.4755
4059,0.5,0.4676,0.4939,0.4656,0.4656,0.4899,0.4534,0.4575,0.4757,0.5,0.4534,0.4744
4060,0.4028,0.4676,0.4939,0.4656,0.4656,0.4899,0.4534,0.4575,0.4757,0.4939,0.4028,0.4636
4061,0.4028,0.4676,0.4939,0.4656,0.4656,0.4899,0.4534,0.4575,0.4757,0.4939,0.4028,0.4636
4063,0.4028,0.4676,0.4899,0.4656,0.4656,0.4899,0.4534,0.4575,0.4757,0.4899,0.4028,0.4631
4064,0.4028,0.4676,0.4899,0.4656,0.4595,0.4899,0.4534,0.4575,0.4757,0.4899,0.4028,0.4624
4066,0.4028,0.4676,0.4899,0.4656,0.4595,0.4899,0.4534,0.4696,0.4757,0.4899,0.4028,0.4638
4067,0.4028,0.4676,0.4899,0.4656,0.4352,0.4899,0.4534,0.4696,0.4757,0.4899,0.4028,0.4611
4070,0.4028,0.4676,0.4899,0.4656,0.4352,0.4899,0.4211,0.4696,0.4757,0.4899,0.4028,0.4575
4071,0.4028,0.4676,0.4615,0.4656,0.4352,0.4899,0.4211,0.4696,0.4757,0.4899,0.4028,0.4543
4072,0.4028,0.4676,0.4615,0.4656,0.4352,0.4251,0.4211,0.4696,0.4757,0.4757,0.4028,0.4471
4073,0.4028,0.4676,0.4615,0.4656,0.4919,0.4251,0.4211,0.4696,0.4757,0.4919,0.4028,0.4534
