timestamp,ehci3,ehci1,ehci0,ehci9,ehci6,ehci4,ehci2,ehci8,ehci7,ehci5,max,min,avg
1633015461,0.6411,0.5475,0.5405,0.5349,0.5475,0.6439,0.6047,0.5223,0.5615,0.5433,0.6439,0.5223,0.5687
1633015462,0.6411,0.5461,0.5419,0.5349,0.5461,0.6439,0.6061,0.5223,0.5628,0.5433,0.6439,0.5223,0.5689
1633015463,0.6425,0.5461,0.5405,0.5349,0.5461,0.6453,0.6047,0.5223,0.5615,0.5433,0.6453,0.5223,0.5687
1633015464,0.6425,0.5461,0.5419,0.5349,0.5475,0.6453,0.6061,0.5223,0.5628,0.5433,0.6453,0.5223,0.5693
1633015465,0.6411,0.5475,0.5405,0.5349,0.5461,0.6453,0.6061,0.5223,0.5615,0.5433,0.6453,0.5223,0.5689
1633015466,0.6425,0.5461,0.5405,0.5349,0.5475,0.6466,0.6075,0.5223,0.5615,0.574,0.6466,0.5223,0.5723
1633015467,0.6411,0.5461,0.5419,0.5363,0.5517,0.6453,0.6075,0.5237,0.5615,0.574,0.6453,0.5237,0.5729
1633015468,0.6411,0.5461,0.5405,0.5349,0.5517,0.6453,0.6061,0.5223,0.5615,0.574,0.6453,0.5223,0.5723
1633015469,0.6411,0.5461,0.5419,0.5363,0.5517,0.6466,0.6075,0.5223,0.5615,0.574,0.6466,0.5223,0.5729
1633015470,0.6411,0.5461,0.5419,0.5363,0.5517,0.6453,0.6131,0.5223,0.5628,0.574,0.6453,0.5223,0.5735
1633015471,0.6425,0.5475,0.5405,0.5349,0.5573,0.6466,0.6145,0.5223,0.5615,0.574,0.6466,0.5223,0.5742
1633015472,0.6411,0.5461,0.5405,0.5349,0.5559,0.6508,0.6145,0.5223,0.5615,0.5754,0.6508,0.5223,0.5743
1633015473,0.6425,0.5461,0.5419,0.5349,0.5559,0.6494,0.6145,0.5223,0.5615,0.5754,0.6494,0.5223,0.5744
1633015474,0.648,0.5461,0.5419,0.5349,0.5559,0.6494,0.6131,0.5237,0.5615,0.574,0.6494,0.5237,0.5748
1633015475,0.648,0.5461,0.5405,0.5363,0.5573,0.6494,0.6145,0.5223,0.5628,0.574,0.6494,0.5223,0.5751
1633015476,0.648,0.5461,0.5405,0.5349,0.5573,0.6494,0.6131,0.5223,0.5628,0.574,0.6494,0.5223,0.5748
1633015477,0.6494,0.5475,0.5405,0.5349,0.5559,0.6494,0.6145,0.5223,0.5628,0.5754,0.6494,0.5223,0.5753
1633015478,0.6494,0.5475,0.5405,0.5349,0.5559,0.6508,0.6131,0.5237,0.5615,0.5754,0.6508,0.5237,0.5753
1633015479,0.648,0.5461,0.5405,0.5349,0.5559,0.6494,0.6145,0.5237,0.5615,0.5754,0.6494,0.5237,0.575
1633015480,0.6494,0.5475,0.5419,0.5349,0.5573,0.6494,0.6145,0.5223,0.5628,0.5754,0.6494,0.5223,0.5755
1633015481,0.648,0.5461,0.5405,0.5349,0.5559,0.6494,0.6145,0.5223,0.5615,0.574,0.6494,0.5223,0.5747
1633015482,0.648,0.5475,0.5419,0.5363,0.5559,0.6494,0.6131,0.5237,0.5628,0.574,0.6494,0.5237,0.5753
1633015483,0.6494,0.5461,0.5405,0.5349,0.5559,0.6494,0.6145,0.5223,0.5615,0.574,0.6494,0.5223,0.5748
1633015484,0.648,0.5461,0.5419,0.5349,0.5559,0.6494,0.6131,0.5223,0.5615,0.574,0.6494,0.5223,0.5747
1633015485,0.6494,0.5475,0.5405,0.5349,0.5559,0.6494,0.6145,0.5223,0.5615,0.574,0.6494,0.5223,0.575
1633015486,0.648,0.5475,0.5405,0.5349,0.5559,0.6494,0.6131,0.5223,0.5615,0.574,0.6494,0.5223,0.5747
1633015487,0.648,0.5461,0.5405,0.5349,0.5573,0.6494,0.6341,0.5223,0.5615,0.574,0.6494,0.5223,0.5768
1633015488,0.648,0.5475,0.5405,0.5363,0.5559,0.6508,0.6341,0.5223,0.5615,0.5754,0.6508,0.5223,0.5772
1633015489,0.648,0.5461,0.5405,0.5363,0.5559,0.6508,0.6341,0.5237,0.5628,0.574,0.6508,0.5237,0.5772
1633015490,0.648,0.5461,0.5405,0.5363,0.5559,0.6508,0.6355,0.5223,0.5615,0.5754,0.6508,0.5223,0.5772
1633015491,0.648,0.5475,0.5419,0.5363,0.5559,0.6494,0.6341,0.5223,0.5615,0.574,0.6494,0.5223,0.5771
1633015492,0.648,0.5461,0.5433,0.5363,0.5573,0.6508,0.6355,0.5223,0.5628,0.574,0.6508,0.5223,0.5776
1633015493,0.6494,0.5461,0.5419,0.5363,0.5559,0.6508,0.6341,0.5223,0.5615,0.5754,0.6508,0.5223,0.5774
1633015494,0.648,0.5461,0.5419,0.5363,0.5573,0.6522,0.6341,0.5223,0.5615,0.574,0.6522,0.5223,0.5774
1633015495,0.648,0.5475,0.5433,0.5377,0.5559,0.6522,0.6355,0.5237,0.5615,0.574,0.6522,0.5237,0.5779
1633015496,0.648,0.5475,0.5419,0.5363,0.5559,0.6522,0.6341,0.5223,0.5615,0.574,0.6522,0.5223,0.5774
1633015497,0.648,0.5475,0.5419,0.5377,0.5559,0.6508,0.6341,0.5223,0.5628,0.574,0.6508,0.5223,0.5775
1633015498,0.6494,0.5489,0.5433,0.5377,0.5573,0.6508,0.6355,0.5237,0.5628,0.574,0.6508,0.5237,0.5783
1633015499,0.648,0.5475,0.5419,0.5363,0.5559,0.6508,0.6355,0.5223,0.5628,0.574,0.6508,0.5223,0.5775
1633015500,0.6494,0.5475,0.5419,0.5363,0.5573,0.6508,0.6341,0.5223,0.5628,0.574,0.6508,0.5223,0.5776
1633015501,0.648,0.5475,0.5419,0.5363,0.5559,0.6508,0.6341,0.5223,0.5615,0.574,0.6508,0.5223,0.5772
1633015502,0.648,0.5475,0.5419,0.5377,0.5559,0.6564,0.6355,0.5237,0.5628,0.574,0.6564,0.5237,0.5783
1633015503,0.648,0.5475,0.5433,0.5377,0.5559,0.6564,0.6341,0.5237,0.5615,0.5754,0.6564,0.5237,0.5783
1633015504,0.648,0.5475,0.5433,0.5363,0.5559,0.6578,0.6355,0.5223,0.5628,0.574,0.6578,0.5223,0.5783
1633015505,0.648,0.5475,0.5419,0.5377,0.5559,0.6564,0.6355,0.5223,0.5615,0.574,0.6564,0.5223,0.5781
1633015506,0.648,0.5475,0.5419,0.5377,0.5559,0.6564,0.6355,0.5237,0.5615,0.574,0.6564,0.5237,0.5782
1633015507,0.6522,0.5475,0.5433,0.5363,0.5559,0.6564,0.6355,0.5223,0.5628,0.574,0.6564,0.5223,0.5786
1633015508,0.6522,0.5489,0.5419,0.5363,0.5559,0.6578,0.6341,0.5237,0.5628,0.5754,0.6578,0.5237,0.5789
1633015509,0.6522,0.5475,0.5433,0.5363,0.5559,0.6564,0.6355,0.5223,0.5628,0.5754,0.6564,0.5223,0.5788
1633015510,0.6522,0.5475,0.5433,0.5363,0.5559,0.6578,0.6341,0.5223,0.5628,0.574,0.6578,0.5223,0.5786
1633015511,0.6522,0.5475,0.5419,0.5363,0.5559,0.6578,0.6355,0.5223,0.5615,0.5754,0.6578,0.5223,0.5786
1633015512,0.6522,0.5489,0.5419,0.5363,0.5559,0.6578,0.6341,0.5223,0.5628,0.5754,0.6578,0.5223,0.5788
1633015513,0.6536,0.5475,0.5419,0.5377,0.5559,0.6578,0.6341,0.5223,0.5615,0.574,0.6578,0.5223,0.5786
1633015514,0.6536,0.5475,0.5419,0.5363,0.5559,0.6564,0.6341,0.5237,0.5628,0.574,0.6564,0.5237,0.5786
1633015515,0.6522,0.5475,0.5433,0.5363,0.5559,0.6564,0.6355,0.5223,0.5615,0.574,0.6564,0.5223,0.5785
1633015516,0.6522,0.5475,0.5419,0.5377,0.5559,0.6578,0.6341,0.5237,0.5615,0.574,0.6578,0.5237,0.5786
1633015517,0.6522,0.5475,0.5461,0.5377,0.5559,0.6578,0.6341,0.5237,0.5628,0.574,0.6578,0.5237,0.5792
1633015518,0.6522,0.5489,0.5461,0.5363,0.5559,0.6564,0.6355,0.5237,0.5615,0.574,0.6564,0.5237,0.579
1633015519,0.6536,0.5475,0.5461,0.5377,0.5559,0.6564,0.6355,0.5237,0.5642,0.574,0.6564,0.5237,0.5795
1633015520,0.6522,0.5475,0.5461,0.5363,0.5573,0.6606,0.6355,0.5223,0.5642,0.574,0.6606,0.5223,0.5796
1633015521,0.6522,0.5489,0.5475,0.5363,0.5559,0.6606,0.6341,0.5223,0.5628,0.5754,0.6606,0.5223,0.5796
1633015522,0.6522,0.5489,0.5461,0.5363,0.5559,0.662,0.6341,0.5223,0.5642,0.574,0.662,0.5223,0.5796
1633015523,0.6536,0.5489,0.5475,0.5363,0.5559,0.662,0.6355,0.5223,0.5628,0.574,0.662,0.5223,0.5799
1633015524,0.6564,0.5475,0.5475,0.5363,0.5559,0.6606,0.6341,0.5223,0.5628,0.574,0.6606,0.5223,0.5797
1633015525,0.6564,0.5475,0.5461,0.5377,0.5559,0.6606,0.6341,0.5237,0.5642,0.574,0.6606,0.5237,0.58
1633015526,0.6564,0.5475,0.5461,0.5377,0.5559,0.662,0.6341,0.5237,0.5628,0.574,0.662,0.5237,0.58
1633015527,0.6578,0.5489,0.5475,0.5377,0.5559,0.662,0.6341,0.5237,0.5628,0.574,0.662,0.5237,0.5804
1633015528,0.6578,0.5475,0.5461,0.5363,0.5573,0.6606,0.6355,0.5223,0.5628,0.574,0.6606,0.5223,0.58
1633015529,0.6578,0.5475,0.5461,0.5377,0.5573,0.6606,0.6355,0.5237,0.5642,0.574,0.6606,0.5237,0.5804
1633015530,0.6592,0.5475,0.5461,0.5377,0.5559,0.6606,0.6355,0.5223,0.5628,0.574,0.6606,0.5223,0.5802
1633015531,0.6578,0.5475,0.5475,0.5363,0.5573,0.662,0.6341,0.5461,0.5628,0.5754,0.662,0.5363,0.5827
1633015532,0.6578,0.5489,0.5475,0.5377,0.5573,0.6606,0.6341,0.5461,0.5628,0.5754,0.6606,0.5377,0.5828
1633015533,0.6592,0.5475,0.5461,0.5363,0.5559,0.6606,0.6341,0.5447,0.5628,0.5754,0.6606,0.5363,0.5823
1633015534,0.6592,0.5475,0.5461,0.5363,0.5559,0.662,0.6355,0.5447,0.5628,0.574,0.662,0.5363,0.5824
1633015535,0.6606,0.5475,0.5461,0.5377,0.5559,0.6606,0.6355,0.5447,0.5642,0.574,0.6606,0.5377,0.5827
1633015536,0.6592,0.5475,0.5461,0.5377,0.5559,0.662,0.6341,0.5447,0.5628,0.574,0.662,0.5377,0.5824
1633015537,0.6606,0.5475,0.5475,0.5377,0.5559,0.6606,0.6341,0.5447,0.5628,0.574,0.6606,0.5377,0.5825
1633015538,0.6606,0.5475,0.5461,0.5377,0.5559,0.662,0.6341,0.5447,0.5628,0.574,0.662,0.5377,0.5825
1633015539,0.6592,0.5475,0.5461,0.5377,0.5559,0.6606,0.6341,0.5461,0.5628,0.574,0.6606,0.5377,0.5824
1633015540,0.6592,0.5475,0.5461,0.5377,0.5559,0.662,0.6341,0.5461,0.5628,0.5754,0.662,0.5377,0.5827
1633015541,0.6606,0.5475,0.5461,0.5377,0.5559,0.662,0.6355,0.5447,0.5628,0.574,0.662,0.5377,0.5827
1633015542,0.6592,0.5475,0.5461,0.5377,0.5573,0.6606,0.6341,0.5447,0.5642,0.574,0.6606,0.5377,0.5825
1633015543,0.6592,0.5475,0.5461,0.5391,0.5559,0.6606,0.6341,0.5461,0.5642,0.574,0.6606,0.5391,0.5827
1633015544,0.6592,0.5475,0.5461,0.5377,0.5559,0.662,0.6341,0.5447,0.5628,0.574,0.662,0.5377,0.5824
1633015545,0.6606,0.5489,0.5475,0.5377,0.5559,0.6606,0.6341,0.5461,0.5642,0.574,0.6606,0.5377,0.583
1633015546,0.6592,0.5475,0.5475,0.5391,0.5559,0.6606,0.6341,0.5461,0.5642,0.574,0.6606,0.5391,0.5828
1633015547,0.6592,0.5475,0.5461,0.5377,0.5559,0.6606,0.6341,0.5447,0.5628,0.574,0.6606,0.5377,0.5823
1633015548,0.6606,0.5475,0.5461,0.5377,0.5573,0.6606,0.6341,0.5447,0.5628,0.574,0.6606,0.5377,0.5825
1633015549,0.6592,0.5475,0.5475,0.5377,0.5573,0.6606,0.6341,0.5447,0.5628,0.574,0.6606,0.5377,0.5825
1633015550,0.6606,0.5489,0.5461,0.5377,0.5559,0.662,0.6341,0.5447,0.5642,0.5754,0.662,0.5377,0.583
1633015551,0.6592,0.5475,0.5461,0.5391,0.5573,0.662,0.6355,0.5461,0.5628,0.574,0.662,0.5391,0.583
1633015552,0.6592,0.5475,0.5475,0.5391,0.5559,0.6606,0.6341,0.5461,0.5628,0.574,0.6606,0.5391,0.5827
1633015553,0.6592,0.5489,0.5461,0.5377,0.5559,0.6606,0.6341,0.5461,0.5628,0.5754,0.6606,0.5377,0.5827
1633015554,0.6592,0.5475,0.5475,0.5391,0.5559,0.6606,0.6341,0.5447,0.5628,0.5754,0.6606,0.5391,0.5827
1633015555,0.6606,0.5475,0.5461,0.5391,0.5559,0.662,0.6355,0.5447,0.5628,0.574,0.662,0.5391,0.5828
1633015556,0.6592,0.5489,0.5461,0.5377,0.5559,0.6606,0.6341,0.5461,0.5628,0.574,0.6606,0.5377,0.5825
1633015557,0.6606,0.5489,0.5475,0.5391,0.5559,0.662,0.6341,0.5447,0.5628,0.5754,0.662,0.5391,0.5831
1633015558,0.6592,0.5475,0.5475,0.5377,0.5559,0.6606,0.6341,0.5447,0.5642,0.574,0.6606,0.5377,0.5825
1633015559,0.6592,0.5475,0.5461,0.5377,0.5559,0.6606,0.6341,0.5461,0.5628,0.574,0.6606,0.5377,0.5824
1633015560,0.6606,0.5489,0.5461,0.5391,0.5559,0.662,0.6341,0.5447,0.5628,0.574,0.662,0.5391,0.5828
1633015561,0.6592,0.5475,0.5475,0.5391,0.5559,0.662,0.6341,0.5447,0.5642,0.5754,0.662,0.5391,0.583
1633015562,0.6592,0.5475,0.5475,0.5391,0.5559,0.6606,0.6341,0.5447,0.5642,0.574,0.6606,0.5391,0.5827
1633015563,0.6606,0.5475,0.5461,0.5377,0.5559,0.6606,0.6341,0.5447,0.5642,0.574,0.6606,0.5377,0.5825
1633015564,0.6592,0.5475,0.5461,0.5391,0.5559,0.662,0.6341,0.5461,0.5628,0.574,0.662,0.5391,0.5827
1633015565,0.6592,0.5489,0.5461,0.5377,0.5573,0.662,0.6355,0.5447,0.5642,0.5754,0.662,0.5377,0.5831
1633015566,0.6592,0.5475,0.5461,0.567,0.5573,0.662,0.6341,0.5447,0.5628,0.574,0.662,0.5447,0.5855
1633015567,0.6606,0.5489,0.5461,0.5684,0.5559,0.6606,0.6355,0.5447,0.5628,0.574,0.6606,0.5447,0.5857
1633015568,0.6592,0.5489,0.5461,0.5684,0.5573,0.6606,0.6341,0.5461,0.5628,0.5754,0.6606,0.5461,0.5859
1633015569,0.6592,0.5475,0.5461,0.5684,0.5559,0.6606,0.6341,0.5447,0.5642,0.574,0.6606,0.5447,0.5855
1633015570,0.6592,0.5475,0.5475,0.5684,0.5573,0.6606,0.6355,0.5447,0.5628,0.5754,0.6606,0.5447,0.5859
1633015571,0.6592,0.5475,0.5461,0.567,0.5573,0.6606,0.6341,0.5447,0.5628,0.574,0.6606,0.5447,0.5853
1633015572,0.6592,0.5475,0.5461,0.567,0.5573,0.662,0.6355,0.5447,0.5642,0.574,0.662,0.5447,0.5857
1633015573,0.6592,0.5489,0.5461,0.567,0.5559,0.662,0.6341,0.5447,0.5922,0.574,0.662,0.5447,0.5884
1633015574,0.6606,0.5475,0.5461,0.567,0.5573,0.6606,0.6341,0.5447,0.5922,0.574,0.6606,0.5447,0.5884
1633015575,0.6592,0.5475,0.5461,0.5684,0.5559,0.6606,0.6341,0.5447,0.5922,0.574,0.6606,0.5447,0.5883
1633015576,0.6592,0.5475,0.5475,0.567,0.5573,0.6606,0.6341,0.5461,0.5922,0.574,0.6606,0.5461,0.5886
1633015577,0.6606,0.5489,0.5461,0.567,0.5559,0.6606,0.6341,0.5447,0.5922,0.574,0.6606,0.5447,0.5884
1633015578,0.6592,0.5489,0.5475,0.567,0.5559,0.662,0.6341,0.5461,0.5922,0.574,0.662,0.5461,0.5887
1633015579,0.6592,0.5489,0.5461,0.5684,0.5559,0.6606,0.6341,0.5447,0.5922,0.574,0.6606,0.5447,0.5884
1633015580,0.6592,0.5489,0.5475,0.5684,0.5559,0.6606,0.6341,0.5447,0.5922,0.5754,0.6606,0.5447,0.5887
1633015581,0.6592,0.5489,0.5461,0.567,0.5573,0.662,0.6341,0.5447,0.5922,0.574,0.662,0.5447,0.5885
1633015582,0.6592,0.5475,0.5461,0.567,0.5573,0.6606,0.6397,0.5461,0.5936,0.574,0.6606,0.5461,0.5891
1633015583,0.6606,0.5475,0.5475,0.5684,0.5559,0.6606,0.6411,0.5447,0.5922,0.574,0.6606,0.5447,0.5892
1633015584,0.6592,0.5489,0.5461,0.567,0.5573,0.662,0.6411,0.5447,0.5922,0.574,0.662,0.5447,0.5893
1633015585,0.6592,0.5475,0.5461,0.567,0.5559,0.6606,0.6397,0.5461,0.5936,0.5754,0.6606,0.5461,0.5891
1633015586,0.6592,0.5475,0.5475,0.567,0.5559,0.6606,0.6397,0.5461,0.5922,0.5754,0.6606,0.5461,0.5891
1633015587,0.6606,0.5475,0.5461,0.567,0.5559,0.662,0.6411,0.5461,0.5922,0.574,0.662,0.5461,0.5893
1633015588,0.6592,0.5489,0.5475,0.5684,0.5559,0.6606,0.6411,0.5461,0.5922,0.5754,0.6606,0.5461,0.5895
1633015589,0.6592,0.5475,0.5461,0.567,0.5573,0.662,0.6397,0.5447,0.5922,0.5754,0.662,0.5447,0.5891
1633015590,0.6592,0.5475,0.5461,0.5684,0.5559,0.6606,0.6411,0.5447,0.5922,0.5754,0.6606,0.5447,0.5891
1633015591,0.6606,0.5489,0.5461,0.567,0.5559,0.6606,0.6411,0.5447,0.5922,0.574,0.6606,0.5447,0.5891
1633015592,0.6592,0.5475,0.5461,0.5684,0.5573,0.662,0.6411,0.5447,0.5936,0.5754,0.662,0.5447,0.5895
1633015593,0.6606,0.5475,0.5461,0.567,0.5559,0.6606,0.6425,0.5447,0.5922,0.574,0.6606,0.5447,0.5891
1633015594,0.6774,0.5475,0.5461,0.567,0.5573,0.662,0.6425,0.5461,0.5936,0.574,0.6774,0.5461,0.5914
1633015595,0.6774,0.5475,0.5461,0.5684,0.5573,0.662,0.6411,0.5461,0.5936,0.574,0.6774,0.5461,0.5914
1633015596,0.6774,0.5475,0.5461,0.5698,0.5559,0.6606,0.6411,0.5461,0.5922,0.5754,0.6774,0.5461,0.5912
1633015597,0.6788,0.5489,0.5461,0.5712,0.5573,0.6606,0.6411,0.5461,0.5922,0.574,0.6788,0.5461,0.5916
1633015598,0.6774,0.5489,0.5461,0.5698,0.5559,0.6606,0.6425,0.5461,0.6201,0.574,0.6774,0.5461,0.5941
1633015599,0.6774,0.5475,0.5475,0.5698,0.5559,0.6606,0.6425,0.5447,0.6187,0.574,0.6774,0.5447,0.5939
1633015600,0.6774,0.5475,0.5768,0.5698,0.5573,0.662,0.6425,0.5461,0.6201,0.574,0.6774,0.5461,0.5973
1633015601,0.6774,0.5489,0.5768,0.5712,0.5559,0.662,0.6439,0.5628,0.6201,0.574,0.6774,0.5489,0.5993
1633015602,0.6774,0.5475,0.5754,0.5698,0.5559,0.662,0.6425,0.5615,0.6187,0.574,0.6774,0.5475,0.5985
1633015603,0.6788,0.5489,0.5754,0.5698,0.5559,0.662,0.6439,0.5615,0.6187,0.5754,0.6788,0.5489,0.599
1633015604,0.6788,0.5489,0.5754,0.5698,0.5559,0.6606,0.6439,0.5615,0.6187,0.574,0.6788,0.5489,0.5987
1633015605,0.6788,0.5475,0.5768,0.5712,0.5559,0.662,0.6439,0.5615,0.6187,0.574,0.6788,0.5475,0.599
1633015606,0.6788,0.5475,0.5768,0.5698,0.5559,0.6606,0.6425,0.5615,0.6201,0.574,0.6788,0.5475,0.5987
1633015607,0.6774,0.5475,0.5754,0.5712,0.5559,0.662,0.6439,0.5615,0.6187,0.574,0.6774,0.5475,0.5987
1633015608,0.6774,0.5475,0.5754,0.5698,0.5559,0.662,0.6439,0.5615,0.6201,0.574,0.6774,0.5475,0.5987
1633015609,0.6774,0.5475,0.5754,0.5698,0.5559,0.6606,0.6425,0.5615,0.6187,0.574,0.6774,0.5475,0.5983
1633015610,0.6774,0.5475,0.5768,0.5698,0.5559,0.6606,0.6439,0.5615,0.6201,0.574,0.6774,0.5475,0.5987
1633015611,0.6774,0.5475,0.5754,0.5712,0.5559,0.6606,0.6425,0.5615,0.6187,0.574,0.6774,0.5475,0.5985
1633015612,0.6774,0.5489,0.5754,0.5698,0.5559,0.662,0.6439,0.5615,0.6187,0.574,0.6774,0.5489,0.5987
1633015613,0.6774,0.5489,0.5754,0.5712,0.5559,0.6606,0.6425,0.5615,0.6201,0.5754,0.6774,0.5489,0.5989
1633015614,0.6774,0.5475,0.5768,0.5712,0.5559,0.662,0.6425,0.5628,0.6201,0.574,0.6774,0.5475,0.599
1633015615,0.6788,0.5489,0.5754,0.5712,0.5573,0.662,0.6439,0.5615,0.6201,0.574,0.6788,0.5489,0.5993
1633015616,0.6774,0.5475,0.5754,0.5712,0.5559,0.662,0.6425,0.5615,0.6187,0.574,0.6774,0.5475,0.5986
1633015617,0.6774,0.5475,0.5754,0.5712,0.5559,0.6606,0.6425,0.5615,0.6201,0.5754,0.6774,0.5475,0.5988
1633015618,0.6774,0.5475,0.5768,0.5698,0.5559,0.6606,0.6425,0.5628,0.6201,0.574,0.6774,0.5475,0.5987
1633015619,0.6788,0.5475,0.5768,0.5698,0.5559,0.6606,0.6439,0.5628,0.6201,0.574,0.6788,0.5475,0.599
1633015620,0.6788,0.5489,0.5754,0.5698,0.5559,0.6606,0.6439,0.5615,0.6187,0.574,0.6788,0.5489,0.5987
1633015621,0.6774,0.5475,0.5754,0.5698,0.5726,0.6606,0.6425,0.5615,0.6201,0.574,0.6774,0.5475,0.6001
1633015622,0.6774,0.5475,0.5768,0.5712,0.5726,0.662,0.6425,0.5615,0.6201,0.5754,0.6774,0.5475,0.6007
1633015623,0.6774,0.5475,0.5768,0.5712,0.5726,0.6606,0.6439,0.5628,0.6201,0.5754,0.6774,0.5475,0.6008
1633015624,0.6774,0.5475,0.5754,0.5698,0.6271,0.662,0.6425,0.5615,0.6187,0.574,0.6774,0.5475,0.6056
