timestamp,sb168,sb165,sb160,sb166,sb163,sb161,sb162,sb164,sb169,sb167,max,min,avg
207,0.8341,0.8439,0.839,0.8317,0.8341,0.839,0.8146,0.8439,0.8293,0.8463,0.8463,0.8146,0.8356
208,0.8341,0.8439,0.839,0.8317,0.8341,0.839,0.822,0.8439,0.8293,0.8463,0.8463,0.822,0.8363
209,0.8341,0.8439,0.839,0.8317,0.8341,0.839,0.822,0.8439,0.8293,0.8463,0.8463,0.822,0.8363
210,0.8341,0.8439,0.839,0.8317,0.8341,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8366
211,0.8341,0.8439,0.839,0.8317,0.8341,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8366
212,0.8341,0.8439,0.839,0.8317,0.8341,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8366
213,0.8341,0.8439,0.839,0.8317,0.8366,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8368
214,0.8341,0.8439,0.839,0.8317,0.8366,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8368
215,0.8341,0.8439,0.839,0.8317,0.8366,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8368
216,0.8341,0.8439,0.839,0.8317,0.8366,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8368
217,0.8341,0.8439,0.839,0.8317,0.839,0.839,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8371
218,0.8341,0.8439,0.839,0.8317,0.839,0.8415,0.822,0.8439,0.8317,0.8463,0.8463,0.822,0.8373
219,0.8366,0.8439,0.839,0.8317,0.839,0.8463,0.8244,0.8439,0.8317,0.8463,0.8463,0.8244,0.8383
220,0.8366,0.8439,0.839,0.8317,0.839,0.8463,0.8244,0.8439,0.8317,0.8463,0.8463,0.8244,0.8383
221,0.8366,0.8439,0.839,0.8317,0.839,0.8463,0.8244,0.8439,0.8317,0.8463,0.8463,0.8244,0.8383
222,0.8366,0.8439,0.839,0.8317,0.839,0.8463,0.8244,0.8439,0.8317,0.8463,0.8463,0.8244,0.8383
223,0.8366,0.8439,0.8463,0.8317,0.839,0.8463,0.8244,0.8439,0.8317,0.8463,0.8463,0.8244,0.839
224,0.8366,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.84
225,0.8366,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.84
226,0.839,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.8402
227,0.839,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.8402
228,0.839,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.8402
229,0.839,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.8402
230,0.839,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8317,0.8463,0.8488,0.8293,0.8402
231,0.839,0.8439,0.8488,0.8317,0.8415,0.8463,0.8293,0.8439,0.8341,0.8463,0.8488,0.8293,0.8405
232,0.839,0.8439,0.8488,0.8317,0.8439,0.8463,0.8293,0.8439,0.8341,0.8463,0.8488,0.8293,0.8407
233,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8341,0.8463,0.8488,0.8293,0.841
234,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8341,0.8463,0.8488,0.8293,0.841
235,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8341,0.8463,0.8488,0.8293,0.841
236,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
237,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
238,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
239,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
240,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
241,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
242,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
243,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8366,0.8463,0.8488,0.8293,0.8412
244,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
245,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
246,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
247,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
248,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
249,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
250,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
251,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
252,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
253,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
254,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
255,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
256,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
257,0.839,0.8439,0.8488,0.8317,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8417
258,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8419
259,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8419
260,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8439,0.8415,0.8463,0.8488,0.8293,0.8419
261,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
262,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
263,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
264,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
265,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
266,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
267,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
268,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
269,0.839,0.8439,0.8488,0.8341,0.8463,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8422
270,0.839,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8424
271,0.839,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8424
272,0.839,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8424
273,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
274,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
275,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
276,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
277,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
278,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
279,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
280,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
281,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
282,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
283,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
284,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
285,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
286,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
287,0.8415,0.8439,0.8488,0.8341,0.8488,0.8463,0.8293,0.8463,0.8415,0.8463,0.8488,0.8293,0.8427
288,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
289,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
290,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
291,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
292,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
293,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
294,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
295,0.8415,0.8439,0.8488,0.8341,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8429
296,0.8415,0.8439,0.8488,0.8366,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8432
297,0.8415,0.8439,0.8488,0.8366,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8432
298,0.8415,0.8439,0.8488,0.8366,0.8512,0.8463,0.8293,0.8463,0.8415,0.8463,0.8512,0.8293,0.8432
299,0.8415,0.8439,0.8488,0.8366,0.8512,0.8463,0.8293,0.8488,0.8415,0.8463,0.8512,0.8293,0.8434
300,0.8415,0.8439,0.8488,0.8366,0.8512,0.8463,0.8293,0.8488,0.8439,0.8463,0.8512,0.8293,0.8437
301,0.8415,0.8439,0.8488,0.8366,0.8512,0.8463,0.8293,0.8488,0.8439,0.8463,0.8512,0.8293,0.8437
302,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8463,0.8512,0.8293,0.8439
303,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8463,0.8512,0.8293,0.8439
304,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
305,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
306,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
307,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
308,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
309,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
310,0.8415,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8442
311,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
312,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
313,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
314,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
315,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
316,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
317,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
318,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
319,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
320,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
321,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
322,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
323,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
324,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
325,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
326,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
327,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
328,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
329,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
330,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
331,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
332,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
333,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
334,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
335,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
336,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
337,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
338,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
339,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
340,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
341,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8439,0.8488,0.8512,0.8293,0.8446
342,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8451
343,0.8463,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8451
344,0.8488,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8454
345,0.8488,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8454
346,0.8488,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8454
347,0.8488,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8454
348,0.8488,0.8439,0.8488,0.8366,0.8512,0.8488,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8454
349,0.8488,0.8439,0.8488,0.8366,0.8512,0.8512,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8456
350,0.8488,0.8439,0.8488,0.8366,0.8512,0.8512,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8456
351,0.8488,0.8439,0.8488,0.8366,0.8512,0.8512,0.8293,0.8488,0.8488,0.8488,0.8512,0.8293,0.8456
352,0.8488,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8466
353,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8468
354,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8468
355,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8468
356,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8468
357,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8468
358,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8488,0.8488,0.8512,0.8366,0.8468
359,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
360,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
361,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
362,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
363,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
364,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
365,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8488,0.8537,0.8366,0.8473
366,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
367,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
368,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
369,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
370,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
371,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
372,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
373,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
374,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
375,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
376,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
377,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
378,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
379,0.8512,0.8439,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8476
380,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
381,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
382,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
383,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
384,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
385,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
386,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
387,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
388,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
389,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
390,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
391,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
392,0.8512,0.8512,0.8488,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8483
393,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
394,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
395,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
396,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
397,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
398,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
399,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
400,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
401,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
402,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
403,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
404,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
405,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
406,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
407,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
408,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
409,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
410,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
411,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
412,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
413,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
414,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
415,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
416,0.8512,0.8512,0.8512,0.8366,0.8512,0.8512,0.839,0.8488,0.8537,0.8512,0.8537,0.8366,0.8485
