timestamp,xlnxdp4,xlnxdp6,xlnxdp8,xlnxdp2,xlnxdp9,xlnxdp3,xlnxdp7,xlnxdp0,xlnxdp5,xlnxdp1,max,min,avg
31,0.9021,0.9021,0.9042,0.9021,0.9021,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9027
32,0.9021,0.9021,0.9042,0.9021,0.9021,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9027
33,0.9021,0.9021,0.9042,0.9021,0.9021,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9027
34,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9029
35,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9029
36,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9029
37,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9029
38,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9,0.9042,0.9042,0.9042,0.9,0.9029
39,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
40,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
41,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
42,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
43,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
44,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
45,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
46,0.9021,0.9021,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9031
47,0.9021,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9034
48,0.9021,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9034
49,0.9021,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9034
50,0.9021,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9034
51,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
52,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
53,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
54,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
55,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
56,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
57,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
58,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9021,0.9021,0.9042,0.9042,0.9042,0.9021,0.9036
59,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
60,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
61,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
62,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
63,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
64,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
65,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
66,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
67,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
68,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
69,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
70,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
71,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
72,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
73,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
74,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
75,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
76,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
77,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
78,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
79,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
80,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
81,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9042,0.9042,0.9042,0.9021,0.9038
