timestamp,legacy_xhci2,legacy_xhci6,legacy_xhci5,legacy_xhci1,legacy_xhci7,legacy_xhci0,legacy_xhci9,legacy_xhci8,legacy_xhci4,max,min,avg
1674,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1676,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1678,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1679,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1681,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1682,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1683,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1685,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1686,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1688,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1689,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1690,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1691,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1692,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1693,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1694,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1696,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1697,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1698,0.5663,0.5728,0.5707,0.5685,0.5728,0.5674,0.5728,0.5674,0.5739,0.5739,0.5663,0.5703
1699,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1700,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1702,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1705,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1706,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1707,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1709,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1710,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1711,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1712,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1713,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.5728,0.5674,0.5739,0.5739,0.5663,0.5704
1714,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1715,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1716,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1718,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1719,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1721,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1722,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1723,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1725,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1726,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1728,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1729,0.5663,0.5728,0.5707,0.5685,0.5728,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5707
1730,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1731,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1735,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1738,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1739,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1740,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1746,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1748,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1749,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1751,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1752,0.5663,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5663,0.5708
1754,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1756,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1757,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1758,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1759,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1760,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1762,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1765,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
1766,0.5674,0.5728,0.5707,0.5685,0.5739,0.5685,0.575,0.5674,0.5739,0.575,0.5674,0.5709
