timestamp,hd1,hd9,hd2,hd0,hd5,hd6,hd4,hd8,hd3,hd7,max,min,avg
41,0.0841,0.1182,0.1568,0.075,0.1205,0.1182,0.0932,0.1114,0.15,0.2045,0.2045,0.075,0.1232
42,0.0841,0.1182,0.1568,0.075,0.1205,0.1182,0.0932,0.1114,0.15,0.2045,0.2045,0.075,0.1232
43,0.0841,0.1182,0.1568,0.0795,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0795,0.1239
44,0.0841,0.1182,0.1568,0.0795,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0795,0.1239
45,0.0841,0.1182,0.1568,0.0818,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1241
46,0.0841,0.1182,0.1568,0.0818,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1241
47,0.0841,0.1182,0.1568,0.0818,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1241
48,0.0841,0.1182,0.1568,0.0818,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1241
49,0.0841,0.1182,0.1568,0.0818,0.1205,0.1205,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1241
50,0.0841,0.1182,0.1568,0.0818,0.1205,0.125,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1245
51,0.0841,0.1182,0.1568,0.0818,0.1205,0.125,0.0932,0.1114,0.15,0.2045,0.2045,0.0818,0.1245
52,0.0841,0.225,0.1568,0.0818,0.1205,0.125,0.0932,0.1114,0.15,0.2045,0.225,0.0818,0.1352
