timestamp,megasas5,megasas3,megasas0,megasas6,megasas2,megasas8,megasas4,megasas1,megasas7,megasas9,max,min,avg
19,0.5588,0.563,0.542,0.5819,0.5756,0.5798,0.5567,0.5483,0.5672,0.5462,0.5819,0.542,0.5619
20,0.5588,0.5651,0.5441,0.5819,0.5756,0.5819,0.5609,0.5483,0.5672,0.5462,0.5819,0.5441,0.563
21,0.5588,0.5651,0.5462,0.5819,0.5798,0.5819,0.563,0.5483,0.5714,0.5546,0.5819,0.5462,0.5651
22,0.5588,0.5651,0.5525,0.5819,0.5798,0.5819,0.563,0.5504,0.5714,0.5546,0.5819,0.5504,0.5659
23,0.5588,0.5651,0.5525,0.5819,0.5798,0.5819,0.563,0.5504,0.5714,0.5588,0.5819,0.5504,0.5664
24,0.5588,0.5651,0.5525,0.5819,0.5798,0.5819,0.563,0.5504,0.5714,0.5588,0.5819,0.5504,0.5664
25,0.5588,0.5651,0.5525,0.5819,0.5798,0.584,0.563,0.5504,0.5714,0.5588,0.584,0.5504,0.5666
26,0.5588,0.5651,0.5525,0.5819,0.5798,0.5861,0.563,0.5525,0.5714,0.5588,0.5861,0.5525,0.567
27,0.5588,0.5651,0.5525,0.5819,0.5798,0.5882,0.5651,0.5525,0.5735,0.563,0.5882,0.5525,0.568
28,0.5588,0.5651,0.5525,0.5819,0.5861,0.5882,0.5651,0.5525,0.5735,0.563,0.5882,0.5525,0.5687
29,0.5588,0.5651,0.5525,0.5819,0.5861,0.5882,0.5651,0.5525,0.5735,0.563,0.5882,0.5525,0.5687
30,0.5588,0.5651,0.5525,0.5819,0.5861,0.5882,0.5651,0.5525,0.5735,0.563,0.5882,0.5525,0.5687
31,0.5609,0.5672,0.5525,0.5819,0.5861,0.5882,0.5651,0.5525,0.5756,0.563,0.5882,0.5525,0.5693
32,0.5609,0.5672,0.5546,0.5819,0.5861,0.5882,0.5651,0.5525,0.5756,0.563,0.5882,0.5525,0.5695
33,0.5609,0.5672,0.5546,0.5819,0.5861,0.5882,0.5651,0.5525,0.5756,0.5651,0.5882,0.5525,0.5697
34,0.5609,0.5672,0.5546,0.584,0.5861,0.5924,0.5651,0.5525,0.5756,0.5651,0.5924,0.5525,0.5704
35,0.5777,0.5672,0.5567,0.584,0.5861,0.5924,0.5651,0.5525,0.5756,0.5651,0.5924,0.5525,0.5722
36,0.5777,0.5735,0.5567,0.584,0.5882,0.5924,0.5672,0.5525,0.5819,0.5672,0.5924,0.5525,0.5741
37,0.5777,0.5735,0.5567,0.584,0.5882,0.5924,0.5672,0.5525,0.5819,0.5672,0.5924,0.5525,0.5741
38,0.5777,0.5735,0.5567,0.584,0.5882,0.5924,0.5735,0.5525,0.5819,0.5672,0.5924,0.5525,0.5748
39,0.5777,0.5735,0.5567,0.5861,0.5882,0.5924,0.5735,0.5525,0.5819,0.5672,0.5924,0.5525,0.575
40,0.5777,0.5735,0.5567,0.5903,0.5903,0.5924,0.5777,0.5525,0.5819,0.5672,0.5924,0.5525,0.576
41,0.5777,0.5735,0.5567,0.5903,0.5903,0.5924,0.5777,0.5525,0.5819,0.5672,0.5924,0.5525,0.576
42,0.5777,0.5735,0.5567,0.5903,0.5903,0.5924,0.5798,0.5525,0.5819,0.5672,0.5924,0.5525,0.5762
43,0.5777,0.5777,0.5567,0.5903,0.5903,0.5924,0.584,0.5525,0.5819,0.5672,0.5924,0.5525,0.5771
44,0.5777,0.5777,0.5567,0.5903,0.5903,0.5924,0.584,0.5525,0.5819,0.5672,0.5924,0.5525,0.5771
45,0.5777,0.5777,0.5567,0.5903,0.5903,0.5924,0.6008,0.5525,0.5819,0.5672,0.6008,0.5525,0.5788
46,0.5777,0.5777,0.5567,0.5903,0.5903,0.5924,0.6008,0.5525,0.5819,0.5672,0.6008,0.5525,0.5788
47,0.5777,0.5777,0.5567,0.5924,0.5903,0.5924,0.6008,0.5525,0.5819,0.5672,0.6008,0.5525,0.579
48,0.5777,0.5777,0.5567,0.5924,0.5903,0.5924,0.605,0.5525,0.5819,0.5672,0.605,0.5525,0.5794
49,0.5777,0.5777,0.5567,0.5924,0.5924,0.5924,0.605,0.5525,0.5819,0.5672,0.605,0.5525,0.5796
50,0.5777,0.5777,0.5567,0.5924,0.5966,0.5924,0.605,0.5525,0.584,0.5672,0.605,0.5525,0.5802
51,0.5777,0.5777,0.5567,0.5945,0.5966,0.5924,0.605,0.5525,0.584,0.5672,0.605,0.5525,0.5804
52,0.5798,0.5777,0.5588,0.5945,0.5966,0.5924,0.605,0.5525,0.584,0.5672,0.605,0.5525,0.5808
53,0.5798,0.5777,0.5588,0.5966,0.5966,0.5924,0.605,0.5546,0.5861,0.5672,0.605,0.5546,0.5815
54,0.5798,0.5777,0.5588,0.5966,0.5966,0.5924,0.605,0.5546,0.5861,0.5672,0.605,0.5546,0.5815
55,0.5798,0.5777,0.5588,0.6008,0.5966,0.5945,0.605,0.5546,0.5861,0.5672,0.605,0.5546,0.5821
56,0.5798,0.5777,0.5588,0.6008,0.5966,0.5945,0.605,0.5546,0.5861,0.5672,0.605,0.5546,0.5821
57,0.5798,0.5777,0.5588,0.6008,0.5966,0.5945,0.605,0.5546,0.5903,0.5672,0.605,0.5546,0.5825
58,0.5798,0.5777,0.5588,0.6008,0.5966,0.5945,0.605,0.5546,0.5903,0.5672,0.605,0.5546,0.5825
