timestamp,legacy_sb160,legacy_sb167,legacy_sb166,legacy_sb163,legacy_sb165,legacy_sb168,legacy_sb169,legacy_sb162,legacy_sb161,max,min,avg
10435,0.3439,0.2317,0.4683,0.5171,0.1829,0.3561,0.0244,0.4683,0.4268,0.5171,0.0244,0.3355
10442,0.3439,0.2317,0.4683,0.5171,0.1829,0.3561,0.0244,0.3293,0.4268,0.5171,0.0244,0.3201
10444,0.3439,0.2317,0.4683,0.5171,0.1829,0.3561,0.4854,0.3293,0.4268,0.5171,0.1829,0.3713
10445,0.3439,0.2317,0.4683,0.5171,0.1829,0.2756,0.4854,0.3293,0.4268,0.5171,0.1829,0.3623
10446,0.3439,0.2317,0.4683,0.5171,0.1829,0.0244,0.4854,0.3293,0.4268,0.5171,0.0244,0.3344
10448,0.3439,0.2317,0.4683,0.5171,0.1829,0.1341,0.4854,0.3293,0.4268,0.5171,0.1341,0.3466
10453,0.3439,0.2317,0.4683,0.5171,0.1829,0.2976,0.4537,0.3293,0.4268,0.5171,0.1829,0.3613
10454,0.3439,0.2317,0.4683,0.5171,0.1829,0.1415,0.4537,0.3293,0.4268,0.5171,0.1415,0.3439
10459,0.3439,0.2317,0.4683,0.5171,0.1829,0.1415,0.4537,0.3439,0.4268,0.5171,0.1415,0.3455
10463,0.3439,0.2317,0.4683,0.5171,0.1829,0.1415,0.4488,0.3439,0.4268,0.5171,0.1415,0.345
10468,0.3439,0.2317,0.4683,0.5171,0.1829,0.1415,0.4488,0.4049,0.4268,0.5171,0.1415,0.3518
10475,0.3439,0.2317,0.4683,0.5171,0.1829,0.1415,0.4488,0.5,0.4268,0.5171,0.1415,0.3623
10476,0.3439,0.2317,0.4683,0.5171,0.1829,0.3024,0.4488,0.5,0.4268,0.5171,0.1829,0.3802
10477,0.3439,0.2317,0.4683,0.5171,0.1829,0.1293,0.4488,0.0244,0.4268,0.5171,0.0244,0.3081
10478,0.3439,0.2317,0.4683,0.5171,0.1829,0.1585,0.4488,0.0244,0.4268,0.5171,0.0244,0.3114
10481,0.3439,0.2317,0.4683,0.5122,0.1829,0.1585,0.4488,0.0244,0.4268,0.5122,0.0244,0.3108
10482,0.3439,0.2317,0.4683,0.5122,0.1829,0.4098,0.4488,0.0244,0.4268,0.5122,0.0244,0.3388
10487,0.3439,0.2317,0.4683,0.5122,0.1829,0.4317,0.4488,0.0244,0.4268,0.5122,0.0244,0.3412
10501,0.3439,0.2317,0.4683,0.5122,0.1829,0.4317,0.3854,0.0244,0.4268,0.5122,0.0244,0.3341
10502,0.3439,0.2317,0.4683,0.5122,0.1829,0.4317,0.3854,0.0488,0.4268,0.5122,0.0488,0.3369
10504,0.3439,0.2317,0.4683,0.5122,0.1829,0.4317,0.0244,0.0488,0.4268,0.5122,0.0244,0.2967
10505,0.3439,0.2317,0.4683,0.5122,0.1829,0.478,0.0244,0.0488,0.4268,0.5122,0.0244,0.3019
10506,0.3439,0.2317,0.4683,0.5122,0.1829,0.478,0.0244,0.4317,0.4268,0.5122,0.0244,0.3444
10509,0.3439,0.2317,0.4683,0.5122,0.1829,0.478,0.2366,0.4317,0.4268,0.5122,0.1829,0.368
10511,0.3439,0.2317,0.4683,0.5024,0.1829,0.478,0.2366,0.4317,0.4268,0.5024,0.1829,0.3669
10515,0.3439,0.2317,0.4683,0.5024,0.1829,0.478,0.2366,0.439,0.4268,0.5024,0.1829,0.3677
10519,0.3439,0.2317,0.4683,0.5024,0.1829,0.1683,0.4683,0.439,0.4268,0.5024,0.1683,0.3591
10520,0.3439,0.2317,0.4683,0.5024,0.1829,0.1683,0.4683,0.439,0.4268,0.5024,0.1683,0.3591
10522,0.3439,0.2317,0.4683,0.5024,0.1829,0.1683,0.4683,0.0244,0.4268,0.5024,0.0244,0.313
10523,0.3439,0.2317,0.4683,0.4902,0.1829,0.1683,0.4683,0.0244,0.4268,0.4902,0.0244,0.3116
10527,0.3439,0.2317,0.4683,0.4902,0.1829,0.4512,0.4683,0.0244,0.4268,0.4902,0.0244,0.3431
10528,0.3439,0.2317,0.4683,0.4902,0.1829,0.3,0.4683,0.0244,0.4268,0.4902,0.0244,0.3263
10529,0.3439,0.2317,0.4683,0.4902,0.1829,0.3439,0.4683,0.0244,0.4268,0.4902,0.0244,0.3312
10534,0.3439,0.2317,0.4683,0.4902,0.1829,0.1049,0.4683,0.0244,0.4268,0.4902,0.0244,0.3046
10535,0.3439,0.2317,0.4683,0.4902,0.1829,0.2317,0.4683,0.0244,0.4268,0.4902,0.0244,0.3187
10536,0.3439,0.2317,0.4683,0.4854,0.1829,0.2317,0.4683,0.0244,0.4268,0.4854,0.0244,0.3182
10538,0.3439,0.2317,0.4683,0.4854,0.1829,0.2317,0.4366,0.0244,0.4268,0.4854,0.0244,0.3146
10540,0.3439,0.2317,0.4683,0.4854,0.1829,0.2317,0.4366,0.0244,0.4268,0.4854,0.0244,0.3146
10544,0.3439,0.2317,0.4683,0.4854,0.1829,0.2317,0.361,0.0244,0.4268,0.4854,0.0244,0.3062
10546,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.361,0.0244,0.4268,0.4854,0.0244,0.3252
10554,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4195,0.0244,0.4268,0.4854,0.0244,0.3317
10555,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4195,0.3171,0.4268,0.4854,0.1829,0.3642
10560,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4195,0.0244,0.4268,0.4854,0.0244,0.3317
10562,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4195,0.0244,0.4268,0.4854,0.0244,0.3317
10565,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4195,0.3317,0.4268,0.4854,0.1829,0.3658
10566,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4195,0.3268,0.4268,0.4854,0.1829,0.3653
10569,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.0244,0.3268,0.4268,0.4854,0.0244,0.3214
10573,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.0244,0.3439,0.4268,0.4854,0.0244,0.3233
10574,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.0244,0.3293,0.4268,0.4854,0.0244,0.3217
10576,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.0244,0.3293,0.4268,0.4854,0.0244,0.3217
10583,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.0244,0.4561,0.4268,0.4854,0.0244,0.3358
10588,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.0244,0.4341,0.4268,0.4854,0.0244,0.3333
10590,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4854,0.4341,0.4268,0.4854,0.1829,0.3845
10592,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4854,0.0244,0.4268,0.4854,0.0244,0.339
10598,0.3439,0.2317,0.4683,0.4854,0.1829,0.4024,0.4854,0.3098,0.4268,0.4854,0.1829,0.3707
10602,0.3439,0.2317,0.4683,0.2415,0.1829,0.4024,0.4854,0.3098,0.4268,0.4854,0.1829,0.3436
10603,0.3439,0.2317,0.4683,0.1171,0.1829,0.4024,0.4854,0.3098,0.4268,0.4854,0.1171,0.3298
10604,0.3439,0.2317,0.4683,0.1171,0.1829,0.4024,0.4854,0.3098,0.4268,0.4854,0.1171,0.3298
10605,0.3439,0.2317,0.4683,0.0244,0.1829,0.4024,0.4854,0.3098,0.4268,0.4854,0.0244,0.3195
10606,0.3439,0.2317,0.4683,0.0244,0.1829,0.4024,0.0244,0.3098,0.4268,0.4683,0.0244,0.2683
10608,0.3439,0.2317,0.4683,0.0244,0.1829,0.4024,0.0244,0.0244,0.4268,0.4683,0.0244,0.2366
10610,0.3439,0.2317,0.4683,0.0244,0.1829,0.4024,0.0244,0.2512,0.4268,0.4683,0.0244,0.2618
10612,0.3439,0.2317,0.4683,0.4683,0.1829,0.4024,0.0244,0.2512,0.4268,0.4683,0.0244,0.3111
10613,0.3439,0.2317,0.4683,0.4683,0.1829,0.4024,0.0244,0.0244,0.4268,0.4683,0.0244,0.2859
10615,0.3439,0.2317,0.4683,0.4683,0.1829,0.4,0.0244,0.0244,0.4268,0.4683,0.0244,0.2856
10618,0.3439,0.2317,0.4683,0.4683,0.1829,0.4,0.0244,0.3927,0.4268,0.4683,0.0244,0.3266
10619,0.3439,0.2317,0.4683,0.4415,0.1829,0.4,0.5171,0.3927,0.4268,0.5171,0.1829,0.3783
10620,0.3439,0.2317,0.4683,0.2756,0.1829,0.4,0.5171,0.3927,0.4268,0.5171,0.1829,0.3599
10626,0.3439,0.2317,0.4683,0.4463,0.1829,0.4,0.5171,0.3927,0.4268,0.5171,0.1829,0.3789
10633,0.3439,0.2317,0.4683,0.4463,0.1829,0.4,0.5171,0.3927,0.4268,0.5171,0.1829,0.3789
10638,0.3439,0.2317,0.4683,0.4537,0.1829,0.4,0.5171,0.3927,0.4268,0.5171,0.1829,0.3797
10641,0.3439,0.2317,0.4683,0.4537,0.1829,0.4,0.0244,0.3927,0.4268,0.4683,0.0244,0.3249
10652,0.3439,0.2317,0.4683,0.4537,0.1829,0.4,0.0244,0.4268,0.4268,0.4683,0.0244,0.3287
10655,0.3439,0.2317,0.4683,0.2707,0.1829,0.4,0.0244,0.4268,0.4268,0.4683,0.0244,0.3084
10656,0.3439,0.2317,0.4683,0.0244,0.1829,0.4,0.0244,0.4268,0.4268,0.4683,0.0244,0.281
10657,0.3439,0.2317,0.4683,0.1049,0.1829,0.4,0.0244,0.4268,0.4268,0.4683,0.0244,0.29
10658,0.3439,0.2317,0.4683,0.1049,0.1829,0.4,0.0244,0.4512,0.4268,0.4683,0.0244,0.2927
10659,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.4268,0.4683,0.0244,0.2669
10665,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.3415,0.4683,0.0244,0.2575
10667,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.3415,0.4683,0.0244,0.2575
10668,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.3415,0.4683,0.0244,0.2575
10675,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.1049,0.4683,0.0244,0.2312
10676,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.1415,0.4683,0.0244,0.2352
10677,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.0244,0.0244,0.1341,0.4683,0.0244,0.2344
10678,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.4463,0.0244,0.1415,0.4683,0.0244,0.2821
10679,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.4463,0.4366,0.1488,0.4683,0.1488,0.3287
10680,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.1756,0.4366,0.1488,0.4683,0.1488,0.2986
10681,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.1756,0.4366,0.1488,0.4683,0.1488,0.2986
10682,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.1756,0.4366,0.1341,0.4683,0.1341,0.297
10683,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.1756,0.4366,0.1585,0.4683,0.1585,0.2997
10684,0.3439,0.2317,0.4683,0.3,0.1829,0.4,0.1756,0.4366,0.1341,0.4683,0.1341,0.297
10685,0.3439,0.2317,0.4683,0.0244,0.1829,0.4,0.1756,0.4366,0.1341,0.4683,0.0244,0.2664
10686,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.1756,0.4415,0.1049,0.4683,0.1049,0.2846
10687,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.4415,0.1049,0.4683,0.1049,0.3041
10693,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.4415,0.3732,0.4683,0.1829,0.3339
10697,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.4415,0.1268,0.4683,0.1268,0.3065
10698,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.4415,0.1268,0.4683,0.1268,0.3065
10699,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.4415,0.2463,0.4683,0.1829,0.3198
10700,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.4415,0.1268,0.4683,0.1268,0.3065
10701,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.0244,0.1268,0.4683,0.0244,0.2602
10702,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.0244,0.3927,0.4683,0.0244,0.2897
10704,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.0244,0.1049,0.4683,0.0244,0.2577
10705,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.0244,0.1049,0.4683,0.0244,0.2577
10706,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.3512,0.0244,0.2463,0.4683,0.0244,0.2734
10712,0.3439,0.2317,0.4683,0.2122,0.1829,0.4,0.2976,0.0244,0.2463,0.4683,0.0244,0.2675
10713,0.3439,0.2317,0.4683,0.422,0.1829,0.4,0.0244,0.0244,0.2463,0.4683,0.0244,0.2604
10714,0.3439,0.2317,0.4683,0.422,0.1829,0.4,0.0244,0.4415,0.2463,0.4683,0.0244,0.3068
10718,0.3439,0.2317,0.4683,0.422,0.1829,0.4,0.0244,0.4415,0.2463,0.4683,0.0244,0.3068
10721,0.3439,0.2317,0.4683,0.422,0.1829,0.0244,0.0244,0.4415,0.2463,0.4683,0.0244,0.265
10722,0.3439,0.2317,0.4683,0.422,0.1829,0.0244,0.0244,0.2512,0.2463,0.4683,0.0244,0.2439
10729,0.3439,0.2317,0.4683,0.422,0.1829,0.4317,0.4244,0.2512,0.2463,0.4683,0.1829,0.3336
10730,0.3439,0.2317,0.4683,0.422,0.1829,0.3512,0.4244,0.2512,0.2463,0.4683,0.1829,0.3247
10732,0.3439,0.2317,0.4683,0.422,0.1829,0.2854,0.4244,0.2512,0.2463,0.4683,0.1829,0.3173
10733,0.3439,0.2317,0.4683,0.422,0.1829,0.339,0.4244,0.2512,0.2463,0.4683,0.1829,0.3233
10739,0.3439,0.2317,0.4683,0.4171,0.1829,0.339,0.4366,0.4463,0.2463,0.4683,0.1829,0.3458
10740,0.3439,0.2317,0.4683,0.4171,0.1829,0.1049,0.4366,0.0244,0.2463,0.4683,0.0244,0.2729
10741,0.3439,0.2317,0.4683,0.4171,0.1829,0.1049,0.4366,0.0244,0.2463,0.4683,0.0244,0.2729
10742,0.3439,0.2317,0.4683,0.4171,0.1829,0.1049,0.4366,0.0244,0.2463,0.4683,0.0244,0.2729
10743,0.3439,0.2317,0.4683,0.4171,0.1829,0.1049,0.4366,0.0244,0.2463,0.4683,0.0244,0.2729
10744,0.3439,0.2317,0.4683,0.4171,0.1829,0.3,0.4366,0.0244,0.2463,0.4683,0.0244,0.2946
10745,0.3439,0.2317,0.4683,0.4171,0.1829,0.0244,0.4366,0.0244,0.2463,0.4683,0.0244,0.264
10747,0.3439,0.2317,0.4683,0.4171,0.1829,0.0244,0.4366,0.0244,0.2463,0.4683,0.0244,0.264
10752,0.3439,0.2317,0.4683,0.4171,0.1829,0.3317,0.4366,0.0244,0.2463,0.4683,0.0244,0.2981
10760,0.3439,0.2317,0.4683,0.4171,0.1829,0.3317,0.4537,0.0244,0.2463,0.4683,0.0244,0.3
10761,0.3439,0.2317,0.4683,0.4171,0.1829,0.3317,0.0244,0.0244,0.2463,0.4683,0.0244,0.2523
10763,0.3439,0.2317,0.4683,0.4171,0.1829,0.3317,0.0244,0.4537,0.2463,0.4683,0.0244,0.3
10769,0.3439,0.2317,0.4683,0.4171,0.1829,0.3317,0.0244,0.0244,0.2463,0.4683,0.0244,0.2523
10770,0.3439,0.2317,0.4683,0.4171,0.1829,0.3317,0.0244,0.2585,0.2463,0.4683,0.0244,0.2783
10773,0.3439,0.2317,0.4683,0.3488,0.1829,0.3317,0.0244,0.2585,0.2463,0.4683,0.0244,0.2707
10776,0.3439,0.2317,0.4683,0.3488,0.1829,0.3317,0.0244,0.4854,0.2463,0.4854,0.0244,0.2959
10787,0.3439,0.2317,0.4683,0.3488,0.1829,0.3317,0.0244,0.2488,0.2463,0.4683,0.0244,0.2696
10790,0.3439,0.2317,0.4683,0.3488,0.1829,0.3317,0.0244,0.4244,0.2463,0.4683,0.0244,0.2892
10793,0.3439,0.2317,0.4683,0.3488,0.1829,0.3439,0.0244,0.4244,0.2463,0.4683,0.0244,0.2905
10803,0.3439,0.2317,0.4683,0.3488,0.1829,0.3439,0.0244,0.439,0.2463,0.4683,0.0244,0.2921
10804,0.3439,0.2317,0.4683,0.3488,0.1829,0.3439,0.0244,0.439,0.322,0.4683,0.0244,0.3005
10805,0.3439,0.2317,0.4683,0.3488,0.1829,0.2683,0.0244,0.439,0.322,0.4683,0.0244,0.2921
10807,0.3439,0.2317,0.4683,0.3488,0.1829,0.2683,0.0244,0.439,0.3829,0.4683,0.0244,0.2989
10809,0.3439,0.2317,0.4683,0.3488,0.1829,0.3415,0.0244,0.439,0.2878,0.4683,0.0244,0.2965
10810,0.3439,0.2317,0.4683,0.3488,0.1829,0.3415,0.0244,0.439,0.2707,0.4683,0.0244,0.2946
10811,0.3439,0.2317,0.4683,0.3488,0.1829,0.3415,0.3122,0.439,0.1049,0.4683,0.1049,0.3081
10812,0.3439,0.2317,0.4683,0.3488,0.1829,0.3415,0.3122,0.439,0.2341,0.4683,0.1829,0.3225
10813,0.3439,0.2317,0.4683,0.3488,0.1829,0.3415,0.3122,0.0902,0.2341,0.4683,0.0902,0.2837
10814,0.3439,0.2317,0.4683,0.3488,0.1829,0.3415,0.3122,0.0902,0.1073,0.4683,0.0902,0.2696
10816,0.3439,0.2317,0.4683,0.3488,0.1829,0.3171,0.3122,0.0902,0.1073,0.4683,0.0902,0.2669
10817,0.3439,0.2317,0.4683,0.3488,0.1829,0.3171,0.0244,0.0902,0.1073,0.4683,0.0244,0.235
10819,0.3439,0.2317,0.4683,0.3488,0.1829,0.3171,0.0244,0.0902,0.2878,0.4683,0.0244,0.255
10820,0.3439,0.2317,0.4683,0.3488,0.1829,0.3171,0.0244,0.0902,0.1049,0.4683,0.0244,0.2347
10821,0.3439,0.2317,0.4683,0.3488,0.1829,0.2829,0.0244,0.4488,0.2902,0.4683,0.0244,0.2913
10822,0.3439,0.2317,0.4683,0.3488,0.1829,0.2829,0.0244,0.4488,0.2902,0.4683,0.0244,0.2913
10824,0.3439,0.2317,0.4683,0.3488,0.1829,0.2829,0.0244,0.4488,0.3512,0.4683,0.0244,0.2981
10825,0.3439,0.2317,0.4683,0.3488,0.1829,0.2829,0.0244,0.4488,0.3512,0.4683,0.0244,0.2981
10826,0.3439,0.2317,0.4683,0.3488,0.1829,0.2829,0.0244,0.4488,0.3512,0.4683,0.0244,0.2981
10828,0.3439,0.2317,0.4683,0.3488,0.1829,0.2829,0.0244,0.4488,0.3341,0.4683,0.0244,0.2962
10829,0.3439,0.2317,0.4683,0.1537,0.1829,0.2829,0.0244,0.5024,0.3341,0.5024,0.0244,0.2805
10830,0.3439,0.2317,0.4683,0.1512,0.1829,0.2829,0.0244,0.5024,0.2878,0.5024,0.0244,0.2751
10831,0.3439,0.2317,0.4683,0.1049,0.1829,0.2659,0.0244,0.0683,0.3463,0.4683,0.0244,0.2263
10832,0.3439,0.2317,0.4683,0.1049,0.1829,0.2659,0.1659,0.0683,0.278,0.4683,0.0683,0.2344
10833,0.3439,0.2317,0.4683,0.1049,0.1829,0.1049,0.1659,0.0683,0.278,0.4683,0.0683,0.2165
10837,0.3439,0.2317,0.4683,0.1049,0.1829,0.1049,0.1659,0.2976,0.278,0.4683,0.1049,0.242
10839,0.3439,0.2317,0.4683,0.1049,0.1829,0.1049,0.1659,0.3317,0.278,0.4683,0.1049,0.2458
10841,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.3317,0.278,0.4683,0.1049,0.2808
10843,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.3317,0.1707,0.4683,0.1049,0.2688
10845,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.3317,0.1707,0.4683,0.1049,0.2688
10846,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.2561,0.1707,0.4683,0.1049,0.2604
10848,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.1756,0.1707,0.4683,0.1049,0.2515
10851,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.1756,0.1293,0.4683,0.1049,0.2469
10852,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.1756,0.1049,0.4683,0.1049,0.2442
10853,0.3439,0.2317,0.4683,0.1049,0.1829,0.4195,0.1659,0.1756,0.1049,0.4683,0.1049,0.2442
10855,0.3439,0.2317,0.4683,0.1049,0.1829,0.361,0.1659,0.1756,0.1049,0.4683,0.1049,0.2377
10856,0.3439,0.2317,0.4683,0.1049,0.1829,0.1049,0.1659,0.0634,0.1049,0.4683,0.0634,0.1968
10857,0.3439,0.2317,0.4683,0.1049,0.1829,0.2439,0.1659,0.0634,0.1049,0.4683,0.0634,0.2122
10861,0.3439,0.2317,0.4683,0.1049,0.1829,0.3366,0.1659,0.0634,0.1049,0.4683,0.0634,0.2225
10862,0.3439,0.2317,0.4683,0.1049,0.1829,0.1049,0.1659,0.0634,0.1049,0.4683,0.0634,0.1968
10872,0.3439,0.2317,0.4683,0.1049,0.1829,0.1049,0.4732,0.0634,0.1049,0.4732,0.0634,0.2309
10876,0.3439,0.2317,0.4683,0.1049,0.1829,0.4634,0.4732,0.0634,0.1049,0.4732,0.0634,0.2707
10878,0.3439,0.2317,0.4683,0.1049,0.1829,0.4634,0.4732,0.0634,0.0244,0.4732,0.0244,0.2618
10880,0.3439,0.2317,0.4683,0.1049,0.1829,0.4634,0.4732,0.0634,0.0244,0.4732,0.0244,0.2618
10882,0.3439,0.2317,0.4683,0.1049,0.1829,0.4634,0.4732,0.5268,0.2634,0.5268,0.1049,0.3398
10883,0.3439,0.2317,0.4683,0.1049,0.1829,0.4634,0.4732,0.5268,0.1293,0.5268,0.1049,0.3249
10886,0.3439,0.2317,0.4683,0.1049,0.1829,0.422,0.4732,0.5268,0.1293,0.5268,0.1049,0.3203
10887,0.3439,0.2317,0.4683,0.3317,0.1829,0.422,0.4732,0.5268,0.1293,0.5268,0.1293,0.3455
10888,0.3439,0.2317,0.4683,0.3317,0.1829,0.422,0.4732,0.5268,0.239,0.5268,0.1829,0.3577
10889,0.3439,0.2317,0.4683,0.139,0.1829,0.422,0.4732,0.5268,0.239,0.5268,0.139,0.3363
10890,0.3439,0.2317,0.4683,0.139,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.139,0.3184
10891,0.3439,0.2317,0.4683,0.3317,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.1829,0.3398
10892,0.3439,0.2317,0.4683,0.3098,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.1829,0.3374
10894,0.3439,0.2317,0.4683,0.3146,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.1829,0.3379
10897,0.3439,0.2317,0.4683,0.2707,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.1829,0.3331
10899,0.3439,0.2317,0.4683,0.2951,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.1829,0.3358
10902,0.3439,0.2317,0.4683,0.1171,0.1829,0.422,0.4732,0.3659,0.239,0.4732,0.1171,0.316
10906,0.3439,0.2317,0.4683,0.0244,0.1829,0.422,0.4732,0.1659,0.239,0.4732,0.0244,0.2835
10909,0.3439,0.2317,0.4683,0.0244,0.1829,0.422,0.4756,0.1659,0.239,0.4756,0.0244,0.2837
10912,0.3439,0.2317,0.4683,0.0244,0.1829,0.422,0.0244,0.1659,0.3902,0.4683,0.0244,0.2504
10913,0.3439,0.2317,0.4683,0.0244,0.1829,0.422,0.0244,0.4049,0.3902,0.4683,0.0244,0.277
10915,0.3439,0.2317,0.4683,0.0244,0.1829,0.3634,0.0244,0.4049,0.3902,0.4683,0.0244,0.2705
10918,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.4049,0.3902,0.4683,0.0244,0.3154
10921,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.0244,0.3902,0.4683,0.0244,0.2732
10932,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.4659,0.3902,0.4683,0.0244,0.3222
10938,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.4659,0.3902,0.4683,0.0244,0.3222
10940,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.4707,0.3902,0.4707,0.0244,0.3228
10943,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.4707,0.3902,0.4707,0.0244,0.3228
10950,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.3902,0.4683,0.0244,0.3008
10954,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.3122,0.4683,0.0244,0.2921
10955,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.2951,0.4683,0.0244,0.2902
10956,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.2512,0.4683,0.0244,0.2854
10957,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.1293,0.4683,0.0244,0.2718
10959,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.2585,0.4683,0.0244,0.2862
10960,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.1415,0.4683,0.0244,0.2732
10961,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.2732,0.3732,0.4683,0.0244,0.2989
10962,0.3439,0.2317,0.4683,0.4293,0.1829,0.3634,0.0244,0.3854,0.1659,0.4683,0.0244,0.2884
10968,0.3439,0.2317,0.4683,0.3683,0.1829,0.3634,0.0244,0.3854,0.1659,0.4683,0.0244,0.2816
10975,0.3439,0.2317,0.4683,0.3683,0.1829,0.3634,0.0244,0.3854,0.3927,0.4683,0.0244,0.3068
10982,0.3439,0.2317,0.4683,0.3683,0.1829,0.3634,0.0244,0.4171,0.3927,0.4683,0.0244,0.3103
10988,0.3439,0.2317,0.4683,0.3683,0.1829,0.3634,0.0244,0.4171,0.3756,0.4683,0.0244,0.3084
10990,0.3439,0.2317,0.4683,0.3585,0.1829,0.3634,0.0244,0.4171,0.3756,0.4683,0.0244,0.3073
10994,0.3439,0.2317,0.4683,0.3488,0.1829,0.3634,0.0244,0.4171,0.3756,0.4683,0.0244,0.3062
10995,0.3439,0.2317,0.4683,0.3463,0.1829,0.3634,0.0244,0.4098,0.3756,0.4683,0.0244,0.3051
10998,0.3439,0.2317,0.4683,0.3463,0.1829,0.3634,0.0244,0.4098,0.322,0.4683,0.0244,0.2992
10999,0.3439,0.2317,0.4683,0.3415,0.1829,0.3634,0.0244,0.4098,0.322,0.4683,0.0244,0.2987
11000,0.3439,0.2317,0.4683,0.3415,0.1829,0.3634,0.0244,0.4098,0.322,0.4683,0.0244,0.2987
11002,0.3439,0.2317,0.4683,0.3317,0.1829,0.3634,0.0244,0.4683,0.322,0.4683,0.0244,0.3041
11008,0.3439,0.2317,0.4683,0.139,0.1829,0.3634,0.0244,0.4683,0.322,0.4683,0.0244,0.2827
11009,0.3439,0.2317,0.4683,0.2634,0.1829,0.3634,0.0244,0.4683,0.322,0.4683,0.0244,0.2965
