timestamp,ati3,ati5,ati4,ati8,ati9,ati2,ati7,ati6,ati1,ati0,max,min,avg
211,0.7639,0.7961,0.7725,0.7833,0.7983,0.7876,0.779,0.7811,0.7554,0.7639,0.7983,0.7554,0.7781
212,0.7639,0.7961,0.7725,0.7833,0.7983,0.7876,0.779,0.7811,0.7554,0.7639,0.7983,0.7554,0.7781
213,0.7639,0.7961,0.7725,0.7833,0.7983,0.7876,0.7811,0.7811,0.7554,0.7639,0.7983,0.7554,0.7783
214,0.7639,0.7961,0.7725,0.7833,0.7983,0.7876,0.7811,0.7811,0.7554,0.7639,0.7983,0.7554,0.7783
215,0.7639,0.7961,0.7725,0.7833,0.7983,0.7876,0.7833,0.7811,0.7554,0.7639,0.7983,0.7554,0.7785
216,0.7639,0.7961,0.7725,0.7833,0.7983,0.7876,0.7833,0.7811,0.7554,0.7639,0.7983,0.7554,0.7785
217,0.7639,0.7961,0.7725,0.7876,0.7983,0.7876,0.7833,0.7811,0.7575,0.7639,0.7983,0.7575,0.7792
218,0.7639,0.7961,0.7725,0.7876,0.7983,0.7876,0.7833,0.7811,0.7575,0.7639,0.7983,0.7575,0.7792
219,0.7661,0.7961,0.7725,0.7876,0.7983,0.7876,0.7854,0.7811,0.7575,0.7639,0.7983,0.7575,0.7796
220,0.7661,0.7961,0.7725,0.7876,0.8004,0.7876,0.7876,0.7811,0.7575,0.7639,0.8004,0.7575,0.78
221,0.7661,0.7961,0.7725,0.7876,0.8026,0.7876,0.7897,0.7854,0.7575,0.7639,0.8026,0.7575,0.7809
222,0.7661,0.7961,0.7747,0.7876,0.8026,0.7876,0.7897,0.7854,0.7575,0.7639,0.8026,0.7575,0.7811
223,0.7682,0.7961,0.7747,0.7876,0.8026,0.7876,0.7897,0.7854,0.7575,0.7639,0.8026,0.7575,0.7813
224,0.7704,0.7961,0.7747,0.7876,0.8026,0.7876,0.7897,0.7854,0.7575,0.7639,0.8026,0.7575,0.7815
225,0.7704,0.7961,0.7747,0.7876,0.8026,0.7876,0.7897,0.7854,0.7575,0.7639,0.8026,0.7575,0.7815
226,0.7704,0.7961,0.7747,0.7876,0.8026,0.7876,0.7918,0.7854,0.7597,0.7639,0.8026,0.7597,0.782
227,0.7704,0.7961,0.7747,0.7876,0.8026,0.7876,0.7918,0.7854,0.7597,0.7639,0.8026,0.7597,0.782
228,0.7704,0.7961,0.7747,0.7876,0.8026,0.7876,0.7918,0.7854,0.7597,0.7639,0.8026,0.7597,0.782
229,0.7704,0.7961,0.7768,0.7876,0.8047,0.7876,0.7918,0.7854,0.7597,0.7639,0.8047,0.7597,0.7824
230,0.7704,0.7961,0.7768,0.7876,0.8047,0.7876,0.794,0.7854,0.7618,0.7639,0.8047,0.7618,0.7828
231,0.7704,0.7961,0.7768,0.7876,0.8047,0.7876,0.794,0.7876,0.7618,0.7661,0.8047,0.7618,0.7833
232,0.7704,0.7961,0.7768,0.7876,0.8047,0.7876,0.794,0.7876,0.7618,0.7661,0.8047,0.7618,0.7833
233,0.7704,0.7983,0.7768,0.7876,0.8047,0.7876,0.794,0.7876,0.7639,0.7661,0.8047,0.7639,0.7837
234,0.7704,0.7983,0.7768,0.7876,0.8047,0.7876,0.794,0.7876,0.7661,0.7682,0.8047,0.7661,0.7841
235,0.7704,0.7983,0.7768,0.7876,0.8047,0.7876,0.794,0.7876,0.7661,0.7682,0.8047,0.7661,0.7841
236,0.7704,0.7983,0.779,0.7876,0.8047,0.7876,0.7983,0.7876,0.7661,0.7682,0.8047,0.7661,0.7848
237,0.7725,0.7983,0.779,0.7897,0.8047,0.7876,0.7983,0.7876,0.7704,0.7682,0.8047,0.7682,0.7856
238,0.7725,0.7983,0.779,0.7897,0.8047,0.7876,0.7983,0.7897,0.7704,0.7682,0.8047,0.7682,0.7858
239,0.7725,0.7983,0.779,0.7918,0.8047,0.7876,0.7983,0.7897,0.7747,0.7682,0.8047,0.7682,0.7865
240,0.7725,0.7983,0.779,0.7918,0.8047,0.7876,0.7983,0.7897,0.7747,0.7682,0.8047,0.7682,0.7865
241,0.7725,0.7983,0.779,0.7918,0.8047,0.7876,0.7983,0.7897,0.7747,0.7682,0.8047,0.7682,0.7865
242,0.7725,0.7983,0.779,0.7918,0.8047,0.7876,0.7983,0.7897,0.7747,0.7682,0.8047,0.7682,0.7865
243,0.7725,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7897,0.7747,0.7682,0.809,0.7682,0.7869
244,0.7747,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7918,0.7747,0.7682,0.809,0.7682,0.7873
245,0.7747,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7918,0.7747,0.7682,0.809,0.7682,0.7873
246,0.7747,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7918,0.7747,0.7682,0.809,0.7682,0.7873
247,0.7747,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7918,0.7747,0.7682,0.809,0.7682,0.7873
248,0.7768,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7918,0.7768,0.7682,0.809,0.7682,0.7878
249,0.7768,0.7983,0.779,0.7918,0.809,0.7876,0.7983,0.7918,0.7768,0.7682,0.809,0.7682,0.7878
250,0.7768,0.7983,0.779,0.7918,0.809,0.7876,0.8004,0.7918,0.7768,0.7682,0.809,0.7682,0.788
251,0.7768,0.7983,0.779,0.7918,0.809,0.7876,0.8004,0.7918,0.7768,0.7704,0.809,0.7704,0.7882
252,0.7768,0.7983,0.779,0.7918,0.809,0.7876,0.8004,0.7918,0.7768,0.7704,0.809,0.7704,0.7882
253,0.7768,0.7983,0.779,0.7918,0.809,0.7876,0.8026,0.7918,0.7768,0.7704,0.809,0.7704,0.7884
254,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.8026,0.7918,0.7768,0.7704,0.809,0.7704,0.7886
255,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.8026,0.7918,0.779,0.7704,0.809,0.7704,0.7888
256,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.8047,0.7918,0.779,0.7704,0.809,0.7704,0.7891
257,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.8047,0.7918,0.779,0.7704,0.809,0.7704,0.7891
258,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.8047,0.7918,0.779,0.7704,0.809,0.7704,0.7891
259,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.8047,0.7918,0.779,0.7704,0.809,0.7704,0.7891
260,0.7768,0.7983,0.779,0.7918,0.809,0.7897,0.809,0.7918,0.779,0.7704,0.809,0.7704,0.7895
261,0.7768,0.7983,0.779,0.794,0.809,0.7897,0.809,0.7918,0.779,0.7704,0.809,0.7704,0.7897
262,0.7768,0.7983,0.779,0.794,0.809,0.7897,0.809,0.7918,0.779,0.7704,0.809,0.7704,0.7897
263,0.7768,0.7983,0.779,0.7961,0.809,0.7897,0.8112,0.7918,0.779,0.7704,0.8112,0.7704,0.7901
264,0.7768,0.7983,0.7811,0.7961,0.809,0.7897,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7905
265,0.7768,0.7983,0.7811,0.7961,0.809,0.7897,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7905
266,0.7768,0.8004,0.7811,0.7961,0.809,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.791
267,0.7768,0.8004,0.7811,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7912
268,0.7768,0.8004,0.7811,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7912
269,0.7768,0.8004,0.7811,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7912
270,0.7768,0.8004,0.7811,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7912
271,0.7768,0.8004,0.7811,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7912
272,0.7768,0.8004,0.7833,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7914
273,0.7768,0.8004,0.7833,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7914
274,0.7768,0.8004,0.7833,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7914
275,0.7768,0.8004,0.7833,0.7961,0.8112,0.7918,0.8133,0.7918,0.779,0.7704,0.8133,0.7704,0.7914
276,0.7768,0.8004,0.7833,0.7983,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7921
277,0.7768,0.8004,0.7833,0.7983,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7921
278,0.7768,0.8004,0.7833,0.7983,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7921
279,0.7768,0.8004,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7923
280,0.7768,0.8004,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7923
281,0.7768,0.8004,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7923
282,0.7768,0.8004,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7923
283,0.7768,0.8004,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7923
284,0.7768,0.8026,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7925
285,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7927
286,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7927
287,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7927
288,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7704,0.8176,0.7704,0.7927
289,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7725,0.8176,0.7725,0.7929
290,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7725,0.8176,0.7725,0.7929
291,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7725,0.8176,0.7725,0.7929
292,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7725,0.8176,0.7725,0.7929
293,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7747,0.8176,0.7747,0.7931
294,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7747,0.8176,0.7747,0.7931
295,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7933
296,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7933
297,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7933
298,0.7768,0.8047,0.7833,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7933
299,0.7768,0.8047,0.7854,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7935
300,0.7768,0.8047,0.7854,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7935
301,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.7918,0.779,0.7768,0.8176,0.7768,0.7938
302,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.7961,0.779,0.7768,0.8176,0.7768,0.7942
303,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.7961,0.779,0.7768,0.8176,0.7768,0.7942
304,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.7961,0.779,0.7768,0.8176,0.7768,0.7942
305,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.7961,0.779,0.7768,0.8176,0.7768,0.7942
306,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.7961,0.779,0.7768,0.8176,0.7768,0.7942
307,0.7768,0.8047,0.7876,0.8004,0.8112,0.7918,0.8176,0.8004,0.779,0.7768,0.8176,0.7768,0.7946
308,0.7768,0.8047,0.7897,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.795
309,0.7768,0.8047,0.794,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7955
310,0.779,0.8047,0.794,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7957
311,0.779,0.8047,0.794,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7957
312,0.779,0.8047,0.794,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7957
313,0.779,0.8047,0.794,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7957
314,0.779,0.8047,0.794,0.8004,0.8112,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7957
315,0.779,0.8047,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7959
316,0.779,0.8047,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7959
317,0.779,0.8047,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.7768,0.8197,0.7768,0.7959
318,0.779,0.8047,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7961
319,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
320,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
321,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
322,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
323,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
324,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
325,0.779,0.809,0.794,0.8004,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7966
326,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7968
327,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7968
328,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7968
329,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7968
330,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.779,0.779,0.8197,0.779,0.7968
331,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.779,0.8197,0.779,0.7972
332,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.779,0.8197,0.779,0.7972
333,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.779,0.8197,0.779,0.7972
334,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.779,0.8197,0.779,0.7972
335,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.779,0.8197,0.779,0.7972
336,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.7811,0.8197,0.779,0.7974
337,0.779,0.809,0.794,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.7811,0.8197,0.779,0.7974
338,0.7811,0.809,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.7811,0.8197,0.7811,0.7978
339,0.7811,0.809,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.7811,0.8197,0.7811,0.7978
340,0.7854,0.809,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.7811,0.8197,0.7811,0.7983
341,0.7854,0.809,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7833,0.7811,0.8197,0.7811,0.7983
342,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
343,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
344,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
345,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
346,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
347,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
348,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
349,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
350,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
351,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
352,0.7854,0.8112,0.7961,0.8026,0.8133,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7987
353,0.7854,0.8112,0.7961,0.8026,0.8155,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7989
354,0.7854,0.8112,0.7961,0.8026,0.8155,0.7918,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7989
355,0.7854,0.8112,0.7961,0.8026,0.8155,0.794,0.8197,0.8004,0.7854,0.7811,0.8197,0.7811,0.7991
356,0.7854,0.8112,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7854,0.7811,0.8219,0.7811,0.7994
357,0.7854,0.8112,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7876,0.7854,0.8219,0.7854,0.8
358,0.7854,0.8112,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8002
359,0.7854,0.8112,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8002
360,0.7854,0.8112,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8002
361,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
362,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
363,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
364,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
365,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
366,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
367,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7854,0.8219,0.7854,0.8004
368,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8009
369,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8009
370,0.7854,0.8133,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8009
371,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
372,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
373,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
374,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
375,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
376,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
377,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
378,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
379,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
380,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
381,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
382,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.8219,0.8004,0.7897,0.7897,0.8219,0.7854,0.8011
383,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.824,0.8004,0.7897,0.7897,0.824,0.7854,0.8013
384,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.824,0.8004,0.7897,0.7897,0.824,0.7854,0.8013
385,0.7854,0.8155,0.7961,0.8026,0.8155,0.794,0.824,0.8004,0.7897,0.7897,0.824,0.7854,0.8013
386,0.7854,0.8155,0.7961,0.8026,0.8155,0.7961,0.824,0.8004,0.7897,0.7897,0.824,0.7854,0.8015
387,0.7854,0.8155,0.7961,0.8026,0.8155,0.7961,0.824,0.8004,0.7897,0.7897,0.824,0.7854,0.8015
388,0.7854,0.8155,0.7961,0.8069,0.8155,0.7961,0.824,0.8004,0.7897,0.7897,0.824,0.7854,0.8019
389,0.7854,0.8155,0.7961,0.8069,0.8155,0.7961,0.824,0.8026,0.7897,0.794,0.824,0.7854,0.8026
390,0.7897,0.8155,0.7961,0.8069,0.8155,0.7961,0.824,0.8026,0.7897,0.794,0.824,0.7897,0.803
391,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.7983,0.824,0.7897,0.8039
392,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.7983,0.824,0.7897,0.8039
393,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.7983,0.824,0.7897,0.8039
394,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.7983,0.824,0.7897,0.8039
395,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.7983,0.824,0.7897,0.8039
396,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.7983,0.824,0.7897,0.8039
397,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8026,0.824,0.7897,0.8043
398,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8026,0.824,0.7897,0.8043
399,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8026,0.824,0.7897,0.8043
400,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8026,0.824,0.7897,0.8043
401,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8026,0.824,0.7897,0.8043
402,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8026,0.824,0.7897,0.8043
403,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8047,0.824,0.7897,0.8045
404,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8026,0.7897,0.8047,0.824,0.7897,0.8045
405,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
406,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
407,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
408,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
409,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
410,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
411,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8047,0.824,0.7897,0.8047
412,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8049
413,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8049
414,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8049
415,0.7897,0.8155,0.7961,0.8069,0.8155,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8049
416,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
417,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
418,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
419,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
420,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
421,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
422,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8047,0.7897,0.8069,0.824,0.7897,0.8051
423,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8069,0.7897,0.8069,0.824,0.7897,0.8054
424,0.7897,0.8155,0.7961,0.8069,0.8176,0.8004,0.824,0.8069,0.7897,0.8069,0.824,0.7897,0.8054
