timestamp,legacy_cs4231a4,legacy_cs4231a5,legacy_cs4231a9,legacy_cs4231a8,legacy_cs4231a0,legacy_cs4231a1,legacy_cs4231a2,legacy_cs4231a3,legacy_cs4231a6,max,min,avg
8858,0.5725,0.5725,0.3551,0.6014,0.6449,0.5797,0.3333,0.6304,0.5435,0.6449,0.3333,0.537
8870,0.5725,0.471,0.3551,0.6014,0.6449,0.5797,0.3333,0.6304,0.5435,0.6449,0.3333,0.5258
8890,0.5725,0.471,0.4348,0.6014,0.6449,0.5797,0.3333,0.6304,0.5435,0.6449,0.3333,0.5346
8891,0.5725,0.471,0.413,0.6014,0.6449,0.5797,0.3333,0.6304,0.5435,0.6449,0.3333,0.5322
8908,0.5725,0.471,0.413,0.6014,0.6449,0.5797,0.3333,0.6304,0.5362,0.6449,0.3333,0.5314
8931,0.5725,0.471,0.413,0.6014,0.4203,0.5797,0.3333,0.6304,0.5362,0.6304,0.3333,0.5064
8935,0.5725,0.471,0.413,0.6014,0.4203,0.5797,0.3333,0.6304,0.5362,0.6304,0.3333,0.5064
8944,0.5725,0.471,0.413,0.6014,0.4203,0.5797,0.3333,0.6304,0.6377,0.6377,0.3333,0.5177
8946,0.5725,0.471,0.413,0.6014,0.4203,0.5797,0.3333,0.4493,0.6377,0.6377,0.3333,0.4976
8957,0.5725,0.471,0.413,0.6159,0.4203,0.5797,0.3333,0.4493,0.6377,0.6377,0.3333,0.4992
8960,0.5725,0.471,0.413,0.6159,0.4203,0.5797,0.3333,0.4493,0.6957,0.6957,0.3333,0.5056
8961,0.5725,0.471,0.413,0.6159,0.4203,0.5797,0.6159,0.4493,0.6957,0.6957,0.413,0.537
8974,0.5725,0.471,0.3406,0.6159,0.4203,0.5797,0.6159,0.4493,0.6957,0.6957,0.3406,0.529
9011,0.6667,0.471,0.3406,0.6159,0.4203,0.5797,0.6159,0.4493,0.6957,0.6957,0.3406,0.5395
9020,0.6667,0.471,0.3406,0.6159,0.4203,0.471,0.6159,0.4493,0.6957,0.6957,0.3406,0.5274
9036,0.6667,0.471,0.3406,0.6159,0.4203,0.471,0.6159,0.4493,0.6449,0.6667,0.3406,0.5217
9041,0.6667,0.471,0.3406,0.6159,0.4203,0.5072,0.6159,0.4493,0.6449,0.6667,0.3406,0.5258
9054,0.6667,0.471,0.3406,0.6159,0.4203,0.5072,0.6159,0.7029,0.6449,0.7029,0.3406,0.5539
9060,0.6667,0.471,0.3406,0.6159,0.4203,0.5072,0.6159,0.7029,0.6594,0.7029,0.3406,0.5555
9061,0.6667,0.471,0.3406,0.3768,0.4203,0.5072,0.6159,0.7029,0.6594,0.7029,0.3406,0.529
9062,0.6667,0.471,0.3406,0.3913,0.4203,0.5072,0.6159,0.6377,0.6594,0.6667,0.3406,0.5233
9106,0.6667,0.471,0.3406,0.3913,0.4493,0.5072,0.6159,0.6377,0.6594,0.6667,0.3406,0.5266
9125,0.6667,0.471,0.5797,0.3913,0.4493,0.5072,0.6159,0.6377,0.6594,0.6667,0.3913,0.5531
9135,0.6667,0.471,0.6232,0.3913,0.4493,0.5072,0.6159,0.6377,0.6594,0.6667,0.3913,0.558
9169,0.4493,0.471,0.6232,0.3913,0.4493,0.5072,0.6159,0.6377,0.6594,0.6594,0.3913,0.5338
9170,0.3116,0.471,0.6232,0.3913,0.4493,0.5072,0.6159,0.6377,0.6594,0.6594,0.3116,0.5185
9177,0.3116,0.471,0.6232,0.3913,0.4493,0.5072,0.6377,0.6377,0.6594,0.6594,0.3116,0.5209
9286,0.3116,0.471,0.6232,0.3913,0.4493,0.3986,0.6377,0.6377,0.6594,0.6594,0.3116,0.5089
9311,0.6377,0.471,0.6232,0.3913,0.4493,0.3986,0.6377,0.6377,0.6594,0.6594,0.3913,0.5451
9322,0.6377,0.471,0.6232,0.3913,0.4493,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.5411
9325,0.6377,0.6087,0.6232,0.3913,0.4493,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.5564
9332,0.6377,0.587,0.6232,0.3913,0.4493,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.554
9340,0.6377,0.587,0.6232,0.3913,0.4493,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.554
9341,0.6377,0.587,0.6232,0.3913,0.6522,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.5765
9342,0.6377,0.4058,0.6232,0.3913,0.6522,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.5564
9351,0.6377,0.4058,0.5507,0.3913,0.6522,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.5483
9400,0.6377,0.4058,0.6449,0.3913,0.6522,0.3986,0.6014,0.6377,0.6594,0.6594,0.3913,0.5588
9410,0.6377,0.4058,0.6449,0.3913,0.6522,0.3986,0.3551,0.6377,0.6594,0.6594,0.3551,0.5314
9414,0.6377,0.4058,0.6449,0.6449,0.6522,0.3986,0.3551,0.6377,0.6594,0.6594,0.3551,0.5596
9417,0.6377,0.4058,0.6449,0.6449,0.6522,0.3986,0.3406,0.6377,0.6594,0.6594,0.3406,0.558
9419,0.6377,0.4058,0.6449,0.6449,0.6522,0.3986,0.3406,0.3986,0.6594,0.6594,0.3406,0.5314
9433,0.6377,0.4058,0.6449,0.7029,0.6522,0.3986,0.3406,0.3986,0.6594,0.7029,0.3406,0.5379
9438,0.6377,0.6739,0.6449,0.7029,0.6522,0.3986,0.3406,0.3986,0.6594,0.7029,0.3406,0.5676
9447,0.6304,0.6739,0.6449,0.7029,0.6522,0.3986,0.3406,0.3986,0.6594,0.7029,0.3406,0.5668
9455,0.7101,0.6739,0.6449,0.7029,0.6522,0.3986,0.3406,0.3986,0.6594,0.7101,0.3406,0.5757
9468,0.7101,0.6739,0.6449,0.7029,0.6522,0.3986,0.3406,0.3986,0.5362,0.7101,0.3406,0.562
9469,0.3333,0.6739,0.6449,0.7029,0.6522,0.3986,0.3406,0.3986,0.5362,0.7029,0.3333,0.5201
9553,0.3333,0.6739,0.4203,0.7029,0.6522,0.3986,0.3406,0.3986,0.5362,0.7029,0.3333,0.4952
9584,0.3333,0.6739,0.4203,0.3768,0.6522,0.3986,0.3406,0.3986,0.5362,0.6739,0.3333,0.4589
9586,0.3333,0.6739,0.4203,0.3768,0.6522,0.3986,0.3406,0.5725,0.5362,0.6739,0.3333,0.4783
9654,0.3333,0.6739,0.4203,0.3768,0.6522,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.4646
9659,0.3333,0.6739,0.3913,0.3768,0.6522,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.4614
9695,0.3333,0.6739,0.3913,0.3768,0.4348,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.4372
9719,0.3333,0.6739,0.3913,0.6594,0.4348,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.4686
9762,0.529,0.6739,0.3913,0.6594,0.4348,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.4903
9790,0.5072,0.6739,0.3913,0.6594,0.4348,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.4879
9800,0.6667,0.6739,0.3913,0.6594,0.4348,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.5056
9807,0.6667,0.6739,0.3913,0.6594,0.6304,0.2754,0.3406,0.5725,0.5362,0.6739,0.2754,0.5274
9808,0.6667,0.6739,0.3913,0.6594,0.6304,0.587,0.3406,0.5725,0.5362,0.6739,0.3406,0.562
9811,0.6667,0.6739,0.3913,0.6594,0.6304,0.4493,0.3406,0.5725,0.5362,0.6739,0.3406,0.5467
9825,0.6667,0.6739,0.3913,0.6594,0.6304,0.4493,0.3406,0.6449,0.5362,0.6739,0.3406,0.5547
9828,0.6667,0.6739,0.3913,0.6594,0.6304,0.3478,0.3406,0.6449,0.5362,0.6739,0.3406,0.5435
9850,0.6667,0.6739,0.3913,0.6594,0.6594,0.3478,0.3406,0.6449,0.5362,0.6739,0.3406,0.5467
9867,0.6667,0.6739,0.3913,0.6594,0.6594,0.3478,0.5145,0.6449,0.5362,0.6739,0.3478,0.566
9876,0.6667,0.6739,0.3913,0.6594,0.6594,0.3478,0.5145,0.4058,0.5362,0.6739,0.3478,0.5394
9878,0.6667,0.6739,0.3913,0.6594,0.4203,0.3478,0.5145,0.4058,0.5362,0.6739,0.3478,0.5129
9882,0.6667,0.6739,0.3913,0.6594,0.4203,0.3478,0.5145,0.4058,0.3261,0.6739,0.3261,0.4895
9912,0.6667,0.5145,0.3913,0.6594,0.4203,0.3478,0.5145,0.4058,0.3261,0.6667,0.3261,0.4718
9981,0.6667,0.5145,0.3913,0.6594,0.4203,0.3478,0.5145,0.4058,0.6884,0.6884,0.3478,0.5121
10000,0.6667,0.5145,0.3913,0.6594,0.4203,0.3478,0.5145,0.4058,0.6884,0.6884,0.3478,0.5121
10005,0.6667,0.5145,0.3913,0.4348,0.4203,0.3478,0.5145,0.4058,0.6884,0.6884,0.3478,0.4871
10072,0.6667,0.5145,0.3913,0.4348,0.4203,0.3478,0.5145,0.4638,0.6884,0.6884,0.3478,0.4936
10079,0.6667,0.5145,0.3913,0.4348,0.4203,0.3478,0.5145,0.3043,0.6884,0.6884,0.3043,0.4758
10090,0.5072,0.5145,0.3913,0.4348,0.4203,0.6159,0.5145,0.3043,0.6884,0.6884,0.3043,0.4879
10103,0.5072,0.5145,0.3913,0.4348,0.6377,0.6159,0.5145,0.3043,0.6884,0.6884,0.3043,0.5121
10131,0.5072,0.5145,0.3913,0.4348,0.6377,0.6159,0.5145,0.3043,0.6087,0.6377,0.3043,0.5032
10134,0.4275,0.5145,0.3913,0.4348,0.6377,0.6159,0.5145,0.3043,0.6087,0.6377,0.3043,0.4944
10193,0.4275,0.5145,0.3913,0.5942,0.6377,0.6159,0.5145,0.3043,0.6087,0.6377,0.3043,0.5121
10224,0.4275,0.5145,0.3913,0.5942,0.6377,0.6159,0.2464,0.3043,0.6087,0.6377,0.2464,0.4823
10242,0.4275,0.4928,0.3913,0.5942,0.6377,0.6159,0.2464,0.3043,0.6087,0.6377,0.2464,0.4799
10245,0.6304,0.4928,0.3913,0.5942,0.6377,0.6159,0.2464,0.3043,0.6087,0.6377,0.2464,0.5024
10252,0.558,0.4928,0.3913,0.5942,0.6377,0.6159,0.2464,0.3043,0.6087,0.6377,0.2464,0.4944
10256,0.558,0.4928,0.3913,0.5942,0.6304,0.6159,0.2464,0.3043,0.6087,0.6304,0.2464,0.4936
10259,0.558,0.4928,0.3913,0.5942,0.6304,0.6159,0.6667,0.3043,0.6087,0.6667,0.3043,0.5403
10275,0.558,0.4928,0.3913,0.529,0.6304,0.6159,0.6667,0.3043,0.6087,0.6667,0.3043,0.533
10297,0.558,0.4928,0.3913,0.529,0.6304,0.3261,0.6667,0.3043,0.6087,0.6667,0.3043,0.5008
10310,0.558,0.4928,0.3913,0.7174,0.6304,0.3261,0.6667,0.3043,0.6087,0.7174,0.3043,0.5217
10320,0.558,0.4928,0.3913,0.7174,0.6304,0.3261,0.3841,0.3478,0.6087,0.7174,0.3261,0.4952
10336,0.558,0.4928,0.6087,0.7174,0.6304,0.3261,0.3841,0.3478,0.6087,0.7174,0.3261,0.5193
10357,0.558,0.4928,0.6087,0.7174,0.6304,0.3261,0.5942,0.3478,0.6087,0.7174,0.3261,0.5427
10379,0.558,0.4928,0.6087,0.6594,0.6304,0.3261,0.5942,0.3478,0.6087,0.6594,0.3261,0.5362
10396,0.558,0.4928,0.6087,0.6594,0.6304,0.3261,0.6522,0.3478,0.6087,0.6594,0.3261,0.5427
10448,0.558,0.4928,0.3551,0.6594,0.6304,0.3261,0.6522,0.3478,0.6087,0.6594,0.3261,0.5145
10521,0.3333,0.4928,0.3551,0.6594,0.6304,0.3261,0.6522,0.3478,0.6087,0.6594,0.3261,0.4895
10545,0.3333,0.4928,0.3551,0.6594,0.6667,0.3261,0.6522,0.3478,0.6087,0.6667,0.3261,0.4936
10560,0.3333,0.4928,0.3551,0.6594,0.6667,0.3261,0.6522,0.6087,0.6087,0.6667,0.3261,0.5226
10585,0.3333,0.4928,0.3551,0.6594,0.6667,0.3261,0.6522,0.6087,0.6087,0.6667,0.3261,0.5226
10630,0.3333,0.6667,0.3551,0.6594,0.6667,0.3261,0.6522,0.6087,0.6087,0.6667,0.3261,0.5419
10631,0.3333,0.6667,0.5942,0.6594,0.6667,0.3261,0.6522,0.6087,0.6087,0.6667,0.3261,0.5684
10653,0.3333,0.6667,0.5942,0.6594,0.6667,0.6812,0.6522,0.6087,0.6087,0.6812,0.3333,0.6079
10669,0.558,0.6667,0.5942,0.6594,0.6667,0.6812,0.6522,0.6087,0.6087,0.6812,0.558,0.6329
10676,0.558,0.6667,0.5942,0.3841,0.6667,0.6812,0.6522,0.6087,0.6087,0.6812,0.3841,0.6023
10680,0.558,0.6667,0.5942,0.3841,0.6667,0.6812,0.6522,0.6087,0.6087,0.6812,0.3841,0.6023
10694,0.558,0.6667,0.5942,0.3841,0.6667,0.6812,0.6522,0.6087,0.6232,0.6812,0.3841,0.6039
10715,0.558,0.6667,0.5942,0.3841,0.6667,0.6812,0.6522,0.6087,0.6304,0.6812,0.3841,0.6047
10721,0.558,0.6667,0.5942,0.3841,0.6667,0.471,0.6522,0.6087,0.6304,0.6667,0.3841,0.5813
10723,0.558,0.6667,0.5942,0.6594,0.6667,0.471,0.6522,0.6087,0.6304,0.6667,0.471,0.6119
10732,0.558,0.6667,0.5942,0.6594,0.6377,0.471,0.6522,0.6087,0.6304,0.6667,0.471,0.6087
10779,0.558,0.6667,0.5942,0.6594,0.6377,0.471,0.6522,0.6087,0.6159,0.6667,0.471,0.6071
10781,0.558,0.6159,0.5942,0.6594,0.6377,0.471,0.6522,0.6087,0.6159,0.6594,0.471,0.6014
10789,0.558,0.7029,0.5942,0.6594,0.6377,0.471,0.6522,0.6087,0.6159,0.7029,0.471,0.6111
10793,0.558,0.7029,0.413,0.6594,0.6377,0.471,0.6522,0.6087,0.6159,0.7029,0.413,0.591
10794,0.558,0.7029,0.413,0.6594,0.6377,0.471,0.6522,0.442,0.6159,0.7029,0.413,0.5725
10807,0.558,0.7029,0.413,0.6159,0.6377,0.587,0.6522,0.442,0.6159,0.7029,0.413,0.5805
10813,0.558,0.7029,0.413,0.6159,0.6377,0.587,0.6522,0.442,0.5,0.7029,0.413,0.5676
10818,0.558,0.7029,0.413,0.6159,0.6377,0.587,0.6522,0.4493,0.5,0.7029,0.413,0.5684
10833,0.6667,0.7029,0.413,0.6159,0.6377,0.587,0.6522,0.4493,0.5,0.7029,0.413,0.5805
10836,0.4638,0.7029,0.413,0.6159,0.6377,0.587,0.6522,0.4493,0.5,0.7029,0.413,0.558
10865,0.4638,0.7029,0.413,0.6159,0.6377,0.529,0.6522,0.4493,0.5,0.7029,0.413,0.5515
10878,0.4638,0.7029,0.587,0.6159,0.6377,0.529,0.6522,0.4493,0.5,0.7029,0.4493,0.5709
10887,0.4638,0.7029,0.6377,0.6159,0.6377,0.529,0.6522,0.4493,0.5,0.7029,0.4493,0.5765
10999,0.4638,0.7029,0.6377,0.6159,0.6377,0.6739,0.6522,0.4493,0.5,0.7029,0.4493,0.5926
11004,0.4638,0.7029,0.413,0.6159,0.6377,0.6739,0.6522,0.4493,0.5,0.7029,0.413,0.5676
11005,0.4638,0.7029,0.413,0.6159,0.6377,0.6739,0.6522,0.4493,0.5,0.7029,0.413,0.5676
11012,0.4638,0.7029,0.6594,0.6159,0.6377,0.6739,0.6522,0.4493,0.5,0.7029,0.4493,0.595
11026,0.4638,0.3696,0.6594,0.6159,0.6377,0.6739,0.6522,0.4493,0.5,0.6739,0.3696,0.558
11028,0.4638,0.3696,0.6594,0.6159,0.6377,0.6739,0.6522,0.4493,0.529,0.6739,0.3696,0.5612
11036,0.4638,0.3696,0.6594,0.6159,0.6377,0.6739,0.6812,0.4493,0.529,0.6812,0.3696,0.5644
11041,0.4638,0.3696,0.6594,0.6304,0.6377,0.6739,0.6812,0.4493,0.529,0.6812,0.3696,0.566
11047,0.4638,0.3696,0.6594,0.6304,0.6377,0.6739,0.6812,0.4493,0.529,0.6812,0.3696,0.566
11086,0.4638,0.3696,0.6594,0.6014,0.6377,0.6739,0.6812,0.4493,0.529,0.6812,0.3696,0.5628
11112,0.4638,0.3696,0.6594,0.6014,0.6377,0.6739,0.6812,0.4493,0.6739,0.6812,0.3696,0.5789
11114,0.4638,0.3696,0.6594,0.6812,0.6377,0.6739,0.6812,0.4493,0.6739,0.6812,0.3696,0.5878
11134,0.4638,0.3696,0.6594,0.6812,0.6377,0.4203,0.6812,0.4493,0.6739,0.6812,0.3696,0.5596
11157,0.4638,0.3696,0.6594,0.6812,0.6377,0.5652,0.6812,0.4493,0.6739,0.6812,0.3696,0.5757
11163,0.4638,0.3696,0.6594,0.6812,0.6377,0.5652,0.6812,0.5942,0.6739,0.6812,0.3696,0.5918
11212,0.4638,0.3696,0.6594,0.6812,0.6377,0.5652,0.6812,0.6232,0.6739,0.6812,0.3696,0.595
11267,0.4638,0.3696,0.6594,0.6812,0.6377,0.5652,0.6812,0.6232,0.6739,0.6812,0.3696,0.595
11284,0.4638,0.3696,0.6594,0.6812,0.6377,0.5652,0.6812,0.5942,0.6739,0.6812,0.3696,0.5918
11300,0.4638,0.3696,0.6594,0.6812,0.6377,0.5652,0.6812,0.6232,0.6739,0.6812,0.3696,0.595
11315,0.4638,0.3696,0.6594,0.6449,0.6377,0.5652,0.6812,0.6232,0.6739,0.6812,0.3696,0.591
11319,0.4638,0.3696,0.6594,0.6449,0.6377,0.5652,0.6812,0.6232,0.2391,0.6812,0.2391,0.5427
11353,0.4638,0.3696,0.6594,0.6449,0.6377,0.5652,0.6812,0.6232,0.413,0.6812,0.3696,0.562
11359,0.4638,0.3696,0.6594,0.6449,0.5507,0.5652,0.6812,0.6232,0.413,0.6812,0.3696,0.5523
11383,0.4638,0.3696,0.6594,0.6449,0.5507,0.5652,0.6812,0.4493,0.413,0.6812,0.3696,0.533
11394,0.4638,0.3696,0.6594,0.6449,0.5507,0.6014,0.6812,0.4493,0.413,0.6812,0.3696,0.537
11434,0.4638,0.3696,0.6594,0.6449,0.5507,0.6594,0.6812,0.4493,0.413,0.6812,0.3696,0.5435
11435,0.4638,0.3696,0.6594,0.6449,0.5507,0.4493,0.6812,0.4493,0.413,0.6812,0.3696,0.5201
11455,0.6812,0.3696,0.6594,0.6449,0.5507,0.4493,0.6812,0.4493,0.413,0.6812,0.3696,0.5443
11502,0.6304,0.3696,0.6594,0.6449,0.5507,0.4493,0.6812,0.4493,0.413,0.6812,0.3696,0.5386
11515,0.6304,0.3696,0.6594,0.6449,0.5507,0.4058,0.6812,0.4493,0.413,0.6812,0.3696,0.5338
11527,0.6304,0.3696,0.6594,0.6449,0.5507,0.4058,0.6159,0.4493,0.413,0.6594,0.3696,0.5266
11546,0.6304,0.3696,0.6594,0.6449,0.5507,0.3261,0.6159,0.4493,0.413,0.6594,0.3261,0.5177
11547,0.6304,0.3696,0.5435,0.6449,0.5507,0.3261,0.6159,0.4493,0.413,0.6449,0.3261,0.5048
11556,0.6304,0.3696,0.6739,0.6449,0.5507,0.3261,0.6159,0.4493,0.413,0.6739,0.3261,0.5193
11566,0.6304,0.3696,0.6739,0.6449,0.5507,0.6014,0.6159,0.4493,0.413,0.6739,0.3696,0.5499
11657,0.6304,0.6667,0.6739,0.6449,0.5507,0.6014,0.6159,0.4493,0.413,0.6739,0.413,0.5829
11695,0.6304,0.6667,0.6739,0.6449,0.442,0.6014,0.6159,0.4493,0.413,0.6739,0.413,0.5708
11728,0.6594,0.6667,0.6739,0.6449,0.442,0.6014,0.6159,0.4493,0.413,0.6739,0.413,0.5741
11732,0.6594,0.6667,0.6739,0.6449,0.442,0.6232,0.6159,0.4493,0.413,0.6739,0.413,0.5765
11747,0.6594,0.6667,0.6739,0.6449,0.442,0.6884,0.6159,0.4493,0.413,0.6884,0.413,0.5837
11753,0.6594,0.6667,0.6739,0.6449,0.442,0.6884,0.5072,0.4493,0.413,0.6884,0.413,0.5716
11781,0.6739,0.6667,0.6739,0.6449,0.442,0.6884,0.5072,0.4493,0.413,0.6884,0.413,0.5733
11799,0.6739,0.6667,0.6739,0.6449,0.442,0.6884,0.5072,0.6522,0.413,0.6884,0.413,0.5958
11803,0.6739,0.6667,0.6739,0.6449,0.442,0.6884,0.6159,0.6522,0.413,0.6884,0.413,0.6079
11832,0.6739,0.6667,0.6739,0.6739,0.442,0.6884,0.6159,0.6522,0.413,0.6884,0.413,0.6111
11848,0.4058,0.6667,0.6739,0.6739,0.442,0.6884,0.6159,0.6522,0.413,0.6884,0.4058,0.5813
11865,0.4058,0.6667,0.6739,0.6739,0.442,0.6884,0.5725,0.6522,0.413,0.6884,0.4058,0.5765
11886,0.4058,0.6667,0.6739,0.6739,0.442,0.6232,0.5725,0.6522,0.413,0.6739,0.4058,0.5692
11932,0.4058,0.6667,0.6739,0.6739,0.442,0.6232,0.5725,0.529,0.413,0.6739,0.4058,0.5556
11987,0.4058,0.6667,0.6739,0.6739,0.442,0.6232,0.5725,0.529,0.6739,0.6739,0.4058,0.5845
12060,0.4058,0.6667,0.6739,0.6739,0.442,0.6232,0.5725,0.529,0.6739,0.6739,0.4058,0.5845
12082,0.4058,0.6667,0.6014,0.6739,0.442,0.6232,0.5725,0.529,0.6739,0.6739,0.4058,0.5765
12091,0.6594,0.6667,0.6014,0.6739,0.442,0.6232,0.5725,0.529,0.6739,0.6739,0.442,0.6047
12122,0.6594,0.6667,0.6014,0.6739,0.442,0.6232,0.4348,0.529,0.6739,0.6739,0.4348,0.5894
12224,0.6594,0.6667,0.6014,0.6739,0.442,0.6232,0.6594,0.529,0.6739,0.6739,0.442,0.6143
12243,0.6594,0.6667,0.6014,0.6739,0.442,0.6232,0.4348,0.529,0.6739,0.6739,0.4348,0.5894
12249,0.6594,0.6667,0.6014,0.6739,0.442,0.6232,0.6594,0.529,0.6739,0.6739,0.442,0.6143
12251,0.6594,0.6667,0.4565,0.6739,0.442,0.6232,0.6594,0.529,0.6739,0.6739,0.442,0.5982
12253,0.6594,0.6667,0.4783,0.6739,0.442,0.6232,0.6594,0.529,0.6739,0.6739,0.442,0.6006
12269,0.6594,0.6667,0.3696,0.6739,0.442,0.6232,0.6594,0.529,0.6739,0.6739,0.3696,0.5886
12291,0.6594,0.6667,0.3696,0.6739,0.442,0.6232,0.6594,0.6377,0.5797,0.6739,0.3696,0.5902
12312,0.6594,0.6667,0.3696,0.6739,0.442,0.3768,0.6594,0.6377,0.5797,0.6739,0.3696,0.5628
12324,0.6594,0.6667,0.3696,0.6739,0.442,0.4058,0.6594,0.6377,0.5797,0.6739,0.3696,0.566
12326,0.6594,0.6667,0.3696,0.6739,0.442,0.4058,0.5797,0.6377,0.5797,0.6739,0.3696,0.5572
12331,0.6594,0.4275,0.3696,0.6739,0.442,0.4058,0.5797,0.6377,0.5797,0.6739,0.3696,0.5306
12334,0.6594,0.4275,0.3696,0.6739,0.442,0.4058,0.5507,0.6377,0.5797,0.6739,0.3696,0.5274
12340,0.6594,0.4275,0.3696,0.6739,0.471,0.4058,0.5507,0.6377,0.5797,0.6739,0.3696,0.5306
12344,0.6594,0.6087,0.3696,0.6739,0.471,0.4058,0.5507,0.6377,0.5797,0.6739,0.3696,0.5507
12351,0.6594,0.587,0.3696,0.6739,0.471,0.4058,0.5507,0.6377,0.5797,0.6739,0.3696,0.5483
12359,0.6594,0.587,0.6522,0.6739,0.471,0.4058,0.5507,0.6377,0.5797,0.6739,0.4058,0.5797
12378,0.6594,0.587,0.6522,0.6739,0.471,0.4058,0.5507,0.4638,0.5797,0.6739,0.4058,0.5604
12422,0.4493,0.587,0.6522,0.6739,0.471,0.4058,0.5507,0.4638,0.5797,0.6739,0.4058,0.537
12438,0.6304,0.587,0.6522,0.6739,0.471,0.4058,0.5507,0.4638,0.5797,0.6739,0.4058,0.5572
12455,0.6304,0.6812,0.6522,0.6739,0.471,0.4058,0.5507,0.4638,0.5797,0.6812,0.4058,0.5676
12503,0.6304,0.6812,0.3551,0.6739,0.471,0.4058,0.5507,0.4638,0.5797,0.6812,0.3551,0.5346
12509,0.6304,0.6812,0.6594,0.6739,0.471,0.4058,0.5507,0.4638,0.5797,0.6812,0.4058,0.5684
12555,0.6304,0.6812,0.6594,0.6739,0.471,0.4058,0.5507,0.4638,0.3406,0.6812,0.3406,0.5419
12564,0.6522,0.6812,0.6594,0.6739,0.471,0.4058,0.5507,0.4638,0.3406,0.6812,0.3406,0.5443
12627,0.6522,0.6812,0.6594,0.6739,0.471,0.4058,0.6739,0.4638,0.3406,0.6812,0.3406,0.558
12676,0.6522,0.6812,0.6594,0.587,0.471,0.4058,0.6739,0.4638,0.3406,0.6812,0.3406,0.5483
12709,0.3116,0.6812,0.6594,0.587,0.471,0.4058,0.6739,0.4638,0.3406,0.6812,0.3116,0.5105
12754,0.3116,0.6812,0.4275,0.587,0.471,0.4058,0.6739,0.4638,0.3406,0.6812,0.3116,0.4847
12774,0.3116,0.6812,0.4275,0.6667,0.471,0.4058,0.6739,0.4638,0.3406,0.6812,0.3116,0.4936
12814,0.3116,0.6812,0.4275,0.6667,0.471,0.4058,0.4855,0.4638,0.3406,0.6812,0.3116,0.4726
12817,0.3116,0.6812,0.4275,0.2754,0.471,0.4058,0.4855,0.4638,0.3406,0.6812,0.2754,0.4292
12920,0.3116,0.6812,0.4275,0.5362,0.471,0.4058,0.4855,0.4638,0.3406,0.6812,0.3116,0.4581
12923,0.3116,0.6812,0.4275,0.5435,0.471,0.4058,0.4855,0.4638,0.3406,0.6812,0.3116,0.4589
12972,0.3116,0.6812,0.4275,0.5435,0.471,0.4058,0.4855,0.4638,0.4928,0.6812,0.3116,0.4759
12975,0.3116,0.6812,0.4275,0.5435,0.471,0.4058,0.4855,0.6884,0.4928,0.6884,0.3116,0.5008
13019,0.3116,0.6812,0.4275,0.5435,0.471,0.4058,0.4855,0.4638,0.4928,0.6812,0.3116,0.4759
13076,0.3116,0.6812,0.4275,0.6594,0.471,0.4058,0.4855,0.4638,0.4928,0.6812,0.3116,0.4887
13133,0.3116,0.6812,0.3551,0.6594,0.471,0.4058,0.4855,0.4638,0.4928,0.6812,0.3116,0.4807
13187,0.3116,0.6014,0.3551,0.6594,0.471,0.4058,0.4855,0.4638,0.4928,0.6594,0.3116,0.4718
13198,0.3116,0.6014,0.6667,0.6594,0.471,0.4058,0.4855,0.4638,0.4928,0.6667,0.3116,0.5064
13246,0.3116,0.6014,0.6667,0.6594,0.471,0.4058,0.4855,0.4638,0.6449,0.6667,0.3116,0.5233
13284,0.4348,0.6014,0.6667,0.6594,0.471,0.4058,0.4855,0.4638,0.6449,0.6667,0.4058,0.537
13303,0.4348,0.6014,0.6667,0.6594,0.471,0.6594,0.4855,0.4638,0.6449,0.6667,0.4348,0.5652
13434,0.4348,0.4638,0.6667,0.6594,0.471,0.6594,0.4855,0.4638,0.6449,0.6667,0.4348,0.5499
13446,0.4348,0.4638,0.6667,0.6594,0.471,0.558,0.4855,0.4638,0.6449,0.6667,0.4348,0.5387
13462,0.6304,0.4638,0.6667,0.6594,0.471,0.558,0.4855,0.4638,0.6449,0.6667,0.4638,0.5604
13470,0.6304,0.4638,0.6667,0.6232,0.471,0.558,0.4855,0.4638,0.6449,0.6667,0.4638,0.5564
13498,0.6304,0.4638,0.6667,0.6232,0.471,0.6884,0.4855,0.4638,0.6449,0.6884,0.4638,0.5709
13523,0.6304,0.4638,0.6667,0.6232,0.471,0.6884,0.4855,0.4638,0.3333,0.6884,0.3333,0.5362
13565,0.6304,0.4638,0.6667,0.6232,0.471,0.6884,0.4855,0.4638,0.5652,0.6884,0.4638,0.562
