timestamp,legacy_cs4231a4,legacy_cs4231a5,legacy_cs4231a9,legacy_cs4231a8,legacy_cs4231a0,legacy_cs4231a1,legacy_cs4231a2,legacy_cs4231a3,legacy_cs4231a6,max,min,avg
1803,0.6957,0.3913,0.4565,0.3551,0.4928,0.3261,0.6449,0.5507,0.3623,0.6957,0.3261,0.475
1804,0.6957,0.3913,0.4565,0.3551,0.4928,0.3261,0.6449,0.5507,0.7101,0.7101,0.3261,0.5137
1805,0.6957,0.3913,0.6449,0.3551,0.4928,0.3261,0.6449,0.5507,0.7101,0.7101,0.3261,0.5346
1808,0.6304,0.3913,0.6449,0.3551,0.4928,0.3261,0.6449,0.5507,0.7101,0.7101,0.3261,0.5274
1810,0.6304,0.3913,0.6449,0.3551,0.6304,0.3261,0.6449,0.5507,0.7101,0.7101,0.3261,0.5427
1811,0.6304,0.3913,0.6449,0.3551,0.6304,0.3261,0.6449,0.3986,0.7101,0.7101,0.3261,0.5258
1813,0.6304,0.3913,0.6449,0.3551,0.6304,0.3261,0.6449,0.3986,0.7101,0.7101,0.3261,0.5258
1814,0.6304,0.3913,0.6449,0.3551,0.6304,0.6812,0.5942,0.3986,0.7101,0.7101,0.3551,0.5596
1815,0.6304,0.3913,0.6449,0.3551,0.6304,0.4275,0.5942,0.3986,0.6377,0.6449,0.3551,0.5233
1818,0.6304,0.6014,0.6449,0.3551,0.6449,0.4275,0.5942,0.3986,0.6377,0.6449,0.3551,0.5483
1819,0.6304,0.6014,0.6449,0.3551,0.6449,0.4275,0.5942,0.5652,0.6377,0.6449,0.3551,0.5668
1822,0.6957,0.6014,0.6449,0.3551,0.6449,0.4275,0.5942,0.5652,0.6377,0.6957,0.3551,0.5741
1826,0.6957,0.6014,0.6449,0.3551,0.6449,0.5942,0.5942,0.5652,0.6377,0.6957,0.3551,0.5926
1827,0.6957,0.6014,0.6449,0.3551,0.6449,0.5942,0.5942,0.5652,0.5652,0.6957,0.3551,0.5845
1830,0.5,0.6014,0.6449,0.3551,0.6449,0.5942,0.5942,0.5652,0.5652,0.6449,0.3551,0.5628
1831,0.5,0.6014,0.6449,0.5652,0.6449,0.5942,0.5942,0.5652,0.5652,0.6449,0.5,0.5861
1834,0.5,0.6014,0.6449,0.5652,0.6449,0.5942,0.5942,0.5652,0.3333,0.6449,0.3333,0.5604
1835,0.5,0.6014,0.6449,0.5652,0.6449,0.6884,0.6159,0.5652,0.3333,0.6884,0.3333,0.5732
1836,0.5,0.6014,0.6522,0.5652,0.5217,0.6884,0.6159,0.5652,0.3333,0.6884,0.3333,0.5604
1838,0.5942,0.6014,0.6522,0.5652,0.5217,0.6884,0.6159,0.6522,0.3333,0.6884,0.3333,0.5805
1840,0.5942,0.6014,0.6522,0.6159,0.5217,0.6884,0.6159,0.6522,0.3333,0.6884,0.3333,0.5861
1841,0.5942,0.6014,0.6522,0.6159,0.5217,0.6884,0.6159,0.6522,0.6087,0.6884,0.5217,0.6167
1844,0.5942,0.6014,0.6522,0.6159,0.6159,0.6884,0.6159,0.6522,0.6087,0.6884,0.5942,0.6272
1845,0.5942,0.6014,0.6522,0.6159,0.6159,0.6304,0.6159,0.6522,0.6087,0.6522,0.5942,0.6208
1847,0.5942,0.6014,0.6522,0.6159,0.6159,0.6304,0.6159,0.6522,0.4638,0.6522,0.4638,0.6047
1848,0.6594,0.6014,0.6377,0.6159,0.6159,0.6304,0.6159,0.6522,0.4638,0.6594,0.4638,0.6103
1849,0.6594,0.6014,0.6377,0.6667,0.6159,0.6304,0.6159,0.6522,0.5145,0.6667,0.5145,0.6216
1850,0.6594,0.6739,0.6377,0.6667,0.6159,0.6304,0.6159,0.6522,0.5145,0.6739,0.5145,0.6296
1851,0.6594,0.6739,0.6377,0.6667,0.6159,0.6304,0.6159,0.6522,0.5362,0.6739,0.5362,0.632
1855,0.6594,0.6739,0.6377,0.6667,0.6159,0.6304,0.6304,0.6522,0.5362,0.6739,0.5362,0.6336
1858,0.6594,0.6739,0.6377,0.6667,0.5435,0.6304,0.4638,0.6522,0.5362,0.6739,0.4638,0.6071
1859,0.6594,0.6739,0.6667,0.6667,0.5435,0.6304,0.4638,0.6304,0.5362,0.6739,0.4638,0.6079
1862,0.6594,0.6739,0.6667,0.6667,0.5435,0.6304,0.4638,0.6304,0.6014,0.6739,0.4638,0.6151
1863,0.6594,0.6159,0.6667,0.6667,0.5435,0.6304,0.4638,0.6304,0.6014,0.6667,0.4638,0.6087
1865,0.6594,0.3116,0.6667,0.6667,0.5435,0.6304,0.4638,0.6304,0.6014,0.6667,0.3116,0.5749
1867,0.6594,0.3116,0.6667,0.6667,0.5145,0.6304,0.4638,0.6304,0.6014,0.6667,0.3116,0.5717
1872,0.6594,0.3116,0.6667,0.6667,0.5145,0.6304,0.4638,0.6304,0.558,0.6667,0.3116,0.5668
1873,0.6594,0.3116,0.6667,0.6667,0.5145,0.6304,0.4638,0.6304,0.3478,0.6667,0.3116,0.5435
1875,0.6594,0.6667,0.6667,0.6667,0.5145,0.6304,0.4638,0.6304,0.3478,0.6667,0.3478,0.5829
1877,0.6594,0.6667,0.6667,0.6667,0.5145,0.2826,0.4638,0.413,0.3478,0.6667,0.2826,0.5201
1880,0.6594,0.6667,0.5,0.6667,0.5145,0.2826,0.4638,0.413,0.3478,0.6667,0.2826,0.5016
1882,0.6667,0.6667,0.5,0.6667,0.6739,0.2826,0.4638,0.413,0.3478,0.6739,0.2826,0.5201
1883,0.6667,0.6667,0.5,0.6667,0.6739,0.2826,0.4638,0.413,0.5,0.6739,0.2826,0.537
1884,0.6667,0.6667,0.5,0.6522,0.6739,0.2826,0.4638,0.413,0.5,0.6739,0.2826,0.5354
1886,0.6667,0.5435,0.5,0.3986,0.6739,0.2826,0.4638,0.413,0.5,0.6739,0.2826,0.4936
1888,0.6667,0.5435,0.5,0.3986,0.6739,0.2826,0.6304,0.413,0.5,0.6739,0.2826,0.5121
1890,0.6667,0.5435,0.5,0.3986,0.5797,0.2826,0.6304,0.413,0.5,0.6667,0.2826,0.5016
1892,0.6667,0.5435,0.5,0.6449,0.5797,0.2826,0.6304,0.2971,0.5,0.6667,0.2826,0.5161
1893,0.6667,0.5435,0.5,0.6449,0.5797,0.5725,0.6304,0.2971,0.5,0.6667,0.2971,0.5483
1894,0.5797,0.5435,0.5,0.6449,0.5797,0.5725,0.6304,0.2971,0.5,0.6449,0.2971,0.5386
1897,0.5797,0.5435,0.5,0.6449,0.5797,0.5725,0.6304,0.2971,0.5072,0.6449,0.2971,0.5394
1898,0.5797,0.5435,0.5,0.6449,0.6232,0.5725,0.6304,0.2971,0.5072,0.6449,0.2971,0.5443
1899,0.5797,0.5435,0.5,0.6087,0.6232,0.5725,0.6304,0.2971,0.5072,0.6304,0.2971,0.5403
1900,0.5797,0.5435,0.5,0.6087,0.6232,0.5725,0.6232,0.2971,0.5072,0.6232,0.2971,0.5395
1902,0.5652,0.5435,0.6522,0.6087,0.6232,0.5725,0.6232,0.2971,0.5072,0.6522,0.2971,0.5548
1903,0.5652,0.5435,0.6522,0.6087,0.6232,0.5725,0.6232,0.2971,0.6739,0.6739,0.2971,0.5733
1904,0.5652,0.5435,0.471,0.6087,0.6232,0.5725,0.6232,0.2971,0.6739,0.6739,0.2971,0.5531
1908,0.5652,0.5435,0.471,0.6087,0.6232,0.5725,0.5652,0.2971,0.6739,0.6739,0.2971,0.5467
1909,0.5652,0.5435,0.471,0.6087,0.6232,0.6377,0.3913,0.2971,0.6739,0.6739,0.2971,0.5346
1910,0.6014,0.5435,0.471,0.6087,0.6232,0.6377,0.3043,0.2971,0.6739,0.6739,0.2971,0.529
1911,0.6014,0.5435,0.471,0.6087,0.6449,0.6377,0.3043,0.2971,0.6739,0.6739,0.2971,0.5314
1914,0.6014,0.5435,0.471,0.6304,0.6449,0.6377,0.3043,0.2971,0.6739,0.6739,0.2971,0.5338
1916,0.6014,0.7029,0.471,0.6304,0.6449,0.5652,0.3043,0.2971,0.6739,0.7029,0.2971,0.5435
1917,0.6014,0.7029,0.471,0.6304,0.6449,0.5652,0.3043,0.2971,0.6667,0.7029,0.2971,0.5427
1918,0.6014,0.7029,0.471,0.6304,0.6957,0.5652,0.3043,0.2971,0.6667,0.7029,0.2971,0.5483
1920,0.6014,0.7029,0.471,0.6304,0.6957,0.5652,0.6304,0.2971,0.6667,0.7029,0.2971,0.5845
1922,0.6014,0.7029,0.471,0.6304,0.6957,0.5652,0.6304,0.5797,0.6667,0.7029,0.471,0.6159
1924,0.6014,0.7029,0.5507,0.6304,0.6957,0.5652,0.6304,0.4493,0.6667,0.7029,0.4493,0.6103
1925,0.6014,0.7029,0.5507,0.6304,0.3261,0.5652,0.6304,0.4493,0.6667,0.7029,0.3261,0.5692
1927,0.6014,0.7029,0.5507,0.6884,0.3261,0.5652,0.6304,0.4493,0.5797,0.7029,0.3261,0.566
1928,0.6014,0.6739,0.5507,0.6884,0.3261,0.5652,0.6304,0.4493,0.5797,0.6884,0.3261,0.5628
1933,0.5942,0.6739,0.5507,0.6884,0.6739,0.5652,0.6304,0.4493,0.5797,0.6884,0.4493,0.6006
1935,0.5942,0.6739,0.5507,0.6884,0.6739,0.5652,0.6304,0.4493,0.5507,0.6884,0.4493,0.5974
1936,0.5942,0.6739,0.5507,0.6884,0.6739,0.5652,0.6304,0.6304,0.5507,0.6884,0.5507,0.6175
1939,0.5942,0.6739,0.5507,0.6884,0.6739,0.3261,0.6304,0.6304,0.5507,0.6884,0.3261,0.591
1942,0.5942,0.6232,0.5507,0.6304,0.6739,0.413,0.6304,0.6304,0.5507,0.6739,0.413,0.5885
1945,0.5942,0.6232,0.5507,0.6304,0.6739,0.413,0.6812,0.6304,0.5507,0.6812,0.413,0.5942
1947,0.6304,0.6232,0.5507,0.6304,0.6739,0.413,0.6812,0.6304,0.5507,0.6812,0.413,0.5982
1949,0.6304,0.6232,0.5507,0.413,0.5725,0.413,0.6812,0.6304,0.5507,0.6812,0.413,0.5628
1950,0.6304,0.6377,0.5507,0.413,0.5725,0.413,0.6812,0.6304,0.5507,0.6812,0.413,0.5644
1954,0.6739,0.6377,0.5507,0.413,0.5725,0.413,0.6812,0.6304,0.4783,0.6812,0.413,0.5612
1957,0.6739,0.6377,0.5507,0.413,0.5725,0.413,0.6377,0.6304,0.4783,0.6739,0.413,0.5564
1961,0.6739,0.6377,0.5507,0.413,0.5725,0.413,0.5725,0.6304,0.4783,0.6739,0.413,0.5491
1963,0.6739,0.6377,0.5507,0.413,0.5725,0.5652,0.5725,0.6304,0.4783,0.6739,0.413,0.566
1966,0.6739,0.6232,0.5507,0.413,0.5725,0.5652,0.5725,0.6304,0.6594,0.6739,0.413,0.5845
1967,0.6739,0.6232,0.5507,0.413,0.6884,0.5652,0.5725,0.6304,0.6594,0.6884,0.413,0.5974
1970,0.6739,0.6232,0.587,0.413,0.6884,0.5652,0.5725,0.6304,0.6594,0.6884,0.413,0.6014
1972,0.6739,0.6232,0.587,0.413,0.6884,0.5652,0.6522,0.6304,0.6594,0.6884,0.413,0.6103
1973,0.6739,0.6232,0.587,0.6884,0.6884,0.5652,0.6522,0.6304,0.6594,0.6884,0.5652,0.6409
1974,0.6594,0.6594,0.587,0.6884,0.6884,0.5652,0.6522,0.6304,0.587,0.6884,0.5652,0.6353
1978,0.6594,0.6594,0.587,0.6884,0.442,0.5652,0.6522,0.6304,0.587,0.6884,0.442,0.6079
1979,0.6594,0.6594,0.587,0.6884,0.442,0.6232,0.6522,0.6304,0.587,0.6884,0.442,0.6143
1981,0.6594,0.6594,0.587,0.6884,0.5,0.6232,0.6522,0.6304,0.587,0.6884,0.5,0.6208
1985,0.6594,0.6594,0.587,0.6884,0.5,0.6739,0.6522,0.5217,0.587,0.6884,0.5,0.6143
1989,0.6594,0.6594,0.587,0.7101,0.5,0.6739,0.6522,0.5217,0.587,0.7101,0.5,0.6167
1990,0.6594,0.6594,0.6377,0.7101,0.5,0.6739,0.6522,0.5217,0.587,0.7101,0.5,0.6224
1994,0.6594,0.6594,0.6377,0.7101,0.5,0.6739,0.6522,0.587,0.587,0.7101,0.5,0.6296
1995,0.6594,0.6594,0.6377,0.7101,0.5,0.6739,0.6522,0.587,0.4058,0.7101,0.4058,0.6095
1996,0.6594,0.6594,0.6377,0.7101,0.5,0.6739,0.6522,0.587,0.4058,0.7101,0.4058,0.6095
1998,0.6594,0.6594,0.6377,0.7101,0.5,0.6739,0.6522,0.587,0.413,0.7101,0.413,0.6103
2000,0.6594,0.6594,0.6377,0.7101,0.5,0.6739,0.6522,0.587,0.4058,0.7101,0.4058,0.6095
2006,0.6594,0.6594,0.6377,0.7101,0.5,0.4855,0.6522,0.587,0.4058,0.7101,0.4058,0.5886
2008,0.6594,0.6594,0.4855,0.7101,0.5,0.4855,0.6522,0.587,0.4058,0.7101,0.4058,0.5717
2012,0.6594,0.6594,0.4855,0.7101,0.5,0.4855,0.6377,0.587,0.4058,0.7101,0.4058,0.57
2013,0.6594,0.6594,0.4855,0.7101,0.6087,0.4855,0.6377,0.587,0.4058,0.7101,0.4058,0.5821
2014,0.6594,0.6594,0.4855,0.7101,0.6087,0.4855,0.6377,0.587,0.5507,0.7101,0.4855,0.5982
2015,0.6594,0.6594,0.4855,0.7101,0.6087,0.1594,0.6377,0.587,0.5507,0.7101,0.1594,0.562
2020,0.6594,0.6957,0.4855,0.7101,0.6087,0.1594,0.6377,0.587,0.5507,0.7101,0.1594,0.566
2024,0.6594,0.6957,0.4855,0.7101,0.6087,0.1594,0.6377,0.587,0.4855,0.7101,0.1594,0.5588
2025,0.6594,0.6957,0.4855,0.7101,0.6087,0.1594,0.6377,0.5942,0.4855,0.7101,0.1594,0.5596
2027,0.6594,0.6957,0.4855,0.6159,0.6087,0.1594,0.6377,0.5942,0.4855,0.6957,0.1594,0.5491
2028,0.6594,0.6957,0.4855,0.6159,0.442,0.1594,0.6377,0.5942,0.4855,0.6957,0.1594,0.5306
2029,0.6594,0.6957,0.4855,0.6159,0.442,0.1594,0.6377,0.442,0.4855,0.6957,0.1594,0.5137
2033,0.6594,0.6957,0.4855,0.6159,0.442,0.587,0.6377,0.442,0.4855,0.6957,0.442,0.5612
2035,0.5725,0.6957,0.4855,0.6159,0.442,0.587,0.6377,0.442,0.6594,0.6957,0.442,0.5709
2036,0.5725,0.6957,0.4855,0.6159,0.442,0.587,0.5797,0.442,0.6594,0.6957,0.442,0.5644
2038,0.5725,0.6957,0.4855,0.6957,0.442,0.587,0.5797,0.442,0.6594,0.6957,0.442,0.5733
2041,0.5725,0.6957,0.4855,0.6957,0.442,0.587,0.5797,0.442,0.5217,0.6957,0.442,0.558
2043,0.5725,0.5725,0.4855,0.6957,0.442,0.587,0.5797,0.5217,0.5217,0.6957,0.442,0.5531
2045,0.5725,0.5725,0.4855,0.6957,0.5217,0.587,0.6014,0.5217,0.5217,0.6957,0.4855,0.5644
2046,0.5725,0.5725,0.5652,0.6957,0.5217,0.587,0.6014,0.5217,0.5217,0.6957,0.5217,0.5733
2049,0.5725,0.5725,0.5072,0.6957,0.5217,0.587,0.6014,0.5217,0.5217,0.6957,0.5072,0.5668
2052,0.5725,0.5725,0.5072,0.587,0.6522,0.587,0.6014,0.5217,0.5217,0.6522,0.5072,0.5692
2054,0.5725,0.5725,0.5072,0.587,0.6522,0.587,0.6014,0.5507,0.5217,0.6522,0.5072,0.5725
2057,0.5725,0.5725,0.5072,0.587,0.6522,0.2826,0.6014,0.5507,0.5217,0.6522,0.2826,0.5386
2058,0.5725,0.5725,0.5072,0.6232,0.4928,0.2826,0.6957,0.5507,0.5217,0.6957,0.2826,0.5354
2061,0.5725,0.5725,0.5072,0.6232,0.4928,0.2826,0.6957,0.6159,0.5217,0.6957,0.2826,0.5427
2066,0.5725,0.5725,0.5072,0.6594,0.4928,0.2826,0.6957,0.6159,0.5217,0.6957,0.2826,0.5467
2067,0.5725,0.5725,0.5072,0.6594,0.4928,0.2826,0.6594,0.6159,0.5217,0.6594,0.2826,0.5427
2070,0.5725,0.5725,0.5072,0.6594,0.4928,0.2826,0.6594,0.6159,0.5,0.6594,0.2826,0.5403
2073,0.5725,0.5725,0.5072,0.6594,0.4928,0.2826,0.6594,0.6159,0.5,0.6594,0.2826,0.5403
2074,0.5725,0.5725,0.6232,0.6594,0.4928,0.2826,0.6594,0.6159,0.5,0.6594,0.2826,0.5531
2075,0.5725,0.6449,0.6232,0.6594,0.6449,0.2826,0.6594,0.6159,0.5,0.6594,0.2826,0.5781
2078,0.5725,0.6449,0.6232,0.6594,0.6449,0.3478,0.6594,0.6159,0.5,0.6594,0.3478,0.5853
2082,0.5725,0.6449,0.6232,0.6594,0.6449,0.3478,0.6594,0.6377,0.5,0.6594,0.3478,0.5878
2084,0.5725,0.6449,0.6232,0.6594,0.558,0.3478,0.6594,0.6377,0.5,0.6594,0.3478,0.5781
2088,0.6304,0.6449,0.6159,0.6594,0.558,0.3478,0.6594,0.6377,0.5,0.6594,0.3478,0.5837
2089,0.6304,0.6449,0.6159,0.6594,0.558,0.3478,0.6594,0.6159,0.5,0.6594,0.3478,0.5813
2096,0.6304,0.6449,0.6159,0.6594,0.558,0.3478,0.6594,0.5435,0.5,0.6594,0.3478,0.5733
2097,0.6304,0.6449,0.6159,0.6594,0.558,0.3478,0.6594,0.5435,0.5,0.6594,0.3478,0.5733
2098,0.6377,0.6884,0.6159,0.6594,0.558,0.3478,0.6594,0.5435,0.5,0.6884,0.3478,0.5789
2102,0.6377,0.6884,0.6159,0.6594,0.558,0.3478,0.6594,0.5435,0.5652,0.6884,0.3478,0.5861
2106,0.6377,0.6884,0.6159,0.6594,0.558,0.4203,0.6594,0.5435,0.5652,0.6884,0.4203,0.5942
2107,0.6377,0.6884,0.6159,0.6594,0.558,0.3333,0.6594,0.6594,0.5652,0.6884,0.3333,0.5974
2108,0.6377,0.6884,0.6159,0.6087,0.558,0.3333,0.6594,0.6594,0.5652,0.6884,0.3333,0.5918
2111,0.6449,0.6884,0.6159,0.6087,0.558,0.3333,0.6594,0.6594,0.5652,0.6884,0.3333,0.5926
2112,0.6449,0.6884,0.6159,0.6087,0.558,0.5145,0.6594,0.6594,0.5652,0.6884,0.5145,0.6127
2113,0.6449,0.6884,0.6159,0.6087,0.6594,0.5145,0.6594,0.6594,0.5652,0.6884,0.5145,0.624
2114,0.6449,0.471,0.6159,0.6087,0.6594,0.5145,0.6594,0.6594,0.5652,0.6594,0.471,0.5998
2117,0.6449,0.471,0.6014,0.6087,0.6594,0.5145,0.6594,0.6594,0.5652,0.6594,0.471,0.5982
2120,0.6449,0.471,0.6014,0.6594,0.6594,0.5145,0.6594,0.6594,0.5652,0.6594,0.471,0.6038
2121,0.6449,0.471,0.6014,0.6594,0.6594,0.5145,0.6449,0.6594,0.5652,0.6594,0.471,0.6022
2124,0.6449,0.471,0.6014,0.6594,0.6739,0.5145,0.6449,0.6594,0.5652,0.6739,0.471,0.6038
2127,0.6449,0.471,0.6377,0.6957,0.6739,0.5145,0.6449,0.6594,0.6957,0.6957,0.471,0.6264
2131,0.6449,0.471,0.6377,0.6957,0.6739,0.5145,0.5072,0.6594,0.6957,0.6957,0.471,0.6111
2133,0.6449,0.471,0.6377,0.6739,0.6739,0.5145,0.5072,0.4493,0.6957,0.6957,0.4493,0.5853
2138,0.6449,0.471,0.6667,0.6739,0.6739,0.5145,0.5072,0.4493,0.6957,0.6957,0.4493,0.5886
2140,0.6304,0.471,0.6667,0.6739,0.6739,0.5145,0.5072,0.4493,0.6957,0.6957,0.4493,0.587
2141,0.6304,0.471,0.6667,0.6739,0.6739,0.5145,0.5072,0.4493,0.558,0.6739,0.4493,0.5717
2143,0.4565,0.471,0.6667,0.6739,0.6377,0.5145,0.5072,0.4493,0.558,0.6739,0.4493,0.5483
2144,0.4565,0.471,0.6667,0.6739,0.6377,0.5145,0.6522,0.4493,0.558,0.6739,0.4493,0.5644
2146,0.4565,0.471,0.6667,0.6739,0.6377,0.4565,0.6522,0.4493,0.558,0.6739,0.4493,0.558
2147,0.4565,0.471,0.6667,0.6739,0.6377,0.3478,0.6522,0.4493,0.558,0.6739,0.3478,0.5459
2148,0.4565,0.471,0.6667,0.6739,0.6377,0.3478,0.6522,0.2681,0.558,0.6739,0.2681,0.5258
2149,0.4565,0.471,0.6594,0.6739,0.6377,0.3478,0.6522,0.2681,0.558,0.6739,0.2681,0.525
2150,0.4565,0.471,0.6594,0.6739,0.6377,0.3478,0.5217,0.2681,0.558,0.6739,0.2681,0.5105
2151,0.4565,0.587,0.6594,0.6739,0.6377,0.3478,0.5217,0.2681,0.558,0.6739,0.2681,0.5233
2154,0.4565,0.587,0.6594,0.6739,0.6377,0.3478,0.4783,0.2681,0.558,0.6739,0.2681,0.5185
2155,0.4565,0.587,0.6594,0.6739,0.6377,0.3478,0.4783,0.2681,0.5435,0.6739,0.2681,0.5169
2156,0.4565,0.587,0.6594,0.6739,0.6377,0.3478,0.4565,0.2681,0.3623,0.6739,0.2681,0.4944
2159,0.4565,0.587,0.6594,0.5072,0.6377,0.6812,0.4565,0.2681,0.3623,0.6812,0.2681,0.5129
2162,0.5725,0.587,0.6594,0.5072,0.6377,0.6812,0.4565,0.2681,0.3623,0.6812,0.2681,0.5258
2164,0.5725,0.587,0.6594,0.5072,0.6377,0.6812,0.4565,0.587,0.3623,0.6812,0.3623,0.5612
2166,0.5725,0.587,0.6594,0.5072,0.6377,0.6812,0.4565,0.587,0.5797,0.6812,0.4565,0.5854
2167,0.5725,0.587,0.6594,0.5072,0.6377,0.6159,0.4565,0.587,0.5797,0.6594,0.4565,0.5781
2168,0.5725,0.6522,0.6594,0.5072,0.6377,0.6159,0.4565,0.587,0.5797,0.6594,0.4565,0.5853
2169,0.5725,0.6522,0.6594,0.587,0.587,0.6159,0.4565,0.587,0.5797,0.6594,0.4565,0.5886
2171,0.5725,0.6522,0.6594,0.587,0.587,0.6159,0.4565,0.5507,0.5797,0.6594,0.4565,0.5845
2173,0.5725,0.6522,0.3986,0.3986,0.587,0.6159,0.4565,0.5507,0.5797,0.6522,0.3986,0.5346
2175,0.5725,0.6522,0.3986,0.3986,0.587,0.6159,0.4565,0.5507,0.5725,0.6522,0.3986,0.5338
2176,0.6594,0.6522,0.3986,0.3986,0.587,0.6159,0.6594,0.5507,0.5725,0.6594,0.3986,0.566
2177,0.6594,0.6522,0.3986,0.529,0.587,0.6159,0.6594,0.5507,0.5725,0.6594,0.3986,0.5805
2180,0.6594,0.7029,0.3986,0.529,0.6594,0.6159,0.6594,0.5507,0.5725,0.7029,0.3986,0.5942
2181,0.6594,0.7029,0.3986,0.529,0.6594,0.558,0.6594,0.5507,0.5725,0.7029,0.3986,0.5878
2182,0.6594,0.4348,0.3986,0.529,0.6594,0.558,0.6594,0.5507,0.5725,0.6594,0.3986,0.558
2184,0.6594,0.4348,0.3986,0.6449,0.6594,0.558,0.6594,0.5507,0.5725,0.6594,0.3986,0.5709
2185,0.6594,0.4348,0.3986,0.6449,0.6594,0.558,0.6594,0.4638,0.5725,0.6594,0.3986,0.5612
2187,0.4928,0.4348,0.6087,0.6449,0.6594,0.558,0.6594,0.4638,0.5725,0.6594,0.4348,0.566
2190,0.4928,0.4348,0.6087,0.6449,0.6594,0.558,0.6522,0.4638,0.5725,0.6594,0.4348,0.5652
2193,0.4928,0.6304,0.6087,0.6449,0.6594,0.558,0.6522,0.4638,0.5725,0.6594,0.4638,0.587
2194,0.4928,0.6304,0.6087,0.6449,0.6594,0.5797,0.6522,0.4638,0.5725,0.6594,0.4638,0.5894
2195,0.4928,0.6304,0.6087,0.6449,0.6594,0.4348,0.6522,0.4638,0.5725,0.6594,0.4348,0.5733
2196,0.4928,0.6304,0.3913,0.6449,0.6594,0.4348,0.6522,0.4638,0.5725,0.6594,0.3913,0.5491
2197,0.4928,0.6304,0.3913,0.6449,0.6594,0.4348,0.6522,0.4638,0.6594,0.6594,0.3913,0.5588
2205,0.4928,0.6304,0.3913,0.6449,0.6812,0.4348,0.6522,0.4638,0.6594,0.6812,0.3913,0.5612
2207,0.4928,0.6304,0.3913,0.6884,0.6812,0.4348,0.6522,0.4638,0.6594,0.6884,0.3913,0.566
2208,0.4928,0.6304,0.3913,0.6884,0.6812,0.4348,0.6522,0.6812,0.6594,0.6884,0.3913,0.5902
2212,0.6377,0.6304,0.3913,0.6884,0.6812,0.4348,0.6522,0.6812,0.6594,0.6884,0.3913,0.6063
2219,0.6377,0.6304,0.3913,0.6667,0.6812,0.4348,0.6522,0.6812,0.6594,0.6812,0.3913,0.6039
2221,0.6377,0.6522,0.3913,0.6667,0.6812,0.4348,0.6522,0.6812,0.6594,0.6812,0.3913,0.6063
2223,0.6377,0.6522,0.3913,0.6667,0.6087,0.4348,0.6522,0.6812,0.6594,0.6812,0.3913,0.5982
2225,0.6377,0.6522,0.3913,0.6667,0.6087,0.4348,0.6522,0.6812,0.6522,0.6812,0.3913,0.5974
2226,0.6377,0.6522,0.3913,0.6667,0.3696,0.4348,0.6522,0.6812,0.6522,0.6812,0.3696,0.5709
2229,0.6377,0.6522,0.3913,0.6667,0.4855,0.4348,0.6522,0.6812,0.6522,0.6812,0.3913,0.5838
2230,0.6377,0.6522,0.3913,0.5,0.4855,0.4348,0.6522,0.6812,0.6522,0.6812,0.3913,0.5652
2232,0.6957,0.6522,0.3913,0.442,0.4855,0.4348,0.6522,0.6812,0.6522,0.6957,0.3913,0.5652
2234,0.6957,0.6522,0.3913,0.442,0.4855,0.4928,0.6522,0.6812,0.6522,0.6957,0.3913,0.5717
2237,0.6957,0.6522,0.3913,0.442,0.4855,0.4928,0.587,0.6812,0.6522,0.6957,0.3913,0.5644
2239,0.5362,0.6522,0.3913,0.442,0.4855,0.4928,0.587,0.6812,0.6522,0.6812,0.3913,0.5467
2243,0.5362,0.7174,0.3913,0.442,0.4855,0.4928,0.587,0.6812,0.6522,0.7174,0.3913,0.554
2246,0.6812,0.7174,0.3913,0.442,0.4855,0.4928,0.587,0.6812,0.6522,0.7174,0.3913,0.5701
2247,0.3551,0.7174,0.3913,0.442,0.4855,0.4928,0.587,0.6812,0.6739,0.7174,0.3551,0.5362
2251,0.3551,0.7174,0.5725,0.442,0.4855,0.4928,0.587,0.6812,0.6739,0.7174,0.3551,0.5564
2253,0.3551,0.7174,0.5725,0.5652,0.4855,0.5507,0.587,0.6812,0.6739,0.7174,0.3551,0.5765
2255,0.3551,0.7174,0.5725,0.5652,0.4855,0.5507,0.3696,0.6812,0.6739,0.7174,0.3551,0.5523
2261,0.3551,0.7174,0.6159,0.5652,0.4855,0.5507,0.3696,0.6812,0.6739,0.7174,0.3551,0.5572
2264,0.3551,0.7174,0.6159,0.5652,0.4855,0.6232,0.3696,0.6812,0.6739,0.7174,0.3551,0.5652
2265,0.3551,0.7174,0.6159,0.4855,0.4855,0.6232,0.3696,0.6812,0.6739,0.7174,0.3551,0.5564
2266,0.6884,0.7174,0.6159,0.4855,0.4855,0.6232,0.3696,0.6812,0.6739,0.7174,0.3696,0.5934
2267,0.6884,0.7174,0.6159,0.4855,0.4855,0.6232,0.5435,0.6812,0.6739,0.7174,0.4855,0.6127
2269,0.6884,0.7174,0.6159,0.4855,0.4348,0.6232,0.5435,0.6812,0.6739,0.7174,0.4348,0.6071
2271,0.6884,0.7174,0.6159,0.4855,0.4348,0.6232,0.5435,0.6812,0.6449,0.7174,0.4348,0.6039
2276,0.6884,0.7174,0.6159,0.4855,0.5797,0.6232,0.5435,0.6812,0.6449,0.7174,0.4855,0.62
2279,0.6884,0.7174,0.6377,0.4855,0.5797,0.6232,0.5435,0.6812,0.6812,0.7174,0.4855,0.6264
2282,0.6884,0.7174,0.6377,0.5652,0.5797,0.6232,0.5435,0.6812,0.6812,0.7174,0.5435,0.6353
