timestamp,legacy_ac971,legacy_ac972,legacy_ac979,legacy_ac977,legacy_ac973,legacy_ac970,legacy_ac976,legacy_ac978,legacy_ac975,legacy_ac974,max,min,avg
9399,0.7077,0.6093,0.5191,0.2705,0.582,0.7186,0.6421,0.6339,0.0,0.7568,0.7568,0.2705,0.544
9410,0.7077,0.6093,0.5191,0.2705,0.582,0.612,0.6421,0.6339,0.0,0.7568,0.7568,0.2705,0.5333
9424,0.7077,0.6093,0.5191,0.2705,0.582,0.612,0.6421,0.6803,0.0,0.7568,0.7568,0.2705,0.538
9445,0.7077,0.6093,0.5191,0.2705,0.582,0.612,0.6421,0.6803,0.0,0.6995,0.7077,0.2705,0.5323
9447,0.7077,0.6093,0.5984,0.2705,0.582,0.612,0.6421,0.6803,0.0,0.6995,0.7077,0.2705,0.5402
9451,0.7213,0.6093,0.5984,0.2705,0.582,0.612,0.6421,0.6803,0.0,0.6995,0.7213,0.2705,0.5415
9458,0.7213,0.6093,0.5984,0.194,0.582,0.612,0.6421,0.6803,0.0,0.6995,0.7213,0.194,0.5339
9470,0.7213,0.6093,0.5984,0.194,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.7213,0.194,0.5109
9482,0.7213,0.6093,0.5984,0.3825,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.7213,0.3825,0.5298
9486,0.7213,0.6093,0.5984,0.5109,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.7213,0.3825,0.5426
9487,0.7213,0.6093,0.5984,0.3087,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.7213,0.3087,0.5224
9505,0.7213,0.6093,0.5984,0.2459,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.7213,0.2459,0.5161
9513,0.5984,0.6093,0.5984,0.2459,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.6995,0.2459,0.5038
9517,0.5984,0.6093,0.5984,0.612,0.582,0.3825,0.6421,0.6803,0.0,0.6995,0.6995,0.3825,0.5404
9520,0.5984,0.6093,0.5984,0.612,0.582,0.4563,0.6421,0.6803,0.0,0.6995,0.6995,0.4563,0.5478
9523,0.5984,0.6093,0.5984,0.612,0.582,0.4563,0.6421,0.582,0.0,0.6721,0.6721,0.4563,0.5353
9531,0.6393,0.6093,0.5984,0.612,0.582,0.4563,0.6421,0.582,0.0,0.6721,0.6721,0.4563,0.5393
9532,0.6393,0.6093,0.5984,0.2705,0.582,0.4563,0.6421,0.582,0.0,0.6721,0.6721,0.2705,0.5052
9540,0.6393,0.6093,0.5984,0.2705,0.582,0.4563,0.6421,0.623,0.0,0.6721,0.6721,0.2705,0.5093
9547,0.6393,0.6093,0.5984,0.1831,0.582,0.4563,0.6421,0.623,0.0,0.6721,0.6721,0.1831,0.5006
9558,0.6858,0.6093,0.5984,0.1831,0.582,0.4563,0.6421,0.623,0.0,0.6721,0.6858,0.1831,0.5052
9561,0.6858,0.6093,0.5984,0.1831,0.582,0.4563,0.2049,0.623,0.0,0.6721,0.6858,0.1831,0.4615
9564,0.6858,0.6093,0.5984,0.1831,0.582,0.4563,0.2049,0.6202,0.0,0.6721,0.6858,0.1831,0.4612
9567,0.6858,0.6093,0.5984,0.2486,0.582,0.4563,0.2049,0.6202,0.0,0.6721,0.6858,0.2049,0.4678
9571,0.6858,0.6093,0.5984,0.1913,0.582,0.4563,0.2049,0.6202,0.0,0.6721,0.6858,0.1913,0.462
9578,0.6858,0.6093,0.5984,0.6284,0.582,0.4563,0.2049,0.6202,0.0,0.6721,0.6858,0.2049,0.5057
9587,0.6858,0.6093,0.5984,0.6284,0.7541,0.4563,0.2049,0.6202,0.0,0.6721,0.7541,0.2049,0.523
9588,0.6858,0.6093,0.5984,0.6667,0.7541,0.4563,0.2049,0.6202,0.0,0.6721,0.7541,0.2049,0.5268
9598,0.6858,0.6202,0.5984,0.6667,0.7541,0.4563,0.2049,0.6202,0.0,0.6721,0.7541,0.2049,0.5279
9599,0.6858,0.6202,0.5984,0.6667,0.7541,0.694,0.2049,0.6202,0.0,0.6721,0.7541,0.2049,0.5516
9625,0.6858,0.6202,0.5984,0.1831,0.7541,0.694,0.2049,0.6202,0.0,0.6721,0.7541,0.1831,0.5033
9627,0.6858,0.6202,0.5984,0.1831,0.7541,0.694,0.1967,0.6202,0.0,0.6721,0.7541,0.1831,0.5025
9628,0.724,0.6202,0.5984,0.1831,0.7541,0.694,0.1967,0.6202,0.0,0.6721,0.7541,0.1831,0.5063
9629,0.724,0.3852,0.5984,0.1831,0.7541,0.694,0.1967,0.6202,0.0,0.6721,0.7541,0.1831,0.4828
9636,0.724,0.3852,0.5984,0.3197,0.7541,0.694,0.1967,0.6202,0.0,0.6721,0.7541,0.1967,0.4964
9656,0.653,0.3852,0.5984,0.3197,0.7541,0.694,0.1967,0.6202,0.0,0.6721,0.7541,0.1967,0.4893
9657,0.653,0.3852,0.5984,0.7213,0.7541,0.694,0.1967,0.5273,0.0,0.6721,0.7541,0.1967,0.5202
9658,0.653,0.3852,0.6448,0.7213,0.7541,0.694,0.1967,0.5273,0.0,0.6721,0.7541,0.1967,0.5249
9666,0.653,0.3852,0.6448,0.7213,0.7541,0.694,0.1967,0.1776,0.0,0.6721,0.7541,0.1776,0.4899
9673,0.653,0.3852,0.6448,0.7213,0.6885,0.694,0.1967,0.1776,0.0,0.6721,0.7213,0.1776,0.4833
9675,0.653,0.3852,0.6448,0.7213,0.388,0.694,0.1967,0.1776,0.0,0.6721,0.7213,0.1776,0.4533
9678,0.653,0.3852,0.6448,0.7213,0.388,0.694,0.1967,0.1858,0.0,0.6721,0.7213,0.1858,0.4541
9699,0.653,0.3852,0.6448,0.7213,0.388,0.694,0.1967,0.1858,0.0,0.6366,0.7213,0.1858,0.4505
9711,0.653,0.3852,0.6448,0.7213,0.571,0.694,0.1967,0.1858,0.0,0.6366,0.7213,0.1858,0.4688
9721,0.6284,0.3852,0.6448,0.7213,0.571,0.694,0.1967,0.1858,0.0,0.6366,0.7213,0.1858,0.4664
9731,0.6284,0.3852,0.4754,0.7213,0.571,0.694,0.1967,0.1858,0.0,0.6366,0.7213,0.1858,0.4494
9732,0.6284,0.3852,0.4754,0.7213,0.571,0.6202,0.1967,0.1858,0.0,0.6366,0.7213,0.1858,0.4421
9734,0.6284,0.3852,0.4754,0.7213,0.571,0.6202,0.1967,0.3224,0.0,0.6366,0.7213,0.1967,0.4557
9744,0.6284,0.3852,0.4754,0.5874,0.571,0.6202,0.1967,0.3224,0.0,0.6366,0.6366,0.1967,0.4423
9752,0.6284,0.3852,0.4754,0.5874,0.571,0.6202,0.1967,0.4126,0.0,0.6366,0.6366,0.1967,0.4514
9753,0.6284,0.3852,0.4754,0.5874,0.571,0.6202,0.1967,0.3825,0.0,0.6366,0.6366,0.1967,0.4483
9756,0.6284,0.3852,0.4754,0.5874,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.6284,0.1967,0.4358
9757,0.6093,0.3852,0.4754,0.5874,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.6202,0.1967,0.4339
9759,0.6093,0.3852,0.6038,0.5874,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.6202,0.1967,0.4467
9768,0.6093,0.3852,0.6038,0.7459,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.7459,0.1967,0.4625
9770,0.6093,0.6749,0.6038,0.7459,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.7459,0.1967,0.4915
9776,0.6093,0.6749,0.6038,0.6803,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.6803,0.1967,0.485
9780,0.6093,0.6093,0.6038,0.6803,0.571,0.6202,0.1967,0.3825,0.0,0.5109,0.6803,0.1967,0.4784
9788,0.6093,0.6093,0.6038,0.6803,0.571,0.6202,0.1967,0.6885,0.0,0.5109,0.6885,0.1967,0.509
9795,0.6093,0.6093,0.6038,0.6803,0.571,0.6202,0.1967,0.6885,0.0,0.6284,0.6885,0.1967,0.5207
9801,0.6093,0.6093,0.276,0.6803,0.571,0.6202,0.1967,0.6885,0.0,0.6284,0.6885,0.1967,0.488
9812,0.6093,0.6093,0.276,0.7514,0.571,0.6202,0.1967,0.6885,0.0,0.6284,0.7514,0.1967,0.4951
9821,0.6093,0.6093,0.276,0.7514,0.5956,0.6202,0.1967,0.6885,0.0,0.6284,0.7514,0.1967,0.4975
9825,0.6093,0.6093,0.276,0.7514,0.5956,0.6202,0.1967,0.6366,0.0,0.6284,0.7514,0.1967,0.4923
9829,0.6093,0.6093,0.276,0.7514,0.5956,0.6202,0.7268,0.6366,0.0,0.6284,0.7514,0.276,0.5454
9833,0.6093,0.6093,0.276,0.7514,0.3443,0.6202,0.7268,0.6366,0.0,0.6284,0.7514,0.276,0.5202
9838,0.6093,0.6093,0.276,0.7514,0.3443,0.6202,0.7268,0.6202,0.0,0.6284,0.7514,0.276,0.5186
9846,0.6093,0.6093,0.276,0.7514,0.4836,0.6202,0.7268,0.6202,0.0,0.6284,0.7514,0.276,0.5325
9852,0.6093,0.6093,0.4754,0.7514,0.4836,0.6202,0.7268,0.6202,0.0,0.6284,0.7514,0.4754,0.5525
9853,0.6093,0.6093,0.1831,0.7514,0.4836,0.6202,0.7268,0.6202,0.0,0.6284,0.7514,0.1831,0.5232
9867,0.6093,0.6093,0.1831,0.7404,0.4836,0.6202,0.7268,0.6202,0.0,0.6284,0.7404,0.1831,0.5221
9870,0.6093,0.6093,0.1831,0.7404,0.4836,0.6202,0.7268,0.153,0.0,0.6284,0.7404,0.153,0.4754
9876,0.6093,0.6093,0.1831,0.7404,0.4836,0.6202,0.7268,0.3005,0.0,0.6284,0.7404,0.1831,0.4902
9877,0.6093,0.6093,0.1831,0.6721,0.4836,0.6202,0.7268,0.3005,0.0,0.6284,0.7268,0.1831,0.4833
9880,0.6093,0.6093,0.1831,0.6721,0.4836,0.7514,0.7268,0.3005,0.0,0.6284,0.7514,0.1831,0.4965
9881,0.6093,0.6093,0.1831,0.6721,0.7623,0.7514,0.7268,0.3005,0.0,0.6284,0.7623,0.1831,0.5243
9891,0.6093,0.3251,0.1831,0.6721,0.7623,0.7514,0.7268,0.3005,0.0,0.6284,0.7623,0.1831,0.4959
9893,0.6093,0.3251,0.3279,0.6721,0.7623,0.7514,0.7268,0.3005,0.0,0.6284,0.7623,0.3005,0.5104
9895,0.6093,0.3251,0.3852,0.6721,0.7623,0.224,0.7268,0.3005,0.0,0.6284,0.7623,0.224,0.4634
9899,0.6093,0.3251,0.3852,0.6721,0.7623,0.224,0.7268,0.3005,0.0,0.6284,0.7623,0.224,0.4634
9901,0.6093,0.3251,0.3852,0.6721,0.2951,0.224,0.7268,0.3005,0.0,0.6284,0.7268,0.224,0.4167
9905,0.5792,0.3251,0.3852,0.6721,0.2951,0.224,0.7268,0.3005,0.0,0.6284,0.7268,0.224,0.4136
9908,0.5792,0.3251,0.3852,0.6721,0.3005,0.224,0.7268,0.3005,0.0,0.6284,0.7268,0.224,0.4142
9911,0.5792,0.3005,0.3852,0.6721,0.3005,0.224,0.7268,0.3005,0.0,0.6284,0.7268,0.224,0.4117
9920,0.5792,0.3005,0.3852,0.6721,0.3005,0.6202,0.7268,0.3005,0.0,0.6284,0.7268,0.3005,0.4513
9923,0.5792,0.3005,0.3852,0.6721,0.3005,0.6202,0.7268,0.1885,0.0,0.6284,0.7268,0.1885,0.4401
9930,0.5792,0.3005,0.3852,0.6639,0.3005,0.6202,0.7268,0.1885,0.0,0.6284,0.7268,0.1885,0.4393
9935,0.5792,0.3005,0.2514,0.6639,0.3005,0.6202,0.7268,0.1885,0.0,0.6284,0.7268,0.1885,0.4259
9940,0.5792,0.3005,0.2514,0.6639,0.3005,0.6202,0.7268,0.5546,0.0,0.6284,0.7268,0.2514,0.4625
9946,0.5792,0.3005,0.2514,0.6639,0.3005,0.6202,0.6612,0.5546,0.0,0.6284,0.6639,0.2514,0.456
9953,0.5792,0.3005,0.2514,0.6639,0.3005,0.6202,0.6612,0.6339,0.0,0.6284,0.6639,0.2514,0.4639
9962,0.5792,0.7568,0.2514,0.6639,0.3005,0.6202,0.6612,0.6339,0.0,0.6284,0.7568,0.2514,0.5096
9965,0.5792,0.7568,0.2514,0.6639,0.3005,0.6339,0.6612,0.6339,0.0,0.6284,0.7568,0.2514,0.5109
9970,0.5792,0.7568,0.2514,0.6721,0.3005,0.6339,0.6612,0.6339,0.0,0.6284,0.7568,0.2514,0.5117
9976,0.5792,0.7568,0.7158,0.6721,0.3005,0.6339,0.6612,0.6339,0.0,0.6284,0.7568,0.3005,0.5582
9978,0.5792,0.7568,0.7158,0.6721,0.7623,0.6339,0.6612,0.6339,0.0,0.6066,0.7623,0.5792,0.6022
9981,0.5792,0.3907,0.7158,0.6721,0.7623,0.6339,0.6612,0.6339,0.0,0.6066,0.7623,0.3907,0.5656
9989,0.5792,0.3907,0.6066,0.6721,0.7623,0.6339,0.6612,0.6339,0.0,0.6066,0.7623,0.3907,0.5547
10011,0.5792,0.3907,0.6066,0.3169,0.7623,0.6339,0.6612,0.6339,0.0,0.6066,0.7623,0.3169,0.5191
10018,0.5792,0.3907,0.6066,0.3169,0.5109,0.6339,0.6612,0.6339,0.0,0.6066,0.6612,0.3169,0.494
10032,0.5792,0.3907,0.6066,0.3169,0.6366,0.6339,0.6612,0.6339,0.0,0.6066,0.6612,0.3169,0.5066
10036,0.5792,0.3907,0.6066,0.2842,0.6366,0.6339,0.6612,0.6339,0.0,0.6066,0.6612,0.2842,0.5033
10038,0.5792,0.3907,0.6066,0.2842,0.6366,0.6257,0.6612,0.6339,0.0,0.6066,0.6612,0.2842,0.5025
10046,0.5792,0.3907,0.6066,0.6038,0.6366,0.6257,0.2923,0.6339,0.0,0.6066,0.6366,0.2923,0.4975
10060,0.5792,0.3907,0.6066,0.6038,0.6366,0.6257,0.2923,0.6175,0.0,0.6066,0.6366,0.2923,0.4959
10097,0.5792,0.3907,0.6066,0.6038,0.6366,0.6257,0.2923,0.7213,0.0,0.6612,0.7213,0.2923,0.5117
10098,0.5792,0.3907,0.6066,0.6038,0.6366,0.224,0.2923,0.7213,0.0,0.6612,0.7213,0.224,0.4716
10103,0.5792,0.5765,0.6066,0.6038,0.6366,0.224,0.2923,0.7213,0.0,0.6612,0.7213,0.224,0.4902
10107,0.5792,0.5765,0.6066,0.6038,0.6366,0.224,0.2923,0.6503,0.0,0.6612,0.6612,0.224,0.483
10114,0.5792,0.5765,0.6831,0.6038,0.6366,0.224,0.2923,0.6503,0.0,0.6612,0.6831,0.224,0.4907
10117,0.5792,0.5765,0.6831,0.6038,0.6366,0.224,0.2923,0.6503,0.0,0.6339,0.6831,0.224,0.488
10119,0.6038,0.5765,0.6831,0.6038,0.6366,0.224,0.6011,0.6503,0.0,0.6339,0.6831,0.224,0.5213
10120,0.6038,0.5765,0.6831,0.6038,0.5519,0.224,0.6011,0.6503,0.0,0.6339,0.6831,0.224,0.5128
10133,0.6038,0.5765,0.6831,0.582,0.5519,0.224,0.6011,0.6503,0.0,0.6339,0.6831,0.224,0.5107
10135,0.6038,0.5765,0.6831,0.582,0.7077,0.224,0.6011,0.6503,0.0,0.6339,0.7077,0.224,0.5262
10143,0.6038,0.5765,0.6831,0.1967,0.7077,0.224,0.6011,0.6503,0.0,0.6339,0.7077,0.1967,0.4877
10148,0.7295,0.5765,0.6831,0.1967,0.7077,0.224,0.6011,0.6503,0.0,0.6339,0.7295,0.1967,0.5003
10149,0.7295,0.5765,0.6831,0.1967,0.3361,0.224,0.6011,0.6503,0.0,0.6339,0.7295,0.1967,0.4631
10157,0.7295,0.694,0.6831,0.1967,0.3361,0.224,0.6011,0.6503,0.0,0.6339,0.7295,0.1967,0.4749
10164,0.7295,0.694,0.6831,0.1967,0.3361,0.224,0.7404,0.6503,0.0,0.6339,0.7404,0.1967,0.4888
10170,0.7295,0.694,0.6831,0.1967,0.6366,0.224,0.7404,0.6503,0.0,0.6339,0.7404,0.1967,0.5188
10179,0.7295,0.694,0.6831,0.1967,0.6366,0.224,0.7404,0.2377,0.0,0.6339,0.7404,0.1967,0.4776
10180,0.7295,0.694,0.6831,0.1967,0.6366,0.224,0.7404,0.2432,0.0,0.6339,0.7404,0.1967,0.4781
10186,0.7295,0.571,0.1749,0.1967,0.6366,0.224,0.7404,0.2432,0.0,0.6339,0.7404,0.1749,0.415
10206,0.7295,0.571,0.1749,0.1967,0.6366,0.224,0.7404,0.2432,0.0,0.5464,0.7404,0.1749,0.4063
10217,0.7295,0.571,0.1749,0.1967,0.6366,0.2623,0.7404,0.2432,0.0,0.5464,0.7404,0.1749,0.4101
10220,0.7295,0.571,0.1749,0.1967,0.6093,0.2623,0.7404,0.2432,0.0,0.5464,0.7404,0.1749,0.4074
10225,0.7295,0.571,0.1749,0.1967,0.6093,0.2623,0.7404,0.5464,0.0,0.5464,0.7404,0.1749,0.4377
10231,0.7295,0.571,0.1749,0.1967,0.6093,0.2623,0.7404,0.5464,0.0,0.1858,0.7404,0.1749,0.4016
10233,0.7295,0.571,0.1749,0.5601,0.6093,0.2623,0.7404,0.5464,0.0,0.1858,0.7404,0.1749,0.438
10258,0.7295,0.3224,0.1749,0.5601,0.6093,0.2623,0.7404,0.5464,0.0,0.1858,0.7404,0.1749,0.4131
10259,0.7295,0.3224,0.1749,0.5601,0.4454,0.2623,0.7404,0.5464,0.0,0.1858,0.7404,0.1749,0.3967
10262,0.7295,0.3224,0.1749,0.5601,0.4454,0.2623,0.7404,0.3169,0.0,0.1858,0.7404,0.1749,0.3738
10280,0.7295,0.3224,0.1749,0.5601,0.4454,0.2623,0.7404,0.3497,0.0,0.1858,0.7404,0.1749,0.377
10282,0.7295,0.3224,0.429,0.5601,0.4454,0.2623,0.7404,0.3497,0.0,0.1858,0.7404,0.1858,0.4025
10288,0.7295,0.3224,0.6257,0.5601,0.4454,0.2623,0.7404,0.3497,0.0,0.1858,0.7404,0.1858,0.4221
10293,0.6093,0.3224,0.6257,0.5601,0.4454,0.2623,0.7404,0.3497,0.0,0.1858,0.7404,0.1858,0.4101
10299,0.6093,0.3224,0.6257,0.5601,0.4454,0.2623,0.5874,0.3497,0.0,0.1858,0.6257,0.1858,0.3948
10309,0.6093,0.3224,0.6257,0.5601,0.4454,0.6557,0.5874,0.3497,0.0,0.1858,0.6557,0.1858,0.4342
10312,0.6093,0.3224,0.6257,0.5601,0.6284,0.6557,0.5874,0.3497,0.0,0.1858,0.6557,0.1858,0.4525
10325,0.6093,0.3224,0.6967,0.5601,0.6284,0.6557,0.5874,0.306,0.0,0.1858,0.6967,0.1858,0.4552
10329,0.6093,0.3224,0.6967,0.5601,0.4399,0.6557,0.5874,0.306,0.0,0.1858,0.6967,0.1858,0.4363
10332,0.6093,0.3224,0.6967,0.5601,0.1557,0.6557,0.5874,0.306,0.0,0.1858,0.6967,0.1557,0.4079
10334,0.6093,0.3224,0.6967,0.5601,0.1557,0.6557,0.5874,0.1967,0.0,0.1858,0.6967,0.1557,0.397
10340,0.6093,0.3224,0.6967,0.5601,0.1557,0.571,0.5874,0.1967,0.0,0.1858,0.6967,0.1557,0.3885
10341,0.6093,0.3224,0.6967,0.5601,0.1557,0.571,0.5874,0.6148,0.0,0.1858,0.6967,0.1557,0.4303
10351,0.2377,0.3224,0.6967,0.5601,0.1557,0.571,0.5874,0.6148,0.0,0.1858,0.6967,0.1557,0.3932
10356,0.2377,0.3224,0.6967,0.6639,0.1557,0.571,0.5874,0.6148,0.0,0.1858,0.6967,0.1557,0.4035
10363,0.2514,0.3224,0.6967,0.6639,0.1557,0.571,0.5874,0.6148,0.0,0.1858,0.6967,0.1557,0.4049
10372,0.7404,0.3224,0.6967,0.6639,0.1557,0.571,0.5874,0.6148,0.0,0.1858,0.7404,0.1557,0.4538
10376,0.7404,0.3224,0.6967,0.5355,0.1557,0.571,0.5874,0.6148,0.0,0.1858,0.7404,0.1557,0.441
10384,0.7404,0.3224,0.6967,0.5355,0.5956,0.571,0.5874,0.6148,0.0,0.1858,0.7404,0.1858,0.485
10386,0.7404,0.3224,0.6967,0.5109,0.5956,0.571,0.5874,0.6148,0.0,0.1858,0.7404,0.1858,0.4825
10400,0.7404,0.6011,0.6967,0.5109,0.5956,0.571,0.5874,0.6148,0.0,0.1858,0.7404,0.1858,0.5104
10410,0.7404,0.6011,0.6967,0.5109,0.5956,0.571,0.5874,0.7077,0.0,0.0792,0.7404,0.0792,0.509
10419,0.7404,0.6011,0.7213,0.5109,0.5956,0.571,0.5874,0.7077,0.0,0.0792,0.7404,0.0792,0.5115
10432,0.7404,0.6011,0.7213,0.5601,0.5956,0.571,0.5874,0.7077,0.0,0.0792,0.7404,0.0792,0.5164
10434,0.7404,0.6011,0.7213,0.5601,0.5956,0.571,0.5874,0.6257,0.0,0.0792,0.7404,0.0792,0.5082
10445,0.7404,0.3798,0.7213,0.5601,0.5956,0.571,0.5874,0.6257,0.0,0.0792,0.7404,0.0792,0.486
10448,0.7404,0.3798,0.6667,0.5601,0.5956,0.571,0.5874,0.6257,0.0,0.0792,0.7404,0.0792,0.4806
10450,0.7404,0.3798,0.6667,0.7131,0.5956,0.571,0.5874,0.6257,0.0,0.0792,0.7404,0.0792,0.4959
10458,0.7404,0.3798,0.6667,0.7131,0.5956,0.571,0.5874,0.6011,0.0,0.0792,0.7404,0.0792,0.4934
10468,0.7404,0.3798,0.5055,0.7131,0.5956,0.571,0.5874,0.6011,0.0,0.0792,0.7404,0.0792,0.4773
10472,0.7404,0.6475,0.5055,0.7131,0.5956,0.571,0.5874,0.6011,0.0,0.0792,0.7404,0.0792,0.5041
10478,0.7404,0.6475,0.5055,0.6913,0.5956,0.571,0.5874,0.6011,0.0,0.0792,0.7404,0.0792,0.5019
10484,0.7404,0.6475,0.5055,0.6913,0.5956,0.571,0.2077,0.6011,0.0,0.0792,0.7404,0.0792,0.4639
10507,0.7404,0.7158,0.5055,0.6913,0.5956,0.571,0.2077,0.6011,0.0,0.0792,0.7404,0.0792,0.4708
10510,0.6995,0.7158,0.5055,0.6913,0.2814,0.571,0.2077,0.6011,0.0,0.0792,0.7158,0.0792,0.4353
10513,0.6995,0.7158,0.5055,0.6913,0.2814,0.571,0.2077,0.6448,0.0,0.0792,0.7158,0.0792,0.4396
10519,0.6995,0.7158,0.5055,0.5902,0.2814,0.571,0.2077,0.6448,0.0,0.0792,0.7158,0.0792,0.4295
10526,0.6995,0.7158,0.5055,0.5902,0.2814,0.6557,0.2077,0.6448,0.0,0.0792,0.7158,0.0792,0.438
10531,0.6995,0.7158,0.5055,0.5902,0.2814,0.6557,0.6393,0.6448,0.0,0.0792,0.7158,0.0792,0.4811
10535,0.6995,0.7158,0.5055,0.5902,0.735,0.6557,0.6393,0.6448,0.0,0.0792,0.735,0.0792,0.5265
10541,0.6995,0.7158,0.5055,0.5902,0.735,0.5738,0.6393,0.6448,0.0,0.0792,0.735,0.0792,0.5183
10546,0.6995,0.7158,0.5055,0.5902,0.735,0.5738,0.6393,0.1803,0.0,0.0792,0.735,0.0792,0.4719
10549,0.6995,0.7158,0.5055,0.1831,0.735,0.5738,0.6393,0.1803,0.0,0.0792,0.735,0.0792,0.4311
10563,0.6995,0.7158,0.5055,0.1831,0.5929,0.5738,0.6393,0.1803,0.0,0.0792,0.7158,0.0792,0.4169
10564,0.6995,0.7158,0.5055,0.1831,0.5929,0.6421,0.6393,0.1803,0.0,0.0792,0.7158,0.0792,0.4238
10566,0.6995,0.7158,0.653,0.1831,0.5929,0.6421,0.6393,0.1803,0.0,0.0792,0.7158,0.0792,0.4385
10575,0.6995,0.7158,0.653,0.1831,0.5929,0.6421,0.6393,0.1366,0.0,0.0792,0.7158,0.0792,0.4341
10592,0.6995,0.7158,0.653,0.1831,0.5929,0.6421,0.6393,0.6257,0.0,0.0792,0.7158,0.0792,0.4831
10593,0.6995,0.7158,0.653,0.1831,0.5929,0.6421,0.3333,0.6257,0.0,0.0792,0.7158,0.0792,0.4525
10595,0.5601,0.7158,0.653,0.1831,0.5929,0.5546,0.3333,0.6257,0.0,0.0792,0.7158,0.0792,0.4298
10615,0.7268,0.7158,0.653,0.1831,0.5929,0.5546,0.3333,0.6257,0.0,0.0792,0.7268,0.0792,0.4464
10629,0.7268,0.7158,0.653,0.6257,0.5929,0.5546,0.3333,0.6257,0.0,0.0792,0.7268,0.0792,0.4907
10635,0.7268,0.7158,0.653,0.6257,0.5929,0.5546,0.3333,0.6257,0.0,0.6339,0.7268,0.3333,0.5462
10665,0.7268,0.7158,0.653,0.6257,0.5929,0.5546,0.623,0.6257,0.0,0.6339,0.7268,0.5546,0.5751
10677,0.7268,0.7158,0.653,0.6257,0.5929,0.6393,0.623,0.6257,0.0,0.6339,0.7268,0.5929,0.5836
10688,0.7268,0.7158,0.653,0.724,0.5929,0.6831,0.623,0.6257,0.0,0.6339,0.7268,0.5929,0.5978
10693,0.7268,0.7459,0.653,0.724,0.5929,0.6831,0.623,0.6257,0.0,0.6339,0.7459,0.5929,0.6008
10694,0.7268,0.7459,0.653,0.7131,0.5929,0.6831,0.623,0.6257,0.0,0.6339,0.7459,0.5929,0.5997
10701,0.7268,0.7459,0.653,0.7131,0.5628,0.6831,0.623,0.6257,0.0,0.6339,0.7459,0.5628,0.5967
10711,0.7268,0.7459,0.653,0.7131,0.5628,0.6831,0.694,0.6257,0.0,0.6339,0.7459,0.5628,0.6038
10717,0.7268,0.7459,0.3443,0.7131,0.5628,0.6831,0.694,0.6257,0.0,0.6339,0.7459,0.3443,0.573
10721,0.7268,0.6366,0.3443,0.7131,0.5628,0.6831,0.694,0.6257,0.0,0.6339,0.7268,0.3443,0.562
10726,0.7268,0.6366,0.3443,0.7131,0.5628,0.6831,0.694,0.7322,0.0,0.6339,0.7322,0.3443,0.5727
10727,0.7268,0.7104,0.3443,0.7131,0.5628,0.6831,0.694,0.7322,0.0,0.6339,0.7322,0.3443,0.5801
10743,0.7268,0.7104,0.3443,0.7131,0.5628,0.6831,0.6694,0.7322,0.0,0.6339,0.7322,0.3443,0.5776
10759,0.7268,0.7104,0.3443,0.7131,0.5628,0.6831,0.6694,0.7322,0.0,0.6557,0.7322,0.3443,0.5798
10762,0.7268,0.7104,0.3443,0.7131,0.4153,0.6831,0.6694,0.7322,0.0,0.6557,0.7322,0.3443,0.565
10767,0.7268,0.7104,0.3443,0.7131,0.4153,0.6831,0.6694,0.7322,0.0,0.4235,0.7322,0.3443,0.5418
10768,0.7268,0.7104,0.3443,0.7131,0.4153,0.6667,0.6694,0.7322,0.0,0.4235,0.7322,0.3443,0.5402
10780,0.7268,0.7022,0.3443,0.7131,0.4153,0.6667,0.6694,0.7322,0.0,0.4235,0.7322,0.3443,0.5393
10815,0.7268,0.7022,0.3443,0.7131,0.4153,0.6667,0.6694,0.7322,0.0,0.429,0.7322,0.3443,0.5399
10829,0.7268,0.7022,0.3443,0.5902,0.4153,0.6667,0.6694,0.7322,0.0,0.429,0.7322,0.3443,0.5276
10836,0.7268,0.6694,0.3443,0.5902,0.4153,0.6667,0.6694,0.7322,0.0,0.429,0.7322,0.3443,0.5243
10843,0.7268,0.6694,0.3443,0.5902,0.4153,0.6667,0.6093,0.7322,0.0,0.429,0.7322,0.3443,0.5183
10849,0.7268,0.6694,0.3443,0.5956,0.4153,0.6667,0.6093,0.7322,0.0,0.429,0.7322,0.3443,0.5189
10851,0.7268,0.6694,0.3443,0.5956,0.4153,0.5765,0.6093,0.7322,0.0,0.429,0.7322,0.3443,0.5098
10854,0.7268,0.6694,0.3443,0.5956,0.4153,0.5765,0.6093,0.265,0.0,0.429,0.7268,0.265,0.4631
10862,0.7268,0.6694,0.3443,0.5956,0.7022,0.5765,0.6093,0.265,0.0,0.429,0.7268,0.265,0.4918
