timestamp,legacy_ac971,legacy_ac972,legacy_ac979,legacy_ac977,legacy_ac973,legacy_ac970,legacy_ac976,legacy_ac978,legacy_ac975,legacy_ac974,max,min,avg
2498,0.7541,0.6831,0.5,0.5109,0.5492,0.6694,0.3552,0.3087,0.0,0.7486,0.7541,0.3087,0.5079
2499,0.6175,0.6831,0.5,0.5792,0.5492,0.6694,0.3552,0.3087,0.0,0.7486,0.7486,0.3087,0.5011
2500,0.6175,0.6831,0.6503,0.5792,0.5492,0.6694,0.3552,0.3087,0.0,0.7486,0.7486,0.3087,0.5161
2501,0.3798,0.6831,0.6503,0.5792,0.5492,0.6694,0.3552,0.3087,0.0,0.7486,0.7486,0.3087,0.4923
2502,0.3798,0.6831,0.6503,0.5792,0.5492,0.6694,0.3552,0.6475,0.0,0.7486,0.7486,0.3552,0.5262
2505,0.3798,0.6831,0.6503,0.7377,0.7131,0.6694,0.3033,0.6475,0.0,0.7486,0.7486,0.3033,0.5533
2506,0.3798,0.6831,0.6503,0.7377,0.7131,0.6694,0.3033,0.1858,0.0,0.7486,0.7486,0.1858,0.5071
2507,0.3798,0.6175,0.6503,0.7377,0.7131,0.6694,0.3033,0.1858,0.0,0.7486,0.7486,0.1858,0.5005
2508,0.3798,0.6175,0.6339,0.7377,0.1831,0.6694,0.3033,0.1858,0.0,0.7486,0.7486,0.1831,0.4459
2509,0.3798,0.6175,0.6339,0.7377,0.1831,0.623,0.3033,0.1858,0.0,0.7486,0.7486,0.1831,0.4413
2512,0.3798,0.6175,0.6339,0.7377,0.1831,0.623,0.3033,0.1858,0.0,0.7158,0.7377,0.1831,0.438
2513,0.3798,0.6175,0.6339,0.7377,0.1831,0.623,0.5656,0.6803,0.0,0.7158,0.7377,0.1831,0.5137
2515,0.5765,0.6366,0.6339,0.6694,0.1831,0.623,0.5656,0.6803,0.0,0.7158,0.7158,0.1831,0.5284
2518,0.5765,0.6366,0.6339,0.6694,0.6503,0.7596,0.5656,0.6803,0.0,0.7158,0.7596,0.5656,0.5888
2520,0.5765,0.6366,0.6339,0.6694,0.6503,0.7596,0.5656,0.6803,0.0,0.6803,0.7596,0.5656,0.5853
2521,0.5956,0.6366,0.6339,0.6694,0.6503,0.7596,0.5656,0.6803,0.0,0.6803,0.7596,0.5656,0.5872
2522,0.5956,0.6366,0.6885,0.6694,0.6503,0.7596,0.5656,0.6803,0.0,0.4781,0.7596,0.4781,0.5724
2523,0.5956,0.6721,0.6885,0.6694,0.6503,0.7596,0.5656,0.6803,0.0,0.4781,0.7596,0.4781,0.5759
2524,0.5956,0.6721,0.6885,0.6694,0.6503,0.7596,0.5656,0.6803,0.0,0.5301,0.7596,0.5301,0.5811
2525,0.5956,0.6721,0.6885,0.6694,0.6503,0.7596,0.5656,0.694,0.0,0.5301,0.7596,0.5301,0.5825
2527,0.5956,0.6721,0.6885,0.6694,0.7432,0.7596,0.5656,0.694,0.0,0.5301,0.7596,0.5301,0.5918
2530,0.5956,0.6721,0.6885,0.7186,0.7432,0.7596,0.5656,0.3579,0.0,0.5301,0.7596,0.3579,0.5631
2531,0.5956,0.6721,0.6885,0.7186,0.7432,0.7596,0.5656,0.3579,0.0,0.7404,0.7596,0.3579,0.5841
2533,0.5956,0.6721,0.6421,0.7186,0.7432,0.7596,0.5656,0.3579,0.0,0.7404,0.7596,0.3579,0.5795
2537,0.5956,0.6721,0.6421,0.7186,0.7022,0.7596,0.7486,0.3579,0.0,0.7404,0.7596,0.3579,0.5937
2538,0.5956,0.6721,0.6421,0.765,0.7022,0.7596,0.7486,0.3579,0.0,0.7404,0.765,0.3579,0.5984
2539,0.6995,0.6721,0.6421,0.765,0.7022,0.7596,0.7486,0.6831,0.0,0.7404,0.765,0.6421,0.6413
2541,0.6995,0.6721,0.7268,0.765,0.7022,0.7596,0.7486,0.6831,0.0,0.7404,0.765,0.6721,0.6497
2544,0.6995,0.6393,0.7268,0.765,0.7022,0.7596,0.7486,0.6831,0.0,0.7404,0.765,0.6393,0.6464
2546,0.6366,0.6393,0.7268,0.6585,0.7022,0.7596,0.7104,0.6831,0.0,0.6093,0.7596,0.6093,0.6126
2547,0.6366,0.6393,0.7268,0.4973,0.7022,0.7596,0.7104,0.5792,0.0,0.6093,0.7596,0.4973,0.5861
2548,0.6366,0.6393,0.7268,0.4973,0.7022,0.5219,0.7104,0.5792,0.0,0.5164,0.7268,0.4973,0.553
2552,0.6366,0.276,0.7268,0.4973,0.7022,0.5219,0.7104,0.5792,0.0,0.5164,0.7268,0.276,0.5167
2553,0.7377,0.276,0.7268,0.4973,0.7022,0.5219,0.6995,0.5792,0.0,0.5164,0.7377,0.276,0.5257
2555,0.3033,0.276,0.7268,0.4973,0.7022,0.5219,0.6995,0.623,0.0,0.5164,0.7268,0.276,0.4866
2557,0.3033,0.276,0.7268,0.4973,0.7022,0.7459,0.6995,0.623,0.0,0.5164,0.7459,0.276,0.509
2559,0.3033,0.276,0.7268,0.4973,0.7022,0.7459,0.6995,0.623,0.0,0.6885,0.7459,0.276,0.5262
2562,0.6667,0.4699,0.7459,0.4973,0.7022,0.7459,0.6913,0.623,0.0,0.6885,0.7459,0.4699,0.5831
2565,0.6667,0.4699,0.7459,0.4973,0.7022,0.5792,0.6913,0.623,0.0,0.6885,0.7459,0.4699,0.5664
2568,0.6667,0.4699,0.7459,0.4973,0.1776,0.5792,0.6913,0.623,0.0,0.6885,0.7459,0.1776,0.5139
2569,0.6667,0.653,0.7459,0.2022,0.1776,0.5792,0.6913,0.623,0.0,0.6885,0.7459,0.1776,0.5027
2570,0.6667,0.653,0.735,0.2022,0.1776,0.5792,0.6913,0.623,0.0,0.6885,0.735,0.1776,0.5017
2571,0.6667,0.653,0.735,0.2022,0.1776,0.5792,0.7049,0.623,0.0,0.7951,0.7951,0.1776,0.5137
2572,0.6667,0.653,0.735,0.2022,0.1776,0.5683,0.7049,0.623,0.0,0.7951,0.7951,0.1776,0.5126
2573,0.7541,0.653,0.735,0.2022,0.1776,0.5683,0.7049,0.623,0.0,0.7951,0.7951,0.1776,0.5213
2575,0.7541,0.653,0.735,0.2022,0.1776,0.4727,0.5383,0.623,0.0,0.7951,0.7951,0.1776,0.4951
2577,0.1694,0.653,0.735,0.2022,0.1776,0.4727,0.5383,0.623,0.0,0.7951,0.7951,0.1694,0.4366
2578,0.1694,0.653,0.735,0.2022,0.1776,0.4727,0.5383,0.6284,0.0,0.7951,0.7951,0.1694,0.4372
2580,0.1694,0.6749,0.735,0.2022,0.1776,0.4727,0.5383,0.6284,0.0,0.7951,0.7951,0.1694,0.4394
2581,0.1694,0.6749,0.735,0.6448,0.1776,0.5656,0.5383,0.6284,0.0,0.6557,0.735,0.1694,0.479
2582,0.1694,0.6749,0.735,0.6448,0.5765,0.5656,0.6913,0.6284,0.0,0.6557,0.735,0.1694,0.5342
2584,0.6503,0.6749,0.735,0.6448,0.5765,0.5656,0.6913,0.6284,0.0,0.6557,0.735,0.5656,0.5822
2585,0.6503,0.6749,0.735,0.6448,0.5765,0.5656,0.6913,0.5355,0.0,0.6557,0.735,0.5355,0.573
2586,0.6503,0.6749,0.735,0.6448,0.5765,0.5656,0.6913,0.5355,0.0,0.112,0.735,0.112,0.5186
2588,0.5492,0.6749,0.735,0.6448,0.5765,0.5656,0.6913,0.5355,0.0,0.112,0.735,0.112,0.5085
2589,0.5492,0.6749,0.5383,0.6448,0.653,0.5656,0.6913,0.5355,0.0,0.112,0.6913,0.112,0.4965
2590,0.5492,0.6749,0.5383,0.6831,0.653,0.2022,0.6913,0.5355,0.0,0.112,0.6913,0.112,0.4639
2594,0.5492,0.6749,0.5383,0.6831,0.5519,0.2022,0.6913,0.5355,0.0,0.112,0.6913,0.112,0.4538
2595,0.5492,0.6749,0.5383,0.6831,0.5519,0.2022,0.735,0.1858,0.0,0.112,0.735,0.112,0.4232
2596,0.5492,0.6749,0.5383,0.6831,0.5519,0.2022,0.735,0.1913,0.0,0.112,0.735,0.112,0.4238
2597,0.5492,0.6749,0.6448,0.6831,0.5519,0.2022,0.735,0.1913,0.0,0.112,0.735,0.112,0.4344
2599,0.5492,0.7077,0.6448,0.6831,0.5519,0.2022,0.4754,0.1913,0.0,0.112,0.7077,0.112,0.4118
2601,0.5492,0.7077,0.6448,0.6831,0.6694,0.2022,0.4754,0.1913,0.0,0.112,0.7077,0.112,0.4235
2602,0.5492,0.7077,0.6448,0.6831,0.6694,0.7268,0.4754,0.1913,0.0,0.112,0.7268,0.112,0.476
2603,0.5492,0.7077,0.6448,0.6831,0.6694,0.7268,0.4754,0.5301,0.0,0.112,0.7268,0.112,0.5098
2605,0.5492,0.7077,0.6448,0.7049,0.6694,0.7268,0.4754,0.5301,0.0,0.112,0.7268,0.112,0.512
2606,0.5492,0.612,0.6448,0.7049,0.6694,0.7268,0.6585,0.5301,0.0,0.112,0.7268,0.112,0.5208
2609,0.5492,0.612,0.6448,0.7049,0.4454,0.6202,0.6585,0.5301,0.0,0.112,0.7049,0.112,0.4877
2610,0.5492,0.612,0.6448,0.7049,0.4454,0.6202,0.6585,0.5301,0.0,0.7459,0.7459,0.4454,0.5511
2611,0.5492,0.612,0.5902,0.7049,0.4454,0.6202,0.6585,0.5301,0.0,0.7459,0.7459,0.4454,0.5456
2614,0.5492,0.653,0.5902,0.7049,0.4454,0.6202,0.6585,0.6093,0.0,0.7459,0.7459,0.4454,0.5577
2616,0.5492,0.653,0.5902,0.7049,0.5874,0.5929,0.6585,0.6093,0.0,0.7459,0.7459,0.5492,0.5691
2618,0.5492,0.653,0.6776,0.7049,0.5874,0.5929,0.724,0.5847,0.0,0.7459,0.7459,0.5492,0.582
2621,0.5492,0.7186,0.6776,0.7049,0.5874,0.5929,0.724,0.5847,0.0,0.7459,0.7459,0.5492,0.5885
2623,0.5492,0.7186,0.6776,0.7049,0.7623,0.7213,0.724,0.5847,0.0,0.7459,0.7623,0.5492,0.6189
2627,0.5492,0.6066,0.6776,0.6967,0.7623,0.7213,0.724,0.5847,0.0,0.7459,0.7623,0.5492,0.6068
2629,0.5492,0.6066,0.6776,0.6967,0.623,0.7213,0.724,0.5847,0.0,0.7459,0.7459,0.5492,0.5929
2630,0.5492,0.6066,0.6776,0.6967,0.623,0.7213,0.724,0.6995,0.0,0.7459,0.7459,0.5492,0.6044
2632,0.5492,0.6066,0.6776,0.6967,0.623,0.7213,0.6011,0.6995,0.0,0.7459,0.7459,0.5492,0.5921
2633,0.5492,0.6066,0.5738,0.6557,0.623,0.7213,0.6011,0.6995,0.0,0.7459,0.7459,0.5492,0.5776
2635,0.2022,0.6066,0.5738,0.6557,0.623,0.7213,0.6011,0.6995,0.0,0.7459,0.7459,0.2022,0.5429
2636,0.2049,0.694,0.2787,0.6557,0.623,0.5902,0.6011,0.6995,0.0,0.7459,0.7459,0.2049,0.5093
2637,0.2049,0.694,0.2459,0.6557,0.6858,0.5902,0.6011,0.6995,0.0,0.7459,0.7459,0.2049,0.5123
2638,0.2049,0.694,0.2459,0.6557,0.6858,0.5902,0.6011,0.3634,0.0,0.7459,0.7459,0.2049,0.4787
2639,0.2049,0.694,0.2459,0.7568,0.6858,0.5902,0.6011,0.3634,0.0,0.7459,0.7568,0.2049,0.4888
2640,0.2049,0.694,0.2459,0.7568,0.6858,0.5902,0.7131,0.3634,0.0,0.7459,0.7568,0.2049,0.5
2641,0.2049,0.694,0.6148,0.7568,0.6858,0.5902,0.7131,0.3634,0.0,0.7459,0.7568,0.2049,0.5369
2642,0.7131,0.694,0.6148,0.7568,0.6858,0.5902,0.7131,0.3634,0.0,0.7459,0.7568,0.3634,0.5877
2643,0.7131,0.694,0.6148,0.7568,0.6885,0.6339,0.7131,0.3634,0.0,0.7404,0.7568,0.3634,0.5918
2646,0.7131,0.694,0.6148,0.7295,0.6885,0.6339,0.7131,0.3634,0.0,0.7404,0.7404,0.3634,0.5891
2648,0.7131,0.694,0.6148,0.7295,0.6885,0.5191,0.6038,0.3634,0.0,0.7404,0.7404,0.3634,0.5667
2650,0.7131,0.6366,0.6148,0.7295,0.6885,0.5191,0.6038,0.3634,0.0,0.7131,0.7295,0.3634,0.5582
2653,0.7131,0.6366,0.6148,0.735,0.6885,0.5191,0.6038,0.3634,0.0,0.7131,0.735,0.3634,0.5587
2654,0.7131,0.6366,0.6148,0.735,0.6885,0.5191,0.6038,0.6448,0.0,0.7131,0.735,0.5191,0.5869
2655,0.6421,0.6366,0.6148,0.735,0.6885,0.5191,0.6038,0.6448,0.0,0.7131,0.735,0.5191,0.5798
2657,0.6421,0.6366,0.6339,0.735,0.6885,0.5191,0.6038,0.6448,0.0,0.7131,0.735,0.5191,0.5817
2658,0.6421,0.5874,0.6339,0.735,0.6885,0.5191,0.6038,0.6448,0.0,0.7131,0.735,0.5191,0.5768
2660,0.6421,0.5874,0.6339,0.735,0.6885,0.5191,0.6038,0.1913,0.0,0.7131,0.735,0.1913,0.5314
2661,0.6421,0.5874,0.6339,0.735,0.6694,0.612,0.6038,0.1913,0.0,0.7131,0.735,0.1913,0.5388
2662,0.5628,0.5874,0.6339,0.735,0.6694,0.612,0.6038,0.1913,0.0,0.7131,0.735,0.1913,0.5309
2666,0.5628,0.5874,0.6475,0.735,0.6694,0.612,0.6038,0.1913,0.0,0.7131,0.735,0.1913,0.5322
2667,0.5628,0.6339,0.6475,0.7049,0.6038,0.612,0.6038,0.1913,0.0,0.7131,0.7131,0.1913,0.5273
2668,0.5628,0.6339,0.6475,0.7049,0.6038,0.612,0.6038,0.1913,0.0,0.6175,0.7049,0.1913,0.5177
2670,0.5628,0.6339,0.6475,0.7049,0.6038,0.6011,0.6038,0.1913,0.0,0.6175,0.7049,0.1913,0.5167
2672,0.5628,0.6339,0.6475,0.7049,0.6038,0.6011,0.1967,0.1913,0.0,0.6175,0.7049,0.1913,0.4759
2673,0.5628,0.6339,0.6475,0.7049,0.6038,0.6011,0.1967,0.724,0.0,0.6175,0.724,0.1967,0.5292
2675,0.5628,0.6339,0.6475,0.7049,0.694,0.6011,0.1967,0.724,0.0,0.6175,0.724,0.1967,0.5382
2676,0.5628,0.6339,0.6475,0.653,0.694,0.6011,0.1967,0.724,0.0,0.6175,0.724,0.1967,0.5331
2677,0.5628,0.6339,0.5929,0.653,0.694,0.6011,0.1967,0.724,0.0,0.6175,0.724,0.1967,0.5276
2680,0.5628,0.6339,0.5929,0.653,0.694,0.6011,0.612,0.724,0.0,0.6175,0.724,0.5628,0.5691
2682,0.5628,0.6339,0.5929,0.653,0.694,0.6011,0.3798,0.724,0.0,0.6175,0.724,0.3798,0.5459
2683,0.5628,0.6339,0.5929,0.735,0.694,0.6011,0.3798,0.724,0.0,0.6175,0.735,0.3798,0.5541
2684,0.5628,0.6339,0.5929,0.735,0.694,0.5191,0.3798,0.724,0.0,0.6093,0.735,0.3798,0.5451
2685,0.5628,0.7213,0.5929,0.735,0.6557,0.5191,0.3798,0.724,0.0,0.6093,0.735,0.3798,0.55
2688,0.5628,0.7213,0.5929,0.735,0.6557,0.5191,0.3798,0.6858,0.0,0.6093,0.735,0.3798,0.5462
2690,0.5628,0.7213,0.5929,0.612,0.6557,0.5191,0.3798,0.6858,0.0,0.6093,0.7213,0.3798,0.5339
2691,0.5628,0.571,0.5929,0.612,0.6557,0.5191,0.3798,0.6858,0.0,0.6093,0.6858,0.3798,0.5188
2692,0.5628,0.571,0.5929,0.612,0.6557,0.5191,0.3798,0.1967,0.0,0.6093,0.6557,0.1967,0.4699
2693,0.5628,0.571,0.5929,0.6721,0.6557,0.5191,0.3798,0.1967,0.0,0.6093,0.6721,0.1967,0.4759
2694,0.5628,0.571,0.5929,0.6721,0.6557,0.5191,0.3798,0.1967,0.0,0.6995,0.6995,0.1967,0.485
2697,0.5628,0.571,0.5929,0.6721,0.6557,0.5191,0.4945,0.1967,0.0,0.6995,0.6995,0.1967,0.4964
2698,0.5628,0.571,0.5929,0.6721,0.6557,0.5792,0.4945,0.1967,0.0,0.6995,0.6995,0.1967,0.5024
2699,0.5628,0.571,0.5929,0.6721,0.6557,0.5792,0.4945,0.1967,0.0,0.194,0.6721,0.194,0.4519
2700,0.5628,0.571,0.5929,0.6721,0.6557,0.5792,0.5055,0.1967,0.0,0.194,0.6721,0.194,0.453
2701,0.4454,0.571,0.5929,0.6721,0.6557,0.5792,0.5055,0.1967,0.0,0.194,0.6721,0.194,0.4412
2703,0.4454,0.571,0.5929,0.6721,0.6311,0.5792,0.5055,0.6721,0.0,0.194,0.6721,0.194,0.4863
2707,0.4454,0.6175,0.5929,0.6421,0.6311,0.5792,0.5055,0.6721,0.0,0.194,0.6721,0.194,0.488
2709,0.4454,0.6175,0.5929,0.6421,0.6175,0.5792,0.5055,0.6721,0.0,0.6612,0.6721,0.4454,0.5333
2711,0.4454,0.6175,0.5328,0.6421,0.6175,0.7158,0.5055,0.6721,0.0,0.6612,0.7158,0.4454,0.541
2712,0.4454,0.6175,0.5328,0.6421,0.6175,0.7158,0.5055,0.6721,0.0,0.4044,0.7158,0.4044,0.5153
2713,0.4454,0.6175,0.5328,0.6421,0.6175,0.7158,0.5055,0.6721,0.0,0.2814,0.7158,0.2814,0.503
2714,0.4454,0.6175,0.5328,0.6421,0.6175,0.7158,0.5355,0.6721,0.0,0.2814,0.7158,0.2814,0.506
2715,0.4454,0.7268,0.5328,0.6421,0.6175,0.7158,0.5355,0.5902,0.0,0.2814,0.7268,0.2814,0.5088
2716,0.429,0.7268,0.5328,0.6421,0.623,0.7158,0.5355,0.5902,0.0,0.2814,0.7268,0.2814,0.5077
2717,0.2732,0.7268,0.5328,0.6421,0.623,0.7158,0.5355,0.5902,0.0,0.2814,0.7268,0.2732,0.4921
2718,0.2732,0.7268,0.5328,0.6421,0.623,0.7158,0.5355,0.5902,0.0,0.2814,0.7268,0.2732,0.4921
2722,0.2732,0.6721,0.5328,0.6421,0.3689,0.7158,0.5355,0.5902,0.0,0.2814,0.7158,0.2732,0.4612
2724,0.6776,0.6721,0.5328,0.6421,0.3689,0.7158,0.5956,0.5902,0.0,0.2814,0.7158,0.2814,0.5077
2725,0.6776,0.6721,0.5328,0.6421,0.3689,0.6885,0.5956,0.5902,0.0,0.4426,0.6885,0.3689,0.521
2729,0.5984,0.6721,0.5328,0.5984,0.7186,0.6885,0.5956,0.6475,0.0,0.4426,0.7186,0.4426,0.5494
2730,0.5984,0.7432,0.5328,0.5984,0.7186,0.6885,0.5956,0.6475,0.0,0.4426,0.7432,0.4426,0.5566
2731,0.5984,0.7432,0.5328,0.2049,0.7186,0.6885,0.5956,0.6475,0.0,0.4426,0.7432,0.2049,0.5172
2732,0.5984,0.7432,0.5328,0.2049,0.7186,0.6885,0.6093,0.6475,0.0,0.4426,0.7432,0.2049,0.5186
2734,0.5984,0.7432,0.5328,0.2049,0.7186,0.612,0.6093,0.6475,0.0,0.4426,0.7432,0.2049,0.5109
2736,0.694,0.7432,0.5328,0.2049,0.6667,0.612,0.6093,0.6475,0.0,0.4426,0.7432,0.2049,0.5153
2737,0.694,0.7322,0.5328,0.2049,0.6667,0.612,0.4973,0.6475,0.0,0.4426,0.7322,0.2049,0.503
2738,0.694,0.2596,0.6393,0.2049,0.6667,0.612,0.4973,0.6475,0.0,0.4426,0.694,0.2049,0.4664
2739,0.694,0.2596,0.6393,0.2049,0.6667,0.612,0.4973,0.6284,0.0,0.4426,0.694,0.2049,0.4645
2741,0.694,0.2596,0.6393,0.7158,0.6667,0.612,0.4973,0.6284,0.0,0.4426,0.7158,0.2596,0.5156
2743,0.694,0.2596,0.6393,0.7158,0.6667,0.7678,0.4973,0.6284,0.0,0.4426,0.7678,0.2596,0.5312
2744,0.7295,0.2596,0.6393,0.7158,0.6667,0.7678,0.6148,0.6284,0.0,0.7568,0.7678,0.2596,0.5779
2745,0.7295,0.2596,0.6393,0.7158,0.5765,0.7678,0.6148,0.6284,0.0,0.7568,0.7678,0.2596,0.5689
2746,0.2022,0.2596,0.6393,0.7158,0.5765,0.7678,0.6148,0.6284,0.0,0.7568,0.7678,0.2022,0.5161
2749,0.2022,0.2596,0.6393,0.7158,0.5765,0.7678,0.4699,0.6284,0.0,0.7568,0.7678,0.2022,0.5016
2752,0.6148,0.4727,0.6967,0.7158,0.5765,0.7104,0.4699,0.6284,0.0,0.6202,0.7158,0.4699,0.5505
2758,0.6148,0.4727,0.6967,0.7158,0.5765,0.7104,0.4699,0.5984,0.0,0.6202,0.7158,0.4699,0.5475
2759,0.6148,0.4727,0.7158,0.7158,0.6503,0.7104,0.4699,0.5984,0.0,0.6202,0.7158,0.4699,0.5568
2760,0.6148,0.6667,0.7158,0.7158,0.6503,0.7104,0.4699,0.5984,0.0,0.6202,0.7158,0.4699,0.5762
2761,0.6148,0.6667,0.7158,0.7158,0.6503,0.7104,0.6749,0.5984,0.0,0.6202,0.7158,0.5984,0.5967
2766,0.6148,0.6667,0.6421,0.7158,0.6831,0.7104,0.6749,0.5984,0.0,0.7432,0.7432,0.5984,0.6049
2767,0.5492,0.6667,0.6421,0.6393,0.6831,0.7104,0.5546,0.5984,0.0,0.7432,0.7432,0.5492,0.5787
2771,0.5492,0.6667,0.6421,0.6393,0.6831,0.5738,0.5546,0.5984,0.0,0.7432,0.7432,0.5492,0.565
2772,0.5492,0.6667,0.6448,0.6393,0.6831,0.5738,0.5546,0.5984,0.0,0.7432,0.7432,0.5492,0.5653
2773,0.5492,0.6667,0.6448,0.6393,0.6831,0.5738,0.5546,0.5984,0.0,0.6175,0.6831,0.5492,0.5527
2774,0.5492,0.6667,0.6448,0.6393,0.6803,0.5738,0.5546,0.5984,0.0,0.6175,0.6803,0.5492,0.5525
2776,0.5492,0.582,0.6448,0.6393,0.6803,0.5738,0.5546,0.5984,0.0,0.6175,0.6803,0.5492,0.544
2778,0.5492,0.582,0.6448,0.6393,0.6803,0.7322,0.5546,0.5984,0.0,0.6175,0.7322,0.5492,0.5598
2782,0.6066,0.582,0.6448,0.6393,0.6803,0.7322,0.5546,0.5984,0.0,0.6175,0.7322,0.5546,0.5656
2783,0.6066,0.582,0.6448,0.6393,0.6612,0.7322,0.5546,0.5984,0.0,0.6175,0.7322,0.5546,0.5637
2787,0.6066,0.582,0.7432,0.6393,0.6612,0.7322,0.5546,0.5984,0.0,0.7486,0.7486,0.5546,0.5866
2789,0.6066,0.582,0.7432,0.6393,0.6612,0.8005,0.6148,0.5984,0.0,0.7486,0.8005,0.582,0.5995
2790,0.6066,0.582,0.7432,0.6038,0.6612,0.8005,0.6148,0.612,0.0,0.7486,0.8005,0.582,0.5973
2793,0.6066,0.7077,0.7432,0.6038,0.6612,0.8005,0.6148,0.612,0.0,0.7486,0.8005,0.6038,0.6098
2795,0.6066,0.7077,0.7432,0.6038,0.7377,0.8005,0.6148,0.612,0.0,0.7486,0.8005,0.6038,0.6175
2796,0.6066,0.7077,0.6557,0.6667,0.7377,0.8005,0.7213,0.612,0.0,0.7486,0.8005,0.6066,0.6257
2799,0.6066,0.7077,0.6557,0.6667,0.5738,0.8005,0.7213,0.612,0.0,0.7486,0.8005,0.5738,0.6093
2801,0.6066,0.6066,0.6557,0.6667,0.5738,0.8005,0.7213,0.612,0.0,0.7486,0.8005,0.5738,0.5992
2803,0.6066,0.6066,0.6557,0.6667,0.5738,0.6011,0.7213,0.612,0.0,0.7486,0.7486,0.5738,0.5792
2804,0.6066,0.6066,0.6557,0.1913,0.5738,0.6011,0.7213,0.612,0.0,0.7486,0.7486,0.1913,0.5317
2805,0.6066,0.6066,0.6557,0.1913,0.6011,0.6011,0.7213,0.612,0.0,0.7022,0.7213,0.1913,0.5298
2806,0.6066,0.6066,0.6557,0.1913,0.6011,0.6011,0.612,0.612,0.0,0.7022,0.7022,0.1913,0.5189
2810,0.2678,0.6066,0.6421,0.1913,0.6011,0.6011,0.612,0.612,0.0,0.7022,0.7022,0.1913,0.4836
2812,0.2678,0.6066,0.6421,0.1913,0.6011,0.6011,0.612,0.7104,0.0,0.7022,0.7104,0.1913,0.4935
2813,0.2678,0.6066,0.6421,0.1913,0.7322,0.6011,0.612,0.7104,0.0,0.7022,0.7322,0.1913,0.5066
2816,0.2678,0.7104,0.6421,0.7432,0.7322,0.5847,0.612,0.7104,0.0,0.7022,0.7432,0.2678,0.5705
2817,0.6011,0.7104,0.6421,0.7432,0.7322,0.5847,0.4945,0.7104,0.0,0.7022,0.7432,0.4945,0.5921
2819,0.6011,0.7104,0.6421,0.7432,0.5984,0.5847,0.4945,0.7104,0.0,0.7022,0.7432,0.4945,0.5787
2821,0.6011,0.7104,0.6421,0.7432,0.5984,0.5847,0.4945,0.7104,0.0,0.6093,0.7432,0.4945,0.5694
2823,0.6011,0.6093,0.6421,0.7432,0.5984,0.5847,0.4945,0.7104,0.0,0.6093,0.7432,0.4945,0.5593
2825,0.3497,0.6093,0.6421,0.7432,0.5984,0.5847,0.6749,0.7104,0.0,0.6093,0.7432,0.3497,0.5522
2826,0.3497,0.6093,0.6694,0.7432,0.5984,0.5328,0.6749,0.7104,0.0,0.6093,0.7432,0.3497,0.5497
2827,0.3497,0.6093,0.6694,0.7432,0.5984,0.5328,0.6749,0.6284,0.0,0.6093,0.7432,0.3497,0.5415
2828,0.3497,0.6093,0.2077,0.7432,0.5984,0.5328,0.6749,0.6284,0.0,0.6393,0.7432,0.2077,0.4984
2829,0.3497,0.6093,0.2077,0.7432,0.6776,0.5328,0.6749,0.6284,0.0,0.6393,0.7432,0.2077,0.5063
2830,0.3497,0.6093,0.2077,0.6858,0.6776,0.5328,0.6749,0.6284,0.0,0.6393,0.6858,0.2077,0.5005
2833,0.3497,0.6093,0.5219,0.6858,0.6776,0.5328,0.6749,0.6284,0.0,0.6393,0.6858,0.3497,0.532
2837,0.3497,0.6093,0.5219,0.6858,0.6776,0.5328,0.6885,0.6284,0.0,0.6393,0.6885,0.3497,0.5333
2838,0.3497,0.6093,0.5219,0.6858,0.6776,0.5328,0.6885,0.6284,0.0,0.724,0.724,0.3497,0.5418
2839,0.3497,0.6093,0.5219,0.6858,0.6776,0.6148,0.6885,0.6284,0.0,0.724,0.724,0.3497,0.55
2841,0.3497,0.6093,0.5219,0.6858,0.6776,0.2596,0.6885,0.6284,0.0,0.724,0.724,0.2596,0.5145
2844,0.3497,0.6093,0.5219,0.6858,0.7432,0.2596,0.6885,0.6284,0.0,0.724,0.7432,0.2596,0.521
2845,0.3497,0.6093,0.5219,0.6858,0.7432,0.2596,0.6885,0.6284,0.0,0.7514,0.7514,0.2596,0.5238
2848,0.3497,0.653,0.5219,0.6858,0.7432,0.2596,0.5902,0.6284,0.0,0.7514,0.7514,0.2596,0.5183
2850,0.3497,0.653,0.5219,0.6858,0.6038,0.2596,0.5902,0.6284,0.0,0.7514,0.7514,0.2596,0.5044
2851,0.3497,0.653,0.5219,0.6393,0.2623,0.2596,0.5902,0.6284,0.0,0.7514,0.7514,0.2596,0.4656
2852,0.3497,0.653,0.5219,0.6393,0.2623,0.2596,0.5902,0.5929,0.0,0.7514,0.7514,0.2596,0.462
2856,0.3497,0.653,0.5219,0.6393,0.2623,0.2596,0.5656,0.5929,0.0,0.7514,0.7514,0.2596,0.4596
2858,0.3497,0.653,0.5219,0.6885,0.2623,0.2596,0.5656,0.306,0.0,0.7514,0.7514,0.2596,0.4358
2859,0.3497,0.653,0.5219,0.6885,0.7295,0.2596,0.5656,0.4262,0.0,0.3525,0.7295,0.2596,0.4546
2860,0.3497,0.653,0.5219,0.6885,0.7295,0.5656,0.5656,0.2923,0.0,0.3525,0.7295,0.2923,0.4719
2863,0.3497,0.653,0.5219,0.6885,0.7295,0.5656,0.5984,0.2923,0.0,0.3525,0.7295,0.2923,0.4751
2864,0.6694,0.653,0.5219,0.6885,0.7295,0.5656,0.5984,0.2923,0.0,0.3525,0.7295,0.2923,0.5071
