timestamp,legacy_intel_hda5,legacy_intel_hda1,legacy_intel_hda0,legacy_intel_hda9,legacy_intel_hda2,legacy_intel_hda3,legacy_intel_hda8,legacy_intel_hda4,legacy_intel_hda7,legacy_intel_hda6,max,min,avg
20103,0.3,0.4913,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.4478,0.4609,0.5652,0.3,0.4813
20104,0.3,0.3478,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.4478,0.4609,0.5652,0.3,0.467
20119,0.3,0.3478,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.4739,0.4609,0.5652,0.3,0.4696
20137,0.3,0.4522,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.4739,0.4609,0.5652,0.3,0.48
20153,0.3,0.4522,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.3913,0.4609,0.5652,0.3,0.4718
20159,0.3,0.4522,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.3913,0.4913,0.5652,0.3,0.4748
20162,0.3217,0.4522,0.5522,0.5652,0.4217,0.5348,0.5522,0.487,0.3913,0.4913,0.5652,0.3217,0.477
20163,0.3217,0.4522,0.5522,0.5652,0.4217,0.4435,0.5522,0.5217,0.3913,0.4913,0.5652,0.3217,0.4713
20164,0.3217,0.4522,0.4609,0.5652,0.4478,0.4435,0.5522,0.5217,0.3913,0.4913,0.5652,0.3217,0.4648
20165,0.3217,0.4522,0.4609,0.4348,0.4478,0.4435,0.5522,0.5217,0.3913,0.4913,0.5522,0.3217,0.4517
20175,0.3217,0.4522,0.4609,0.4348,0.4478,0.4435,0.5522,0.5217,0.3913,0.5174,0.5522,0.3217,0.4544
20187,0.3217,0.4522,0.387,0.4348,0.4478,0.4435,0.5522,0.5217,0.3913,0.5174,0.5522,0.3217,0.447
20198,0.3217,0.4522,0.387,0.5,0.4478,0.4435,0.5522,0.5217,0.3913,0.5174,0.5522,0.3217,0.4535
20205,0.3217,0.4522,0.387,0.5,0.4478,0.3739,0.5522,0.5217,0.3913,0.5174,0.5522,0.3217,0.4465
20214,0.3217,0.4522,0.387,0.5,0.4478,0.3739,0.5522,0.5217,0.3957,0.5174,0.5522,0.3217,0.447
20226,0.3217,0.4522,0.387,0.5,0.4478,0.2696,0.5522,0.5217,0.3957,0.5174,0.5522,0.2696,0.4365
20234,0.3217,0.4522,0.387,0.413,0.4478,0.2696,0.5522,0.5217,0.3957,0.5174,0.5522,0.2696,0.4278
20239,0.3217,0.4609,0.387,0.413,0.4478,0.2696,0.5522,0.5217,0.3957,0.5174,0.5522,0.2696,0.4287
20243,0.3217,0.4609,0.387,0.413,0.4478,0.1652,0.5522,0.5217,0.3957,0.5174,0.5522,0.1652,0.4183
20256,0.3217,0.4609,0.387,0.413,0.4478,0.1652,0.5522,0.5217,0.3957,0.4348,0.5522,0.1652,0.41
20258,0.3217,0.4609,0.387,0.413,0.4478,0.2826,0.5522,0.5217,0.3957,0.4348,0.5522,0.2826,0.4217
20264,0.3217,0.4609,0.4348,0.413,0.4478,0.2826,0.5522,0.5217,0.3957,0.4348,0.5522,0.2826,0.4265
20265,0.3217,0.4609,0.4348,0.3957,0.4478,0.2826,0.5522,0.5217,0.3957,0.4348,0.5522,0.2826,0.4248
20270,0.3217,0.4609,0.5304,0.3957,0.4478,0.2826,0.5522,0.5217,0.3957,0.4348,0.5522,0.2826,0.4343
20273,0.3217,0.4609,0.5304,0.3957,0.4478,0.2826,0.5522,0.5217,0.4739,0.4348,0.5522,0.2826,0.4422
20276,0.3217,0.5522,0.5304,0.3957,0.4478,0.2826,0.5522,0.5217,0.4739,0.4348,0.5522,0.2826,0.4513
20283,0.3217,0.487,0.5304,0.3957,0.4478,0.2826,0.5522,0.5217,0.4739,0.4348,0.5522,0.2826,0.4448
20284,0.3217,0.487,0.5304,0.3957,0.4478,0.2826,0.5522,0.513,0.4739,0.4348,0.5522,0.2826,0.4439
20290,0.3217,0.487,0.5304,0.3696,0.4478,0.2826,0.5522,0.513,0.4739,0.4348,0.5522,0.2826,0.4413
20291,0.3217,0.487,0.5304,0.3696,0.4478,0.2826,0.5522,0.513,0.3391,0.4348,0.5522,0.2826,0.4278
20297,0.3217,0.487,0.5304,0.3696,0.4478,0.2826,0.5522,0.513,0.3391,0.4348,0.5522,0.2826,0.4278
20298,0.3609,0.487,0.5304,0.3696,0.4478,0.2826,0.5522,0.513,0.3391,0.4348,0.5522,0.2826,0.4317
20304,0.5522,0.4696,0.5304,0.3696,0.4478,0.2826,0.5522,0.513,0.3391,0.4348,0.5522,0.2826,0.4491
20360,0.5522,0.4696,0.5304,0.3696,0.4478,0.2826,0.5522,0.513,0.3391,0.4957,0.5522,0.2826,0.4552
20373,0.5522,0.4696,0.5304,0.3696,0.4478,0.2826,0.5522,0.413,0.3391,0.4957,0.5522,0.2826,0.4452
20381,0.5522,0.4696,0.5304,0.3696,0.4478,0.2826,0.5522,0.2826,0.3391,0.4957,0.5522,0.2826,0.4322
20383,0.5522,0.4696,0.5304,0.3696,0.4478,0.5478,0.5522,0.2826,0.3391,0.4957,0.5522,0.2826,0.4587
20388,0.5522,0.4696,0.5304,0.3696,0.3652,0.5478,0.5522,0.2826,0.3391,0.4957,0.5522,0.2826,0.4504
20389,0.5522,0.4696,0.5304,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.4957,0.5522,0.2826,0.4387
20405,0.5522,0.4696,0.5261,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.4957,0.5522,0.2826,0.4383
20421,0.5522,0.4696,0.5261,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.5087,0.5522,0.2826,0.4396
20437,0.5522,0.4696,0.5261,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.4826,0.5522,0.2826,0.437
20439,0.4,0.4696,0.5261,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.4826,0.5522,0.2826,0.4217
20441,0.4,0.4696,0.5261,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.5217,0.5522,0.2826,0.4257
20449,0.2739,0.4696,0.5261,0.3696,0.3652,0.4304,0.5522,0.2826,0.3391,0.5217,0.5522,0.2739,0.413
20452,0.2739,0.4696,0.5261,0.3696,0.3652,0.4391,0.5522,0.2826,0.3391,0.5217,0.5522,0.2739,0.4139
20470,0.2739,0.4696,0.5261,0.3696,0.3652,0.4391,0.5522,0.2826,0.3391,0.3391,0.5522,0.2739,0.3957
20482,0.5304,0.4696,0.5261,0.3696,0.3652,0.3826,0.5522,0.2826,0.3391,0.3391,0.5522,0.2826,0.4157
20491,0.5304,0.4696,0.5261,0.3696,0.3652,0.4783,0.5522,0.2826,0.3391,0.3391,0.5522,0.2826,0.4252
20495,0.5304,0.4696,0.5261,0.3696,0.3652,0.4783,0.5522,0.2826,0.3826,0.3391,0.5522,0.2826,0.4296
20496,0.5304,0.4696,0.5261,0.3391,0.3652,0.4783,0.5522,0.2826,0.3826,0.3391,0.5522,0.2826,0.4265
20497,0.513,0.4696,0.5261,0.3391,0.3652,0.4783,0.5522,0.2826,0.3826,0.3391,0.5522,0.2826,0.4248
20512,0.513,0.4696,0.5261,0.3391,0.4217,0.4783,0.5522,0.2826,0.3826,0.3391,0.5522,0.2826,0.4304
20517,0.513,0.4696,0.5261,0.3391,0.4217,0.4783,0.5522,0.2826,0.3826,0.3696,0.5522,0.2826,0.4335
20524,0.513,0.4696,0.5261,0.3391,0.4217,0.4783,0.5522,0.2826,0.3826,0.4957,0.5522,0.2826,0.4461
20550,0.2348,0.4696,0.5261,0.3391,0.4217,0.4783,0.5522,0.2826,0.3826,0.4957,0.5522,0.2348,0.4183
20555,0.3174,0.4696,0.5261,0.3391,0.4826,0.4783,0.5522,0.2826,0.3826,0.4957,0.5522,0.2826,0.4326
20563,0.3174,0.4696,0.5261,0.5,0.4826,0.4783,0.5522,0.2826,0.3826,0.4957,0.5522,0.2826,0.4487
20574,0.3174,0.4696,0.5261,0.5,0.4826,0.4783,0.5522,0.2826,0.3826,0.4957,0.5522,0.2826,0.4487
20578,0.3174,0.4696,0.5261,0.5,0.3783,0.4783,0.5522,0.2826,0.3826,0.4957,0.5522,0.2826,0.4383
20587,0.3174,0.4696,0.5261,0.5,0.3783,0.4783,0.5435,0.2826,0.3826,0.4957,0.5435,0.2826,0.4374
20593,0.4522,0.4696,0.5261,0.5,0.3783,0.4783,0.5435,0.2826,0.3826,0.4957,0.5435,0.2826,0.4509
20594,0.4522,0.4696,0.413,0.5,0.3783,0.4783,0.5435,0.2826,0.3826,0.4957,0.5435,0.2826,0.4396
20600,0.4522,0.4696,0.413,0.5,0.3783,0.4783,0.5435,0.4739,0.3826,0.4957,0.5435,0.3783,0.4587
20627,0.4522,0.4696,0.413,0.5,0.4087,0.4783,0.5435,0.4739,0.3826,0.4957,0.5435,0.3826,0.4617
20628,0.5348,0.4696,0.413,0.5,0.4087,0.4783,0.5435,0.4739,0.3826,0.4957,0.5435,0.3826,0.47
20655,0.5348,0.4696,0.413,0.5,0.4087,0.4783,0.5435,0.513,0.3826,0.4957,0.5435,0.3826,0.4739
20660,0.5348,0.4696,0.413,0.4609,0.4087,0.4783,0.5435,0.513,0.3826,0.4957,0.5435,0.3826,0.47
20667,0.5348,0.4696,0.413,0.4522,0.4087,0.4783,0.5435,0.513,0.3826,0.4957,0.5435,0.3826,0.4691
20682,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.5435,0.513,0.3826,0.4957,0.5435,0.3826,0.4757
20701,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.4826,0.513,0.3826,0.4957,0.5348,0.3826,0.4696
20713,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.3435,0.513,0.3826,0.4957,0.5348,0.3435,0.4557
20723,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.5043,0.513,0.3826,0.4957,0.5348,0.3826,0.4718
20734,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.5043,0.513,0.3826,0.3435,0.5348,0.3435,0.4565
20767,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.5043,0.4043,0.3826,0.3435,0.5348,0.3435,0.4457
20780,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.4609,0.4043,0.3826,0.3435,0.5348,0.3435,0.4413
20792,0.5348,0.4696,0.4783,0.4522,0.4087,0.4783,0.4609,0.4043,0.3826,0.3913,0.5348,0.3826,0.4461
20794,0.5174,0.4696,0.4783,0.4522,0.4087,0.4783,0.4609,0.4043,0.3826,0.3913,0.5174,0.3826,0.4444
20800,0.5174,0.4696,0.4783,0.4522,0.4087,0.4783,0.4609,0.4043,0.4565,0.3913,0.5174,0.3913,0.4517
20802,0.5174,0.4696,0.5391,0.4522,0.4087,0.4783,0.4609,0.4043,0.4565,0.3913,0.5391,0.3913,0.4578
20810,0.5174,0.4696,0.5391,0.4522,0.4087,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.4404
20814,0.5174,0.4696,0.5391,0.4522,0.413,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.4409
20821,0.5174,0.4696,0.5391,0.4522,0.3348,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.433
20828,0.5174,0.4696,0.5391,0.3522,0.3348,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.4231
20835,0.5174,0.4696,0.5391,0.3478,0.3348,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.4226
20837,0.5261,0.4696,0.5391,0.3478,0.3348,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.4235
20853,0.5261,0.4696,0.5391,0.3478,0.3391,0.4783,0.287,0.4043,0.4565,0.3913,0.5391,0.287,0.4239
20858,0.5261,0.4696,0.5391,0.3478,0.3391,0.4783,0.287,0.5217,0.4565,0.3913,0.5391,0.287,0.4357
20861,0.5261,0.4696,0.5391,0.3478,0.3391,0.2391,0.287,0.5217,0.4565,0.3913,0.5391,0.2391,0.4117
20862,0.5261,0.4696,0.5391,0.3478,0.3435,0.2391,0.287,0.5217,0.4565,0.3913,0.5391,0.2391,0.4122
20867,0.5261,0.4696,0.5,0.3478,0.3435,0.2391,0.287,0.5217,0.4565,0.3913,0.5261,0.2391,0.4083
20882,0.5261,0.4696,0.387,0.3478,0.3435,0.2391,0.287,0.5826,0.4565,0.3913,0.5826,0.2391,0.4031
20890,0.5261,0.4696,0.387,0.3478,0.3435,0.2391,0.287,0.5826,0.4565,0.3957,0.5826,0.2391,0.4035
20909,0.5261,0.4696,0.387,0.3478,0.3435,0.2391,0.287,0.4826,0.4565,0.3957,0.5261,0.2391,0.3935
20922,0.5261,0.4696,0.387,0.4783,0.3435,0.2391,0.287,0.4826,0.4565,0.3957,0.5261,0.2391,0.4065
20928,0.5261,0.4696,0.387,0.4783,0.3435,0.2391,0.5174,0.4826,0.4565,0.3957,0.5261,0.2391,0.4296
20937,0.5261,0.4696,0.387,0.4783,0.3435,0.4217,0.513,0.4826,0.4565,0.3957,0.5261,0.3435,0.4474
20945,0.5261,0.4696,0.387,0.4783,0.3435,0.5261,0.513,0.4826,0.4565,0.3957,0.5261,0.3435,0.4578
20949,0.5261,0.4696,0.387,0.4783,0.3435,0.5261,0.513,0.3652,0.4565,0.3957,0.5261,0.3435,0.4461
20953,0.5261,0.4696,0.387,0.4783,0.3435,0.5261,0.513,0.3652,0.5087,0.3957,0.5261,0.3435,0.4513
20971,0.5261,0.4696,0.5261,0.4783,0.3435,0.5261,0.513,0.3652,0.5087,0.3957,0.5261,0.3435,0.4652
20986,0.5261,0.4696,0.5261,0.4783,0.3478,0.5261,0.513,0.3652,0.5087,0.5304,0.5304,0.3478,0.4791
20988,0.5261,0.4696,0.5261,0.4783,0.3478,0.5261,0.513,0.3652,0.187,0.5304,0.5304,0.187,0.447
21002,0.5261,0.4696,0.5261,0.4783,0.3478,0.5261,0.513,0.3652,0.4261,0.5304,0.5304,0.3478,0.4709
21005,0.5261,0.4696,0.5261,0.4652,0.3478,0.5261,0.513,0.3652,0.4261,0.5304,0.5304,0.3478,0.4696
21012,0.5261,0.4696,0.5261,0.4652,0.3478,0.5261,0.513,0.3652,0.5174,0.5304,0.5304,0.3478,0.4787
21015,0.5261,0.4696,0.5261,0.4652,0.3478,0.3348,0.513,0.3652,0.5174,0.5304,0.5304,0.3348,0.4596
21017,0.5261,0.3435,0.5261,0.4652,0.3478,0.3348,0.513,0.3652,0.5174,0.5304,0.5304,0.3348,0.447
21028,0.5261,0.3435,0.3043,0.4652,0.3478,0.3348,0.513,0.3652,0.5174,0.5304,0.5304,0.3043,0.4248
21033,0.5261,0.3435,0.3043,0.4652,0.3478,0.3348,0.4783,0.3652,0.5174,0.5304,0.5304,0.3043,0.4213
21046,0.5261,0.4522,0.3043,0.4652,0.3478,0.3348,0.4783,0.3652,0.5174,0.5304,0.5304,0.3043,0.4322
21054,0.5261,0.4522,0.3043,0.4652,0.3478,0.3348,0.5087,0.3652,0.5174,0.5304,0.5304,0.3043,0.4352
21059,0.5261,0.4522,0.3043,0.4652,0.3478,0.3348,0.487,0.3652,0.5174,0.5304,0.5304,0.3043,0.433
21073,0.5261,0.4739,0.3043,0.4652,0.3478,0.3348,0.487,0.3652,0.5174,0.5304,0.5304,0.3043,0.4352
21079,0.5261,0.4739,0.3043,0.4652,0.3478,0.3696,0.487,0.3652,0.5174,0.5304,0.5304,0.3043,0.4387
21085,0.5261,0.4739,0.3043,0.4652,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5261,0.3043,0.4291
21086,0.5261,0.4739,0.4174,0.4652,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5261,0.3478,0.4404
21091,0.5261,0.4739,0.4174,0.4609,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5261,0.3478,0.44
21112,0.5261,0.4609,0.4174,0.4609,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5261,0.3478,0.4387
21114,0.5261,0.4609,0.4174,0.4913,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5261,0.3478,0.4418
21120,0.5261,0.4522,0.4174,0.4913,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5261,0.3478,0.4409
21127,0.4261,0.4522,0.4174,0.4913,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.4309
21132,0.4261,0.4522,0.4174,0.5,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.4317
21136,0.4696,0.4522,0.4174,0.5,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.4361
21155,0.4696,0.4522,0.4696,0.5,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.4413
21158,0.4348,0.4522,0.4696,0.5,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.4378
21161,0.4348,0.4522,0.3913,0.5,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.43
21172,0.4348,0.4522,0.3739,0.5,0.3478,0.3696,0.487,0.3652,0.5174,0.4348,0.5174,0.3478,0.4283
21181,0.4348,0.4522,0.3739,0.5,0.3478,0.3696,0.4783,0.3652,0.5174,0.4348,0.5174,0.3478,0.4274
21185,0.4348,0.4522,0.3739,0.5,0.3478,0.3696,0.4783,0.5087,0.5174,0.4348,0.5174,0.3478,0.4417
21194,0.4348,0.4522,0.3739,0.5,0.3478,0.3783,0.4783,0.5087,0.5174,0.4348,0.5174,0.3478,0.4426
21196,0.4348,0.4522,0.3739,0.5,0.3478,0.3783,0.4783,0.5565,0.5174,0.4348,0.5565,0.3478,0.4474
21199,0.4348,0.4522,0.3739,0.5,0.3478,0.3783,0.4783,0.5565,0.5174,0.4348,0.5565,0.3478,0.4474
21200,0.4348,0.4522,0.3739,0.5,0.3478,0.3783,0.4783,0.5435,0.5174,0.4348,0.5435,0.3478,0.4461
21228,0.4348,0.4522,0.3739,0.487,0.3478,0.3783,0.4783,0.5435,0.5174,0.4348,0.5435,0.3478,0.4448
21232,0.4348,0.4522,0.3739,0.487,0.3478,0.3696,0.4783,0.5435,0.5174,0.4348,0.5435,0.3478,0.4439
21233,0.4348,0.4522,0.3739,0.487,0.3478,0.3696,0.4783,0.5435,0.5174,0.4261,0.5435,0.3478,0.4431
21245,0.4348,0.4522,0.3739,0.487,0.3478,0.3696,0.3478,0.5435,0.5174,0.4261,0.5435,0.3478,0.43
21247,0.4348,0.4522,0.3739,0.4913,0.3478,0.3696,0.3478,0.5435,0.5174,0.4261,0.5435,0.3478,0.4304
21251,0.4348,0.4522,0.3739,0.4913,0.3478,0.3696,0.3478,0.5435,0.5174,0.3435,0.5435,0.3435,0.4222
21269,0.4348,0.4522,0.3739,0.4913,0.3478,0.3696,0.5043,0.5435,0.5174,0.3435,0.5435,0.3435,0.4378
21271,0.4348,0.4522,0.3739,0.4913,0.3478,0.3696,0.5043,0.5435,0.5174,0.3261,0.5435,0.3261,0.4361
21278,0.4348,0.4522,0.3826,0.4913,0.3478,0.3696,0.5043,0.5435,0.5174,0.3261,0.5435,0.3261,0.437
21296,0.4348,0.4522,0.3826,0.4913,0.3478,0.3696,0.5043,0.4652,0.5174,0.3261,0.5174,0.3261,0.4291
21304,0.4348,0.5043,0.3826,0.4913,0.3478,0.3696,0.5043,0.4652,0.5174,0.3261,0.5174,0.3261,0.4343
21314,0.4348,0.5043,0.3826,0.4913,0.3478,0.3696,0.5043,0.3783,0.5174,0.3261,0.5174,0.3261,0.4256
21320,0.4348,0.5043,0.3826,0.4913,0.3478,0.3696,0.5,0.3783,0.5174,0.3261,0.5174,0.3261,0.4252
21325,0.4348,0.5043,0.3826,0.4913,0.3478,0.3696,0.5087,0.3783,0.5174,0.3261,0.5174,0.3261,0.4261
21332,0.4348,0.5043,0.3826,0.4913,0.3478,0.3696,0.513,0.3783,0.5174,0.3261,0.5174,0.3261,0.4265
21334,0.4348,0.5043,0.3826,0.4913,0.3478,0.3696,0.513,0.3783,0.3609,0.3261,0.513,0.3261,0.4109
21337,0.4348,0.4304,0.3826,0.4913,0.3478,0.3696,0.513,0.3783,0.3609,0.3261,0.513,0.3261,0.4035
21363,0.4348,0.4304,0.3826,0.4913,0.3478,0.3696,0.513,0.3478,0.3609,0.3261,0.513,0.3261,0.4004
21391,0.4348,0.4304,0.3826,0.4913,0.3478,0.4435,0.513,0.3478,0.3609,0.3261,0.513,0.3261,0.4078
21402,0.4348,0.4304,0.3826,0.4913,0.4565,0.4435,0.513,0.3478,0.3609,0.3261,0.513,0.3261,0.4187
21406,0.4348,0.4304,0.3826,0.4913,0.4565,0.4435,0.513,0.3478,0.3609,0.4174,0.513,0.3478,0.4278
21424,0.4348,0.4304,0.3826,0.4913,0.4565,0.4435,0.513,0.3478,0.3609,0.3261,0.513,0.3261,0.4187
21427,0.4348,0.4304,0.3826,0.4652,0.4565,0.4435,0.513,0.3478,0.3609,0.3261,0.513,0.3261,0.4161
21438,0.4348,0.4304,0.3826,0.4652,0.4565,0.4435,0.513,0.3478,0.3609,0.3261,0.513,0.3261,0.4161
21449,0.4348,0.4304,0.3826,0.4652,0.4565,0.4435,0.5174,0.3478,0.3609,0.3261,0.5174,0.3261,0.4165
21452,0.4739,0.4304,0.3826,0.4652,0.4565,0.4435,0.5174,0.3478,0.3609,0.3261,0.5174,0.3261,0.4204
21453,0.4739,0.4304,0.4391,0.4652,0.4565,0.4435,0.5174,0.3478,0.3609,0.3261,0.5174,0.3261,0.4261
21455,0.4739,0.4304,0.4391,0.4652,0.4565,0.4435,0.5174,0.513,0.3609,0.3261,0.5174,0.3261,0.4426
21462,0.4739,0.4304,0.4391,0.4652,0.4565,0.4435,0.5174,0.5435,0.3609,0.3261,0.5435,0.3261,0.4456
21463,0.4739,0.4304,0.4391,0.4652,0.4565,0.4435,0.5174,0.5435,0.3609,0.3261,0.5435,0.3261,0.4456
21467,0.4739,0.4304,0.4391,0.4174,0.4565,0.4435,0.5174,0.5435,0.3609,0.3261,0.5435,0.3261,0.4409
21468,0.4739,0.4304,0.4391,0.4174,0.4565,0.4435,0.5174,0.5435,0.3609,0.3913,0.5435,0.3609,0.4474
21470,0.4739,0.4304,0.4391,0.4174,0.4565,0.4435,0.5435,0.5435,0.3609,0.3913,0.5435,0.3609,0.45
21473,0.4739,0.4565,0.4391,0.4174,0.4565,0.4435,0.5435,0.5435,0.3609,0.3913,0.5435,0.3609,0.4526
21474,0.4739,0.4565,0.4391,0.4174,0.4565,0.4435,0.5435,0.5435,0.4261,0.3913,0.5435,0.3913,0.4591
21483,0.4739,0.4565,0.4391,0.4174,0.4565,0.4435,0.4826,0.5435,0.4261,0.3913,0.5435,0.3913,0.453
21486,0.4913,0.4565,0.4391,0.4174,0.4565,0.4435,0.4826,0.5435,0.4261,0.3913,0.5435,0.3913,0.4548
21490,0.4913,0.5,0.4391,0.4174,0.4565,0.4435,0.4826,0.5435,0.3478,0.3913,0.5435,0.3478,0.4513
21493,0.4913,0.5,0.213,0.4174,0.4565,0.413,0.4826,0.5435,0.3478,0.3913,0.5435,0.213,0.4256
21497,0.4913,0.5,0.213,0.4174,0.387,0.413,0.4826,0.5435,0.3478,0.3913,0.5435,0.213,0.4187
21498,0.4913,0.4783,0.213,0.4174,0.387,0.413,0.4826,0.5435,0.3478,0.3913,0.5435,0.213,0.4165
21506,0.4913,0.4783,0.4391,0.4174,0.387,0.413,0.4826,0.5435,0.3478,0.3913,0.5435,0.3478,0.4391
21507,0.4913,0.4783,0.4391,0.4174,0.387,0.313,0.4826,0.5435,0.3478,0.3913,0.5435,0.313,0.4291
21511,0.4913,0.4783,0.4391,0.4174,0.387,0.313,0.4826,0.3,0.3478,0.3913,0.4913,0.3,0.4048
21517,0.4913,0.4783,0.5565,0.4174,0.387,0.313,0.4826,0.3,0.3478,0.3913,0.5565,0.3,0.4165
21518,0.4913,0.4783,0.5565,0.4174,0.387,0.313,0.4826,0.3,0.2696,0.3913,0.5565,0.2696,0.4087
21527,0.4913,0.4783,0.5565,0.4174,0.387,0.313,0.5696,0.3,0.2696,0.3913,0.5696,0.2696,0.4174
21538,0.4913,0.4783,0.5565,0.4174,0.387,0.313,0.5696,0.3,0.2696,0.3783,0.5696,0.2696,0.4161
21550,0.4913,0.4783,0.5565,0.4174,0.387,0.313,0.5696,0.3,0.2696,0.2087,0.5696,0.2087,0.3991
21564,0.4913,0.4783,0.5565,0.4174,0.387,0.313,0.5217,0.3,0.2696,0.2087,0.5565,0.2087,0.3943
21576,0.4913,0.4783,0.5565,0.4174,0.387,0.3435,0.5217,0.3,0.2696,0.2087,0.5565,0.2087,0.3974
21599,0.4913,0.4783,0.5565,0.4174,0.387,0.3304,0.5217,0.3,0.2696,0.2087,0.5565,0.2087,0.3961
21611,0.4913,0.4783,0.5565,0.4522,0.387,0.3304,0.5217,0.3,0.2696,0.2087,0.5565,0.2087,0.3996
21619,0.4913,0.4783,0.5565,0.4522,0.387,0.3304,0.5217,0.3,0.2696,0.2957,0.5565,0.2696,0.4083
21631,0.4913,0.4783,0.4435,0.4522,0.387,0.3304,0.5217,0.3,0.2696,0.2957,0.5217,0.2696,0.397
21642,0.4913,0.4783,0.4435,0.4522,0.5087,0.3304,0.5217,0.3,0.2696,0.2957,0.5217,0.2696,0.4091
21643,0.4913,0.5,0.4435,0.4522,0.5087,0.3304,0.5217,0.3,0.2696,0.2957,0.5217,0.2696,0.4113
21648,0.4913,0.5,0.4435,0.4478,0.5087,0.3304,0.5217,0.3,0.2696,0.2957,0.5217,0.2696,0.4109
21657,0.4913,0.5,0.4435,0.4478,0.5087,0.3304,0.5217,0.3,0.2696,0.4565,0.5217,0.2696,0.4269
21661,0.4913,0.5,0.4435,0.4478,0.5087,0.3304,0.5217,0.4913,0.2696,0.4565,0.5217,0.2696,0.4461
21663,0.4913,0.5,0.4435,0.4478,0.3783,0.3304,0.5217,0.4913,0.2696,0.4565,0.5217,0.2696,0.433
21696,0.4913,0.5,0.4435,0.4478,0.3783,0.3609,0.5217,0.4913,0.2696,0.4565,0.5217,0.2696,0.4361
21706,0.4913,0.4522,0.4435,0.4478,0.3783,0.3609,0.5217,0.4913,0.2696,0.4565,0.5217,0.2696,0.4313
21712,0.4913,0.4522,0.4435,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4352
21728,0.4913,0.4522,0.4435,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4352
21731,0.4913,0.4522,0.4435,0.4478,0.3783,0.4957,0.5304,0.4913,0.2696,0.3609,0.5304,0.2696,0.4361
21738,0.4913,0.4522,0.4435,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4352
21741,0.4913,0.4522,0.4087,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4317
21745,0.4913,0.4522,0.413,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4322
21752,0.4913,0.4522,0.4652,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4374
21756,0.5,0.4522,0.4652,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.4383
21758,0.5,0.4522,0.4826,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.44
21759,0.5,0.4522,0.4826,0.4478,0.3783,0.4957,0.5217,0.4913,0.2696,0.3609,0.5217,0.2696,0.44
21761,0.5,0.4522,0.4826,0.4478,0.3783,0.4957,0.3304,0.4913,0.2696,0.3609,0.5,0.2696,0.4209
