timestamp,legacy_intel_hda5,legacy_intel_hda1,legacy_intel_hda0,legacy_intel_hda9,legacy_intel_hda2,legacy_intel_hda3,legacy_intel_hda8,legacy_intel_hda4,legacy_intel_hda7,legacy_intel_hda6,max,min,avg
1493,0.4435,0.4696,0.3652,0.4261,0.2522,0.4783,0.3348,0.4217,0.5174,0.4913,0.5174,0.2522,0.42
1494,0.4435,0.4696,0.3652,0.3435,0.2522,0.4783,0.3348,0.4217,0.5174,0.4913,0.5174,0.2522,0.4117
1496,0.4435,0.4696,0.3652,0.3435,0.2522,0.4783,0.3391,0.4217,0.5174,0.4913,0.5174,0.2522,0.4122
1497,0.4435,0.4696,0.3652,0.3435,0.2522,0.4783,0.3478,0.4217,0.5174,0.4913,0.5174,0.2522,0.413
1498,0.4783,0.4696,0.4,0.3435,0.2522,0.4783,0.3478,0.4217,0.5174,0.4913,0.5174,0.2522,0.42
1499,0.4783,0.4174,0.4,0.3435,0.2522,0.4783,0.3478,0.4217,0.5174,0.4913,0.5174,0.2522,0.4148
1501,0.4783,0.4174,0.4,0.3913,0.2522,0.4783,0.3478,0.4217,0.5174,0.4913,0.5174,0.2522,0.4196
1504,0.4783,0.4174,0.4043,0.3913,0.2522,0.4783,0.3478,0.4217,0.5174,0.4913,0.5174,0.2522,0.42
1505,0.4783,0.2652,0.4043,0.3913,0.2522,0.4783,0.4087,0.4217,0.5174,0.4913,0.5174,0.2522,0.4109
1506,0.4783,0.2652,0.4043,0.3913,0.3696,0.4783,0.4087,0.4217,0.5174,0.4913,0.5174,0.2652,0.4226
1507,0.4783,0.2652,0.4043,0.4565,0.3696,0.4783,0.4087,0.4217,0.5174,0.4913,0.5174,0.2652,0.4291
1508,0.4783,0.2652,0.4043,0.4565,0.3696,0.4783,0.4087,0.4348,0.5174,0.4913,0.5174,0.2652,0.4304
1510,0.4783,0.2652,0.2957,0.4565,0.3696,0.4783,0.4087,0.4348,0.5174,0.4913,0.5174,0.2652,0.4196
1511,0.5043,0.2652,0.2957,0.4565,0.3696,0.4783,0.4087,0.4348,0.5174,0.4913,0.5174,0.2652,0.4222
1513,0.5043,0.387,0.2957,0.4565,0.3696,0.4783,0.4087,0.4348,0.5174,0.4913,0.5174,0.2957,0.4344
1515,0.5043,0.387,0.4739,0.4565,0.3696,0.4783,0.4087,0.4348,0.5174,0.4913,0.5174,0.3696,0.4522
1516,0.5043,0.387,0.4739,0.4565,0.3696,0.4783,0.4087,0.4348,0.5174,0.4913,0.5174,0.3696,0.4522
1518,0.5043,0.387,0.4739,0.4565,0.3696,0.3304,0.4783,0.4348,0.5174,0.4913,0.5174,0.3304,0.4444
1520,0.5043,0.387,0.4739,0.4565,0.3696,0.3304,0.4783,0.4348,0.4348,0.4913,0.5043,0.3304,0.4361
1521,0.5043,0.387,0.513,0.4565,0.3696,0.3304,0.4783,0.4348,0.4348,0.4913,0.513,0.3304,0.44
1524,0.5043,0.387,0.3609,0.4565,0.3696,0.3304,0.4783,0.4348,0.4348,0.4913,0.5043,0.3304,0.4248
1525,0.5043,0.387,0.3609,0.4565,0.3696,0.3304,0.3304,0.4348,0.4348,0.4913,0.5043,0.3304,0.41
1526,0.5304,0.387,0.3609,0.4565,0.3696,0.3304,0.3304,0.4348,0.4826,0.4913,0.5304,0.3304,0.4174
1527,0.4304,0.313,0.3609,0.4565,0.3696,0.2783,0.3391,0.4348,0.4826,0.4913,0.4913,0.2783,0.3957
1528,0.4304,0.313,0.3609,0.4565,0.5,0.2783,0.3391,0.4348,0.4826,0.4913,0.5,0.2783,0.4087
1530,0.4348,0.313,0.3609,0.4565,0.5,0.2783,0.3391,0.4348,0.4826,0.4913,0.5,0.2783,0.4091
1533,0.4435,0.313,0.3609,0.4565,0.5,0.2783,0.3391,0.4348,0.4826,0.4913,0.5,0.2783,0.41
1534,0.4435,0.313,0.3609,0.4565,0.5,0.2783,0.3391,0.4348,0.4174,0.4913,0.5,0.2783,0.4035
1536,0.4696,0.313,0.3609,0.4565,0.5,0.2783,0.3391,0.4348,0.4174,0.4913,0.5,0.2783,0.4061
1537,0.4696,0.313,0.3609,0.4565,0.513,0.2783,0.3391,0.4348,0.4174,0.4913,0.513,0.2783,0.4074
1538,0.4696,0.313,0.3609,0.4565,0.513,0.4043,0.3391,0.4348,0.4174,0.4913,0.513,0.313,0.42
1539,0.4696,0.313,0.3609,0.4565,0.513,0.4043,0.3391,0.4348,0.3957,0.4913,0.513,0.313,0.4178
1540,0.4696,0.313,0.3609,0.4565,0.513,0.4043,0.3391,0.3391,0.3957,0.4913,0.513,0.313,0.4083
1542,0.4696,0.2957,0.3609,0.4565,0.513,0.4043,0.3391,0.3391,0.3,0.4913,0.513,0.2957,0.397
1544,0.4696,0.2957,0.3609,0.4565,0.5391,0.2609,0.3391,0.3391,0.3,0.4913,0.5391,0.2609,0.3852
1547,0.4696,0.2957,0.3609,0.4565,0.5391,0.3826,0.3957,0.3391,0.3,0.4913,0.5391,0.2957,0.4031
1548,0.4696,0.2957,0.3652,0.4217,0.5391,0.3826,0.3957,0.3391,0.3,0.4913,0.5391,0.2957,0.4
1549,0.3826,0.2957,0.3652,0.4217,0.5391,0.3826,0.3957,0.487,0.3,0.4913,0.5391,0.2957,0.4061
1550,0.3826,0.2957,0.3652,0.2913,0.5391,0.3826,0.3957,0.487,0.3,0.4913,0.5391,0.2913,0.3931
1551,0.3826,0.2957,0.3652,0.2913,0.5391,0.3826,0.3957,0.487,0.4217,0.4913,0.5391,0.2913,0.4052
1552,0.3826,0.2957,0.3652,0.2913,0.5261,0.3826,0.3957,0.487,0.4217,0.4913,0.5261,0.2913,0.4039
1554,0.3826,0.287,0.3652,0.2913,0.5261,0.3826,0.3957,0.4043,0.4217,0.4913,0.5261,0.287,0.3948
1555,0.4348,0.287,0.3652,0.2913,0.5261,0.3826,0.3957,0.4522,0.4217,0.4913,0.5261,0.287,0.4048
1556,0.4348,0.287,0.3652,0.2913,0.5261,0.3,0.3957,0.4522,0.4217,0.4913,0.5261,0.287,0.3965
1559,0.4348,0.287,0.3174,0.2913,0.5261,0.3,0.3957,0.4522,0.4217,0.4913,0.5261,0.287,0.3917
1560,0.4348,0.2304,0.3174,0.2913,0.5261,0.3,0.3957,0.4522,0.4217,0.4913,0.5261,0.2304,0.3861
1561,0.4348,0.2304,0.3174,0.2913,0.5261,0.3,0.3957,0.4522,0.4826,0.4913,0.5261,0.2304,0.3922
1562,0.4348,0.2304,0.3174,0.4565,0.5261,0.3,0.3957,0.4522,0.4826,0.4913,0.5261,0.2304,0.4087
1563,0.4348,0.2304,0.3609,0.4565,0.5261,0.3,0.3957,0.4522,0.4826,0.4913,0.5261,0.2304,0.4131
1564,0.4348,0.2304,0.3609,0.4565,0.5261,0.3,0.3304,0.3043,0.4826,0.4913,0.5261,0.2304,0.3917
1566,0.4304,0.2304,0.3609,0.4565,0.4217,0.3,0.3304,0.3043,0.4826,0.4913,0.4913,0.2304,0.3809
1567,0.4304,0.2304,0.3609,0.4565,0.4217,0.2913,0.3522,0.3043,0.4826,0.4913,0.4913,0.2304,0.3822
1568,0.4304,0.2304,0.3609,0.4304,0.4217,0.2913,0.3522,0.3043,0.3261,0.4913,0.4913,0.2304,0.3639
1570,0.4478,0.2304,0.3609,0.4304,0.4217,0.2913,0.3522,0.4478,0.3261,0.4913,0.4913,0.2304,0.38
1571,0.4478,0.2913,0.3609,0.4304,0.4217,0.2913,0.3522,0.4478,0.3261,0.4913,0.4913,0.2913,0.3861
1572,0.4478,0.2913,0.3609,0.4304,0.4913,0.2913,0.3522,0.4478,0.3261,0.4913,0.4913,0.2913,0.393
1574,0.4478,0.2913,0.3609,0.3957,0.4913,0.4261,0.3522,0.4478,0.3261,0.4913,0.4913,0.2913,0.4031
1576,0.4478,0.2913,0.3609,0.3957,0.4913,0.4261,0.3522,0.3609,0.3261,0.4913,0.4913,0.2913,0.3944
1577,0.2435,0.2913,0.3609,0.3957,0.4913,0.4261,0.3522,0.3609,0.3261,0.4913,0.4913,0.2435,0.3739
1578,0.2435,0.2913,0.3609,0.3957,0.4304,0.4261,0.3522,0.3609,0.3261,0.4913,0.4913,0.2435,0.3678
1579,0.2435,0.2913,0.3609,0.3957,0.4304,0.1652,0.3522,0.3609,0.3261,0.4913,0.4913,0.1652,0.3417
1582,0.2435,0.2913,0.3609,0.3957,0.4304,0.1652,0.3522,0.2043,0.3261,0.4913,0.4913,0.1652,0.3261
1585,0.4478,0.2913,0.4391,0.4,0.4304,0.1652,0.3522,0.2043,0.3522,0.4913,0.4913,0.1652,0.3574
1586,0.2217,0.2913,0.4391,0.4,0.4304,0.487,0.3522,0.2043,0.3522,0.4913,0.4913,0.2043,0.3669
1587,0.2217,0.2913,0.4391,0.4,0.5174,0.487,0.3522,0.2043,0.3522,0.4913,0.5174,0.2043,0.3756
1589,0.2217,0.2913,0.4391,0.4,0.5174,0.487,0.4435,0.2043,0.3522,0.4913,0.5174,0.2043,0.3848
1591,0.2217,0.2913,0.4391,0.4,0.5174,0.487,0.4435,0.2043,0.4522,0.4913,0.5174,0.2043,0.3948
1592,0.2217,0.2913,0.4826,0.3174,0.5174,0.487,0.4435,0.2043,0.4522,0.4913,0.5174,0.2043,0.3909
1593,0.2217,0.2913,0.4826,0.3174,0.5174,0.487,0.4435,0.4913,0.4522,0.4913,0.5174,0.2217,0.4196
1594,0.2217,0.2913,0.4826,0.3174,0.5174,0.5,0.4435,0.4913,0.3696,0.4913,0.5174,0.2217,0.4126
1595,0.2217,0.2913,0.4826,0.3174,0.3478,0.5,0.3304,0.4913,0.3696,0.4913,0.5,0.2217,0.3843
1597,0.2217,0.2522,0.4826,0.3174,0.3478,0.5,0.3304,0.4913,0.3696,0.4913,0.5,0.2217,0.3804
1598,0.2217,0.2522,0.4826,0.3174,0.3478,0.5,0.3348,0.3435,0.3696,0.4913,0.5,0.2217,0.3661
1601,0.4391,0.2522,0.4826,0.4435,0.3478,0.5,0.3348,0.3435,0.3696,0.4913,0.5,0.2522,0.4004
1602,0.4391,0.2522,0.4826,0.4435,0.3478,0.5,0.3565,0.3435,0.3696,0.4913,0.5,0.2522,0.4026
1604,0.4435,0.2957,0.4609,0.4435,0.3478,0.5,0.3565,0.3435,0.3696,0.4913,0.5,0.2957,0.4052
1605,0.4435,0.2957,0.4609,0.4435,0.3478,0.2652,0.3565,0.3435,0.3696,0.4913,0.4913,0.2652,0.3818
1606,0.4435,0.2957,0.4609,0.4478,0.3478,0.2652,0.3565,0.3435,0.3696,0.4913,0.4913,0.2652,0.3822
1607,0.4435,0.2957,0.4609,0.4478,0.3478,0.2652,0.3565,0.3435,0.3696,0.3391,0.4609,0.2652,0.367
1608,0.4435,0.2957,0.4435,0.4478,0.387,0.2652,0.3565,0.3435,0.3696,0.3391,0.4478,0.2652,0.3691
1610,0.5391,0.2957,0.4435,0.4478,0.387,0.2652,0.3565,0.3435,0.3696,0.387,0.5391,0.2652,0.3835
1611,0.3739,0.2957,0.4435,0.4478,0.387,0.2652,0.3565,0.3435,0.3696,0.387,0.4478,0.2652,0.367
1612,0.3739,0.2957,0.4435,0.4478,0.387,0.2652,0.3565,0.5522,0.3696,0.387,0.5522,0.2652,0.3878
1613,0.3739,0.2957,0.4435,0.4478,0.387,0.4913,0.3565,0.5522,0.3696,0.387,0.5522,0.2957,0.4104
1615,0.3739,0.2957,0.4435,0.4478,0.387,0.4913,0.3565,0.5522,0.3696,0.2696,0.5522,0.2696,0.3987
1617,0.3739,0.2957,0.4435,0.4478,0.3609,0.4913,0.3565,0.5522,0.3696,0.2696,0.5522,0.2696,0.3961
1619,0.3739,0.5522,0.4435,0.4478,0.3609,0.5043,0.3565,0.5522,0.3696,0.2696,0.5522,0.2696,0.4231
1622,0.3348,0.5522,0.4435,0.4478,0.3609,0.5043,0.3565,0.5522,0.3696,0.2696,0.5522,0.2696,0.4191
1623,0.3348,0.5522,0.3522,0.4478,0.3609,0.5043,0.4478,0.5522,0.3696,0.3652,0.5522,0.3348,0.4287
1624,0.3348,0.5522,0.3522,0.4478,0.3652,0.5043,0.4478,0.5391,0.3696,0.3652,0.5522,0.3348,0.4278
1625,0.3348,0.5522,0.3522,0.4478,0.3652,0.5043,0.4478,0.5391,0.4826,0.3652,0.5522,0.3348,0.4391
1626,0.3348,0.5522,0.3522,0.213,0.3652,0.387,0.4261,0.5391,0.4826,0.3652,0.5522,0.213,0.4017
1627,0.3348,0.5522,0.4,0.213,0.3652,0.387,0.4261,0.5391,0.4826,0.3652,0.5522,0.213,0.4065
1628,0.3348,0.5522,0.4,0.3652,0.3652,0.387,0.4261,0.5391,0.4826,0.3348,0.5522,0.3348,0.4187
1629,0.5087,0.5522,0.4,0.3652,0.3652,0.387,0.4261,0.5391,0.4826,0.3348,0.5522,0.3348,0.4361
1630,0.5087,0.4217,0.4,0.3652,0.3652,0.387,0.3522,0.5391,0.4826,0.3348,0.5391,0.3348,0.4156
1632,0.5087,0.4217,0.4,0.3478,0.3652,0.387,0.3522,0.5391,0.4826,0.3348,0.5391,0.3348,0.4139
1633,0.5087,0.3043,0.4,0.3478,0.3652,0.387,0.3522,0.5391,0.4826,0.3348,0.5391,0.3043,0.4022
1634,0.5087,0.3043,0.4,0.3478,0.4565,0.387,0.3522,0.5391,0.4826,0.3348,0.5391,0.3043,0.4113
1636,0.5087,0.3043,0.5087,0.3478,0.4565,0.387,0.3522,0.5391,0.4826,0.3348,0.5391,0.3043,0.4222
1637,0.487,0.3043,0.5087,0.3478,0.4565,0.3174,0.3522,0.5391,0.4826,0.3348,0.5391,0.3043,0.413
1641,0.487,0.3043,0.5087,0.3478,0.5174,0.3174,0.3522,0.5696,0.4826,0.3348,0.5696,0.3043,0.4222
1644,0.487,0.3043,0.5087,0.3478,0.5174,0.3174,0.3522,0.3565,0.4826,0.3348,0.5174,0.3043,0.4009
1645,0.487,0.3043,0.5087,0.3478,0.5174,0.3174,0.3522,0.3565,0.4826,0.3348,0.5174,0.3043,0.4009
1646,0.413,0.3043,0.5087,0.213,0.5174,0.513,0.3522,0.3565,0.4826,0.3348,0.5174,0.213,0.3995
1647,0.413,0.3565,0.5087,0.213,0.5174,0.513,0.3522,0.3565,0.4826,0.3348,0.5174,0.213,0.4048
1648,0.413,0.3565,0.5043,0.213,0.5261,0.513,0.3522,0.3565,0.4826,0.3348,0.5261,0.213,0.4052
1649,0.413,0.3565,0.5043,0.213,0.5261,0.513,0.3522,0.3565,0.4826,0.4435,0.5261,0.213,0.4161
1650,0.413,0.3565,0.5043,0.213,0.5261,0.513,0.3522,0.1783,0.4826,0.4435,0.5261,0.1783,0.3982
1652,0.4435,0.3565,0.5043,0.3348,0.5261,0.513,0.3522,0.1783,0.4826,0.4435,0.5261,0.1783,0.4135
1654,0.4435,0.3565,0.5043,0.3348,0.5261,0.513,0.3522,0.1783,0.3913,0.4435,0.5261,0.1783,0.4043
1655,0.4435,0.3565,0.5043,0.3348,0.5261,0.3609,0.3522,0.5043,0.3913,0.3913,0.5261,0.3348,0.4165
1658,0.4435,0.3565,0.5087,0.3348,0.5261,0.3609,0.3522,0.5043,0.3913,0.3913,0.5261,0.3348,0.417
1659,0.4435,0.3565,0.5087,0.3348,0.5261,0.3609,0.3522,0.513,0.3913,0.3913,0.5261,0.3348,0.4178
1660,0.4435,0.3565,0.5087,0.3348,0.4652,0.3609,0.3522,0.513,0.3913,0.3087,0.513,0.3087,0.4035
1661,0.4435,0.3652,0.5087,0.3348,0.4652,0.3609,0.3522,0.513,0.3913,0.3087,0.513,0.3087,0.4043
1662,0.4348,0.3652,0.5087,0.3348,0.4652,0.3609,0.3522,0.513,0.3913,0.3087,0.513,0.3087,0.4035
1663,0.4348,0.3652,0.5087,0.3348,0.4652,0.4435,0.3522,0.513,0.3913,0.3087,0.513,0.3087,0.4117
1664,0.4348,0.3652,0.5087,0.3348,0.4652,0.4435,0.3522,0.5174,0.3913,0.3087,0.5174,0.3087,0.4122
1666,0.4348,0.3652,0.5087,0.3348,0.4652,0.4435,0.3522,0.5174,0.3913,0.4609,0.5174,0.3348,0.4274
1670,0.3913,0.3652,0.5087,0.3348,0.4652,0.4435,0.3522,0.5174,0.3913,0.4609,0.5174,0.3348,0.423
1671,0.3913,0.3652,0.5087,0.3348,0.4652,0.2826,0.3522,0.5174,0.3913,0.4609,0.5174,0.2826,0.407
1672,0.3913,0.3652,0.5087,0.3348,0.4652,0.2826,0.3522,0.587,0.3913,0.3913,0.587,0.2826,0.407
1674,0.3913,0.3652,0.3435,0.3348,0.4652,0.2826,0.3522,0.587,0.3913,0.3913,0.587,0.2826,0.3904
1675,0.3913,0.4435,0.3435,0.3348,0.4652,0.2826,0.3522,0.587,0.3913,0.3913,0.587,0.2826,0.3983
1676,0.3913,0.4435,0.3435,0.3348,0.4652,0.2826,0.3522,0.587,0.3609,0.3913,0.587,0.2826,0.3952
1678,0.3913,0.4435,0.3435,0.4304,0.4652,0.2826,0.3522,0.587,0.3609,0.3435,0.587,0.2826,0.4
1679,0.3913,0.2652,0.3435,0.4304,0.4652,0.2826,0.3522,0.3783,0.3609,0.3435,0.4652,0.2652,0.3613
1680,0.5696,0.2652,0.3435,0.4304,0.4652,0.2826,0.3522,0.3783,0.3609,0.3435,0.5696,0.2652,0.3791
1681,0.5696,0.2652,0.4087,0.4304,0.4652,0.2826,0.3522,0.3783,0.3609,0.3435,0.5696,0.2652,0.3857
1682,0.5696,0.2652,0.4087,0.4304,0.4652,0.2826,0.3522,0.3783,0.3826,0.3435,0.5696,0.2652,0.3878
1683,0.5696,0.2652,0.4087,0.4304,0.4652,0.4739,0.3522,0.3783,0.3826,0.3435,0.5696,0.2652,0.407
1685,0.4478,0.2652,0.4087,0.4304,0.4652,0.4739,0.3522,0.3783,0.3826,0.3435,0.4739,0.2652,0.3948
1686,0.4478,0.2652,0.4087,0.4304,0.4652,0.4739,0.3522,0.3783,0.3826,0.513,0.513,0.2652,0.4117
1687,0.4478,0.2652,0.4087,0.487,0.4652,0.4739,0.3522,0.3783,0.3826,0.513,0.513,0.2652,0.4174
1688,0.4478,0.3609,0.4087,0.487,0.4652,0.4739,0.3522,0.3783,0.3826,0.513,0.513,0.3522,0.427
1690,0.4478,0.3609,0.4087,0.487,0.4652,0.5,0.3522,0.3783,0.3826,0.513,0.513,0.3522,0.4296
1691,0.2696,0.3348,0.4087,0.487,0.3348,0.5,0.3522,0.3783,0.3826,0.513,0.513,0.2696,0.3961
1693,0.3609,0.3348,0.3913,0.487,0.3348,0.5,0.3522,0.3783,0.3826,0.5261,0.5261,0.3348,0.4048
1696,0.3609,0.3348,0.3913,0.487,0.3348,0.5,0.3522,0.2913,0.3826,0.5261,0.5261,0.2913,0.3961
1697,0.3609,0.3348,0.3913,0.4261,0.3348,0.5,0.3522,0.2913,0.3826,0.5261,0.5261,0.2913,0.39
1698,0.3609,0.3348,0.2304,0.4261,0.3348,0.5565,0.3522,0.2913,0.3826,0.5261,0.5565,0.2304,0.3796
1700,0.3609,0.3348,0.2304,0.4261,0.3348,0.5565,0.3522,0.2913,0.3957,0.5261,0.5565,0.2304,0.3809
1701,0.3609,0.3348,0.2304,0.4261,0.3348,0.5565,0.3522,0.2913,0.3957,0.5087,0.5565,0.2304,0.3791
1702,0.3609,0.4478,0.187,0.4261,0.3348,0.5565,0.3522,0.2913,0.3957,0.5087,0.5565,0.187,0.3861
1703,0.3609,0.4478,0.187,0.4261,0.3348,0.5565,0.3522,0.4826,0.3957,0.5087,0.5565,0.187,0.4052
1704,0.5043,0.4478,0.187,0.4261,0.3348,0.5565,0.3522,0.4826,0.3957,0.5087,0.5565,0.187,0.4196
1705,0.5043,0.4478,0.187,0.4261,0.3348,0.4391,0.3522,0.4826,0.3957,0.5087,0.5087,0.187,0.4078
1708,0.5043,0.4478,0.187,0.4261,0.3348,0.4391,0.3522,0.4826,0.4391,0.5087,0.5087,0.187,0.4122
1709,0.5043,0.3174,0.187,0.4261,0.3348,0.4391,0.3522,0.4826,0.4391,0.5087,0.5087,0.187,0.3991
1710,0.5043,0.3174,0.187,0.4261,0.4043,0.4391,0.3522,0.4826,0.4391,0.5087,0.5087,0.187,0.4061
1713,0.5043,0.3174,0.187,0.4261,0.3391,0.4391,0.3522,0.4826,0.4391,0.5087,0.5087,0.187,0.3996
1715,0.5043,0.1478,0.187,0.4261,0.3391,0.4391,0.3304,0.4609,0.4391,0.5087,0.5087,0.1478,0.3782
1717,0.5043,0.1478,0.3957,0.4261,0.3391,0.4391,0.3304,0.4609,0.4391,0.5087,0.5087,0.1478,0.3991
1718,0.5304,0.1478,0.3957,0.4261,0.3391,0.4391,0.3304,0.4609,0.4391,0.5087,0.5304,0.1478,0.4017
1719,0.5304,0.1478,0.3957,0.4261,0.3391,0.4391,0.3304,0.4609,0.4391,0.2913,0.5304,0.1478,0.38
1720,0.5304,0.1478,0.3957,0.4261,0.4087,0.4391,0.3304,0.4609,0.4391,0.2913,0.5304,0.1478,0.387
1723,0.5304,0.1478,0.3957,0.4261,0.4087,0.4391,0.3304,0.5043,0.4391,0.2913,0.5304,0.1478,0.3913
1725,0.5304,0.3304,0.3957,0.4261,0.4087,0.4391,0.3304,0.5043,0.4391,0.3783,0.5304,0.3304,0.4183
1726,0.5304,0.3304,0.3957,0.4261,0.4087,0.4696,0.3304,0.5043,0.4391,0.3783,0.5304,0.3304,0.4213
1727,0.5304,0.3304,0.3783,0.4261,0.4087,0.4696,0.3304,0.5043,0.4217,0.3783,0.5304,0.3304,0.4178
1728,0.5304,0.3304,0.3783,0.4261,0.4087,0.4696,0.4652,0.5043,0.4217,0.3913,0.5304,0.3304,0.4326
1729,0.5304,0.4739,0.3783,0.4261,0.4087,0.4696,0.4652,0.5043,0.4217,0.3913,0.5304,0.3783,0.447
1730,0.4217,0.4739,0.3783,0.4261,0.4087,0.1783,0.4652,0.4478,0.4217,0.3913,0.4739,0.1783,0.4013
1731,0.4217,0.4174,0.3783,0.4261,0.4087,0.1783,0.4652,0.4478,0.4217,0.3913,0.4652,0.1783,0.3957
1732,0.4217,0.4174,0.3783,0.4261,0.4087,0.1783,0.4652,0.4478,0.4217,0.3783,0.4652,0.1783,0.3943
1736,0.4217,0.4174,0.3783,0.4261,0.4087,0.1783,0.4652,0.4478,0.4217,0.3652,0.4652,0.1783,0.393
1737,0.5696,0.4174,0.3783,0.4261,0.4087,0.1783,0.4652,0.4478,0.4217,0.3652,0.5696,0.1783,0.4078
1738,0.5696,0.4174,0.3783,0.4261,0.4087,0.1783,0.4652,0.5435,0.4217,0.3652,0.5696,0.1783,0.4174
1739,0.5696,0.4174,0.3783,0.4261,0.4087,0.1783,0.4652,0.5435,0.4391,0.3391,0.5696,0.1783,0.4165
1740,0.5696,0.4174,0.3783,0.4261,0.4087,0.4913,0.4652,0.5435,0.4391,0.3391,0.5696,0.3391,0.4478
1741,0.5696,0.4174,0.3783,0.4261,0.4652,0.4913,0.4652,0.5435,0.4391,0.3391,0.5696,0.3391,0.4535
1742,0.5696,0.4174,0.3783,0.4261,0.4652,0.4913,0.4652,0.5435,0.4391,0.3435,0.5696,0.3435,0.4539
1746,0.287,0.4174,0.3304,0.4261,0.4652,0.4913,0.4652,0.5435,0.4391,0.3435,0.5435,0.287,0.4209
1748,0.287,0.4174,0.3304,0.4261,0.4652,0.4913,0.3304,0.513,0.4391,0.3435,0.513,0.287,0.4043
1749,0.287,0.2739,0.3304,0.4261,0.4913,0.4913,0.3304,0.513,0.4391,0.3435,0.513,0.2739,0.3926
1751,0.287,0.2739,0.3304,0.4261,0.4913,0.4913,0.3304,0.513,0.4391,0.5,0.513,0.2739,0.4082
1752,0.287,0.2739,0.5043,0.4261,0.4913,0.4913,0.3304,0.513,0.4391,0.5,0.513,0.2739,0.4256
1753,0.287,0.2739,0.5043,0.4261,0.4913,0.4913,0.3435,0.513,0.5174,0.5,0.5174,0.2739,0.4348
1755,0.287,0.2739,0.5043,0.4261,0.5174,0.4913,0.3435,0.513,0.5174,0.5,0.5174,0.2739,0.4374
1757,0.287,0.2739,0.4609,0.4261,0.5174,0.4913,0.3435,0.513,0.5174,0.4087,0.5174,0.2739,0.4239
1759,0.287,0.2739,0.4609,0.4261,0.5174,0.4913,0.3435,0.4652,0.5174,0.4087,0.5174,0.2739,0.4191
1760,0.287,0.2739,0.4609,0.4261,0.5174,0.4913,0.5304,0.4652,0.5174,0.4087,0.5304,0.2739,0.4378
1761,0.287,0.3217,0.4609,0.4261,0.4652,0.4913,0.5304,0.4652,0.5174,0.4087,0.5304,0.287,0.4374
1762,0.287,0.3217,0.4609,0.4261,0.4652,0.4913,0.5304,0.4652,0.5174,0.4087,0.5304,0.287,0.4374
1764,0.287,0.3217,0.4609,0.4261,0.4652,0.4913,0.5304,0.3391,0.5174,0.4087,0.5304,0.287,0.4248
1765,0.287,0.3217,0.4609,0.4261,0.4652,0.4217,0.5304,0.3391,0.5174,0.4087,0.5304,0.287,0.4178
1766,0.287,0.3217,0.4609,0.4261,0.4652,0.4217,0.3217,0.3391,0.5174,0.4087,0.5174,0.287,0.397
1768,0.287,0.3217,0.4609,0.4261,0.5174,0.4217,0.3217,0.3391,0.5174,0.4348,0.5174,0.287,0.4048
1769,0.287,0.3217,0.4609,0.4261,0.5174,0.4217,0.4957,0.3391,0.5087,0.4348,0.5174,0.287,0.4213
1770,0.287,0.3217,0.3217,0.4261,0.5174,0.4217,0.4957,0.3391,0.5087,0.4348,0.5174,0.287,0.4074
1772,0.413,0.3217,0.3217,0.4261,0.5174,0.4217,0.4957,0.3391,0.5087,0.4348,0.5174,0.3217,0.42
1775,0.413,0.3217,0.3348,0.4391,0.5174,0.4217,0.4957,0.3391,0.5087,0.3696,0.5174,0.3217,0.4161
1777,0.413,0.3217,0.3348,0.4391,0.5304,0.4217,0.4957,0.3391,0.5087,0.3696,0.5304,0.3217,0.4174
1778,0.5,0.3217,0.3348,0.4391,0.5304,0.4217,0.4957,0.3391,0.5087,0.3696,0.5304,0.3217,0.4261
1779,0.5,0.3217,0.3348,0.4391,0.5304,0.4217,0.4957,0.3652,0.5087,0.3696,0.5304,0.3217,0.4287
1780,0.5,0.3217,0.5043,0.4391,0.5304,0.4217,0.4957,0.3652,0.5087,0.3696,0.5304,0.3217,0.4456
1781,0.5,0.3217,0.5043,0.4391,0.5304,0.4217,0.3609,0.3652,0.5087,0.4261,0.5304,0.3217,0.4378
1782,0.5,0.1522,0.5043,0.4391,0.5304,0.4217,0.3609,0.3391,0.5087,0.4261,0.5304,0.1522,0.4183
1784,0.5,0.1522,0.5043,0.4391,0.5304,0.1826,0.3609,0.3391,0.5087,0.4261,0.5304,0.1522,0.3943
1786,0.5,0.1522,0.5043,0.4391,0.4304,0.1826,0.3609,0.3391,0.5087,0.4261,0.5087,0.1522,0.3843
1788,0.4217,0.1522,0.5043,0.3478,0.4304,0.1826,0.3609,0.3391,0.5087,0.3522,0.5087,0.1522,0.36
1790,0.4217,0.1522,0.5043,0.3478,0.4304,0.1826,0.3609,0.3391,0.5087,0.3522,0.5087,0.1522,0.36
1791,0.4217,0.1522,0.5043,0.3478,0.4304,0.1826,0.5391,0.3391,0.5087,0.3522,0.5391,0.1522,0.3778
1792,0.4217,0.1522,0.5043,0.4087,0.4304,0.1826,0.5391,0.3391,0.5087,0.3522,0.5391,0.1522,0.3839
1793,0.4217,0.3478,0.5043,0.4087,0.4739,0.1826,0.5391,0.3391,0.5087,0.3913,0.5391,0.1826,0.4117
1794,0.4217,0.3478,0.5043,0.4087,0.4739,0.3261,0.5391,0.3391,0.5087,0.3913,0.5391,0.3261,0.4261
1796,0.4217,0.2174,0.5043,0.4087,0.4739,0.3261,0.5391,0.3391,0.5087,0.3913,0.5391,0.2174,0.413
