timestamp,legacy_pcnet3,legacy_pcnet7,legacy_pcnet0,legacy_pcnet4,legacy_pcnet8,legacy_pcnet5,legacy_pcnet1,legacy_pcnet2,legacy_pcnet6,max,min,avg
1495,0.2828,0.4179,0.3285,0.3285,0.3011,0.3285,0.396,0.365,0.208,0.4179,0.208,0.3285
1497,0.2828,0.4179,0.3285,0.3285,0.3011,0.3285,0.2755,0.365,0.208,0.4179,0.208,0.3151
1500,0.3905,0.4179,0.3285,0.3285,0.3011,0.3285,0.1953,0.365,0.208,0.4179,0.1953,0.3181
1501,0.3905,0.4179,0.3285,0.3285,0.3631,0.3285,0.1953,0.4051,0.208,0.4179,0.1953,0.3295
1503,0.3905,0.3923,0.3285,0.3285,0.3631,0.3285,0.1953,0.4051,0.208,0.4051,0.1953,0.3266
1504,0.3376,0.3923,0.3285,0.3285,0.3631,0.3285,0.1953,0.4051,0.208,0.4051,0.1953,0.3208
1505,0.3376,0.3923,0.3285,0.3942,0.3631,0.3285,0.1953,0.4051,0.208,0.4051,0.1953,0.3281
1507,0.3376,0.3923,0.3285,0.3942,0.3631,0.3285,0.4179,0.4051,0.208,0.4179,0.208,0.3528
1508,0.3376,0.3923,0.3285,0.3942,0.3814,0.3285,0.4179,0.3741,0.208,0.4179,0.208,0.3514
1511,0.3376,0.3923,0.3285,0.3942,0.2719,0.3285,0.4179,0.3741,0.208,0.4179,0.208,0.3392
1512,0.3376,0.3394,0.3285,0.3942,0.2628,0.3285,0.4179,0.3741,0.208,0.4179,0.208,0.3323
1513,0.3376,0.3394,0.3285,0.3212,0.2609,0.3285,0.4179,0.3741,0.208,0.4179,0.208,0.324
1514,0.3376,0.3394,0.3285,0.3212,0.2609,0.3285,0.385,0.3741,0.208,0.385,0.208,0.3204
1516,0.3376,0.3394,0.3285,0.3212,0.3869,0.3285,0.385,0.3741,0.208,0.3869,0.208,0.3344
1517,0.3376,0.3394,0.3285,0.3212,0.3869,0.3285,0.385,0.4069,0.3832,0.4069,0.3212,0.3575
1518,0.3887,0.3394,0.3285,0.3212,0.3869,0.3285,0.385,0.4069,0.3832,0.4069,0.3212,0.3631
1519,0.3887,0.3741,0.3285,0.3212,0.3869,0.3285,0.3084,0.4069,0.3832,0.4069,0.3084,0.3585
1520,0.3887,0.3741,0.3285,0.3814,0.3869,0.3285,0.3084,0.4069,0.3832,0.4069,0.3084,0.3652
1522,0.3887,0.3741,0.3285,0.3814,0.3869,0.3285,0.2135,0.4069,0.3832,0.4069,0.2135,0.3546
1523,0.3887,0.3741,0.3285,0.3814,0.3923,0.3285,0.2135,0.4069,0.3832,0.4069,0.2135,0.3552
1525,0.3631,0.3741,0.3285,0.3814,0.3923,0.3285,0.2135,0.4069,0.3832,0.4069,0.2135,0.3524
1527,0.3631,0.3741,0.3285,0.3814,0.3923,0.3285,0.2135,0.2701,0.2755,0.3923,0.2135,0.3252
1529,0.3631,0.3412,0.3285,0.3814,0.3923,0.3285,0.2938,0.2701,0.2755,0.3923,0.2701,0.3305
1530,0.3631,0.3412,0.3285,0.3814,0.3522,0.3285,0.2938,0.2701,0.2755,0.3814,0.2701,0.326
1532,0.3796,0.3412,0.3285,0.3814,0.3522,0.3285,0.2938,0.2701,0.1752,0.3814,0.1752,0.3167
1533,0.3796,0.3412,0.3285,0.4343,0.3522,0.3285,0.2938,0.2701,0.1752,0.4343,0.1752,0.3226
1534,0.3796,0.3412,0.3285,0.4343,0.3522,0.3285,0.2938,0.3522,0.1752,0.4343,0.1752,0.3317
1535,0.3796,0.3412,0.3285,0.4343,0.3522,0.3285,0.3832,0.3522,0.1752,0.4343,0.1752,0.3417
1536,0.3796,0.281,0.3285,0.4343,0.3522,0.3285,0.3832,0.3522,0.1752,0.4343,0.1752,0.335
1537,0.3796,0.281,0.3285,0.4343,0.3923,0.3285,0.3832,0.3522,0.1752,0.4343,0.1752,0.3394
1538,0.3796,0.281,0.3285,0.4343,0.2299,0.3285,0.3832,0.3522,0.1752,0.4343,0.1752,0.3214
1539,0.3796,0.281,0.3285,0.4343,0.2026,0.3285,0.3832,0.3522,0.1752,0.4343,0.1752,0.3183
1540,0.3376,0.281,0.3285,0.4343,0.2026,0.3285,0.3832,0.3522,0.1752,0.4343,0.1752,0.3137
1542,0.3376,0.281,0.3285,0.3321,0.2646,0.3285,0.3832,0.4033,0.1752,0.4033,0.1752,0.3149
1544,0.3285,0.281,0.3285,0.3321,0.2646,0.3285,0.3832,0.4033,0.1752,0.4033,0.1752,0.3139
1546,0.3285,0.281,0.3285,0.3321,0.3467,0.3285,0.3832,0.4033,0.1752,0.4033,0.1752,0.323
1547,0.3285,0.281,0.3285,0.3321,0.2701,0.3285,0.3832,0.4033,0.3796,0.4033,0.2701,0.3372
1549,0.3285,0.281,0.3285,0.3321,0.2701,0.3285,0.3686,0.4033,0.3796,0.4033,0.2701,0.3356
1550,0.3285,0.281,0.3285,0.3321,0.2701,0.3285,0.3686,0.2354,0.3796,0.3796,0.2354,0.3169
1551,0.3285,0.3923,0.3285,0.3321,0.2701,0.3285,0.3686,0.2354,0.3923,0.3923,0.2354,0.3307
1552,0.3285,0.3923,0.3285,0.427,0.2628,0.3285,0.3686,0.2354,0.3923,0.427,0.2354,0.3404
1553,0.3777,0.3923,0.3285,0.427,0.2628,0.3285,0.3686,0.2354,0.3923,0.427,0.2354,0.3459
1555,0.3777,0.3923,0.3285,0.3613,0.2628,0.3285,0.3686,0.2354,0.3923,0.3923,0.2354,0.3386
1556,0.3777,0.3923,0.3285,0.3613,0.2628,0.3285,0.3942,0.2354,0.3923,0.3942,0.2354,0.3414
1558,0.3777,0.3923,0.3285,0.3613,0.2628,0.3285,0.3942,0.3741,0.3923,0.3942,0.2628,0.3569
1559,0.3777,0.3923,0.3285,0.3485,0.3449,0.3285,0.3942,0.3741,0.3923,0.3942,0.3285,0.3646
1560,0.4015,0.4051,0.3285,0.3485,0.3449,0.3285,0.3942,0.3741,0.3923,0.4051,0.3285,0.3686
1562,0.4015,0.4051,0.3285,0.3485,0.2245,0.3285,0.3942,0.3741,0.3923,0.4051,0.2245,0.3552
1563,0.3777,0.4051,0.3285,0.3485,0.2245,0.3285,0.3942,0.3741,0.3923,0.4051,0.2245,0.3526
1566,0.3157,0.4051,0.3285,0.3485,0.2245,0.3285,0.3978,0.3558,0.3923,0.4051,0.2245,0.3441
1567,0.3157,0.3777,0.3285,0.3193,0.2245,0.3285,0.3978,0.3558,0.3923,0.3978,0.2245,0.3378
1568,0.3157,0.3777,0.3285,0.3522,0.2245,0.3285,0.3978,0.0547,0.3923,0.3978,0.0547,0.308
1569,0.3157,0.3777,0.3285,0.2226,0.2245,0.3285,0.3978,0.0547,0.0894,0.3978,0.0547,0.2599
1571,0.3157,0.3777,0.3285,0.2226,0.2245,0.3285,0.2755,0.0547,0.2117,0.3777,0.0547,0.2599
1572,0.3339,0.2737,0.3285,0.2226,0.2245,0.3285,0.2464,0.0547,0.2117,0.3339,0.0547,0.2472
1573,0.3339,0.2737,0.3285,0.2226,0.2245,0.3285,0.0201,0.0547,0.2117,0.3339,0.0201,0.222
1575,0.3339,0.2737,0.3285,0.2226,0.2245,0.3285,0.2956,0.0547,0.2117,0.3339,0.0547,0.2526
1576,0.3339,0.2737,0.3285,0.2226,0.3796,0.3285,0.2956,0.0547,0.2117,0.3796,0.0547,0.2699
1577,0.3339,0.2737,0.3285,0.3796,0.3796,0.3285,0.2956,0.0547,0.2117,0.3796,0.0547,0.2873
1578,0.3339,0.2737,0.3285,0.3796,0.3796,0.3285,0.2956,0.3686,0.2117,0.3796,0.2117,0.3222
1579,0.3339,0.4088,0.3285,0.3796,0.3796,0.3285,0.2956,0.3686,0.2117,0.4088,0.2117,0.3372
1582,0.3339,0.4088,0.3285,0.3796,0.3796,0.3285,0.3996,0.3686,0.2117,0.4088,0.2117,0.3488
1583,0.3339,0.4088,0.3285,0.3796,0.385,0.3285,0.3996,0.3686,0.2117,0.4088,0.2117,0.3494
1584,0.3704,0.2701,0.3285,0.3796,0.2336,0.3285,0.3996,0.3686,0.3887,0.3996,0.2336,0.3408
1585,0.0255,0.208,0.3285,0.3942,0.2664,0.3285,0.3996,0.3704,0.3887,0.3996,0.0255,0.3011
1586,0.0255,0.208,0.3285,0.312,0.2664,0.3285,0.3996,0.3704,0.3887,0.3996,0.0255,0.292
1589,0.0255,0.208,0.3285,0.312,0.2664,0.3285,0.3996,0.3704,0.2299,0.3996,0.0255,0.2743
1590,0.0255,0.208,0.3285,0.312,0.2664,0.3285,0.3266,0.3704,0.2299,0.3704,0.0255,0.2662
1591,0.3577,0.208,0.3285,0.312,0.2664,0.3285,0.3266,0.3704,0.2299,0.3704,0.208,0.3031
1592,0.3248,0.208,0.3285,0.312,0.3777,0.3285,0.3266,0.3704,0.2299,0.3777,0.208,0.3118
1593,0.3248,0.208,0.3285,0.312,0.3777,0.3285,0.3266,0.3942,0.2299,0.3942,0.208,0.3145
1594,0.2518,0.208,0.3285,0.312,0.3777,0.3285,0.0201,0.3942,0.2299,0.3942,0.0201,0.2723
1595,0.2518,0.208,0.3285,0.354,0.3777,0.3285,0.2245,0.3942,0.3595,0.3942,0.208,0.3141
1596,0.2518,0.208,0.3285,0.354,0.3777,0.3285,0.2938,0.3942,0.3595,0.3942,0.208,0.3218
1597,0.2518,0.208,0.3285,0.4398,0.3777,0.3285,0.2354,0.3942,0.1861,0.4398,0.1861,0.3056
1598,0.2518,0.208,0.3285,0.4398,0.3814,0.3285,0.2354,0.3942,0.1861,0.4398,0.1861,0.306
1600,0.2518,0.208,0.3285,0.4398,0.3814,0.3285,0.2354,0.3942,0.1861,0.4398,0.1861,0.306
1601,0.2518,0.3978,0.3285,0.4398,0.3814,0.3285,0.2354,0.3942,0.1861,0.4398,0.1861,0.3271
1603,0.2518,0.3978,0.3285,0.4398,0.3814,0.3285,0.3832,0.3942,0.1861,0.4398,0.1861,0.3435
1604,0.2518,0.3978,0.3285,0.0693,0.3814,0.3285,0.3832,0.3942,0.3942,0.3978,0.0693,0.3254
1605,0.396,0.3978,0.3285,0.0693,0.3869,0.3285,0.3832,0.3631,0.3942,0.3978,0.0693,0.3386
1606,0.396,0.3978,0.3285,0.0693,0.3869,0.3285,0.3832,0.3431,0.3942,0.3978,0.0693,0.3364
1607,0.396,0.3978,0.3285,0.0693,0.3869,0.3285,0.3832,0.0438,0.3942,0.3978,0.0438,0.3031
1609,0.396,0.3814,0.3285,0.0693,0.3869,0.3285,0.3832,0.0438,0.3942,0.396,0.0438,0.3013
1610,0.396,0.3814,0.3285,0.0693,0.3869,0.3285,0.3832,0.3796,0.3942,0.396,0.0693,0.3386
1611,0.396,0.3814,0.3285,0.3869,0.3869,0.3285,0.3832,0.3796,0.3942,0.396,0.3285,0.3739
1612,0.396,0.3814,0.3285,0.3193,0.3869,0.3285,0.3522,0.3796,0.3942,0.396,0.3193,0.363
1613,0.396,0.3814,0.3285,0.3193,0.2774,0.3285,0.3522,0.3796,0.3942,0.396,0.2774,0.3508
1614,0.3796,0.3814,0.3285,0.3047,0.2774,0.3285,0.3522,0.3796,0.3832,0.3832,0.2774,0.3461
1616,0.3796,0.3814,0.3285,0.3047,0.312,0.3285,0.2755,0.3796,0.3832,0.3832,0.2755,0.3414
1620,0.3796,0.3814,0.3285,0.3047,0.312,0.3285,0.2755,0.3796,0.2792,0.3814,0.2755,0.3299
1621,0.3796,0.3814,0.3285,0.3394,0.312,0.3285,0.2755,0.3796,0.2792,0.3814,0.2755,0.3337
1622,0.3796,0.3814,0.3285,0.3394,0.312,0.3285,0.2755,0.4088,0.2792,0.4088,0.2755,0.337
1623,0.3978,0.3814,0.3285,0.3613,0.3613,0.3285,0.4161,0.4088,0.2792,0.4161,0.2792,0.3625
1626,0.3978,0.4069,0.3285,0.3613,0.3613,0.3285,0.4161,0.4088,0.2792,0.4161,0.2792,0.3654
1628,0.3978,0.4069,0.3285,0.3613,0.3613,0.3285,0.4161,0.4088,0.3631,0.4161,0.3285,0.3747
1629,0.3686,0.4069,0.3285,0.3613,0.3613,0.3285,0.4161,0.4088,0.3631,0.4161,0.3285,0.3715
1630,0.3686,0.4069,0.3285,0.3613,0.3613,0.3285,0.2701,0.3431,0.3631,0.4069,0.2701,0.3479
1634,0.2536,0.4069,0.3285,0.3723,0.3613,0.3285,0.2701,0.3431,0.3631,0.4069,0.2536,0.3364
1635,0.2536,0.3631,0.3285,0.3723,0.3613,0.3285,0.2701,0.3431,0.3631,0.3723,0.2536,0.3315
1636,0.2536,0.3631,0.3285,0.3723,0.3613,0.3285,0.2701,0.3431,0.3431,0.3723,0.2536,0.3293
1638,0.2536,0.3631,0.3285,0.3723,0.3613,0.3285,0.3796,0.3431,0.3431,0.3796,0.2536,0.3415
1639,0.0894,0.3631,0.3285,0.3723,0.3613,0.3285,0.0201,0.3431,0.3431,0.3723,0.0201,0.2833
1640,0.2318,0.3631,0.3285,0.3704,0.3613,0.3285,0.0201,0.3431,0.3431,0.3704,0.0201,0.2989
1641,0.2318,0.3631,0.3285,0.3704,0.3339,0.3285,0.0201,0.3431,0.3431,0.3704,0.0201,0.2958
1642,0.2318,0.3631,0.3285,0.0292,0.3339,0.3285,0.0201,0.354,0.3905,0.3905,0.0201,0.2644
1643,0.2318,0.3631,0.3285,0.3485,0.0201,0.3285,0.0201,0.354,0.3905,0.3905,0.0201,0.265
1648,0.2318,0.3631,0.3285,0.3485,0.0201,0.3285,0.3139,0.354,0.3905,0.3905,0.0201,0.2977
1649,0.2318,0.3631,0.3285,0.4526,0.0201,0.3285,0.3139,0.354,0.3905,0.4526,0.0201,0.3092
1651,0.2318,0.3631,0.3285,0.4526,0.323,0.3285,0.3139,0.354,0.3905,0.4526,0.2318,0.3429
1652,0.2318,0.3996,0.3285,0.4526,0.323,0.3285,0.3139,0.354,0.4197,0.4526,0.2318,0.3502
1656,0.2318,0.3996,0.3285,0.4526,0.323,0.3285,0.3485,0.3759,0.4197,0.4526,0.2318,0.3565
1657,0.2318,0.3996,0.3285,0.4526,0.323,0.3285,0.2044,0.354,0.4197,0.4526,0.2044,0.338
1658,0.3029,0.3996,0.3285,0.4526,0.3358,0.3285,0.2044,0.354,0.4197,0.4526,0.2044,0.3473
1661,0.3029,0.3996,0.3285,0.2464,0.3358,0.3285,0.2956,0.354,0.4197,0.4197,0.2464,0.3346
1662,0.3029,0.3996,0.3285,0.2464,0.2956,0.3285,0.2391,0.354,0.4197,0.4197,0.2391,0.3238
1663,0.3029,0.3996,0.3285,0.2464,0.2956,0.3285,0.2135,0.354,0.4197,0.4197,0.2135,0.321
1664,0.3029,0.3996,0.3285,0.2226,0.2956,0.3285,0.2135,0.354,0.3376,0.3996,0.2135,0.3092
1665,0.3029,0.3996,0.3285,0.292,0.2956,0.3285,0.2482,0.4161,0.3376,0.4161,0.2482,0.3277
1666,0.3029,0.3449,0.3285,0.292,0.2956,0.3285,0.2482,0.4161,0.3376,0.4161,0.2482,0.3216
1668,0.3029,0.3449,0.3285,0.292,0.2956,0.3285,0.2482,0.1661,0.3376,0.3449,0.1661,0.2938
1670,0.3029,0.3449,0.3285,0.292,0.2956,0.3285,0.2482,0.3485,0.3376,0.3485,0.2482,0.3141
1671,0.3029,0.3449,0.3285,0.292,0.2956,0.3285,0.2482,0.3485,0.3376,0.3485,0.2482,0.3141
1673,0.323,0.3449,0.3285,0.292,0.2956,0.3285,0.2482,0.3485,0.3376,0.3485,0.2482,0.3163
1674,0.323,0.3449,0.3285,0.292,0.2956,0.3285,0.396,0.3485,0.3376,0.396,0.292,0.3327
1675,0.323,0.3175,0.3285,0.292,0.2956,0.3285,0.396,0.3485,0.2628,0.396,0.2628,0.3214
1678,0.323,0.3175,0.3285,0.292,0.3358,0.3285,0.396,0.3485,0.2628,0.396,0.2628,0.3258
1680,0.323,0.3285,0.3285,0.312,0.3358,0.3285,0.396,0.3978,0.2628,0.3978,0.2628,0.3348
1681,0.323,0.3285,0.3285,0.312,0.3358,0.3285,0.3978,0.3978,0.2628,0.3978,0.2628,0.335
1682,0.323,0.3285,0.3285,0.3084,0.3358,0.3285,0.3978,0.3978,0.2628,0.3978,0.2628,0.3346
1684,0.323,0.3285,0.3285,0.3084,0.3358,0.3285,0.2153,0.3978,0.2628,0.3978,0.2153,0.3143
1685,0.323,0.3212,0.3285,0.3084,0.3358,0.3285,0.2153,0.3978,0.396,0.3978,0.2153,0.3283
1686,0.323,0.3212,0.3285,0.3084,0.3814,0.3285,0.2153,0.2555,0.396,0.396,0.2153,0.3175
1687,0.323,0.3212,0.3285,0.3084,0.3175,0.3285,0.2153,0.2555,0.396,0.396,0.2153,0.3104
1688,0.323,0.3212,0.3285,0.3084,0.2464,0.3285,0.2153,0.2555,0.396,0.396,0.2153,0.3025
1691,0.323,0.2445,0.3285,0.3084,0.2464,0.3285,0.3905,0.2555,0.396,0.396,0.2445,0.3135
1693,0.323,0.2445,0.3285,0.3084,0.2464,0.3285,0.3905,0.3485,0.396,0.396,0.2445,0.3238
1694,0.323,0.2445,0.3285,0.3084,0.2464,0.3285,0.3905,0.3485,0.2737,0.3905,0.2445,0.3102
1696,0.323,0.2445,0.3285,0.3084,0.2865,0.3285,0.3905,0.3485,0.2737,0.3905,0.2445,0.3147
1697,0.323,0.2445,0.3285,0.3084,0.2865,0.3285,0.3814,0.3485,0.2737,0.3814,0.2445,0.3137
1699,0.323,0.2445,0.3285,0.3084,0.2865,0.3285,0.3814,0.3485,0.2354,0.3814,0.2354,0.3094
1700,0.323,0.2464,0.3285,0.3084,0.2865,0.3285,0.3814,0.2664,0.2354,0.3814,0.2354,0.3005
1702,0.323,0.2464,0.3285,0.2518,0.2865,0.3285,0.3814,0.2664,0.2153,0.3814,0.2153,0.292
1704,0.323,0.2464,0.3285,0.1934,0.2865,0.3285,0.4015,0.2664,0.2153,0.4015,0.1934,0.2877
1705,0.323,0.0839,0.3285,0.1934,0.2865,0.3285,0.4015,0.2664,0.2153,0.4015,0.0839,0.2697
1707,0.323,0.0839,0.3285,0.1934,0.2865,0.3285,0.1186,0.3796,0.2153,0.3796,0.0839,0.2508
1711,0.323,0.0839,0.3285,0.3631,0.2865,0.3285,0.1186,0.2974,0.2153,0.3631,0.0839,0.2605
1714,0.323,0.3577,0.3285,0.3631,0.2865,0.3285,0.1186,0.2974,0.2153,0.3631,0.1186,0.291
1716,0.323,0.3577,0.3285,0.3631,0.2518,0.3285,0.1186,0.2974,0.2153,0.3631,0.1186,0.2871
1717,0.323,0.3577,0.3285,0.3339,0.2518,0.3285,0.1186,0.2974,0.2153,0.3577,0.1186,0.2839
1718,0.323,0.3577,0.3285,0.3339,0.2518,0.3285,0.1186,0.4033,0.2153,0.4033,0.1186,0.2956
1722,0.323,0.385,0.3285,0.3339,0.2518,0.3285,0.1186,0.4033,0.2153,0.4033,0.1186,0.2987
1723,0.323,0.385,0.3285,0.3339,0.2518,0.3285,0.3796,0.4033,0.2153,0.4033,0.2153,0.3277
1724,0.323,0.385,0.3285,0.3339,0.3832,0.3285,0.3796,0.4033,0.2153,0.4033,0.2153,0.3423
1725,0.323,0.385,0.3285,0.3339,0.3832,0.3285,0.1788,0.4033,0.2153,0.4033,0.1788,0.3199
1726,0.2737,0.385,0.3285,0.3905,0.3832,0.3285,0.2391,0.4033,0.2153,0.4033,0.2153,0.3275
1731,0.2737,0.385,0.3285,0.3905,0.3832,0.3285,0.2391,0.3504,0.2153,0.3905,0.2153,0.3216
1732,0.2737,0.385,0.3285,0.3905,0.3832,0.3285,0.3759,0.3504,0.2153,0.3905,0.2153,0.3368
1734,0.3522,0.385,0.3285,0.4818,0.4215,0.3285,0.3759,0.3504,0.2153,0.4818,0.2153,0.3599
1736,0.3522,0.385,0.3285,0.4818,0.4215,0.3285,0.3759,0.3139,0.2153,0.4818,0.2153,0.3558
1737,0.3522,0.3759,0.3285,0.4818,0.4215,0.3285,0.3759,0.208,0.2153,0.4818,0.208,0.3431
1739,0.3522,0.3759,0.3285,0.4818,0.3449,0.3285,0.3759,0.208,0.2153,0.4818,0.208,0.3346
1740,0.3522,0.3759,0.3285,0.4818,0.3449,0.3285,0.3996,0.208,0.4015,0.4818,0.208,0.3579
1741,0.4051,0.3759,0.3285,0.4818,0.3449,0.3285,0.3996,0.208,0.4015,0.4818,0.208,0.3638
1744,0.4051,0.3759,0.3285,0.3832,0.3449,0.3285,0.3996,0.208,0.4015,0.4051,0.208,0.3528
1746,0.4051,0.3759,0.3285,0.3832,0.3613,0.3285,0.3996,0.208,0.4015,0.4051,0.208,0.3546
1748,0.4051,0.3759,0.3285,0.3832,0.3613,0.3285,0.3996,0.4088,0.4015,0.4088,0.3285,0.3769
1749,0.3577,0.3759,0.3285,0.3832,0.3613,0.3285,0.3978,0.4088,0.4015,0.4088,0.3285,0.3715
1752,0.3577,0.2865,0.3285,0.3832,0.3613,0.3285,0.3978,0.4088,0.4051,0.4088,0.2865,0.3619
1753,0.3577,0.2664,0.3285,0.3704,0.3613,0.3285,0.3978,0.4088,0.4051,0.4088,0.2664,0.3583
1754,0.3577,0.2664,0.3285,0.3704,0.3942,0.3285,0.3978,0.4088,0.4051,0.4088,0.2664,0.3619
1755,0.3577,0.2664,0.3285,0.3704,0.2062,0.3285,0.3832,0.4088,0.4051,0.4088,0.2062,0.3394
1757,0.3887,0.2664,0.3285,0.3704,0.2062,0.3285,0.3832,0.323,0.2901,0.3887,0.2062,0.3206
1758,0.3887,0.2701,0.3285,0.3704,0.2062,0.3285,0.3832,0.323,0.2901,0.3887,0.2062,0.321
1760,0.3887,0.2701,0.3285,0.4015,0.0529,0.3285,0.3832,0.323,0.2901,0.4015,0.0529,0.3074
1763,0.3887,0.2701,0.3285,0.4015,0.0529,0.3285,0.3832,0.3814,0.2901,0.4015,0.0529,0.3139
1764,0.3193,0.2701,0.3285,0.3412,0.0529,0.3285,0.3832,0.3814,0.2901,0.3832,0.0529,0.2995
1765,0.3193,0.2701,0.3285,0.3412,0.0529,0.3285,0.3832,0.3814,0.3832,0.3832,0.0529,0.3098
1768,0.3285,0.2701,0.3285,0.3412,0.0529,0.3285,0.354,0.3814,0.3832,0.3832,0.0529,0.3076
1769,0.3285,0.2701,0.3285,0.3412,0.3832,0.3285,0.354,0.3814,0.3832,0.3832,0.2701,0.3443
1770,0.3285,0.2701,0.3285,0.3412,0.3832,0.3285,0.354,0.3814,0.3832,0.3832,0.2701,0.3443
1771,0.3285,0.2701,0.3285,0.3723,0.2847,0.3285,0.354,0.3814,0.3832,0.3832,0.2701,0.3368
1773,0.3285,0.2701,0.3285,0.2372,0.2847,0.3285,0.354,0.3029,0.3832,0.3832,0.2372,0.3131
1775,0.3285,0.2701,0.3285,0.2372,0.2847,0.3285,0.354,0.3029,0.3285,0.354,0.2372,0.307
1776,0.3285,0.2701,0.3285,0.2372,0.1971,0.3285,0.3193,0.3029,0.3285,0.3285,0.1971,0.2934
1781,0.3285,0.2701,0.3285,0.292,0.1971,0.3285,0.3193,0.3029,0.3285,0.3285,0.1971,0.2995
1782,0.3796,0.2701,0.3285,0.292,0.1971,0.3285,0.3285,0.3029,0.3285,0.3796,0.1971,0.3062
1783,0.3796,0.2701,0.3285,0.292,0.2591,0.3285,0.3285,0.3029,0.3285,0.3796,0.2591,0.3131
1785,0.3796,0.2701,0.3285,0.292,0.2591,0.3285,0.3285,0.3558,0.3285,0.3796,0.2591,0.319
1787,0.3796,0.2701,0.3285,0.3504,0.2591,0.3285,0.3285,0.3558,0.3285,0.3796,0.2591,0.3254
1788,0.3796,0.2701,0.3285,0.3504,0.2591,0.3285,0.3558,0.3558,0.3285,0.3796,0.2591,0.3285
1789,0.3796,0.2701,0.3285,0.3431,0.2591,0.3285,0.3558,0.3558,0.3522,0.3796,0.2591,0.3303
1790,0.3796,0.2701,0.3285,0.3084,0.2591,0.3285,0.3558,0.3558,0.3522,0.3796,0.2591,0.3264
1791,0.3412,0.2701,0.3285,0.3084,0.3303,0.3285,0.3558,0.3777,0.3522,0.3777,0.2701,0.3325
1792,0.3412,0.2701,0.3285,0.3467,0.3303,0.3285,0.3558,0.3321,0.3522,0.3558,0.2701,0.3317
1793,0.3412,0.2701,0.3285,0.3467,0.3303,0.3285,0.3558,0.3485,0.3522,0.3558,0.2701,0.3335
1794,0.3412,0.2701,0.3285,0.3467,0.3102,0.3285,0.2755,0.3485,0.3522,0.3522,0.2701,0.3224
1796,0.2591,0.2701,0.3285,0.3467,0.3102,0.3285,0.2755,0.3485,0.3522,0.3522,0.2591,0.3133
1799,0.2591,0.2701,0.3285,0.3467,0.3102,0.3285,0.2755,0.3686,0.3522,0.3686,0.2591,0.3155
1801,0.2591,0.2701,0.3285,0.3467,0.2755,0.3285,0.2755,0.3686,0.3522,0.3686,0.2591,0.3116
1805,0.2609,0.2701,0.3285,0.3467,0.2755,0.3285,0.2755,0.3686,0.3522,0.3686,0.2609,0.3118
1806,0.2609,0.3759,0.3285,0.3942,0.2755,0.3285,0.2755,0.3686,0.3522,0.3942,0.2609,0.3289
1807,0.2609,0.3759,0.3285,0.2956,0.2755,0.3285,0.2755,0.3686,0.3522,0.3759,0.2609,0.3179
1808,0.2628,0.3759,0.3285,0.2956,0.2755,0.3285,0.2755,0.3686,0.3522,0.3759,0.2628,0.3181
1809,0.2628,0.3759,0.3285,0.2956,0.2755,0.3285,0.2755,0.3467,0.3522,0.3759,0.2628,0.3157
1811,0.3613,0.3759,0.3285,0.2956,0.2755,0.3285,0.2755,0.3467,0.3978,0.3978,0.2755,0.3317
1815,0.3613,0.3759,0.3285,0.3193,0.2755,0.3285,0.2755,0.3467,0.3978,0.3978,0.2755,0.3343
1817,0.3613,0.3923,0.3285,0.3193,0.3577,0.3285,0.2755,0.3467,0.3978,0.3978,0.2755,0.3453
1818,0.3139,0.3923,0.3285,0.3193,0.3577,0.3285,0.2755,0.3467,0.0201,0.3923,0.0201,0.2981
1822,0.3139,0.3869,0.3285,0.396,0.3577,0.3285,0.2755,0.3467,0.0201,0.396,0.0201,0.306
1824,0.3139,0.3869,0.3285,0.396,0.4088,0.3285,0.2755,0.3449,0.0201,0.4088,0.0201,0.3115
1826,0.3869,0.3869,0.3285,0.396,0.4088,0.3285,0.2755,0.3449,0.0201,0.4088,0.0201,0.3196
1827,0.3869,0.3887,0.3285,0.3266,0.4088,0.3285,0.2755,0.3449,0.0201,0.4088,0.0201,0.3121
1828,0.3869,0.3887,0.3285,0.3266,0.219,0.3285,0.2755,0.3449,0.0201,0.3887,0.0201,0.291
1833,0.3869,0.3887,0.3285,0.3266,0.219,0.3285,0.2755,0.4088,0.0201,0.4088,0.0201,0.2981
1836,0.3887,0.3887,0.3285,0.3266,0.219,0.3285,0.2755,0.4088,0.0201,0.4088,0.0201,0.2983
1837,0.3887,0.4215,0.3285,0.3266,0.219,0.3285,0.2755,0.4088,0.0201,0.4215,0.0201,0.3019
1839,0.3887,0.4215,0.3285,0.3266,0.219,0.3285,0.2755,0.396,0.0201,0.4215,0.0201,0.3005
1842,0.3887,0.4215,0.3285,0.3266,0.219,0.3285,0.2755,0.396,0.3905,0.4215,0.219,0.3416
1847,0.3887,0.4215,0.3285,0.3266,0.3321,0.3285,0.2755,0.396,0.3905,0.4215,0.2755,0.3542
1849,0.3887,0.3942,0.3285,0.3266,0.3321,0.3285,0.2755,0.396,0.3905,0.396,0.2755,0.3512
1850,0.3887,0.3942,0.3285,0.3266,0.2956,0.3285,0.2755,0.396,0.3905,0.396,0.2755,0.3471
1852,0.3102,0.3942,0.3285,0.3212,0.2956,0.3285,0.2755,0.3595,0.3905,0.3942,0.2755,0.3337
1856,0.3139,0.3942,0.3285,0.3212,0.2956,0.3285,0.2755,0.3595,0.3905,0.3942,0.2755,0.3342
