timestamp,rtl81399,rtl81390,rtl81393,rtl81397,rtl81398,rtl81392,rtl81394,rtl81395,rtl81391,rtl81396,max,min,avg
208,0.7192,0.75,0.7373,0.7373,0.7464,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.742
209,0.7192,0.75,0.7373,0.7373,0.7464,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.742
210,0.7192,0.75,0.7373,0.7373,0.7464,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.742
211,0.7192,0.75,0.7373,0.7373,0.7464,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.742
212,0.7192,0.75,0.7409,0.7373,0.7464,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.7424
213,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.7426
214,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.7426
215,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.7426
216,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.7174,0.7536,0.7174,0.7426
217,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7429
218,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7429
219,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7429
220,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7429
221,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7429
222,0.7192,0.75,0.7409,0.7373,0.7482,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7429
223,0.7192,0.75,0.7409,0.7373,0.7536,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7435
224,0.7192,0.75,0.7409,0.7373,0.7536,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.7192,0.7435
225,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.721,0.744
226,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.721,0.744
227,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7536,0.7518,0.721,0.7536,0.721,0.744
228,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
229,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
230,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
231,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
232,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
233,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
234,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
235,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
236,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
237,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
238,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
239,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
240,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7554,0.7518,0.721,0.7554,0.721,0.7442
241,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7591,0.7518,0.721,0.7591,0.721,0.7446
242,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7591,0.7518,0.721,0.7591,0.721,0.7446
243,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7591,0.7518,0.721,0.7591,0.721,0.7446
244,0.721,0.75,0.7409,0.7409,0.7536,0.7536,0.7536,0.7591,0.7518,0.721,0.7591,0.721,0.7446
245,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
246,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
247,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
248,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
249,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
250,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
251,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
252,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
253,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
254,0.721,0.75,0.7409,0.7409,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7449
255,0.721,0.75,0.7409,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7455
256,0.721,0.75,0.7409,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7455
257,0.721,0.75,0.7409,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7455
258,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
259,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
260,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
261,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
262,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
263,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
264,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
265,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
266,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
267,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
268,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
269,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
270,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
271,0.721,0.75,0.7446,0.7464,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7458
272,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
273,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
274,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
275,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
276,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
277,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
278,0.721,0.75,0.7446,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.746
279,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
280,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
281,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
282,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
283,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
284,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
285,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
286,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
287,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
288,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
289,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
290,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
291,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
292,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
293,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
294,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
295,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
296,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
297,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
298,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
299,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
300,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
301,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
302,0.721,0.75,0.7554,0.7482,0.7554,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7471
303,0.721,0.75,0.7554,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7475
304,0.721,0.75,0.7554,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7475
305,0.721,0.75,0.7554,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7475
306,0.721,0.75,0.7554,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7475
307,0.721,0.75,0.7554,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7475
308,0.721,0.75,0.7554,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7475
309,0.721,0.75,0.7572,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7476
310,0.721,0.75,0.7572,0.7482,0.7591,0.7536,0.7536,0.7591,0.7518,0.7228,0.7591,0.721,0.7476
311,0.721,0.75,0.7572,0.7482,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.748
312,0.721,0.75,0.7572,0.7482,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.748
313,0.721,0.75,0.7572,0.7482,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.748
314,0.721,0.75,0.7572,0.7482,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.748
315,0.721,0.75,0.7572,0.7518,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7484
316,0.721,0.75,0.7572,0.7518,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7484
317,0.721,0.75,0.7572,0.7518,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7484
318,0.721,0.75,0.7572,0.7518,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7484
319,0.721,0.75,0.7572,0.7518,0.7591,0.7536,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7484
320,0.721,0.75,0.7572,0.7518,0.7591,0.7554,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7485
321,0.721,0.75,0.7572,0.7518,0.7591,0.7554,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7485
322,0.721,0.75,0.7572,0.7518,0.7591,0.7554,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7485
323,0.721,0.75,0.7572,0.7518,0.7591,0.7554,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7485
324,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
325,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
326,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
327,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
328,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
329,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
330,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
331,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
332,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
333,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
334,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
335,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
336,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
337,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
338,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
339,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
340,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
341,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
342,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
343,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
344,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
345,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
346,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
347,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
348,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
349,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
350,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
351,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
352,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
353,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
354,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
355,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
356,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
357,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
358,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
359,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
360,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
361,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
362,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
363,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
364,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
365,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
366,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
367,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
368,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
369,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
370,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
371,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
372,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
373,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
374,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
375,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7228,0.7591,0.721,0.7487
376,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
377,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
378,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
379,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
380,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
381,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
382,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
383,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
384,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
385,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
386,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
387,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
388,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
389,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
390,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
391,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
392,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
393,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
394,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
395,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7518,0.7373,0.7591,0.721,0.7502
396,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
397,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
398,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
399,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
400,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
401,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
402,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
403,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7373,0.7591,0.721,0.7504
404,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
405,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
406,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
407,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
408,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
409,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
410,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
411,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
412,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
413,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
414,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
415,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
416,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
417,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
418,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
419,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
420,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
421,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
422,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
423,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
424,0.721,0.75,0.7572,0.7518,0.7591,0.7572,0.7572,0.7591,0.7536,0.7391,0.7591,0.721,0.7505
