timestamp,legacy_pcnet1,legacy_pcnet8,legacy_pcnet5,legacy_pcnet2,legacy_pcnet6,legacy_pcnet3,legacy_pcnet0,legacy_pcnet9,legacy_pcnet7,max,min,avg
3139,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3140,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3142,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3146,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3147,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3150,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3151,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3152,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3153,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3155,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7062,0.7299,0.6058,0.6675
3157,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3159,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3160,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3164,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3165,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3166,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3167,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3169,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3172,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3174,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3175,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3177,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3179,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3180,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3181,0.677,0.7299,0.6533,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6679
3182,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3184,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3185,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3186,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3187,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3189,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3191,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3192,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3193,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3196,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3197,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3198,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3199,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3202,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6423,0.7099,0.7299,0.6058,0.6681
3205,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3206,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3207,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3208,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3211,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3213,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3214,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3215,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3216,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3217,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3218,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3219,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3221,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3222,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3223,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3225,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3228,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3229,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3231,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3232,0.677,0.7299,0.6551,0.635,0.6916,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6683
3233,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3234,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3235,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3238,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3240,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3241,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3242,0.677,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6685
3243,0.6788,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6687
3244,0.6788,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6687
3245,0.6788,0.7299,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7299,0.6058,0.6687
3246,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3249,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3251,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3252,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3253,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3255,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3256,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3260,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3261,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3262,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3263,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3264,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3265,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3267,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3269,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3270,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3272,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3273,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3275,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3278,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3282,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3286,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3288,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3289,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3291,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3293,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3295,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3298,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3299,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3300,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3301,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3302,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3303,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3306,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3307,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3308,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3309,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3314,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3315,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3316,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3320,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3321,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3323,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3324,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3325,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3327,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3329,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3330,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3331,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3332,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3334,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3335,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3336,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3339,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3341,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3342,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3343,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3348,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6058,0.6442,0.7099,0.7318,0.6058,0.6689
3350,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3351,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3352,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3354,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3356,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3357,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3360,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3361,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3363,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3364,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3365,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6095,0.6442,0.7099,0.7318,0.6095,0.6693
3366,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6695
3367,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6695
3368,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6695
3370,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6695
3371,0.6788,0.7318,0.6551,0.635,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6695
3373,0.6788,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6705
3374,0.6788,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6705
3375,0.6788,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6705
3377,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3378,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3380,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3381,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3382,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3384,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3385,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3388,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3390,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3391,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3392,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3395,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3396,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3397,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3399,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3401,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3403,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3404,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3408,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3410,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3411,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3412,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3416,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3420,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3421,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3423,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3425,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3426,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3429,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3430,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3431,0.6807,0.7318,0.6551,0.6442,0.6934,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6707
3433,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3434,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3437,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3440,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3441,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3442,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3449,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3450,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3451,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3452,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3453,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3454,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3457,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3460,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3462,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3464,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3465,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3466,0.6807,0.7318,0.6551,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.671
3467,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3468,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3470,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3471,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3472,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3473,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3474,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3475,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3476,0.6807,0.7318,0.6569,0.6442,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6712
3478,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3479,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3481,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3484,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3485,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3487,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3490,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3491,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3493,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3494,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6113,0.6442,0.7099,0.7318,0.6113,0.6728
3497,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3500,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3501,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3502,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3503,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3504,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3506,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3507,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3510,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
3512,0.6807,0.7318,0.6569,0.6588,0.6953,0.6661,0.6131,0.6442,0.7099,0.7318,0.6131,0.673
