timestamp,legacy_ee100pro4,legacy_ee100pro3,legacy_ee100pro6,legacy_ee100pro7,legacy_ee100pro0,legacy_ee100pro9,legacy_ee100pro2,legacy_ee100pro5,max,min,avg
1318,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1319,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1320,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1322,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1324,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1325,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1326,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1328,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1329,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1330,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1331,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1333,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1334,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1336,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1337,0.8025,0.7701,0.7643,0.8075,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.7915
1338,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1339,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1341,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1343,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1344,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1345,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1346,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1347,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1348,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1349,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1351,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8149,0.8166,0.8166,0.7452,0.792
1352,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1353,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1354,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1355,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1356,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1357,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1358,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1359,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1360,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1361,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1362,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1363,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1364,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1365,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1366,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1367,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1368,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1369,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1370,0.8025,0.7701,0.7643,0.8116,0.7452,0.8108,0.8166,0.8166,0.8166,0.7452,0.7922
1371,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1372,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1373,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1374,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1375,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1376,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1378,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1379,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1380,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1381,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1383,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1384,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1385,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1386,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1388,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1390,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1391,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1392,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1393,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1395,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1397,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1400,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1401,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1405,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1406,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1408,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1409,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1410,0.8025,0.7701,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7926
1411,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1412,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1413,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1414,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1415,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1416,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1417,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1419,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1420,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1421,0.8025,0.8141,0.7643,0.8116,0.7485,0.8108,0.8166,0.8166,0.8166,0.7485,0.7981
1422,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1424,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1425,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1426,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1427,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1428,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1431,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1432,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1433,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1434,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1435,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1436,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1438,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1440,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1441,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1442,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1443,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1444,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1447,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1448,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1449,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1450,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1452,0.8025,0.8141,0.7643,0.8116,0.7925,0.8108,0.8166,0.8166,0.8166,0.7643,0.8036
1453,0.8025,0.8141,0.7643,0.8116,0.7942,0.8108,0.8166,0.8166,0.8166,0.7643,0.8038
1454,0.8025,0.8141,0.7643,0.8116,0.7942,0.8108,0.8166,0.8166,0.8166,0.7643,0.8038
1456,0.8025,0.8141,0.7643,0.8116,0.7942,0.8108,0.8166,0.8166,0.8166,0.7643,0.8038
1458,0.8025,0.8141,0.7643,0.8116,0.7942,0.8108,0.8166,0.8166,0.8166,0.7643,0.8038
1459,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8166,0.8166,0.7643,0.804
1460,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1461,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1462,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1465,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1467,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1468,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1470,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1471,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1472,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1475,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1476,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1477,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1478,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1479,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1480,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1481,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1482,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1483,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1484,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1485,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1486,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1488,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1489,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1490,0.8025,0.8141,0.7643,0.8116,0.7942,0.8124,0.8166,0.8183,0.8183,0.7643,0.8043
1491,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1492,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1493,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1495,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1496,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1497,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1498,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1499,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1502,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1503,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1504,0.8025,0.8141,0.7643,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7643,0.8045
1505,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1506,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1507,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1508,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1509,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1510,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1511,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1512,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1513,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1514,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1515,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1516,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1517,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1518,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1519,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1521,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1522,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1523,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1524,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1526,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1527,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1528,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1529,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1531,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1532,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1533,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1534,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1535,0.8025,0.8141,0.7925,0.8116,0.7942,0.8141,0.8166,0.8183,0.8183,0.7925,0.808
1536,0.8025,0.8141,0.7925,0.8116,0.7942,0.8191,0.8166,0.8183,0.8191,0.7925,0.8086
1537,0.8025,0.8141,0.7925,0.8116,0.7942,0.8191,0.8166,0.8183,0.8191,0.7925,0.8086
1538,0.8025,0.8141,0.7925,0.8116,0.7942,0.8191,0.8166,0.8183,0.8191,0.7925,0.8086
1539,0.8025,0.8141,0.7925,0.8116,0.7942,0.8191,0.8166,0.8183,0.8191,0.7925,0.8086
1540,0.8025,0.8141,0.7925,0.8116,0.7942,0.8191,0.8166,0.8183,0.8191,0.7925,0.8086
1541,0.8025,0.8141,0.7925,0.8116,0.7942,0.8191,0.8166,0.8183,0.8191,0.7925,0.8086
1542,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1543,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1544,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1547,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1548,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1549,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1550,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1551,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1552,0.8025,0.8141,0.7925,0.8116,0.8017,0.8191,0.8166,0.8183,0.8191,0.7925,0.8095
1553,0.8025,0.8141,0.7925,0.8116,0.8133,0.8191,0.8166,0.8183,0.8191,0.7925,0.811
1554,0.8025,0.8141,0.7925,0.8116,0.8133,0.8191,0.8166,0.8183,0.8191,0.7925,0.811
1556,0.8025,0.8141,0.7925,0.8116,0.8133,0.8191,0.8166,0.8183,0.8191,0.7925,0.811
1557,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1558,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1559,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1560,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1562,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1564,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1565,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1568,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1569,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1570,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1571,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1572,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1573,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1575,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1576,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1578,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1579,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1581,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1582,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1583,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1586,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1587,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1588,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1589,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1590,0.8025,0.8141,0.7925,0.8116,0.8158,0.8191,0.8166,0.8183,0.8191,0.7925,0.8113
1591,0.8025,0.8141,0.7925,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.7925,0.8117
1592,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1593,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1594,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1595,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1597,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1598,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1599,0.8025,0.8141,0.795,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.795,0.812
1601,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1602,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1603,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1604,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1605,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1606,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1607,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1608,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1609,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1610,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1611,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1612,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1613,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1614,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1616,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
1618,0.8025,0.8141,0.8,0.8116,0.8158,0.8224,0.8166,0.8183,0.8224,0.8,0.8127
