timestamp,legacy_es13704,legacy_es13707,legacy_es13708,legacy_es13705,legacy_es13706,legacy_es13703,legacy_es13702,legacy_es13700,legacy_es13709,legacy_es13701,max,min,avg
2567,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2568,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2570,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2574,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2575,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2576,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2579,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2580,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2583,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2585,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2587,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2588,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2589,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2590,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2592,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2593,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2594,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2598,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2601,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2602,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2603,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2605,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2607,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2609,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2610,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2612,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2615,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2616,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2617,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2618,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2620,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2621,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2622,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2623,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2626,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2627,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2629,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2630,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2633,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2635,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2637,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2638,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2639,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2640,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2641,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2642,0.8765,0.8457,0.8519,0.8827,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8771
2644,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2648,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2650,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2651,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2652,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2654,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2658,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2660,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2661,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2663,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2665,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2666,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2667,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2668,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2670,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2671,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2673,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2674,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2675,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2676,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2679,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2682,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2683,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2684,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2686,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2687,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2689,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2690,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2691,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2693,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2695,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2697,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2698,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2699,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2700,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2702,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2704,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2708,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2711,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2712,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2715,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2716,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2717,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2718,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2719,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2720,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2722,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2724,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2729,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2730,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2731,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2732,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2735,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2737,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2738,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2739,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2742,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2743,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2744,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2746,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2747,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2748,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2749,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2750,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2751,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2753,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2755,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2756,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2757,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2758,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2762,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2763,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2765,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2766,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2767,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2768,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2770,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2772,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2773,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2775,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2776,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2777,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2779,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2780,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2781,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2782,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2783,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2787,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2790,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2791,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2792,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2795,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2796,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2798,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2800,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2801,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2802,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2805,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2807,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2808,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2811,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2812,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2813,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2815,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2816,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2817,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2819,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2820,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2823,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2825,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2826,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2827,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2831,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2832,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2834,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2836,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2841,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2842,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2843,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2845,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2846,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2849,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2852,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2857,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2861,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2862,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2863,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2864,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2865,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2867,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2870,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2871,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2874,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2877,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2880,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2883,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2887,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2888,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2889,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2892,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2894,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2895,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2896,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2901,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2902,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2906,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2907,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2911,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2913,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2914,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2918,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2919,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2921,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2923,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2924,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2926,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2927,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
2928,0.8765,0.8457,0.8519,0.8889,0.8951,0.8889,0.9012,0.8765,0.8765,0.8765,0.9012,0.8457,0.8778
