timestamp,legacy_es13704,legacy_es13707,legacy_es13708,legacy_es13705,legacy_es13706,legacy_es13703,legacy_es13702,legacy_es13700,legacy_es13709,legacy_es13701,max,min,avg
6072,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6073,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6078,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6085,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6087,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6089,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6091,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6094,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6099,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6104,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6107,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6110,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6115,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6116,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6120,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6121,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6124,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6126,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6128,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6140,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6152,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6157,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6166,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6167,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6173,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6175,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6178,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6180,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6181,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6188,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6191,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6192,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6197,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6204,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6205,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6209,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6210,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6217,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6220,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6221,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6227,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6239,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6242,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6248,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6249,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6250,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6256,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6275,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6280,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6284,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6288,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6290,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6294,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6303,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6304,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6311,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6315,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6316,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6320,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6322,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6327,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6331,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6332,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6346,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6349,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6352,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6358,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6362,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6366,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6370,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6375,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6380,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6382,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6383,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6384,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6388,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6389,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6394,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6398,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6402,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6412,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6418,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6430,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6432,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6433,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6440,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6441,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6444,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6445,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6447,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6453,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6457,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6459,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6469,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6471,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6479,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6482,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6487,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6495,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6499,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6502,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6503,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6509,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6510,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6519,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6522,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6523,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6526,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6527,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6533,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6534,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6538,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6539,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6541,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6542,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6543,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6555,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6556,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6557,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6562,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6571,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6579,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6582,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6585,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6587,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6596,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6602,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6606,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6609,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6610,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6612,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6620,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6623,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6631,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6634,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6635,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6636,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6639,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6642,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6644,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6651,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6652,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6657,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6661,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6664,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6665,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6674,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6677,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6679,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6681,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6684,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6687,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6691,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6692,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6693,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6695,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6697,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6700,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6701,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6707,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6710,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6717,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6718,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6722,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6723,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6728,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6732,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6738,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6740,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6741,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6743,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6748,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6749,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6756,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6757,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6759,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6764,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6774,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6775,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6776,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6782,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6787,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6792,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6794,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6803,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6804,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6805,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6810,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6813,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6816,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6818,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6822,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6834,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6845,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6848,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6857,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6862,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6868,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6870,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6872,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6877,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6882,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6883,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
6885,0.8765,0.8519,0.8519,0.8889,0.8951,0.8951,0.9012,0.8889,0.8827,0.8765,0.9012,0.8519,0.8809
