timestamp,legacy_e10004,legacy_e10009,legacy_e10006,legacy_e10008,legacy_e10002,legacy_e10000,legacy_e10007,legacy_e10005,legacy_e10003,max,min,avg
17827,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17847,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17848,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17859,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17875,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17879,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17880,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17894,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17911,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17931,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17958,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17963,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17967,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17970,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17982,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
17984,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18007,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18010,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18023,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18025,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18036,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18043,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18049,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18053,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18055,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18056,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18085,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18090,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18091,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18092,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18094,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18099,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18101,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18110,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18114,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18115,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18136,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18140,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18143,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18144,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18151,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18158,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18163,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18169,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18171,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18180,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18183,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18188,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18198,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18203,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18205,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18217,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18221,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18233,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18234,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18236,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18240,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18250,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18253,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18254,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18255,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18260,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18262,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18265,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18283,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18289,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18291,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18295,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18306,0.6389,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.6395
18311,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18313,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18315,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18323,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18325,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18332,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18333,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18351,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18357,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18362,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18368,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18372,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18396,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18400,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18401,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18408,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18411,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18417,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18422,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18428,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18430,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18439,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18442,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18443,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18457,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18465,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18466,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18467,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18468,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18491,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18492,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18493,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18499,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18506,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18510,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18512,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18521,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18525,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18542,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18555,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18556,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18557,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18559,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18568,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18570,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18575,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18577,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18581,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18589,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18606,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18616,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18628,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18634,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18638,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18645,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18649,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18651,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18658,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18661,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18668,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18670,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18682,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18686,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18704,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18721,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18732,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18757,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18764,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18767,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18771,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18778,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18785,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18800,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18810,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18811,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18812,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18814,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18831,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18839,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18858,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18859,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18865,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18880,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18894,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18905,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18912,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18972,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18973,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18976,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18978,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18989,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
18998,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19001,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19054,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19056,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19090,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19092,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19100,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19103,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19112,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19113,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19114,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19116,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19124,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19125,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19136,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19141,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19163,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19182,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19205,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19211,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19248,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19254,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19262,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19265,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19266,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19272,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19283,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19284,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19285,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19288,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19301,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19308,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19328,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19338,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19341,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19357,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19363,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19369,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19375,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19384,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19388,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19391,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19393,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19420,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19427,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19428,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19429,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19436,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19439,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19441,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19449,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19454,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19464,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19469,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19487,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19491,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19493,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19504,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19511,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19519,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19526,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19530,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19541,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19546,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19558,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19559,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19562,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19576,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19577,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
19583,0.6437,0.6361,0.6389,0.6389,0.638,0.6437,0.6389,0.6437,0.638,0.6437,0.6361,0.64
