timestamp,legacy_e10004,legacy_e10009,legacy_e10006,legacy_e10008,legacy_e10002,legacy_e10000,legacy_e10007,legacy_e10005,legacy_e10003,max,min,avg
1139,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1140,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1141,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1142,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1144,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1145,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1147,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1148,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1149,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6049,0.6333,0.5699,0.6062
1151,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6063
1153,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6063
1155,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6063
1157,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6063
1158,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6063
1159,0.6333,0.5766,0.6002,0.6068,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6063
1160,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1163,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1164,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1165,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1167,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1168,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1169,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1172,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1173,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1174,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1175,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1176,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1177,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1178,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1179,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1180,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1181,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1182,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1183,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1184,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1185,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1187,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1188,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1190,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1191,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1192,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1193,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1194,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1195,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1197,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1199,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1200,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1201,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1202,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1203,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1204,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1207,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1208,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1209,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1210,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1211,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1212,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1214,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1216,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1217,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1219,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1222,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1223,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1225,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1226,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1228,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1229,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1230,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1231,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1232,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1234,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1236,0.6333,0.5766,0.6002,0.6096,0.6021,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6066
1239,0.6333,0.5766,0.6002,0.6096,0.603,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6067
1241,0.6333,0.5766,0.6002,0.6096,0.603,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6067
1243,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6074
1244,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6074
1246,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6074
1247,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6059,0.6333,0.5699,0.6074
1248,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1249,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1250,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1252,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1253,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1254,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1255,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1257,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1258,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1259,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1260,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1262,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1263,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1264,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1266,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1267,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1268,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1270,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1271,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1272,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1273,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1274,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1275,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1276,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1278,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1281,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1282,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1284,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1287,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1290,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1291,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1292,0.6333,0.5766,0.6068,0.6096,0.603,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6077
1293,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1294,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1296,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1297,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1298,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1300,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1301,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1302,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1303,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1304,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1305,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1308,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1309,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1311,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1312,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1313,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1314,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1316,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1319,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1320,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1322,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1325,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1326,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1328,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1331,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1333,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1334,0.6333,0.5766,0.6068,0.6096,0.6238,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6101
1335,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1336,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1337,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1338,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1341,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1342,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1345,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1346,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1348,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1349,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1350,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1351,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1352,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1353,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1354,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1358,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1359,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1360,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1361,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1362,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1365,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1368,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1370,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1371,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1372,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1373,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1374,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1375,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1377,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5699,0.6304,0.6087,0.6333,0.5699,0.6103
1378,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1379,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1380,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1381,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1382,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1383,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1387,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1388,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1389,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1390,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1391,0.6333,0.5766,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.611
1392,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1393,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1394,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1395,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1396,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1397,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1398,0.6333,0.5794,0.6068,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6113
1402,0.6333,0.5794,0.6248,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6133
1403,0.6333,0.5794,0.6248,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6133
1404,0.6333,0.5794,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6136
1406,0.6333,0.5794,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6136
1407,0.6333,0.5794,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6136
1409,0.6333,0.5794,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6136
1410,0.6333,0.5794,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6136
1411,0.6333,0.5794,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6136
1412,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1413,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1414,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1415,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1417,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1418,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1421,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1423,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1424,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1425,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1426,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1427,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1428,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1429,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1431,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1432,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1433,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1434,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1435,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1436,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1438,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1440,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1442,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1444,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1445,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1446,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1447,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1448,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
1449,0.6333,0.5955,0.6276,0.6096,0.6257,0.6314,0.5766,0.6304,0.6087,0.6333,0.5766,0.6154
