timestamp,sb166,sb162,sb165,sb164,sb169,sb160,sb163,sb167,sb161,sb168,max,min,avg
62,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
63,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
64,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
65,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
66,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
67,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
68,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
69,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
70,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
71,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
72,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
73,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
74,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
75,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1,0.0756,0.278,0.0756,0.1334
76,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1049,0.0756,0.278,0.0756,0.1339
77,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1049,0.0756,0.278,0.0756,0.1339
78,0.0951,0.0756,0.0878,0.2244,0.278,0.0756,0.2341,0.0878,0.1049,0.0756,0.278,0.0756,0.1339
79,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
80,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
81,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
82,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
83,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
84,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
85,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
86,0.0951,0.0756,0.0878,0.2244,0.2805,0.0756,0.2341,0.0878,0.1049,0.0756,0.2805,0.0756,0.1341
87,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
88,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
89,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
90,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
91,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
92,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
93,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
94,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
95,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.0756,0.2829,0.0756,0.1344
96,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.2122,0.2829,0.0756,0.148
97,0.0951,0.0756,0.0878,0.2244,0.2829,0.0756,0.2341,0.0878,0.1049,0.2122,0.2829,0.0756,0.148
98,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
99,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
100,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
101,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
102,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
103,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
104,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
105,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
106,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
107,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
108,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
109,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
110,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
111,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
112,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
113,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
114,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
115,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
116,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
117,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
118,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
119,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
120,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
121,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
122,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
123,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2122,0.2878,0.0756,0.1485
124,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2244,0.2878,0.0756,0.1497
125,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2244,0.2878,0.0756,0.1497
126,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2244,0.2878,0.0756,0.1497
127,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
128,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
129,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
130,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
131,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
132,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
133,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
134,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
135,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
136,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
137,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
138,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
139,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
140,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
141,0.0951,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1505
142,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1529
143,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1529
144,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.2317,0.2878,0.0756,0.1529
145,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
146,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
147,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
148,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
149,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
150,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
151,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
152,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1049,0.239,0.2878,0.0756,0.1537
153,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1549
154,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1549
155,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1549
156,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1549
157,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1549
158,0.1195,0.0756,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1549
159,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
160,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
161,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
162,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
163,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
164,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
165,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
166,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
167,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
168,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
169,0.1195,0.2122,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1685
170,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
171,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
172,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
173,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
174,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
175,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
176,0.1195,0.2341,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1707
177,0.1195,0.2366,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.171
178,0.1195,0.2366,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.171
179,0.1195,0.2366,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.171
180,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
181,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
182,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
183,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
184,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
185,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
186,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
187,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
188,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
189,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
190,0.1195,0.2415,0.0878,0.2244,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1715
191,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
192,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
193,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
194,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
195,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
196,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
197,0.1195,0.2415,0.0878,0.2317,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1722
198,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
199,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
200,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
201,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
202,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
203,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
204,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
205,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
206,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
207,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
208,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
209,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
210,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
211,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
212,0.1195,0.2415,0.0878,0.2341,0.2878,0.0756,0.2341,0.0878,0.1171,0.239,0.2878,0.0756,0.1724
