timestamp,ehci7,ehci2,ehci0,ehci1,ehci6,ehci8,ehci4,ehci5,ehci9,ehci3,max,min,avg
1633641041,0.0,0.0573,0.0573,0.0573,0.0,0.0,0.0573,0.0,0.0,0.0573,0.0573,0.0,0.0286
1633641045,0.0,0.1006,0.1006,0.1006,0.0,0.0,0.1006,0.0,0.0,0.1006,0.1006,0.0,0.0503
1633641046,0.0,0.1564,0.1047,0.1145,0.0,0.0,0.1103,0.0,0.0,0.1089,0.1564,0.0,0.0595
1633641047,0.0,0.1662,0.1089,0.1173,0.0,0.0,0.1131,0.0,0.0,0.1704,0.1704,0.0,0.0676
1633641048,0.0,0.1662,0.162,0.1229,0.0,0.0,0.1173,0.0,0.0,0.176,0.176,0.0,0.0744
1633641049,0.0,0.1997,0.1676,0.1257,0.0,0.0,0.1173,0.0,0.0,0.1885,0.1997,0.0,0.0799
1633641050,0.0,0.2179,0.1746,0.1257,0.0,0.0,0.1173,0.0,0.0,0.1927,0.2179,0.0,0.0828
1633641051,0.0,0.2179,0.1746,0.1257,0.0,0.0,0.1215,0.0,0.0,0.1927,0.2179,0.0,0.0832
1633641052,0.0,0.2193,0.1746,0.1341,0.0,0.0,0.1243,0.0,0.0,0.1927,0.2193,0.0,0.0845
1633641053,0.0,0.2193,0.1774,0.183,0.0,0.0,0.1271,0.0,0.0,0.1927,0.2193,0.0,0.09
1633641054,0.0,0.2193,0.1774,0.183,0.0,0.0,0.1913,0.0,0.0,0.1955,0.2193,0.0,0.0966
1633641055,0.0,0.2291,0.1802,0.1844,0.0,0.0,0.1941,0.0,0.0,0.1955,0.2291,0.0,0.0983
1633641056,0.0,0.2332,0.1802,0.1844,0.0,0.0,0.1941,0.0,0.0,0.2039,0.2332,0.0,0.0996
1633641057,0.0,0.2332,0.1885,0.1844,0.0,0.0,0.1941,0.0,0.0,0.2039,0.2332,0.0,0.1004
1633641058,0.0,0.2332,0.1885,0.1899,0.0,0.0,0.1941,0.0,0.0,0.2123,0.2332,0.0,0.1018
1633641059,0.0,0.2332,0.1885,0.1941,0.0,0.0,0.1941,0.0,0.0,0.2123,0.2332,0.0,0.1022
1633641060,0.0,0.2332,0.1885,0.2095,0.0,0.0,0.1941,0.0,0.0,0.2137,0.2332,0.0,0.1039
1633641061,0.0,0.2332,0.1885,0.2095,0.0,0.0,0.1941,0.0,0.0,0.2137,0.2332,0.0,0.1039
1633641062,0.0,0.2374,0.1899,0.2095,0.0,0.0,0.1941,0.0,0.0,0.2137,0.2374,0.0,0.1045
