timestamp,legacy_cs4231a9,legacy_cs4231a6,legacy_cs4231a1,legacy_cs4231a2,legacy_cs4231a5,legacy_cs4231a3,legacy_cs4231a7,legacy_cs4231a4,legacy_cs4231a0,legacy_cs4231a8,max,min,avg
2156,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7555
2158,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7555
2159,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7555
2160,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7555
2163,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2164,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2165,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2166,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2167,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2168,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2170,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2173,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2174,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2176,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2179,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2180,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2182,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2185,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2188,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2189,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2190,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2194,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2195,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2196,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2197,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2198,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2201,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2202,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7506,0.7576,0.7576,0.7506,0.7562
2203,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2204,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2206,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2207,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2209,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2210,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2211,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2213,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2216,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2217,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2219,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2221,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2222,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2223,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2224,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2225,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2230,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2232,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2233,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2235,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2237,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2238,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2239,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2240,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2242,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2245,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2247,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2248,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2249,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2250,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2251,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2254,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2255,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2258,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2260,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2261,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2262,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2265,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2266,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2268,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2269,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2270,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2273,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2275,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2276,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2279,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2284,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2286,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2287,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2288,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2294,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2295,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2300,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2301,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2305,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2309,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2312,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2313,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2317,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2318,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2322,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2323,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2326,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2327,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2329,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2330,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2333,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2336,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2339,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2342,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2344,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2348,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2351,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2352,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2355,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2356,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2359,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2360,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2361,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2365,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2367,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2370,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2372,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2373,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2376,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2377,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2380,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2383,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2385,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2388,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2391,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2392,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2393,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2394,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2399,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2400,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2401,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2403,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2404,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2405,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2406,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2407,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2409,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2411,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2413,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2414,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2416,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2418,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2419,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2421,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2426,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2429,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2434,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2435,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2437,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2438,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2441,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2442,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2444,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2450,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2452,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2453,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2455,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2460,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2461,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2464,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2466,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2469,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2471,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2474,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2480,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2481,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2482,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2487,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2488,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2489,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2491,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2496,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2497,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2498,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2499,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2500,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2502,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2505,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2506,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2510,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2513,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2514,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2517,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2519,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2521,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2525,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2526,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2527,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2533,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2535,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2536,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2537,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2538,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2539,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2542,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2543,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2545,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2547,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2553,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2554,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2555,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2556,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2557,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2560,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2562,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2566,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2568,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2569,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2571,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
2572,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7576,0.7506,0.7576,0.7576,0.7576,0.7506,0.7569
